,MCL1 (4170)
ACH-000206,-0.17235179731199998
ACH-000207,-0.892779774973
ACH-000211,-1.07424264683
ACH-000215,-0.461920497274
ACH-000221,-1.21286842102
ACH-000222,-0.336486029045
ACH-000223,-0.45170277153399996
ACH-000226,-1.3458435842899998
ACH-000227,0.014143727396899999
ACH-000228,-0.37691981416299997
ACH-000231,-0.764070963071
ACH-000232,-0.709928347925
ACH-000233,-0.943890471504
ACH-000234,-0.225279054487
ACH-000235,-0.340083489499
ACH-000237,-0.508476799577
ACH-000238,-0.51980360183
ACH-000243,-0.586350726703
ACH-000244,-0.828701215429
ACH-000246,-0.22689720015599998
ACH-000248,-1.0713061857200001
ACH-000250,-0.30069963415199996
ACH-000251,0.0343693353106
ACH-000253,-0.252092570287
ACH-000255,-0.651957144856
ACH-000256,-0.5530745419950001
ACH-000257,-0.7826780237630001
ACH-000258,-0.980124793126
ACH-000259,-0.733642930126
ACH-000260,-0.998954950502
ACH-000261,-0.922109662625
ACH-000262,-0.422386799866
ACH-000263,-1.0485345126
ACH-000264,-0.681475193957
ACH-000265,-0.282305888497
ACH-000266,-0.593380674509
ACH-000272,-0.5350783315950001
ACH-000273,-1.0697232808200001
ACH-000274,-0.579837728411
ACH-000277,-0.45212180694
ACH-000278,-0.419566272128
ACH-000279,-0.370849177053
ACH-000280,-0.296962021866
ACH-000281,-0.262164817871
ACH-000288,-0.696217582147
ACH-000291,-0.478955825106
ACH-000293,-0.10929833480999998
ACH-000294,-1.3334747840799999
ACH-000295,-0.122116809301
ACH-000296,-0.700762898285
ACH-000302,-0.359521083658
ACH-000304,-0.37643674608000005
ACH-000307,-0.463618857114
ACH-000308,-0.329214406353
ACH-000310,-0.255622626664
ACH-000311,-0.592264789607
ACH-000312,-0.34233980734999997
ACH-000315,-1.2259461980600002
ACH-000316,-1.1998165087700001
ACH-000317,0.101494736875
ACH-000318,-0.976677060753
ACH-000319,-0.368026535126
ACH-000320,-0.539170861186
ACH-000322,-0.802462505049
ACH-000323,-0.5170222372659999
ACH-000324,-0.34607890147299997
ACH-000329,-1.27934204156
ACH-000330,-0.569765292342
ACH-000331,-1.03811329135
ACH-000332,-0.37520051761100004
ACH-000334,-1.3088801455299999
ACH-000335,-0.74735409308
ACH-000336,-0.614579473068
ACH-000337,-0.0980949115935
ACH-000339,-0.20498337294500002
ACH-000341,-0.994247068959
ACH-000348,-1.1553305852700002
ACH-000350,-0.469378046714
ACH-000352,-1.32343931976
ACH-000356,-0.160583477339
ACH-000361,-0.67501353435
ACH-000362,-1.16802657068
ACH-000363,-0.339214146543
ACH-000364,-0.6815203037299999
ACH-000365,-1.0058585563200002
ACH-000366,-0.5975692418240001
ACH-000368,-0.453155778007
ACH-000374,-1.1339321325799998
ACH-000375,-1.04172984462
ACH-000376,-0.431309353846
ACH-000381,-1.0756844271400001
ACH-000383,-0.299411303382
ACH-000387,-0.732387746635
ACH-000389,-0.625959936803
ACH-000390,-0.7294064825390001
ACH-000393,-0.456854766752
ACH-000395,-0.25415639522
ACH-000397,-0.422936522874
ACH-000401,-0.296056159341
ACH-000402,-0.994320199272
ACH-000403,-0.326758989918
ACH-000404,-0.721350618298
ACH-000406,-0.918239322447
ACH-000407,-0.6409462684749999
ACH-000408,-0.0965856522737
ACH-000410,-0.634747444891
ACH-000411,-0.280051524348
ACH-000414,-0.308683521623
ACH-000415,-0.102724579335
ACH-000416,-1.09879966571
ACH-000420,-0.456829732915
ACH-000421,-0.369581998167
ACH-000424,-0.707194506277
ACH-000425,-0.9679914534799999
ACH-000426,-2.27365155219
ACH-000427,-0.537839115121
ACH-000433,-0.207925344518
ACH-000436,-1.03515968388
ACH-000444,-0.215548488019
ACH-000445,-1.0471592109899999
ACH-000448,-0.379622373358
ACH-000450,-0.167668277024
ACH-000452,-1.5483712192399999
ACH-000454,-0.647775041008
ACH-000458,-0.713452526867
ACH-000459,-0.756069605137
ACH-000460,-0.579021042399
ACH-000461,-0.24737285347899998
ACH-000463,-0.43611261218599995
ACH-000464,-0.48585097800399996
ACH-000466,-0.280458945909
ACH-000467,-0.750234974041
ACH-000468,-0.34652866057099996
ACH-000469,-0.6768077313869999
ACH-000470,-0.34244049754600003
ACH-000471,-0.7812756174750001
ACH-000472,-0.986406175947
ACH-000473,-1.64970982817
ACH-000475,-0.61724961285
ACH-000476,-0.285275329252
ACH-000477,0.10576824157400001
ACH-000480,-0.370888373851
ACH-000481,-0.47753326198
ACH-000483,-0.756890277008
ACH-000484,-0.10979607045999998
ACH-000485,-0.362273711922
ACH-000486,-0.433089453234
ACH-000487,-0.720864924693
ACH-000488,-0.641071697638
ACH-000490,-0.563609938529
ACH-000491,-0.8340317363549999
ACH-000495,-0.317793386891
ACH-000496,-0.7284734442569999
ACH-000499,-0.947768784923
ACH-000500,-0.32009936717
ACH-000502,-0.207333215086
ACH-000503,-0.443340648875
ACH-000505,-0.489788280824
ACH-000507,-0.468130507251
ACH-000510,-0.353182825052
ACH-000511,-0.508156742488
ACH-000512,-0.84452667258
ACH-000516,-1.4486931358000001
ACH-000517,-0.41387950518
ACH-000518,-0.457467431106
ACH-000520,-0.513514321032
ACH-000521,-0.551886629543
ACH-000522,-0.36354160155299997
ACH-000524,-0.7140915925139999
ACH-000527,-0.197437466277
ACH-000528,-0.9657943983149999
ACH-000537,-0.357836802684
ACH-000541,-1.1014829476799999
ACH-000542,-0.21848796868
ACH-000544,-0.64214646933
ACH-000545,-0.354362211899
ACH-000547,-0.39484064393600005
ACH-000548,-0.628459916068
ACH-000549,-0.871443378858
ACH-000550,-0.43882220137500005
ACH-000552,-0.207881240686
ACH-000556,-0.446232166171
ACH-000557,-1.89468670755
ACH-000570,-0.408450906423
ACH-000571,-1.5540216393900002
ACH-000573,-0.25096598594
ACH-000576,-1.00585871456
ACH-000580,-0.473239824656
ACH-000584,-0.42902155085500004
ACH-000585,-1.5113409631999999
ACH-000588,-1.36170186185
ACH-000589,-0.8886905348530001
ACH-000591,-1.32653618558
ACH-000593,-0.493216607732
ACH-000600,-0.486627702864
ACH-000601,-0.7272382661579999
ACH-000604,-0.282011673053
ACH-000605,-0.755528948987
ACH-000606,-1.0660873264200001
ACH-000608,-0.9698661864270001
ACH-000614,-0.09516689301480001
ACH-000616,-0.34595262877899996
ACH-000618,-0.051093152877599995
ACH-000619,-0.7274766071879999
ACH-000620,-1.05599305646
ACH-000621,-1.64060187984
ACH-000622,-0.26066606351
ACH-000623,-0.676021380573
ACH-000624,-0.35366854219000005
ACH-000627,-0.20395665204
ACH-000630,-0.48685709990500003
ACH-000632,-1.2088200247799998
ACH-000633,-1.0613258421
ACH-000637,-0.311568553748
ACH-000638,-0.46513477666999997
ACH-000646,-0.72985618527
ACH-000647,-0.656215029556
ACH-000648,-0.23686711789099998
ACH-000649,-0.24931286399799998
ACH-000651,-0.289862972173
ACH-000652,-0.0757261968162
ACH-000653,-1.22068327645
ACH-000657,-0.651950594039
ACH-000658,-1.04704220097
ACH-000661,0.0202890744995
ACH-000662,-0.125400597792
ACH-000663,-0.0723769327785
ACH-000665,-0.514626508941
ACH-000671,-1.43866064799
ACH-000673,-0.381618861346
ACH-000676,-0.576913438338
ACH-000677,-0.296226012993
ACH-000681,-0.268559833538
ACH-000682,-0.420163387517
ACH-000683,-1.16746575998
ACH-000684,-0.420246254326
ACH-000688,-0.983995823435
ACH-000693,-0.509026539044
ACH-000694,-0.487868981451
ACH-000695,-0.6134071890999999
ACH-000696,-0.375059933751
ACH-000697,-0.8909681981540001
ACH-000699,-1.0514091222700002
ACH-000701,-0.479284644208
ACH-000706,-0.5406928859969999
ACH-000711,-0.312160739205
ACH-000713,-0.618634666592
ACH-000714,-0.680200929624
ACH-000718,-0.367552266617
ACH-000720,-0.24037573864700001
ACH-000721,-1.34309689677
ACH-000724,-1.0415887132700001
ACH-000725,-1.13268551486
ACH-000732,-0.579361669743
ACH-000734,-0.419850166619
ACH-000735,-1.18215390141
ACH-000736,-0.5114970497169999
ACH-000738,-0.303660438027
ACH-000746,-0.483765251062
ACH-000747,-0.843421801387
ACH-000748,-0.575540283694
ACH-000753,-0.5282360028809999
ACH-000756,-1.06533041723
ACH-000757,-1.3144218701500001
ACH-000758,0.013138277654899999
ACH-000760,-0.9666857800130001
ACH-000763,-0.758985211775
ACH-000764,-0.417784838301
ACH-000765,-0.35275036765699996
ACH-000766,-0.650101361237
ACH-000767,-0.8089599486229999
ACH-000768,-0.33132583646499997
ACH-000769,-0.737011003407
ACH-000770,-1.3636047083399998
ACH-000771,-1.32835908282
ACH-000773,-0.886717487756
ACH-000776,-0.43534395247599994
ACH-000777,-0.7624561962549999
ACH-000778,-1.38201110916
ACH-000781,-0.37183180137500005
ACH-000782,-1.04778658455
ACH-000783,-1.24394921057
ACH-000784,-0.27078479692400004
ACH-000785,-0.8306351121209999
ACH-000787,-0.6797158500480001
ACH-000788,-1.26092885188
ACH-000791,-0.480537386887
ACH-000792,-0.39364002479800003
ACH-000794,-1.16345360249
ACH-000796,-0.258392730374
ACH-000799,-0.16806561465999997
ACH-000800,-0.8464604079800001
ACH-000802,-0.314426573783
ACH-000804,-0.267986578443
ACH-000805,-0.24719700285799998
ACH-000809,-0.287763577832
ACH-000810,-0.7188656330850001
ACH-000811,-0.266342190905
ACH-000817,-0.957811373745
ACH-000819,-0.311706807205
ACH-000820,-0.22653068636999998
ACH-000821,-0.756069287771
ACH-000822,-0.555721009814
ACH-000823,-0.36064973050300003
ACH-000824,-1.8236737272
ACH-000827,-0.7835399738330001
ACH-000829,-0.19160089824499998
ACH-000831,-0.337605589326
ACH-000832,-1.2194471337200001
ACH-000833,-1.13863431297
ACH-000834,-0.7890918205490001
ACH-000835,-0.682583251032
ACH-000836,-1.24862887061
ACH-000837,-0.140638719365
ACH-000838,-1.42915914038
ACH-000839,-0.7901195438680001
ACH-000840,-0.23991870755999997
ACH-000841,-0.400978347984
ACH-000843,-0.548021759494
ACH-000846,-0.864677764311
ACH-000847,-0.924779828769
ACH-000848,-0.474537995396
ACH-000849,-0.9881064792990001
ACH-000851,-0.41883070585500004
ACH-000855,-0.379421610192
ACH-000856,-0.24119513905499998
ACH-000858,-0.184667563537
ACH-000859,-0.701293326732
ACH-000861,-0.609141135131
ACH-000862,-0.993454196248
ACH-000865,-0.628057570093
ACH-000866,-0.9137986173270001
ACH-000867,-1.023421018
ACH-000869,-1.5565564193900001
ACH-000872,-0.137763572862
ACH-000873,-0.637319459279
ACH-000876,-0.47204157423299997
ACH-000878,-0.30318746376999994
ACH-000880,-0.900413733699
ACH-000881,-0.841939895253
ACH-000882,-1.0793911760500001
ACH-000884,-0.34820041240599997
ACH-000885,-0.517748251135
ACH-000887,-0.450203587354
ACH-000888,-0.44090247224299994
ACH-000889,-0.769185064356
ACH-000890,-0.31509802936799997
ACH-000896,-0.482660370272
ACH-000898,-0.535894491542
ACH-000900,-0.780195255504
ACH-000901,-0.522986105243
ACH-000905,-0.41474187700599996
ACH-000906,-0.292344779215
ACH-000907,-1.284926304
ACH-000910,-0.330649169252
ACH-000911,-0.321382910197
ACH-000912,-0.7962218008409999
ACH-000913,-0.688537564862
ACH-000915,-0.301651146903
ACH-000916,-0.823031816173
ACH-000917,-0.751920604964
ACH-000921,-1.1266200830600002
ACH-000924,-1.04511868959
ACH-000926,-0.5256124009300001
ACH-000928,-0.602538028721
ACH-000929,-0.7810503182690001
ACH-000932,-0.5392535777499999
ACH-000935,0.0866582255303
ACH-000936,-0.333590701698
ACH-000937,-0.345098245932
ACH-000938,-1.23292074259
ACH-000939,-0.5793998114760001
ACH-000941,-0.31195032824700003
ACH-000943,-0.499681955862
ACH-000946,-0.620053230838
ACH-000947,-0.9849021912129999
ACH-000948,-0.854949013261
ACH-000950,-0.156546741131
ACH-000953,-1.29522980454
ACH-000957,-0.505354437823
ACH-000958,-0.186842127596
ACH-000960,-0.8406608581
ACH-000963,-2.11660586809
ACH-000968,-1.47185452351
ACH-000969,-0.43089523534199997
ACH-000973,-0.505263292552
ACH-000974,-0.391812887118
ACH-000975,-0.5547589405860001
ACH-000976,-0.1731393548
ACH-000978,-0.472293024544
ACH-000980,-0.396335102909
ACH-000984,-0.827792117706
ACH-000986,-0.801812342701
ACH-000988,-1.0907935303299998
ACH-000993,-0.496403460379
ACH-000994,-0.455205932884
ACH-000996,-0.13978140853
ACH-001001,-0.341370983708
ACH-001020,-0.481575404436
ACH-001028,-0.327579292419
ACH-001031,-0.8613995700720001
ACH-001038,-0.604078402625
ACH-001048,-0.291875345887
ACH-001050,-0.979536174462
ACH-001053,-0.46376620487899994
ACH-001054,-0.6266747327809999
ACH-001061,-0.317072106972
ACH-001067,-0.571415624859
ACH-001075,-0.7785192466859999
ACH-001096,-1.0451794733600002
ACH-001128,-0.887476867193
ACH-001134,-0.303413898152
ACH-001151,-0.393265323816
ACH-001163,-0.348603091936
ACH-001164,-1.1193281713299998
ACH-001173,-0.815177902632
ACH-001183,-1.31380279892
ACH-001184,-0.31016725537900003
ACH-001190,-1.37560887081
ACH-001192,-0.500972569733
ACH-001193,-1.00564612785
ACH-001196,-1.24033552442
ACH-001197,-1.02089672139
ACH-001205,-0.183669245983
ACH-001211,-0.684883677158
ACH-001212,-0.875135216136
ACH-001228,-0.43647936154100003
ACH-001232,-1.11056065178
ACH-001239,-0.265500345589
ACH-001274,-0.12261005379499999
ACH-001275,-0.171581600022
ACH-001277,-0.663753132081
ACH-001278,-0.781965067578
ACH-001280,-1.3907335026700003
ACH-001283,-1.46911590903
ACH-001289,-0.885274913159
ACH-001295,-0.462595765549
ACH-001300,-0.264587228344
ACH-001301,-0.41610834132
ACH-001302,-0.485578543634
ACH-001303,-0.17459711097
ACH-001306,-0.463351421328
ACH-001318,-0.814449807733
ACH-001322,-0.937941845833
ACH-001328,-1.33338924472
ACH-001332,-0.5948453511339999
ACH-001333,-1.2556651568100001
ACH-001336,-0.898347530685
ACH-001340,-0.42138655822
ACH-001346,-0.942966766248
ACH-001353,-0.323637956889
ACH-001354,-1.84821884949
ACH-001367,-0.416920497215
ACH-001368,-1.1158283789499999
ACH-001374,-0.964605764499
ACH-001375,-0.40889899924900003
ACH-001377,-0.09139588561460002
ACH-001380,-0.188745106138
ACH-001391,-0.6322126627800001
ACH-001407,-0.8850626250660001
ACH-001408,-0.545830279207
ACH-001413,-0.299164068297
ACH-001430,-0.485788436987
ACH-001431,-0.9733901480480001
ACH-001450,-0.495127993068
ACH-001496,-0.844297041918
ACH-001500,-0.47841758626599995
ACH-001521,-1.62037730675
ACH-001523,-0.827162153303
ACH-001532,-0.871372008362
ACH-001536,-0.803686836611
ACH-001550,-0.55266611629
ACH-001552,-1.01603110652
ACH-001554,-0.6553973960989999
ACH-001645,-0.548750394378
ACH-001654,-0.259261097641
ACH-001715,-0.910470248548
ACH-001735,-1.06805691151
ACH-001736,-1.05970376135
ACH-001737,-0.685310212906
ACH-001740,-1.03781166911
ACH-001745,-1.2527035634299999
ACH-001750,-0.546408301319
ACH-001765,-0.858672268679
ACH-001956,-0.321747804211
ACH-001957,-0.343293208995
