,MEIS1 (4211)
ACH-000004,0.0696750653305
ACH-000007,-0.0523338908481
ACH-000009,0.12564149234400002
ACH-000011,0.183485481113
ACH-000012,0.150616755342
ACH-000013,-0.0241781803397
ACH-000014,0.059274978922300006
ACH-000015,-0.00383024783154
ACH-000017,-0.0817766169784
ACH-000018,0.15771320085899998
ACH-000019,-0.0716167582617
ACH-000021,-0.020080273355599997
ACH-000022,0.09199513956739999
ACH-000025,0.06848972804190001
ACH-000028,-0.0823840810393
ACH-000030,0.07436356015250001
ACH-000035,0.268265299907
ACH-000036,0.20786532642299999
ACH-000037,0.000527101373442
ACH-000039,-0.215910338271
ACH-000040,0.034538961256400005
ACH-000041,0.0367709223975
ACH-000042,-0.12072110562999999
ACH-000045,-0.234518090873
ACH-000047,0.0337243897757
ACH-000052,0.275648292522
ACH-000053,0.257576519474
ACH-000054,0.0410747055353
ACH-000055,-0.265898828661
ACH-000060,0.39031622091799995
ACH-000067,0.18157849640999998
ACH-000070,0.248237920016
ACH-000075,-0.107537016019
ACH-000078,0.215072102002
ACH-000082,0.28662756919
ACH-000085,0.0531583784667
ACH-000086,0.0226157083935
ACH-000087,-0.249715887267
ACH-000092,0.0560732786866
ACH-000095,0.0114714521792
ACH-000097,0.047674499809
ACH-000098,0.228609620347
ACH-000099,-0.165979111717
ACH-000108,0.09732902691810001
ACH-000113,0.351751174726
ACH-000115,0.354616220687
ACH-000116,0.0298999915484
ACH-000118,0.0244695605163
ACH-000120,-0.08605336621710001
ACH-000123,0.0507306695232
ACH-000127,-0.126116007945
ACH-000128,0.146207956711
ACH-000132,-0.0705012002035
ACH-000133,-0.160753984667
ACH-000137,-0.115359330523
ACH-000138,0.0834581713313
ACH-000142,0.191344612402
ACH-000143,-0.07724909905119999
ACH-000146,0.152678210756
ACH-000148,0.06847246938969999
ACH-000150,-0.06837232002669999
ACH-000152,0.09926906457419998
ACH-000153,0.17711556822000002
ACH-000159,0.372105895333
ACH-000160,0.35194550386100004
ACH-000163,0.082515339083
ACH-000167,0.8769420866009999
