,MAP3K7 (6885)
ACH-000004,-0.118482139379
ACH-000007,0.258070362482
ACH-000009,0.285242233819
ACH-000011,0.12632447477800002
ACH-000012,0.0849389511293
ACH-000013,-0.245997899274
ACH-000014,-0.897121164068
ACH-000015,0.167949937799
ACH-000017,0.027375128434099998
ACH-000018,-0.344075797442
ACH-000019,0.127396851506
ACH-000021,0.0026751077574099997
ACH-000022,-0.136892074311
ACH-000025,-0.25896904268300003
ACH-000028,0.152278217179
ACH-000030,-0.287428732407
ACH-000035,0.07477671908360001
ACH-000036,-0.273085893764
ACH-000037,-0.452721239463
ACH-000039,-0.005797069662800001
ACH-000040,-0.108905299727
ACH-000041,-0.132386670367
ACH-000042,0.09331032442220001
ACH-000045,-0.18450008148
ACH-000047,-0.0369256331813
ACH-000052,0.215231638697
ACH-000053,-0.586283081927
ACH-000054,-0.353648443794
ACH-000055,0.24574208084600002
ACH-000060,-0.5810937436729999
ACH-000067,-0.253177689208
ACH-000070,-0.13059009491100002
ACH-000075,-0.15665577253
ACH-000078,-0.03364096296
ACH-000082,-0.07307395108880001
ACH-000085,-0.39080060089
ACH-000086,0.0180682726113
ACH-000087,-0.0982763787784
ACH-000092,0.0592326121394
ACH-000095,0.137807464647
ACH-000097,0.284291558091
ACH-000098,-0.36359969682
ACH-000099,0.102543420886
ACH-000108,0.16256829273499998
ACH-000113,-0.12163782551300001
ACH-000115,0.134584885588
ACH-000116,-0.30994076622600003
ACH-000118,0.0023375887748000005
ACH-000120,0.0636999597664
ACH-000123,0.239855031349
ACH-000127,-0.282742432247
ACH-000128,-0.566597475848
ACH-000132,0.106082326041
ACH-000133,0.0337032632336
ACH-000137,-0.937958410848
ACH-000138,-0.379953129119
ACH-000142,-0.352271417884
ACH-000143,-0.117607589325
ACH-000146,0.05775239494530001
ACH-000148,0.048909851048
ACH-000150,-0.0573316631016
ACH-000152,-0.04893282967069999
ACH-000153,0.35009870213699995
ACH-000159,0.08944098137369999
ACH-000160,0.059577239590400004
ACH-000163,0.24695575838599998
ACH-000167,-0.61198382073
ACH-000168,-0.283939506104
ACH-000169,0.11140875681199999
ACH-000178,-0.069544461241
ACH-000182,0.307797209819
ACH-000183,0.32714140309399997
ACH-000188,-0.231948095393
ACH-000189,0.284372741366
ACH-000190,0.304687639717
ACH-000198,-0.146387904627
ACH-000204,0.0808207542018
ACH-000206,-0.168223768803
ACH-000207,0.09781435796810001
ACH-000211,-0.6091001970800001
ACH-000215,-0.370712834911
ACH-000221,-0.109292864846
ACH-000222,0.154177990765
ACH-000223,0.0193631293518
ACH-000226,-0.185943823279
ACH-000227,-0.11851729027899999
ACH-000228,0.0660443371699
ACH-000231,-0.24536123844000002
ACH-000232,0.0873764275203
ACH-000233,-0.477543595596
ACH-000234,0.245466636049
ACH-000235,0.16842977783399998
ACH-000237,-0.0816824938531
ACH-000238,-0.26836096421300004
ACH-000243,0.157866978503
ACH-000244,-0.117836925501
ACH-000246,0.125772560837
ACH-000248,0.14140766923
ACH-000250,-0.143091068589
ACH-000251,-0.292575240379
ACH-000253,-0.145000353792
ACH-000255,-0.117134254521
ACH-000256,-0.08625618168400001
ACH-000257,-0.0018258594266300002
ACH-000258,0.114164256859
ACH-000259,0.060211623144699994
ACH-000260,0.100072717302
ACH-000261,0.222836238739
ACH-000262,-0.284511195682
ACH-000263,-0.09449393871470001
ACH-000264,-0.3415625564
ACH-000265,0.111313138674
ACH-000266,-0.219775615664
ACH-000272,-0.0744473395263
ACH-000273,-0.403233311215
ACH-000274,-0.215784337763
ACH-000277,-0.0614569561534
ACH-000278,0.20902144119600002
ACH-000279,0.07298025580260001
ACH-000280,-0.108630578288
ACH-000281,-0.249376026847
ACH-000288,-0.103605044243
ACH-000291,-0.08413407004180001
ACH-000293,-0.229395835645
ACH-000294,-0.321889903839
ACH-000295,-0.234988350021
ACH-000296,0.0637213127038
ACH-000302,-0.07082553580360001
ACH-000304,0.11494836374000002
ACH-000307,0.219914408183
ACH-000308,-0.857421358836
ACH-000310,-0.0589566170033
ACH-000311,-0.0871264076916
ACH-000312,0.0416781588817
ACH-000315,0.314001587082
ACH-000316,-0.123990838794
ACH-000317,-0.0025560870801999997
ACH-000318,0.139124508374
ACH-000319,-0.07777026549300001
ACH-000320,-0.31154926875100003
ACH-000322,-0.401669643708
ACH-000323,0.26792574757300003
ACH-000324,-0.25963903423900003
ACH-000329,-0.377854767513
ACH-000330,-0.43093751099100003
ACH-000331,-0.485238005891
ACH-000332,0.12255268895199999
ACH-000334,-0.277450215609
ACH-000335,-0.0167794891059
ACH-000336,-0.019239180686
ACH-000337,0.05046381733059999
ACH-000339,-0.37715000881300004
ACH-000341,0.466540293584
ACH-000348,-0.5179369512690001
ACH-000350,0.138036751591
ACH-000352,0.139426258232
ACH-000356,-0.47057796865900003
ACH-000361,0.269372562895
ACH-000362,-0.0759874554664
ACH-000363,0.23588469936999998
ACH-000364,-0.473623676063
ACH-000365,-0.160683529051
ACH-000366,0.029673796892
ACH-000368,-0.0677934775356
ACH-000374,0.16306532062999998
ACH-000375,0.189335093999
ACH-000376,-0.127599695196
ACH-000381,0.170048721829
ACH-000383,0.291525461943
ACH-000387,-0.16940047746599998
ACH-000389,-0.319164043287
ACH-000390,-0.8543323503650001
ACH-000393,-0.43979761315399996
ACH-000395,-0.06995295210810001
ACH-000397,-0.390094330524
ACH-000401,-0.00856437500507
ACH-000402,-0.42848391143200004
ACH-000403,0.055912069137399996
ACH-000404,0.303228025077
ACH-000406,0.13677148764799998
ACH-000407,-0.255814214419
ACH-000408,-0.0561380172425
ACH-000410,0.130722344903
ACH-000411,0.037009253157599994
ACH-000414,0.209249270252
ACH-000415,0.0341126917719
ACH-000416,0.161765784595
ACH-000420,-0.078631506904
ACH-000421,-0.162172866982
ACH-000424,-0.0805822691897
ACH-000425,-0.0592710510729
ACH-000426,0.0725925900514
ACH-000427,-0.223662145405
ACH-000433,-0.0412057442103
ACH-000436,-0.194838725849
ACH-000444,0.103470989343
ACH-000445,-0.531365150929
ACH-000448,-0.422503928693
ACH-000450,0.013307352873799999
ACH-000452,0.0255711022724
ACH-000454,0.00125226160391
ACH-000458,0.010550350719700001
ACH-000459,-0.589316468768
ACH-000460,-0.7351054622300001
ACH-000461,0.20336316501600002
ACH-000463,0.203593717014
ACH-000464,0.4412233455
ACH-000466,-0.19133614864999998
ACH-000467,-0.419148366605
ACH-000468,0.121249613939
ACH-000469,-0.5850154669150001
ACH-000470,-0.8491037172020001
ACH-000471,-0.542898550572
ACH-000472,0.233728556337
ACH-000473,0.0658344824098
ACH-000475,0.105673527799
ACH-000476,0.09158246849580001
ACH-000477,-0.666556881113
ACH-000480,0.23367955671399998
ACH-000481,0.13180405144000001
ACH-000483,0.381361767658
ACH-000484,-0.07426805714710001
ACH-000485,0.125865186538
ACH-000486,0.0590653563062
ACH-000487,0.00386128270486
ACH-000488,-0.360134051379
ACH-000490,0.117295829899
ACH-000491,0.018438019118200002
ACH-000495,0.03200103212
ACH-000496,0.0162268510717
ACH-000499,0.148984519449
ACH-000500,-0.051325731925
ACH-000502,-0.320390946741
ACH-000503,0.0395248762624
ACH-000505,-0.504824084847
ACH-000507,-0.0370522085089
ACH-000510,-0.111743044554
ACH-000511,-0.031005401544
ACH-000512,-0.332868123693
