,MTRR (4552)
ACH-000004,0.07075703254160001
ACH-000007,-0.340968306062
ACH-000009,-0.0306837786502
ACH-000011,-0.488221717179
ACH-000012,-0.17870578290800002
ACH-000013,0.17385162897700002
ACH-000014,-0.080051232648
ACH-000015,0.233645292947
ACH-000017,0.260682701658
ACH-000018,0.14142850156099998
ACH-000019,0.193645442401
ACH-000021,0.12295685925699999
ACH-000022,-0.06830319957690001
ACH-000025,-0.09042759434489998
ACH-000028,-0.169092275357
ACH-000030,-0.0418095471601
ACH-000035,0.144161244994
ACH-000036,0.0072872917542500006
ACH-000037,-0.189124345416
ACH-000039,0.232044087319
ACH-000040,0.009627400880870001
ACH-000041,0.0981013329547
ACH-000042,0.0321368086915
ACH-000045,0.21393821323399997
ACH-000047,0.24467089225000002
ACH-000052,-0.006037220911410001
ACH-000053,-0.023570035017099998
ACH-000054,-0.08501066653239998
ACH-000055,-0.214637055018
ACH-000060,0.0813866170917
ACH-000067,0.0214842121979
ACH-000070,-0.187159709549
ACH-000075,0.154804973544
ACH-000078,-0.09092039883749999
ACH-000082,0.118963865903
ACH-000085,0.144538500998
ACH-000086,0.196443566768
ACH-000087,-0.157333283826
ACH-000092,0.0519694583043
ACH-000095,0.0723602717774
ACH-000097,-0.10858414429999999
ACH-000098,0.17531529732700002
ACH-000099,-0.0251920106758
ACH-000108,-0.0879161730071
ACH-000113,-0.116925517217
ACH-000115,-0.190063133627
ACH-000116,0.10332879980000001
ACH-000118,0.100871878729
ACH-000120,-0.119098280941
ACH-000123,0.021932863663599998
ACH-000127,0.045863265851
ACH-000128,0.05998383249750001
ACH-000132,-0.10401640484300001
ACH-000133,-0.0012846212463499998
ACH-000137,0.09594355801389999
ACH-000138,-0.203266034857
ACH-000142,0.112900081752
ACH-000143,-0.10904490654000001
ACH-000146,0.0719720777897
ACH-000148,0.139716717961
ACH-000150,-0.028115232668900002
ACH-000152,0.119676213475
ACH-000153,0.18795029942299998
ACH-000159,-0.223815363774
ACH-000160,0.31725937242400004
ACH-000163,-0.10833568975999999
ACH-000167,0.09287579116599999
ACH-000168,-0.27643212727
ACH-000169,0.032095462131500004
ACH-000178,-0.0395861579553
ACH-000182,-0.0465704244869
ACH-000183,-0.06375390089319999
ACH-000188,-0.0260338589358
ACH-000189,-0.344149782492
ACH-000190,0.3756116858
ACH-000198,-0.07184554827760001
ACH-000204,0.06978411209850001
ACH-000206,0.08653608882279999
ACH-000207,-0.0354619693251
ACH-000211,-0.0607993560999
ACH-000215,0.0350242348363
ACH-000221,0.0044718928811700006
ACH-000222,-0.172461453937
ACH-000223,-0.172904386835
ACH-000226,0.0281421097443
ACH-000227,0.0541992031326
ACH-000228,-0.0746403631408
ACH-000231,0.01622034821
ACH-000232,-0.0283000270445
ACH-000233,-0.1360922621
ACH-000234,-0.21243483834399998
ACH-000235,-0.18549171891199998
ACH-000237,-0.0645805223468
ACH-000238,-0.0925640374645
ACH-000243,0.129785133855
ACH-000244,-0.194904679849
ACH-000246,-0.052608035804
ACH-000248,-0.0450614776628
ACH-000250,0.06514054945480001
ACH-000251,-0.0141770463298
ACH-000253,-0.139716287537
ACH-000255,-0.0237236648784
ACH-000256,0.0538289069623
ACH-000257,-0.151089365962
ACH-000258,-0.0901134775912
ACH-000259,-0.09381850959419999
ACH-000260,-0.04990993676680001
ACH-000261,0.11588704154000001
ACH-000262,0.038130181808699995
ACH-000263,-0.12389088377999999
