,PIH1D1 (55011)
ACH-000004,0.0114594288497
ACH-000007,0.09387549031589999
ACH-000009,-0.162210402915
ACH-000011,0.050432368359199994
ACH-000012,-0.100782170826
ACH-000013,-0.0247544555368
ACH-000014,0.147935452085
ACH-000015,-0.107482170288
ACH-000017,-0.115064997347
ACH-000018,-0.637709918257
ACH-000019,-0.128849288148
ACH-000021,-0.0340051103195
ACH-000022,0.0372589510749
ACH-000025,0.0111994712923
ACH-000028,-0.41537616545199996
ACH-000030,-0.200539531836
ACH-000035,0.011902457679299998
ACH-000036,-0.364402351021
ACH-000037,0.0668450968503
ACH-000039,-0.030872061307099997
ACH-000040,0.275470621472
ACH-000041,-0.155380250837
ACH-000042,0.213021744429
ACH-000045,-0.34585415358599997
ACH-000047,0.174211476393
ACH-000052,0.118333764448
ACH-000053,-0.0540944266061
ACH-000054,-0.0019950405812
ACH-000055,0.12457486827099999
ACH-000060,-0.178391543327
ACH-000067,-0.20889930804499998
ACH-000070,0.125349195383
ACH-000075,0.290182682572
ACH-000078,-0.05965612527940001
ACH-000082,0.133888072009
ACH-000085,0.166453005028
ACH-000086,-0.026806715430200002
ACH-000087,-0.253932531747
ACH-000092,-0.0528529406621
ACH-000095,-0.027772173473099997
ACH-000097,-0.208945725156
ACH-000098,-0.327334080022
ACH-000099,0.045597796349800004
ACH-000108,-0.155840425502
ACH-000113,-0.248525131549
ACH-000115,-0.135096551261
ACH-000116,-0.10440121749600001
ACH-000118,-0.0165882923601
ACH-000120,-0.005442455559989999
ACH-000123,-0.228702539262
ACH-000127,-0.791650548036
ACH-000128,-0.048985194406699996
ACH-000132,-0.07008940497510001
ACH-000133,-0.11787047175999998
ACH-000137,-0.13080746602
ACH-000138,-0.113080295198
ACH-000142,0.23638269957
ACH-000143,-0.26132651462400003
ACH-000146,-0.0627389212867
ACH-000148,-0.05194764967519999
ACH-000150,0.07137445827330001
ACH-000152,-0.09149035768719999
ACH-000153,-0.027393005610000003
ACH-000159,0.159769595365
ACH-000160,-0.0936173287587
ACH-000163,0.05660563782380001
ACH-000167,0.18795210020599998
ACH-000168,0.0028439491378
ACH-000169,0.143204480187
ACH-000178,-0.023157860034
ACH-000182,-0.06118352340890001
ACH-000183,-0.0759904960788
ACH-000188,0.0545588903194
ACH-000189,0.034303495926599994
ACH-000190,-0.38812551579899995
ACH-000198,-0.22934875191
ACH-000204,0.018028304074
ACH-000206,0.037127129195599996
ACH-000207,-0.0445661167178
ACH-000211,0.05947434530119999
ACH-000215,-0.073993809149
ACH-000221,-0.0605899429614
ACH-000222,-0.055841627847999994
ACH-000223,0.0733877547547
ACH-000226,-0.14281905911599999
ACH-000227,-0.022863303813200002
ACH-000228,-0.055573928343000005
ACH-000231,0.0650181058928
ACH-000232,0.07414826160289999
ACH-000233,-0.06302291027660001
ACH-000234,0.034090017931
ACH-000235,0.062741601395
ACH-000237,-0.0108267687922
ACH-000238,-0.171857199776
ACH-000243,-0.185202738158
ACH-000244,0.153124996851
ACH-000246,0.136624647797
ACH-000248,-0.0707338486991
ACH-000250,0.160046000098
ACH-000251,0.0157660049627
ACH-000253,0.104992623392
ACH-000255,-0.12235487617799999
ACH-000256,-0.157290698629
ACH-000257,-0.019014962333
ACH-000258,0.15339000228900002
ACH-000259,0.152382330072
ACH-000260,-0.263245839652
ACH-000261,0.13264730391
ACH-000262,-0.08570291649589999
ACH-000263,-0.158782072908
ACH-000264,0.12689474005999998
ACH-000265,-0.424030379371
ACH-000266,0.0707181518611
ACH-000272,0.18003133072
ACH-000273,0.0942502510245
ACH-000274,0.0647074938891
ACH-000277,-0.0189278909638
ACH-000278,0.0018581070608800002
ACH-000279,-0.168873874336
ACH-000280,-0.0928553737273
ACH-000281,-0.186890093657
ACH-000288,-0.0819832317346
ACH-000291,-0.08917378873839998
ACH-000293,-0.015020956474099999
ACH-000294,0.060341153836699996
ACH-000295,-0.023774086614599996
ACH-000296,0.018680193670599997
ACH-000302,-0.30943649491999997
ACH-000304,0.06996891521000001
ACH-000307,0.0722283508758
ACH-000308,-0.085942527373
ACH-000310,0.099315277748
ACH-000311,-0.06594804738469999
ACH-000312,-0.190402664978
ACH-000315,-0.0454552100046
ACH-000316,-0.00634765108676
ACH-000317,0.17419784033500002
ACH-000318,-0.171370547181
ACH-000319,-0.08678739524660001
ACH-000320,0.15490791
ACH-000322,0.22109199555300002
ACH-000323,-0.09583338904380001
ACH-000324,0.11994223788899999
ACH-000329,0.128510448796
ACH-000330,-0.0860633013117
ACH-000331,0.0247658180939
ACH-000332,-0.131329251359
ACH-000334,0.184843413187
ACH-000335,-0.325382514673
ACH-000336,0.12420416256
ACH-000337,-0.289456919809
ACH-000339,-0.270116103303
ACH-000341,-0.164401672922
ACH-000348,0.0205316132057
ACH-000350,-0.050202559496400005
ACH-000352,0.0451979193224
ACH-000356,0.0375600212289
ACH-000361,0.15708249432600002
ACH-000362,-0.0687434394537
ACH-000363,0.10425536541699999
ACH-000364,-0.136940860529
ACH-000365,-0.10786565867999999
ACH-000366,-0.19882086573899999
ACH-000368,-0.06738701587899999
ACH-000374,0.125102781124
