,HS1BP3 (64342)
ACH-000004,0.151680762481
ACH-000007,-0.121805828654
ACH-000009,-0.07399392716139999
ACH-000011,0.0657283526977
ACH-000012,0.06873280056230001
ACH-000013,0.013020681812799998
ACH-000014,-0.217047778463
ACH-000015,-0.0666126134133
ACH-000017,-0.135262694371
ACH-000018,0.102033824568
ACH-000019,0.251996563305
ACH-000021,-0.015543125172600002
ACH-000022,-0.046278671819299996
ACH-000025,-0.13184856087400001
ACH-000028,-0.26510003413600003
ACH-000030,-0.012502442526499999
ACH-000035,-0.0982835586179
ACH-000036,-0.086831817773
ACH-000037,-0.133150025871
ACH-000039,-0.117038205821
ACH-000040,-0.0618696020659
ACH-000041,-0.10854096656500001
ACH-000042,-0.0719317726666
ACH-000045,0.00306764936675
ACH-000047,-0.105850770477
ACH-000052,-0.38469858398400003
ACH-000053,-0.0639618277107
ACH-000054,-0.182914603721
ACH-000055,-0.0212959280722
ACH-000060,0.0164806895563
ACH-000067,0.07666447629010001
ACH-000070,-0.10517522949899999
ACH-000075,-0.0338088184529
ACH-000078,-0.150736773757
ACH-000082,0.0786402992203
ACH-000085,-0.202217157816
ACH-000086,-0.146635042039
ACH-000087,-0.244356114357
ACH-000092,-0.203601813173
ACH-000095,-0.126160511018
ACH-000097,-0.06319477108419999
ACH-000098,0.0558765647558
ACH-000099,-0.232042108064
ACH-000108,0.085473218982
ACH-000113,-0.0154294343094
ACH-000115,0.0353926780588
ACH-000116,-0.07250043717999999
ACH-000118,-0.126666966555
ACH-000120,-0.00408536168722
ACH-000123,-0.0520170831809
ACH-000127,0.024862715967099998
ACH-000128,-0.0443189368997
ACH-000132,0.179741463627
ACH-000133,-0.12157481213400001
ACH-000137,0.09710434320900001
ACH-000138,-0.0694534979087
ACH-000142,-0.301372669379
ACH-000143,-0.08780161125250001
ACH-000146,-0.0480605454715
ACH-000148,0.0175053156909
ACH-000150,0.111393327898
ACH-000152,-0.28572516857700003
ACH-000153,0.0219196315387
ACH-000159,-0.007757091457689999
ACH-000160,-0.0905922273282
ACH-000163,-0.097766541257
ACH-000167,0.029268542624699998
ACH-000168,0.156105571615
ACH-000169,0.017068795696100002
ACH-000178,0.0791131901752
ACH-000182,-0.131373367625
ACH-000183,-0.0887725979572
ACH-000188,-0.026071845545099996
ACH-000189,-0.23740427148
ACH-000190,-0.0671898987141
ACH-000198,0.14180854668600001
ACH-000204,0.138661588787
ACH-000206,-0.005588755987380001
ACH-000207,-0.245201972779
ACH-000211,-0.154059881216
ACH-000215,-0.171208463452
ACH-000221,0.0862147775487
ACH-000222,0.101399001221
ACH-000223,0.0107111345981
ACH-000226,0.06194489960940001
ACH-000227,-0.214542216604
ACH-000228,0.08554568954089999
ACH-000231,-0.115234908631
ACH-000232,-0.16333801638
ACH-000233,-0.1890376721
ACH-000234,-0.0614882881298
ACH-000235,-0.0379423519264
ACH-000237,0.0266106191014
ACH-000238,-0.264697434859
ACH-000243,-0.368257289497
ACH-000244,-0.26592207876699997
ACH-000246,0.000746253763741
ACH-000248,-0.006871474670420001
ACH-000250,-0.180739230753
ACH-000251,0.00222930704507
ACH-000253,-0.184791394204
ACH-000255,-0.062026033978
ACH-000256,-0.178961790383
ACH-000257,-0.10104361106799999
ACH-000258,0.0295961312591
ACH-000259,-0.162644020377
ACH-000260,-0.061125602164
ACH-000261,-0.054498496557900004
ACH-000262,-0.0525200473508
ACH-000263,-0.180919106665
ACH-000264,0.0016839052951199997
ACH-000265,-0.0526030674127
ACH-000266,-0.11730978168600001
ACH-000272,0.0370974428911
ACH-000273,-0.20961510996
ACH-000274,-0.271774688007
ACH-000277,-0.48851701056599994
ACH-000278,-0.007206329075710001
ACH-000279,0.121222372303
ACH-000280,-0.14082682460999998
ACH-000281,0.17308660156300001
ACH-000288,-0.11756552492799999
ACH-000291,-0.0112827615463
ACH-000293,0.0425389956941
ACH-000294,-0.0693648928523
ACH-000295,-0.256934035457
ACH-000296,0.291207587675
ACH-000302,0.0326543507349
ACH-000304,-0.19836050020100002
ACH-000307,-0.0116459321805
ACH-000308,-0.176277854239
ACH-000310,0.0391619367397
ACH-000311,-0.205774542046
ACH-000312,-0.263536980524
ACH-000315,0.322633982614
ACH-000316,0.0013660338020799999
ACH-000317,0.0877932866208
ACH-000318,-0.168803261689
ACH-000319,-0.173782138618
ACH-000320,0.206697039844
ACH-000322,-0.257517690367
ACH-000323,-0.129188799033
ACH-000324,-0.06369833701880001
ACH-000329,-0.0431946011343
ACH-000330,0.006899874021909999
ACH-000331,0.0204442573209
ACH-000332,-0.04727148734540001
ACH-000334,0.0389108608376
ACH-000335,0.0125158678662
ACH-000336,-0.14138348384899999
ACH-000337,-0.216588935288
ACH-000339,0.0442449731417
ACH-000341,-0.22047460042199998
ACH-000348,-0.09950769724919999
ACH-000350,-0.014513761823
ACH-000352,0.026694554802900002
ACH-000356,-0.245042024815
ACH-000361,-0.129493227927
ACH-000362,0.143648295836
ACH-000363,-0.0855577458777
ACH-000364,-0.026598982461900005
ACH-000365,-0.0291359812349
ACH-000366,-0.18843371714200002
ACH-000368,-0.307288118684
ACH-000374,0.0942745288442
ACH-000375,-0.0917355430536
ACH-000376,-0.228515860222
ACH-000381,-0.0987445623309
ACH-000383,-0.0505026327089
ACH-000387,-0.073715116773
ACH-000389,-0.0443130871263
ACH-000390,-0.0230613278522
ACH-000393,-0.125701879208
ACH-000395,0.057573584325
ACH-000397,-0.00571986187976
ACH-000401,0.0127598273272
ACH-000402,0.539262264964
ACH-000403,-0.0206140119337
ACH-000404,-0.23520311830899998
ACH-000406,0.013820459813000001
ACH-000407,-0.0417010616944
ACH-000408,-0.35149970167499994
ACH-000410,0.0640853806748
ACH-000411,-0.0723091978629
ACH-000414,0.00550308603547
ACH-000415,-0.0334232843468
ACH-000416,-0.0440736837611
ACH-000420,-0.00868516847965
ACH-000421,-0.0807323293854
ACH-000424,0.12193355772299999
ACH-000425,-0.0584078350122
ACH-000426,0.009237948253110001
ACH-000427,-0.100054120848
ACH-000433,-0.031145400463200003
ACH-000436,-0.0944900293185
ACH-000444,-0.11157045029899999
ACH-000445,-0.035699344065400006
ACH-000448,-0.07080656300049999
ACH-000450,-0.0649799537318
ACH-000452,-0.0892079641685
ACH-000454,-0.327915559094
ACH-000458,-0.155703594666
ACH-000459,-0.321852028829
ACH-000460,0.051666975242499996
ACH-000461,-0.118573338315
ACH-000463,-0.165801591413
ACH-000464,0.09636232777289999
ACH-000466,0.103805285756
ACH-000467,0.0349570091814
ACH-000468,-0.0466283021232
ACH-000469,-0.177062587528
ACH-000470,-0.167631727146
ACH-000471,-0.12790600877900002
ACH-000472,-0.06261839242759999
ACH-000473,0.0103978444091
ACH-000475,-0.0794240857558
ACH-000476,-0.081841541411
ACH-000477,0.037080842986800006
ACH-000480,-0.113471050998
ACH-000481,0.0031275586979299997
ACH-000483,-0.055674091278099996
ACH-000484,0.0613569643236
ACH-000485,-0.208453056382
ACH-000486,-0.0976118024973
ACH-000487,-0.0720105550488
ACH-000488,-0.072574991782
ACH-000490,-0.162201059279
ACH-000491,-0.20192235619000004
ACH-000495,0.032778869947
ACH-000496,-0.0672645099799
ACH-000499,-0.09100947901350001
ACH-000500,0.44048278408
ACH-000502,-0.11849658658600001
ACH-000503,-0.0641563583761
ACH-000505,-0.033554114663
ACH-000507,-0.258085806775
ACH-000510,-0.00693338240725
ACH-000511,-0.0770320839367
ACH-000512,-0.214642332189
ACH-000516,-0.172842453279
ACH-000517,-0.0507109490513
ACH-000518,0.0381606704582
ACH-000520,-0.0781597809927
ACH-000521,-0.168418615198
ACH-000522,-0.051455960613400006
ACH-000524,-0.137854119278
ACH-000527,-0.0572393668196
ACH-000528,-0.125469924759
ACH-000537,0.0181682446858
ACH-000541,-0.367408314657
ACH-000542,-0.057267412370499995
ACH-000544,-0.0872849200239
ACH-000545,-0.10282160150800002
ACH-000547,-0.0719967230852
ACH-000548,-0.0779031493697
ACH-000549,0.0185090817931
ACH-000550,0.00277742638518
ACH-000552,-0.0436671252369
ACH-000556,-0.06786442069330001
ACH-000557,0.0815045567865
ACH-000570,0.14916645023
ACH-000571,0.00857862109726
ACH-000573,0.0207190808925
ACH-000576,-0.0744160013352
ACH-000580,-0.453759206024
ACH-000584,0.0676561066037
ACH-000585,-0.08816553947789998
ACH-000588,-0.052942286608999994
ACH-000589,-0.15129689406
ACH-000591,-0.0018663485904500002
ACH-000593,0.020301061838099998
ACH-000600,-0.04240364606599999
ACH-000601,-0.126695694724
ACH-000604,0.10440143995100001
ACH-000605,0.113240188503
ACH-000606,-0.0218931770665
ACH-000608,-0.10967535424000001
ACH-000614,-0.0819770403993
ACH-000616,0.007424932895739999
ACH-000618,0.000919279745143
ACH-000619,0.0574310400913
ACH-000620,-0.040693727232199994
ACH-000621,0.044135396367800006
ACH-000622,0.231410797072
ACH-000623,-0.10341387025900001
ACH-000624,-0.157650068164
ACH-000627,-0.00896589943151
ACH-000630,-0.041218324311000004
ACH-000632,0.005642577369620001
ACH-000633,-0.157914306642
ACH-000637,0.022195743081999997
ACH-000638,-0.035588744557699996
ACH-000646,-0.314657432914
ACH-000647,0.0159223029118
ACH-000648,0.0687308873144
ACH-000649,0.0725872882186
ACH-000651,-0.123838972548
ACH-000652,0.12206619000600001
ACH-000653,-0.0619347133811
ACH-000657,-0.0793122381636
ACH-000658,-0.10856027533399999
ACH-000661,0.126263645995
ACH-000662,-0.262162618751
ACH-000663,-0.011019585762200001
ACH-000665,-0.0944699215232
ACH-000671,-0.0859696865779
ACH-000673,-0.17134862691
ACH-000676,-0.035560800076
ACH-000677,0.20086713704599998
ACH-000681,-0.0642775571122
ACH-000682,-0.21182702955200003
ACH-000683,-0.155675187506
ACH-000684,0.184141841897
ACH-000688,-0.0237510960569
ACH-000693,-0.0254371573124
ACH-000694,-0.0177477068021
ACH-000695,0.291577397654
ACH-000696,-0.138555311927
ACH-000697,-0.0614233359547
ACH-000699,-0.120011992843
ACH-000701,-0.20016750735
ACH-000706,-0.0206226124146
ACH-000711,-0.0864685300526
ACH-000713,-0.072792545894
ACH-000714,-0.10597056797
ACH-000718,-0.19516724607799998
ACH-000720,-0.07198125338710001
ACH-000721,-0.0630306733519
ACH-000724,-0.267175443411
ACH-000725,-0.279777762377
ACH-000732,-0.11816845203700001
ACH-000734,-0.124110011922
ACH-000735,-0.0673020566023
ACH-000736,0.0933594063934
ACH-000738,-0.0334279286666
ACH-000746,-0.142752125182
ACH-000747,-0.18684041276000002
ACH-000748,-0.113374046132
ACH-000753,-0.0251016154898
ACH-000756,0.0703569429326
ACH-000757,0.0948944981632
ACH-000758,-0.010112016422299999
ACH-000760,-0.08427769663370001
ACH-000763,0.0966425802386
ACH-000764,-0.0439636989989
ACH-000765,-0.126962905333
ACH-000766,-0.08738988729620001
ACH-000767,-0.149246381154
ACH-000768,0.0497270456329
ACH-000769,-0.140562858276
ACH-000770,-0.0376437619294
