,ZC3H7A (29066)
ACH-000004,-0.0548298567774
ACH-000007,-0.185834723475
ACH-000009,-0.12395312980699999
ACH-000011,-0.264306199453
ACH-000012,-0.17791790712799999
ACH-000013,-0.172859348515
ACH-000014,-0.152298227988
ACH-000015,-0.316348731161
ACH-000017,0.12179932379799999
ACH-000018,-0.17405758110599998
ACH-000019,0.0390949183377
ACH-000021,-0.580430241228
ACH-000022,-0.200000837628
ACH-000025,-0.262886185206
ACH-000028,0.104649137803
ACH-000030,-0.257019568813
ACH-000035,-0.682284086708
ACH-000036,-0.19899495604000003
ACH-000037,-0.19443654414900002
ACH-000039,-0.20255331863200002
ACH-000040,-0.327983420144
ACH-000041,0.07381499196789999
ACH-000042,-0.21570128098299998
ACH-000045,-0.398948150017
ACH-000047,-0.303085153345
ACH-000052,0.0684011507543
ACH-000053,-0.6145681866489999
ACH-000054,-0.24910666188900002
ACH-000055,-0.00517380246835
ACH-000060,0.180882195676
ACH-000067,-0.544407921896
ACH-000070,-0.12993727648700001
ACH-000075,-0.25850347251999994
ACH-000078,-0.286576930898
ACH-000082,-0.36326286002400004
ACH-000085,-0.09698004967389999
ACH-000086,-0.095729164346
ACH-000087,-0.140679696331
ACH-000092,-0.326671157269
ACH-000095,-0.163967277375
ACH-000097,-0.11641542288899999
ACH-000098,-0.429148760039
ACH-000099,-0.163523994359
ACH-000108,-0.106140640689
ACH-000113,-0.21680496768399998
ACH-000115,-0.09970758997860002
ACH-000116,-0.0368962757406
ACH-000118,-0.236808502207
ACH-000120,-0.269163614871
ACH-000123,-0.295416791929
ACH-000127,-0.113708768825
ACH-000128,0.190653255206
ACH-000132,-0.26575272055
ACH-000133,-0.0167858637065
ACH-000137,-0.09534031830939999
ACH-000138,-0.0720761768497
ACH-000142,-0.131658490529
ACH-000143,-0.387788735593
ACH-000146,-0.39683287273699996
ACH-000148,-0.219865824908
ACH-000150,0.1564792959
ACH-000152,-0.21506935804299998
ACH-000153,-0.298928604913
ACH-000159,0.0454763031645
ACH-000160,0.000764015084321
ACH-000163,-0.18240822497900003
ACH-000167,-0.18726826913
ACH-000168,-0.240353589314
ACH-000169,-0.05226838194069999
ACH-000178,-0.352139430044
ACH-000182,-0.07823050683510001
ACH-000183,-0.0738986839174
ACH-000188,-0.19824798589
ACH-000189,-0.49141213128
ACH-000190,-0.38885585787
ACH-000198,-0.522970424555
ACH-000204,-0.235000602117
ACH-000206,-0.310639820462
ACH-000207,-0.374119387715
ACH-000211,0.020976731936499998
ACH-000215,-0.0957974068685
ACH-000221,-0.0100198894712
ACH-000222,-0.150660531051
ACH-000223,-0.101397920002
ACH-000226,-0.10913457710300001
ACH-000227,-0.421130866621
ACH-000228,-0.156104449924
ACH-000231,-0.19393114653000001
ACH-000232,-0.248622600927
