,OPN5 (221391)
ACH-000004,-0.0966339975588
ACH-000007,-0.15970076221100002
ACH-000009,-0.0839242910274
ACH-000011,-0.0353569483384
ACH-000012,-0.0968882830298
ACH-000013,-0.0606057132087
ACH-000014,-0.0047577854259
ACH-000015,0.00930797066475
ACH-000017,0.0446440830657
ACH-000018,-0.24065144434
ACH-000019,0.0570022842035
ACH-000021,-0.08980178334339999
ACH-000022,0.022681323867200003
ACH-000025,-0.00420579277201
ACH-000028,-0.0850652107459
ACH-000030,-0.106543754436
ACH-000035,-0.14625748944800002
ACH-000036,0.0255104269177
ACH-000037,0.262020850658
ACH-000039,-0.10399352677200001
ACH-000040,0.11701796602499999
ACH-000041,-0.138054781352
ACH-000042,0.023272830303599997
ACH-000045,0.043951819253699995
ACH-000047,0.0899832601165
ACH-000052,-0.143615684945
ACH-000053,-0.0506468264893
ACH-000054,0.00797080820764
ACH-000055,-0.34237822926
ACH-000060,0.137378336104
ACH-000067,0.0436465178197
ACH-000070,0.013706762690600002
ACH-000075,-0.104254934908
ACH-000078,0.035745360020800004
ACH-000082,0.079384005659
ACH-000085,0.00937753122363
ACH-000086,0.026128738494500002
ACH-000087,0.0076073526564
ACH-000092,0.155807868784
ACH-000095,0.07052055396239999
ACH-000097,-0.00261168893294
ACH-000098,-0.037521621175800005
ACH-000099,-0.024171845733599998
ACH-000108,-0.22136570563299998
ACH-000113,-0.00454367392555
ACH-000115,0.11091599302100001
ACH-000116,0.00451992911975
ACH-000118,-0.07251837444619999
ACH-000120,-0.0138748363755
ACH-000123,-0.21562876832400002
ACH-000127,-0.00166311463278
ACH-000128,0.035416807535599996
ACH-000132,-0.0314090544234
ACH-000133,-0.006624560064
ACH-000137,-0.0337769299499
ACH-000138,-0.026689406585599998
ACH-000142,-0.07257259591160001
ACH-000143,-0.0457681580394
ACH-000146,-0.0718967079112
ACH-000148,0.0643846093721
ACH-000150,0.14396641146400002
ACH-000152,0.0708917208472
ACH-000153,-0.08700517272569999
ACH-000159,-0.0544338016142
ACH-000160,0.159513076873
ACH-000163,0.16482037558499998
ACH-000167,-0.05628047627880001
ACH-000168,0.0360497774636
ACH-000169,0.0483652714213
ACH-000178,0.00241949380335
ACH-000182,-0.04957450033969999
ACH-000183,0.169949841587
ACH-000188,0.0373932864071
ACH-000189,0.254040829855
ACH-000190,-0.31072069385699996
ACH-000198,-0.162279076599
ACH-000204,0.20747882191300002
ACH-000206,0.334651879408
ACH-000207,-0.407688556857
ACH-000211,-0.0189558676011
ACH-000215,-0.0672004682383
ACH-000221,-0.0690535411575
ACH-000222,-0.188780690206
ACH-000223,-0.17901688347
ACH-000226,0.06917322876029999
ACH-000227,0.024192371107400003
ACH-000228,-0.021012111838500002
ACH-000231,-0.0211837014187
ACH-000232,-0.00721502866364
ACH-000233,-5.67357087335e-05
ACH-000234,0.164877378847
ACH-000235,-0.0633894941166
ACH-000237,0.0751382171861
ACH-000238,-0.136500895418
ACH-000243,-0.18156938819200003
ACH-000244,-0.118163111758
ACH-000246,-0.07908249693160001
ACH-000248,0.0867750431618
ACH-000250,-0.137818878117
ACH-000251,-0.16793818157200002
ACH-000253,-0.08398034262769999
ACH-000255,0.174152953527
ACH-000256,0.15725121587500002
ACH-000257,0.12896735817399999
ACH-000258,-0.6572164043959999
ACH-000259,-0.0195116105726
ACH-000260,-0.0820179069474
ACH-000261,-0.021903846672999997
ACH-000262,0.153876402487
ACH-000263,0.149516052238
ACH-000264,-0.032733638947900004
ACH-000265,-0.23205610169799998
ACH-000266,-0.131534716374
ACH-000272,0.052552651269300005
ACH-000273,0.115277668832
ACH-000274,0.139687914515
ACH-000277,-0.0334695931383
ACH-000278,0.0575815424131
ACH-000279,-0.0897086710979
ACH-000280,0.028915515592900003
ACH-000281,-0.34678911349200003
ACH-000288,0.0072455420797
ACH-000291,-0.123150820689
ACH-000293,0.191025747378
ACH-000294,-0.0315144580816
ACH-000295,-0.324269980631
ACH-000296,0.0024385994629
ACH-000302,0.030515103617700004
ACH-000304,-0.0720172683022
ACH-000307,-0.103954693966
ACH-000308,-0.0353027068251
ACH-000310,-0.26659735134
ACH-000311,-0.0875022982216
ACH-000312,-0.11057684541099999
ACH-000315,-0.0267867916569
ACH-000316,0.059061598546900004
ACH-000317,-0.135590024975
ACH-000318,0.038585661171
ACH-000319,0.10940408689000002
ACH-000320,-0.17487245976500002
ACH-000322,-0.18774216803899998
ACH-000323,-0.03576215039569999
ACH-000324,-0.029820316851699998
ACH-000329,0.07986689620960001
ACH-000330,-0.23334421533500002
ACH-000331,-0.0640556157415
ACH-000332,-0.0774612266594
ACH-000334,-0.154135860026
ACH-000335,-0.0558519711566
ACH-000336,-0.014480552824299999
ACH-000337,0.0520060160391
ACH-000339,-0.093934601642
ACH-000341,0.12389894646199999
ACH-000348,0.0176135721311
ACH-000350,0.042616329943699995
ACH-000352,-0.148075442015
ACH-000356,-0.0014198249243800001
ACH-000361,-0.198670230084
ACH-000362,-0.0596909985871
ACH-000363,0.016142736760499998
ACH-000364,-0.0423497825641
ACH-000365,-0.113166830381
ACH-000366,0.0666837885965
ACH-000368,-0.089085605907
ACH-000374,-0.0583530687965
ACH-000375,-0.128474142021
ACH-000376,-0.0617377986427
ACH-000381,-0.259028124361
ACH-000383,0.0362485203739
ACH-000387,0.011503057080999999
ACH-000389,-0.0684495448178
ACH-000390,-0.142753136595
ACH-000393,-0.08452877871739999
ACH-000395,-0.0228304102067
ACH-000397,0.00768032924198
ACH-000401,0.05228579279040001
ACH-000402,0.23998230345899998
ACH-000403,0.056541334491999995
ACH-000404,0.146168881121
ACH-000406,-0.0852535264456
ACH-000407,-0.0843424641063
ACH-000408,-0.10486076846799999
ACH-000410,0.037048680868800005
ACH-000411,0.129949432349
ACH-000414,-0.0641444062295
ACH-000415,-0.172113752436
