,KCNH8 (131096)
ACH-000004,-0.0416984143151
ACH-000007,0.0186192723178
ACH-000009,-0.0338014729565
ACH-000011,0.0656581414164
ACH-000012,0.0577604128986
ACH-000013,-0.0134899985373
ACH-000014,-0.118479192107
ACH-000015,0.00748303780789
ACH-000017,0.0987405730751
ACH-000018,0.06859421498599999
ACH-000019,-0.0531152548472
ACH-000021,-0.135668814888
ACH-000022,0.12226043090999998
ACH-000025,0.0207464901689
ACH-000028,0.0232035821086
ACH-000030,0.0386618662381
ACH-000035,0.128437086088
ACH-000036,-0.145017073125
ACH-000037,-0.05993342638949999
ACH-000039,0.132894040033
ACH-000040,0.0317896915022
ACH-000041,0.0641213161351
ACH-000042,-0.24431425769499998
ACH-000045,0.0557415227557
ACH-000047,0.022974110973799998
ACH-000052,0.300337147187
ACH-000053,-0.11784835764900001
ACH-000054,0.08367782254150001
ACH-000055,-0.184242871604
ACH-000060,-0.06709975240419999
ACH-000067,-0.023559503292
ACH-000070,0.0120459478147
ACH-000075,0.17161115350499997
ACH-000078,-0.0792509561472
ACH-000082,0.0355817233214
ACH-000085,0.0784606224814
ACH-000086,0.12700529369000002
ACH-000087,-0.07556482678280001
ACH-000092,0.167335574002
ACH-000095,0.10484043366599999
ACH-000097,0.12091552089299999
ACH-000098,-0.0175173575097
ACH-000099,-0.0721523952914
ACH-000108,0.0164283650297
ACH-000113,-0.08801597742460002
ACH-000115,0.00780521760545
ACH-000116,-0.016489057292100002
ACH-000118,-0.037767867307
ACH-000120,-0.0923841396087
ACH-000123,0.08061956450010001
ACH-000127,0.11183633804700001
ACH-000128,0.048220389203300004
ACH-000132,0.131282252119
ACH-000133,0.0403558954299
ACH-000137,0.09302074556260001
ACH-000138,-0.0548001653978
ACH-000142,0.120454762614
ACH-000143,0.318357287995
ACH-000146,-0.0206052324627
ACH-000148,-0.026909874671099995
ACH-000150,-0.154426235038
ACH-000152,-0.047881665405599995
ACH-000153,0.24657919667199998
ACH-000159,-0.12009879069599999
ACH-000160,-0.048251131111399996
ACH-000163,-0.035463830476000005
ACH-000167,-0.24194098092500002
ACH-000168,-0.0660601735092
ACH-000169,0.214154710158
ACH-000178,-0.0023855337389000002
ACH-000182,0.0282369074818
ACH-000183,-0.0990032859495
ACH-000188,-0.0975244400502
ACH-000189,-0.010157317292
ACH-000190,-0.157651908803
ACH-000198,0.0004926371363289999
ACH-000204,0.0296175473258
ACH-000206,0.0995882760566
ACH-000207,0.0560188834804
ACH-000211,-0.0289681180465
ACH-000215,0.00565752425892
ACH-000221,0.107752017598
ACH-000222,-0.0909388071335
ACH-000223,0.0283815670301
ACH-000226,-0.00880198627027
ACH-000227,-0.147311625498
ACH-000228,-0.0356445765715
ACH-000231,-0.0019588222290999996
ACH-000232,0.0164311424037
ACH-000233,0.030900797326799997
ACH-000234,0.0395967331728
ACH-000235,-0.0881759181053
ACH-000237,-0.10557848926
ACH-000238,-0.08084037240519999
ACH-000243,-0.101829205248
ACH-000244,0.20686818156800002
ACH-000246,-0.06910025793630001
ACH-000248,-0.029268343835100002
ACH-000250,0.0287297699089
ACH-000251,0.0961723702136
ACH-000253,-0.06702597419180001
ACH-000255,-0.0263848929593
ACH-000256,0.128936539918
ACH-000257,0.00559918940169
ACH-000258,-0.136674613178
ACH-000259,0.00146603909184
ACH-000260,-0.058830562450800004
ACH-000261,-0.0474132281419
ACH-000262,0.336019685689
ACH-000263,-0.382815706048
ACH-000264,0.0961607887029
ACH-000265,-0.130861049395
ACH-000266,-0.09803038421919999
ACH-000272,0.0008800148635219999
ACH-000273,-0.08826115878450001
ACH-000274,0.061543585864
ACH-000277,-0.0106883499829
ACH-000278,0.0948037234107
ACH-000279,-0.052792499529300006
ACH-000280,0.09405214697280001
ACH-000281,-0.210705992833
ACH-000288,0.055201443189000006
ACH-000291,0.114634868992
ACH-000293,-0.160781696343
ACH-000294,-0.0375843097298
ACH-000295,-0.102515762127
ACH-000296,-0.0848190971754
ACH-000302,0.0808700683634
ACH-000304,-0.0103643470146
ACH-000307,0.09936205904279999
ACH-000308,0.058376455086099996
ACH-000310,-0.20217850338799997
ACH-000311,-0.06525107005559999
ACH-000312,-0.108828449874
ACH-000315,0.35853537729199997
ACH-000316,-0.0358227876425
ACH-000317,0.0742380047943
ACH-000318,0.0692832815537
ACH-000319,0.0561376822245
ACH-000320,-0.412762215434
ACH-000322,0.048871989354699996
ACH-000323,0.09674575111950001
ACH-000324,-0.007911915080810001
ACH-000329,-0.0530274227752
ACH-000330,-0.0388526628252
ACH-000331,0.0721403402187
ACH-000332,-0.0327175216575
ACH-000334,0.15582303547700002
ACH-000335,0.0112040924972
ACH-000336,0.118589643511
ACH-000337,0.0220450078429
ACH-000339,0.06842315497569999
ACH-000341,-0.14935186717
ACH-000348,0.07459938677469999
ACH-000350,0.32332322604
ACH-000352,0.0801264891764
ACH-000356,0.30107363030900003
ACH-000361,-0.08838401103310001
ACH-000362,-0.0186190943839
ACH-000363,0.161133715512
ACH-000364,0.0703047015507
ACH-000365,0.0527361296358
ACH-000366,0.008314231733390002
ACH-000368,-0.112763761681
ACH-000374,-0.07976594801360001
ACH-000375,-0.109964836469
ACH-000376,-0.10722492914
ACH-000381,0.00194246491529
ACH-000383,-0.011945725519299998
ACH-000387,-0.0163797424957
ACH-000389,0.052822427274500004
ACH-000390,0.0625304006239
ACH-000393,-0.0596622399974
ACH-000395,-0.131928361987
ACH-000397,0.116201716191
ACH-000401,0.015012001392
ACH-000402,0.0232264457783
ACH-000403,-0.011371055707799999
ACH-000404,0.010816999000299999
ACH-000406,-0.025588540644799998
ACH-000407,-0.027267253935500002
ACH-000408,0.0393588473774
ACH-000410,0.0328867886497
ACH-000411,-0.009880086058680002
ACH-000414,-0.133013447603
ACH-000415,-0.08530920837210001
ACH-000416,0.035664695578699994
ACH-000420,0.20015355957699998
ACH-000421,0.151433446438
ACH-000424,-0.0491104432005
ACH-000425,0.0572742632984
ACH-000426,0.0465593975929
ACH-000427,0.111338833033
ACH-000433,-0.06417540462259999
ACH-000436,0.0939569790326
ACH-000444,-0.060699799568800006
ACH-000445,-0.11451742783800001
ACH-000448,-0.00391877941586
ACH-000450,-0.363360230838
ACH-000452,-0.008654046488469999
ACH-000454,-0.184210059232
ACH-000458,0.08653517553069999
ACH-000459,-0.04522625052209999
ACH-000460,0.026585617597500003
ACH-000461,0.0771645264909
ACH-000463,0.08298376487289999
ACH-000464,-0.0171617351691
ACH-000466,0.034835566007300006
ACH-000467,-0.0589052450011
ACH-000468,-0.0721820717435
ACH-000469,-0.0621389427563
ACH-000470,0.116622586985
ACH-000471,-0.00448106135248
ACH-000472,0.029041355275900002
ACH-000473,-0.053080268707
ACH-000475,0.10774775368799999
ACH-000476,0.217405095155
ACH-000477,0.35988345361
ACH-000480,-0.12486688373600001
ACH-000481,-0.014882746588299998
ACH-000483,0.033152876938
ACH-000484,0.261184000388
ACH-000485,0.134561237881
ACH-000486,0.0339017648223
ACH-000487,0.096113714583
ACH-000488,0.033615070090600004
ACH-000490,-0.061974351101799996
ACH-000491,0.0623189738545
ACH-000495,0.186246140147
ACH-000496,-0.04625543728419999
ACH-000499,-0.0357111751426
ACH-000500,-0.0900380323333
ACH-000502,0.011394013594400001
ACH-000503,0.18372258373
ACH-000505,0.0411505301916
ACH-000507,0.0311175068456
ACH-000510,0.09896234963839999
ACH-000511,-0.1574426286
ACH-000512,0.219420213231
ACH-000516,-0.012589721523299999
ACH-000517,0.0339323909658
ACH-000518,0.05582528278440001
ACH-000520,-0.0669383430379
ACH-000521,-0.191434252944
ACH-000522,0.034361913393599994
ACH-000524,0.0586240476154
