,NOC4L (79050)
ACH-000004,-0.755063229649
ACH-000007,-1.1190891247900001
ACH-000009,-0.990776073766
ACH-000011,-1.2530206212200001
ACH-000012,-0.8473053188140001
ACH-000013,-1.09851504819
ACH-000014,-0.758486885325
ACH-000015,-1.0572903602200001
ACH-000017,-1.3570008704799998
ACH-000018,-1.09762907251
ACH-000019,-1.07121592277
ACH-000021,-1.20498562081
ACH-000022,-1.07880253652
ACH-000025,-1.30434229143
ACH-000028,-1.17061661955
ACH-000030,-1.17955907535
ACH-000035,-1.1424899585700001
ACH-000036,-1.30127504317
ACH-000037,-1.5668357922999998
ACH-000039,-1.11261500983
ACH-000040,-1.19328466582
ACH-000041,-1.1371172752399998
ACH-000042,-1.30472915756
ACH-000045,-1.4161874762200002
ACH-000047,-1.03718132296
ACH-000052,-1.30823445784
ACH-000053,-1.1333278186799998
ACH-000054,-1.22039786734
ACH-000055,-1.09831173456
ACH-000060,-0.9791830329369999
ACH-000067,-1.51979191361
ACH-000070,-1.3862722372
ACH-000075,-1.33914556545
ACH-000078,-1.18742520972
ACH-000082,-1.4133019935
ACH-000085,-1.3466027411200001
ACH-000086,-1.25491244517
ACH-000087,-1.4454026181200001
ACH-000092,-1.12309680971
ACH-000095,-1.10586781991
ACH-000097,-1.30388441594
ACH-000098,-1.16008950376
ACH-000099,-1.5644944649899999
ACH-000108,-1.32510866962
ACH-000113,-1.14204464982
ACH-000115,-0.7298358115350001
ACH-000116,-1.32680164246
ACH-000118,-1.13167434238
ACH-000120,-1.14254592986
ACH-000123,-1.28303635936
ACH-000127,-0.9345414424449999
ACH-000128,-1.3757867211800001
ACH-000132,-0.922136283995
ACH-000133,-1.08400281845
ACH-000137,-1.1129938337
ACH-000138,-1.0799574369299998
ACH-000142,-1.2310751579399999
ACH-000143,-1.08430735811
ACH-000146,-1.1334109831799999
ACH-000148,-1.25693210454
ACH-000150,-1.50312076357
ACH-000152,-1.47117527337
ACH-000153,-0.9202792964159999
ACH-000159,-1.01657376612
ACH-000160,-1.39968695861
ACH-000163,-1.53463195979
ACH-000167,-1.2243805447799998
ACH-000168,-1.28008878224
ACH-000169,-1.1478516431999999
ACH-000178,-1.13174148832
ACH-000182,-1.1334180144600001
ACH-000183,-0.9849766395980001
ACH-000188,-1.2687072700700002
ACH-000189,-1.43011730326
ACH-000190,-1.14307609456
ACH-000198,-1.31713827661
ACH-000204,-1.00425563676
ACH-000206,-1.5596488589300002
ACH-000207,-0.763491507802
ACH-000211,-1.47076966826
ACH-000215,-1.60592036316
ACH-000221,-1.26198294953
ACH-000222,-1.13680795024
ACH-000223,-0.914775657903
ACH-000226,-1.47369158121
ACH-000227,-1.15556059966
ACH-000228,-1.0230465891399998
ACH-000231,-1.28557580606
ACH-000232,-1.2434976381799998
ACH-000233,-1.1415625899200001
ACH-000234,-1.49046262093
ACH-000235,-1.11708243597
ACH-000237,-1.2266827203
ACH-000238,-1.66919607646
ACH-000243,-1.1598584997499999
ACH-000244,-1.26501132361
ACH-000246,-1.19730103292
ACH-000248,-1.13077890466
ACH-000250,-1.2596165101999999
ACH-000251,-1.79300782634
ACH-000253,-1.01929986762
ACH-000255,-1.34773560908
ACH-000256,-1.25660846391
ACH-000257,-1.26154775763
ACH-000258,-1.13113961108
ACH-000259,-1.2678171974299999
ACH-000260,-1.1235403222
ACH-000261,-1.18912725823
ACH-000262,-1.2430131183
ACH-000263,-1.31699306906
ACH-000264,-1.10881274247
ACH-000265,-1.1123024069299998
ACH-000266,-1.2534051261
ACH-000272,-1.01490490734
ACH-000273,-1.366269624
ACH-000274,-0.968626780597
ACH-000277,-0.917787218625
ACH-000278,-1.3356307576100002
ACH-000279,-1.14222279546
ACH-000280,-1.21198839871
ACH-000281,-1.27164449596
ACH-000288,-1.13504903642
ACH-000291,-1.2277291550700002
ACH-000293,-0.762061175177
ACH-000294,-1.0900906615600001
ACH-000295,-1.2147057792799998
ACH-000296,-1.00949788873
ACH-000302,-1.16577095448
ACH-000304,-1.22602329063
ACH-000307,-1.13236612814
ACH-000308,-1.02755117595
ACH-000310,-1.32203484758
ACH-000311,-1.23227031712
ACH-000312,-1.18341173079
ACH-000315,-1.4303089106
ACH-000316,-1.45268066257
ACH-000317,-0.9361752582009999
ACH-000318,-1.4640519415200002
ACH-000319,-1.4465605282
ACH-000320,-1.06754344454
ACH-000322,-1.1434714510200001
ACH-000323,-1.51172684595
ACH-000324,-1.07362261154
ACH-000329,-1.4832228842500002
ACH-000330,-0.954796449385
ACH-000331,-1.15409543727
ACH-000332,-1.33513601689
ACH-000334,-1.02645069907
ACH-000335,-1.29289907676
ACH-000336,-0.976274531277
ACH-000337,-1.17504407854
ACH-000339,-1.4637474492500002
ACH-000341,-1.39557770882
ACH-000348,-1.1773543519299998
ACH-000350,-1.01717347762
ACH-000352,-1.18561087108
ACH-000356,-1.08339557422
ACH-000361,-1.24052898131
ACH-000362,-1.35014063947
ACH-000363,-1.2797966859899998
ACH-000364,-1.20835354708
ACH-000365,-1.02600954214
ACH-000366,-1.02638902195
ACH-000368,-1.10144475935
ACH-000374,-1.16954366261
ACH-000375,-1.51724293915
ACH-000376,-1.2627429565200001
ACH-000381,-1.19008701675
ACH-000383,-1.07413327309
ACH-000387,-1.2908049484100002
ACH-000389,-1.04170321806
ACH-000390,-0.972760393158
ACH-000393,-0.8335630364159999
ACH-000395,-1.2503197904999999
