,PROSER2 (254427)
ACH-000004,-0.219318844731
ACH-000007,0.0140300672627
ACH-000009,-0.29215208893399996
ACH-000011,0.044742856568
ACH-000012,-0.159799039666
ACH-000013,-0.109654943666
ACH-000014,-0.13820363851
ACH-000015,-0.055371314383800004
ACH-000017,-0.161607863391
ACH-000018,-0.31737237392900003
ACH-000019,-0.34908398440099997
ACH-000021,-0.320456684157
ACH-000022,-0.128159108928
ACH-000025,-0.147562086437
ACH-000028,-0.06900084527099999
ACH-000030,-0.202159071858
ACH-000035,-0.06363292174150001
ACH-000036,-0.051901861785399996
ACH-000037,-0.274641547361
ACH-000039,-0.21523116548300003
ACH-000040,-0.177890542556
ACH-000041,-0.16980014111699998
ACH-000042,0.04465228061340001
ACH-000045,-0.0374610161906
ACH-000047,0.021327364416900002
ACH-000052,-0.259116335392
ACH-000053,-0.255622396378
ACH-000054,-0.25543501151500003
ACH-000055,-0.0186319062211
ACH-000060,0.11374045748
ACH-000067,-0.152878615942
ACH-000070,-0.355825389094
ACH-000075,-0.499804727896
ACH-000078,-0.26731250530699996
ACH-000082,0.0356886989895
ACH-000085,0.0432467125628
ACH-000086,-0.16923298342
ACH-000087,-0.0780055417595
ACH-000092,-0.140821957514
ACH-000095,-0.116351157193
ACH-000097,-0.125887113511
ACH-000098,-0.157736517282
ACH-000099,-0.30716062897
ACH-000108,-0.060024805210999996
ACH-000113,-0.0176852344105
ACH-000115,-0.106274723896
ACH-000116,-0.189851353904
ACH-000118,-0.08693542037969999
ACH-000120,-0.10062974999
ACH-000123,-0.259230148838
ACH-000127,-0.108174850374
ACH-000128,-0.148916707615
ACH-000132,-0.057824422242599996
ACH-000133,-0.0837641384134
ACH-000137,-0.217404596648
ACH-000138,0.0135769895962
ACH-000142,0.13667752484
ACH-000143,-0.26316467262800003
ACH-000146,-0.0959104227107
ACH-000148,-0.177326257843
ACH-000150,-0.294734115915
ACH-000152,-0.08557393202199999
ACH-000153,-0.283878637744
ACH-000159,-0.210965976606
ACH-000160,-0.31466425211300003
ACH-000163,0.007316654606869999
ACH-000167,0.20146043860500001
ACH-000168,-0.10062856555199999
ACH-000169,0.00414985725254
ACH-000178,-0.167347887088
ACH-000182,-0.187091713001
ACH-000183,-0.256638809764
ACH-000188,0.024530943169
ACH-000189,-0.0311976441596
ACH-000190,0.109796882362
ACH-000198,-0.0342612927061
ACH-000204,-0.24773265728500002
ACH-000206,-0.0031895067715
ACH-000207,-0.132682199305
ACH-000211,-0.114541872151
ACH-000215,-0.170359905334
ACH-000221,-0.37444607444399997
ACH-000222,0.0687350638805
ACH-000223,-0.19207597747000002
ACH-000226,-0.133529581701
ACH-000227,-0.47737755757
ACH-000228,0.0106397033635
ACH-000231,-0.18531445703899999
ACH-000232,-0.21349830778999998
ACH-000233,-0.162898890594
ACH-000234,0.0566128630179
ACH-000235,-0.139464204457
ACH-000237,-0.37827630553499997
ACH-000238,0.0209966340145
ACH-000243,-0.023567898050599997
ACH-000244,-0.176601544459
ACH-000246,-0.163611907709
ACH-000248,0.27147010957199996
ACH-000250,-0.206803816225
ACH-000251,0.173674570629
ACH-000253,-0.0238259289379
ACH-000255,-0.10484117021299999
ACH-000256,-0.37285500512900005
ACH-000257,-0.305883558052
ACH-000258,-0.0287402053124
ACH-000259,-0.126353500493
ACH-000260,-0.09654941782649999
ACH-000261,-0.18803520790999997
ACH-000262,0.135481583309
ACH-000263,-0.150538410284
ACH-000264,-0.205207467201
ACH-000265,-0.141103275812
ACH-000266,-0.0352176834619
ACH-000272,-0.018483420697
ACH-000273,-0.291931324012
ACH-000274,-0.1876638978
ACH-000277,-0.00483354733275
ACH-000278,-0.013276006287400001
ACH-000279,-0.17555718184099997
ACH-000280,-0.13276679991499998
ACH-000281,-0.278017887411
ACH-000288,-0.272422057869
ACH-000291,-0.120291521165
ACH-000293,-0.118977661678
ACH-000294,-0.0687502938967
ACH-000295,-0.231295972368
ACH-000296,-0.20978693749000002
ACH-000302,-0.0648696540936
ACH-000304,0.0643704137854
ACH-000307,-0.114741165024
ACH-000308,-0.202855158341
ACH-000310,-0.21483816679
ACH-000311,-0.131938253787
