,COMMD9 (29099)
ACH-000004,0.10498370693499999
ACH-000007,-0.213626858941
ACH-000009,-0.0507265199775
ACH-000011,0.0906373813604
ACH-000012,-0.104447721314
ACH-000013,-0.13446988976500002
ACH-000014,-0.046998446811199995
ACH-000015,-0.0369657131949
ACH-000017,0.015578839643000001
ACH-000018,0.07790478847299999
ACH-000019,-0.271847476863
ACH-000021,-0.301508375494
ACH-000022,0.06592239512180001
ACH-000025,-0.32288390641
ACH-000028,-0.0884393433412
ACH-000030,-0.29302148740600004
ACH-000035,-0.22540429176899998
ACH-000036,-0.0343351353806
ACH-000037,0.0421931350149
ACH-000039,-0.180701168652
ACH-000040,-0.0249553446465
ACH-000041,-0.115311485738
ACH-000042,-0.459307684967
ACH-000045,-0.015334740704
ACH-000047,-0.0903478157671
ACH-000052,-0.293443353558
ACH-000053,-0.24961252529800002
ACH-000054,0.0293499884471
ACH-000055,0.130009388442
ACH-000060,-0.13349142835
ACH-000067,-0.20473963954399998
ACH-000070,-0.047798569857999997
ACH-000075,0.110567078886
ACH-000078,-0.10255637018699999
ACH-000082,-0.06726131740170001
ACH-000085,0.129060541606
ACH-000086,-0.0548589996109
ACH-000087,-0.32312606011100004
ACH-000092,-0.034464366706400004
ACH-000095,-0.124901290611
ACH-000097,-0.185203457328
ACH-000098,-0.036073626089800005
ACH-000099,-0.175422906311
ACH-000108,-0.24463747480300002
ACH-000113,-0.0573443177933
ACH-000115,0.09575919575930002
ACH-000116,-0.0229771748153
ACH-000118,-0.177905169184
ACH-000120,-0.13798381156
ACH-000123,-0.19386138532400002
ACH-000127,-0.0167742611518
ACH-000128,-0.0256545950611
ACH-000132,-0.106967761387
ACH-000133,-0.184357127038
ACH-000137,-0.0902676806556
ACH-000138,-0.27431000005399997
ACH-000142,-0.236468636455
ACH-000143,-0.14763197233699998
ACH-000146,-0.0317229503352
ACH-000148,-0.0184390493555
ACH-000150,-0.140111934768
ACH-000152,0.15103780476
ACH-000153,-0.09985013287939999
ACH-000159,-0.0268293926272
ACH-000160,-0.0613449545065
ACH-000163,-0.09900084272870001
ACH-000167,-0.0466944203372
ACH-000168,-0.09004440050439999
ACH-000169,-0.0201208496486
ACH-000178,-0.231069852174
ACH-000182,-0.246728760218
ACH-000183,-0.048419209057099996
ACH-000188,-0.031206068734
ACH-000189,-0.189300495368
ACH-000190,0.024636347494700003
ACH-000198,-0.10493983593
ACH-000204,-0.347330580483
ACH-000206,-0.14287397214199998
ACH-000207,-0.270300790749
ACH-000211,-0.0323374587453
ACH-000215,-0.19215998187
ACH-000221,-0.111415967976
ACH-000222,-0.0183134588498
ACH-000223,-0.144101674344
ACH-000226,-0.18785204775400002
ACH-000227,-0.25359628084
ACH-000228,0.047313718449300005
ACH-000231,-0.0741021276112
ACH-000232,-0.314056259966
ACH-000233,-0.249645483547
ACH-000234,-0.06191126316980001
ACH-000235,-0.0149031820563
ACH-000237,-0.181769659265
ACH-000238,-0.0009681259577729999
ACH-000243,-0.166071095385
ACH-000244,-0.343015723299
ACH-000246,-0.0398275712437
ACH-000248,-0.21581620378400002
ACH-000250,0.011272661177700002
ACH-000251,-0.0466973149625
ACH-000253,-0.218828393583
ACH-000255,-0.136098377064
ACH-000256,-0.169114716769
ACH-000257,0.162719031604
ACH-000258,0.0413103312045
ACH-000259,-0.163032682346
ACH-000260,-0.0617219283066
ACH-000261,-0.050448424725599995
ACH-000262,0.114862522129
ACH-000263,-0.0557870694003
ACH-000264,-0.18476433949700002
ACH-000265,-0.26565893037300004
ACH-000266,-0.2266336263
ACH-000272,-0.133994235467
ACH-000273,-0.249883932116
ACH-000274,-0.11147230192299999
ACH-000277,0.024504996412
ACH-000278,-0.41276516135499997
ACH-000279,-0.027412723707900002
ACH-000280,-0.15304390622400002
ACH-000281,-0.229069445055
ACH-000288,-0.0659160950849
ACH-000291,0.11817536326099999
ACH-000293,-0.17731506028799998
ACH-000294,-0.151840727793
ACH-000295,0.08962369400689998
ACH-000296,-0.0451901927828
ACH-000302,-0.00237373587058
ACH-000304,0.24339964255
ACH-000307,-0.270193018266
ACH-000308,-0.146312660877
ACH-000310,-0.33925417907899996
ACH-000311,-0.21778647100600002
ACH-000312,-0.307662427144
ACH-000315,-0.0336540879342
ACH-000316,-0.37047561018200004
ACH-000317,-0.054781313753
ACH-000318,-0.14945059562899998
ACH-000319,-0.271413128725
ACH-000320,-0.298100071429
ACH-000322,-0.430905668629
ACH-000323,-0.218764042348
ACH-000324,-0.00397635572223
ACH-000329,-0.15045895207499999
ACH-000330,-0.11066348462999999
ACH-000331,-0.204086409685
ACH-000332,-0.12584758359
ACH-000334,-0.160531576298
ACH-000335,-0.146316841052
ACH-000336,-0.0288337589255
ACH-000337,-0.166488755407
ACH-000339,-0.15088259178400001
ACH-000341,-0.0807480988102
ACH-000348,-0.046884400571
ACH-000350,-0.14818436479900002
ACH-000352,-0.0285179335707
ACH-000356,-0.0842358629764
ACH-000361,-0.081268810958
ACH-000362,-0.00930356720201
ACH-000363,-0.0949682964425
ACH-000364,-0.214874479078
ACH-000365,-0.050360824894400004
ACH-000366,-0.202861405155
ACH-000368,-0.102713802586
ACH-000374,-0.268710756079
ACH-000375,-0.155408740176
ACH-000376,-0.023019219636300003
ACH-000381,0.0180607766501
ACH-000383,-0.0222429750534
ACH-000387,-0.11956568349000002
ACH-000389,0.0643191417396
ACH-000390,0.0417624837388
ACH-000393,-0.145426551429
ACH-000395,-0.15385676985
ACH-000397,0.035664305794099994
ACH-000401,0.00643438683951
ACH-000402,-0.033905711334
ACH-000403,-0.010110426735299998
ACH-000404,-0.146920516121
ACH-000406,-0.0961655345155
ACH-000407,-0.012478797780799999
ACH-000408,-0.08004223906880001
ACH-000410,-0.0250673729872
ACH-000411,0.026927120123099998
ACH-000414,-0.286070870577
ACH-000415,-0.47970033942900003
ACH-000416,-0.131895624318
ACH-000420,-0.0008707390417619999
ACH-000421,-0.129214083631
ACH-000424,-0.36665611972499995
ACH-000425,-0.151135624226
ACH-000426,0.123943407692
ACH-000427,-0.0253446506569
ACH-000433,-0.34666641405599996
ACH-000436,-0.1238127806
ACH-000444,-0.156755885848
ACH-000445,-0.100027225749
ACH-000448,-0.0916661397512
ACH-000450,-0.226887859645
ACH-000452,-0.12864295521400002
ACH-000454,-0.539587510176
ACH-000458,-0.13904383443499999
ACH-000459,-0.1494814018
ACH-000460,-0.184979005191
ACH-000461,-0.09563517971689998
ACH-000463,-0.12590047250800002
ACH-000464,-0.08535147094210001
ACH-000466,-0.0303955914435
ACH-000467,-0.0173807111278
ACH-000468,0.05594188058019999
ACH-000469,-0.221250027886
ACH-000470,-0.135057360588
ACH-000471,-0.0826394946208
ACH-000472,-0.049259955503599996
ACH-000473,-0.101173589056
ACH-000475,0.0913218884664
ACH-000476,-0.0270847653357
ACH-000477,-0.10044370553300001
ACH-000480,-0.06496361710149999
ACH-000481,0.0194845056553
ACH-000483,-0.305388745397
ACH-000484,-0.12796526444599998
ACH-000485,0.0120628230081
ACH-000486,-0.364269250751
ACH-000487,-0.050215226624600005
ACH-000488,0.0379138635013
ACH-000490,-0.26157552438799997
ACH-000491,0.101751645988
ACH-000495,-0.19367468848000002
ACH-000496,-0.321336165766
ACH-000499,-0.425135869368
ACH-000500,0.148170736073
ACH-000502,-0.157241300733
ACH-000503,-0.291952501144
ACH-000505,-0.060569182020699996
ACH-000507,0.07305809338330001
ACH-000510,-0.320927079863
ACH-000511,-0.163371753358
ACH-000512,-0.0038721399128200003
ACH-000516,-0.108752606619
ACH-000517,-0.09803975238260002
ACH-000518,-0.157807386895
ACH-000520,-0.145426969085
ACH-000521,-0.168636303466
ACH-000522,-0.0244761838188
ACH-000524,-0.0542695891656
ACH-000527,0.0011040011426300001
ACH-000528,-0.161685789155
ACH-000537,-0.125445823216
ACH-000541,-0.158176665207
ACH-000542,-0.072325315032
ACH-000544,-0.290907612108
ACH-000545,-0.154851213516
ACH-000547,-0.148829145633
ACH-000548,0.0202727014846
ACH-000549,-0.052037246853400006
ACH-000550,-0.194823340568
ACH-000552,-0.11760922907
ACH-000556,-0.0671757389612
ACH-000557,0.250752303277
ACH-000570,-0.06055688567630001
ACH-000571,-0.249951667559
ACH-000573,-0.254874806018
ACH-000576,-0.023045382075
ACH-000580,-0.383010373447
ACH-000584,-0.073582299311
ACH-000585,-0.11753256394200001
ACH-000588,-0.0831806253804
ACH-000589,-0.0560964222829
ACH-000591,-0.19589587047600002
ACH-000593,-0.23238102243099998
ACH-000600,0.0337998321264
ACH-000601,-0.118142809775
ACH-000604,0.20312696539099998
ACH-000605,0.0013581635443800002
ACH-000606,-0.144888353491
ACH-000608,0.0411633450849
ACH-000614,-0.242869739848
ACH-000616,-0.000184857270735
ACH-000618,-0.101086876147
ACH-000619,-0.070682884184
ACH-000620,-0.0759383862835
ACH-000621,0.0013503301672799998
ACH-000622,-0.19457773207600002
ACH-000623,-0.247884916347
ACH-000624,-0.104132023694
ACH-000627,-0.0591186598152
ACH-000630,-0.07295961422319999
ACH-000632,-0.11808602959
ACH-000633,0.0469729853773
ACH-000637,0.0392055333015
ACH-000638,-0.235752329497
ACH-000646,0.0790620188332
ACH-000647,-0.15344623201
ACH-000648,-0.0136791103862
ACH-000649,0.000651078402736
ACH-000651,-0.021338664299699998
ACH-000652,-0.0565396059568
ACH-000653,-0.219965506692
ACH-000657,-0.0732739374852
ACH-000658,-0.011581931019899998
ACH-000661,-0.110832894209
ACH-000662,-0.114401404837
ACH-000663,-0.17952969433200003
ACH-000665,-0.353783105704
