,GCH1 (2643)
ACH-000004,0.118598050847
ACH-000007,-0.18466754797
ACH-000009,0.0671441492144
ACH-000011,-0.09762298689989998
ACH-000012,-0.18114402307799998
ACH-000013,-0.0777128011931
ACH-000014,-0.0263091233517
ACH-000015,-0.052278447550999994
ACH-000017,-0.29619787898600003
ACH-000018,-0.09872897870889999
ACH-000019,-0.302582781641
ACH-000021,-0.006910005347260001
ACH-000022,-0.12208478918299999
ACH-000025,-0.22081343012899998
ACH-000028,-0.373137654369
ACH-000030,-0.18319337277800002
ACH-000035,-0.21491116686099998
ACH-000036,-0.117772536196
ACH-000037,-0.011304888768499999
ACH-000039,-0.188113508487
ACH-000040,-0.113413364103
ACH-000041,0.143816045705
ACH-000042,-0.06994120346539999
ACH-000045,0.186755933912
ACH-000047,-0.127778647761
ACH-000052,-0.08796399763489998
ACH-000053,-0.119494494472
ACH-000054,-0.0874854275055
ACH-000055,-0.126342505944
ACH-000060,-0.29095315028
ACH-000067,0.113510588159
ACH-000070,-0.0402085087749
ACH-000075,-0.39673137144500004
ACH-000078,-0.017261606626900003
ACH-000082,-0.08169961009030001
ACH-000085,0.030654807593799998
ACH-000086,-0.22803817327599998
ACH-000087,0.16849810528
ACH-000092,-0.132552884646
ACH-000095,-0.201615153307
ACH-000097,-0.11686891224099999
ACH-000098,-0.0102481851461
ACH-000099,-0.018169258044300002
ACH-000108,-0.10239840715500001
ACH-000113,-0.11753982064000001
ACH-000115,-0.0585021850466
ACH-000116,-0.0069878686659
ACH-000118,-0.108107173174
ACH-000120,-0.00272198880113
ACH-000123,-0.17576876407699998
ACH-000127,-0.043008797903
ACH-000128,-0.0715798563338
ACH-000132,0.0029747747181799998
ACH-000133,-0.097110165344
ACH-000137,-0.281590555466
ACH-000138,-0.24354098355700002
ACH-000142,-0.23162551335700002
ACH-000143,-0.03478095753
ACH-000146,-0.1571038546
ACH-000148,-0.0286645685601
ACH-000150,0.12379835516799999
ACH-000152,-0.161790576467
ACH-000153,0.13977425078800002
ACH-000159,-0.17719314577
ACH-000160,-0.267356209197
ACH-000163,-0.17192361877700002
ACH-000167,-0.0333985383259
ACH-000168,-0.230019341437
ACH-000169,-0.128442086298
ACH-000178,0.021868111521200002
ACH-000182,-0.05062752634769999
ACH-000183,0.0924662648701
ACH-000188,-0.06718989431200001
ACH-000189,-0.040915653236
ACH-000190,-0.411921538196
ACH-000198,-0.0608958757627
ACH-000204,-0.0812569763485
ACH-000206,0.112584720572
ACH-000207,-0.29210067358
ACH-000211,-0.15073664698699998
ACH-000215,-0.08269262163989999
ACH-000221,0.109672339066
ACH-000222,-0.115405183583
ACH-000223,-0.0530006546222
ACH-000226,-0.233764686559
ACH-000227,-0.0564070130419
ACH-000228,-0.0743367196686
ACH-000231,-0.28234109316100003
ACH-000232,-0.15857542929500001
ACH-000233,-0.0374970128559
ACH-000234,-0.100206268324
ACH-000235,-0.0695864327354
ACH-000237,0.0805894466506
ACH-000238,-0.282842456996
ACH-000243,-0.231900311576
ACH-000244,-0.034097824645199996
ACH-000246,-0.18477450722
ACH-000248,-0.0007406633616000001
ACH-000250,-0.110363016201
ACH-000251,0.05305545946140001
ACH-000253,-0.266000730777
ACH-000255,-0.13516291737400002
ACH-000256,-0.0502532865027
ACH-000257,-0.33605538347099995
ACH-000258,-0.145169135402
ACH-000259,-0.0766901742565
ACH-000260,-0.214347793462
ACH-000261,-0.148587926943
ACH-000262,-0.0867325089283
ACH-000263,-0.128799493004
ACH-000264,-0.128406488754
ACH-000265,-0.116435089137
ACH-000266,-0.021350584794099996
ACH-000272,-0.131062151129
ACH-000273,-0.149877472172
ACH-000274,-0.0622967680741
ACH-000277,-0.0753289682049
ACH-000278,-0.404774960322
ACH-000279,-0.0392004566868
ACH-000280,-0.22870085749400001
ACH-000281,0.0242039384454
ACH-000288,-0.06691643235309999
ACH-000291,-0.0800329514523
ACH-000293,-0.147352354998
ACH-000294,-0.111345804218
ACH-000295,0.0548564885974
ACH-000296,-0.209276185674
ACH-000302,-0.028576559039
ACH-000304,-0.0659157066465
ACH-000307,0.0942045622598
ACH-000308,-0.167452431643
ACH-000310,-0.00886781267178
ACH-000311,-0.219207703143
ACH-000312,0.0450535863604
ACH-000315,-1.0232609965200001
ACH-000316,0.396030494633
ACH-000317,0.07179431803639999
ACH-000318,0.0606866915354
ACH-000319,-0.0856940942126
ACH-000320,-0.027987192092400002
ACH-000322,-0.290654212806
ACH-000323,0.00491388504446
ACH-000324,-0.12759509722200002
ACH-000329,-0.235986593455
ACH-000330,0.107038068624
ACH-000331,-0.102269774482
ACH-000332,-0.028305378202999998
ACH-000334,-0.49253466286200004
ACH-000335,-0.0362647175957
ACH-000336,0.124414738969
ACH-000337,-0.16064431581
ACH-000339,-0.09715010760220001
ACH-000341,-0.22354900559799998
ACH-000348,-0.09805041493769999
ACH-000350,-0.103248975514
ACH-000352,-0.158941841347
ACH-000356,-0.321397834815
ACH-000361,0.100511162498
ACH-000362,-0.021015870258999998
ACH-000363,-0.126066947302
ACH-000364,-0.318562638573
ACH-000365,-0.058372168591300004
ACH-000366,-0.00879830500567
ACH-000368,-0.333230963265
ACH-000374,-0.020498248469599998
ACH-000375,-0.0865250898651
ACH-000376,-0.22270744910700002
ACH-000381,-0.14113245733
ACH-000383,-0.149828536986
ACH-000387,0.138980731093
ACH-000389,-0.32305235411899996
ACH-000390,0.0350268605141
ACH-000393,0.046579288513400006
ACH-000395,0.193694492402
ACH-000397,-0.159095820243
ACH-000401,0.0032662136257600003
ACH-000402,0.163684877802
ACH-000403,-0.15567352088300002
ACH-000404,-0.060507957507
ACH-000406,-0.10544371670399999
ACH-000407,-0.187359381346
ACH-000408,-0.219920360458
ACH-000410,-0.0893806819021
ACH-000411,-0.10271198397800001
ACH-000414,0.017276619109900002
ACH-000415,-0.08753060268179999
ACH-000416,-0.07831636436480001
ACH-000420,-0.0970657398497
ACH-000421,-0.101276368464
ACH-000424,-0.197747063417
ACH-000425,-0.0951945711981
ACH-000426,-0.759680692839
ACH-000427,-0.269329310047
ACH-000433,-0.11282539232000001
ACH-000436,-0.0403748128671
ACH-000444,0.0038065056901199997
ACH-000445,0.0810596128328
ACH-000448,-0.140371852816
ACH-000450,-0.00883726954838
ACH-000452,-0.14929356392
ACH-000454,-0.0235198289371
ACH-000458,-0.041172029093900005
ACH-000459,-0.41852050518600004
ACH-000460,-0.11844271092900001
ACH-000461,0.0923110255316
ACH-000463,-0.184953220328
ACH-000464,-0.15204320296499998
ACH-000466,-0.258878547498
ACH-000467,-0.351599115784
ACH-000468,-0.0142668227729
ACH-000469,-0.218919579296
ACH-000470,-0.156006768856
ACH-000471,-0.217903447976
ACH-000472,-0.11978992155099999
ACH-000473,0.0207958008762
ACH-000475,-0.139363783027
ACH-000476,-0.23156460031
ACH-000477,-0.436512610593
ACH-000480,0.05613642420440001
ACH-000481,-0.39356237048799997
ACH-000483,0.111659133559
ACH-000484,-0.203085595092
ACH-000485,-0.296586972064
ACH-000486,0.00834203044193
ACH-000487,-0.036218325856199995
ACH-000488,-0.023740698491299998
ACH-000490,-0.149561902424
ACH-000491,-0.09223797940220001
ACH-000495,-0.16522602743599998
ACH-000496,-0.0589697782962
ACH-000499,-0.277726697618
ACH-000500,0.973048979974
ACH-000502,-0.12195337058
ACH-000503,-0.452924132975
ACH-000505,-0.039461918769199994
ACH-000507,-0.281481068188
ACH-000510,-0.133760996439
ACH-000511,-0.171677326256
ACH-000512,0.139156800655
ACH-000516,-0.25153104785700003
ACH-000517,-0.0593832298707
ACH-000518,-0.08365464196539998
ACH-000520,-0.0839415836799
ACH-000521,-0.00641195930881
ACH-000522,-0.020885531244700002
ACH-000524,-0.0962737751584
ACH-000527,-0.0809404827424
ACH-000528,-0.124118002224
ACH-000537,-0.102238225068
