,GATAD2B (57459)
ACH-000004,-0.221188087388
ACH-000007,-0.067061275339
ACH-000009,-0.483657149288
ACH-000011,-0.328755820197
ACH-000012,-0.0963979312589
ACH-000013,-0.230444265887
ACH-000014,-0.374937161461
ACH-000015,-0.20143383143500002
ACH-000017,0.00231272009546
ACH-000018,-0.306175505008
ACH-000019,-0.0391442827576
ACH-000021,-0.11927428934800001
ACH-000022,-0.26596438757
ACH-000025,-0.334545288526
ACH-000028,-0.103842753014
ACH-000030,-0.0400774468009
ACH-000035,-0.406412517965
ACH-000036,-0.0892417654775
ACH-000037,-0.07992646696280001
ACH-000039,-0.306222870538
ACH-000040,-0.127698796169
ACH-000041,-0.21563015366399998
ACH-000042,-0.0682726225503
ACH-000045,-0.236873732542
ACH-000047,-0.267688761602
ACH-000052,-0.325459812284
ACH-000053,-0.18210708746399998
ACH-000054,-0.0219876833831
ACH-000055,-0.163952507096
ACH-000060,-0.176643762278
ACH-000067,0.012903402230799998
ACH-000070,0.0768745374388
ACH-000075,0.172737077902
ACH-000078,-0.35130975373999995
ACH-000082,-0.419502595114
ACH-000085,-0.187484305777
ACH-000086,-0.382211012935
ACH-000087,0.0775422553379
ACH-000092,-0.244997326129
ACH-000095,-0.340193305313
ACH-000097,0.0642526986728
ACH-000098,-0.291899158327
ACH-000099,-0.539007323274
ACH-000108,-0.159756341184
ACH-000113,-0.313296490588
ACH-000115,-0.689412986945
ACH-000116,-0.282812670389
ACH-000118,-0.042164535161300004
ACH-000120,-0.28082211561500003
ACH-000123,0.021263155554400004
ACH-000127,-0.17125693413899998
ACH-000128,-0.179959228507
ACH-000132,-0.26903702334699997
ACH-000133,-0.35208002475
ACH-000137,-0.209434864478
ACH-000138,-0.161488366545
ACH-000142,-0.43990468258000004
ACH-000143,-0.0494012438834
ACH-000146,-0.163534799996
ACH-000148,-0.34708740026900003
ACH-000150,0.0148450616677
ACH-000152,0.0151785506351
ACH-000153,-0.350393504472
ACH-000159,-0.0894070905526
ACH-000160,0.35151803902900003
ACH-000163,-0.39760211599399997
ACH-000167,0.333622303867
ACH-000168,-0.0504237830519
ACH-000169,-0.06033268625680001
ACH-000178,-0.13832173776599999
ACH-000182,0.00023123875289900002
ACH-000183,-0.109387282256
ACH-000188,-0.00021286106976900002
ACH-000189,0.011372894273099999
ACH-000190,0.271634075784
ACH-000198,-0.20592339679699997
ACH-000204,-0.593087085114
ACH-000206,0.033096273483799996
ACH-000207,0.13218652933
ACH-000211,-0.159677734597
ACH-000215,-0.196040047704
ACH-000221,-0.0632365329895
ACH-000222,-0.160746870029
ACH-000223,-0.17891443197
ACH-000226,-0.110869917712
ACH-000227,-0.37239029449699995
ACH-000228,-0.201557577321
ACH-000231,-0.092598696528
ACH-000232,-0.206644623945
ACH-000233,-0.024136925827099996
ACH-000234,-0.19083909682300002
ACH-000235,-0.193247039576
ACH-000237,0.00945361052336
ACH-000238,0.150363543198
ACH-000243,-0.0924562814023
ACH-000244,0.048898555369100004
ACH-000246,-0.212871270246
ACH-000248,-0.393734689675
ACH-000250,-0.127274477023
ACH-000251,-0.0632335635547
ACH-000253,-0.163666242129
ACH-000255,-0.22376285083900002
ACH-000256,-0.39590977989500004
ACH-000257,0.0177753771633
ACH-000258,-0.332356369316
ACH-000259,-0.18636858428
ACH-000260,-0.19809604872499997
ACH-000261,-0.09102060533600001
ACH-000262,0.10448631290799999
ACH-000263,-0.23878843901900002
ACH-000264,-0.287247529229
ACH-000265,0.159890523951
ACH-000266,-0.212615744275
ACH-000272,-0.302502394457
