,PRKAA2 (5563)
ACH-000004,-0.29446626404
ACH-000007,-0.0215014023655
ACH-000009,-0.416264434909
ACH-000011,-0.19611960112799998
ACH-000012,-0.13935581572699998
ACH-000013,-0.104755214837
ACH-000014,-0.350295864957
ACH-000015,-0.24172871171799998
ACH-000017,-0.473450894565
ACH-000018,-0.11967790901599999
ACH-000019,-0.23331733132100002
ACH-000021,-0.140736633188
ACH-000022,-0.27464500471299996
ACH-000025,-0.20348288804900003
ACH-000028,-0.383583184214
ACH-000030,-0.27402340325999996
ACH-000035,-0.310897948712
ACH-000036,-0.224262738753
ACH-000037,-0.116482429059
ACH-000039,-0.256819443669
ACH-000040,-0.183614917149
ACH-000041,-0.24138864676199998
ACH-000042,-0.201365376132
ACH-000045,-0.126674031842
ACH-000047,-0.14425779629799998
ACH-000052,-0.328660612369
ACH-000053,-0.234328370825
ACH-000054,-0.265504181298
ACH-000055,-0.163568355607
ACH-000060,-0.455081096751
ACH-000067,-0.252246025567
ACH-000070,-0.337076080133
ACH-000075,-0.386345562545
ACH-000078,-0.285129490928
ACH-000082,-0.215119145876
ACH-000085,-0.182733322377
ACH-000086,-0.321521800788
ACH-000087,-0.288103037874
ACH-000092,-0.295172900214
ACH-000095,-0.48159798701800005
ACH-000097,-0.18184332745200002
ACH-000098,-0.364508172631
ACH-000099,-0.432002291602
ACH-000108,-0.28979605058200003
ACH-000113,-0.353434908075
ACH-000115,-0.261624427501
ACH-000116,-0.238217593207
ACH-000118,-0.0943860780192
ACH-000120,-0.18322259219700002
ACH-000123,-0.292111916046
ACH-000127,-0.411853228241
ACH-000128,-0.389860942183
ACH-000132,-0.141878371343
ACH-000133,-0.28075473565299996
ACH-000137,-0.0998807043993
ACH-000138,-0.12803502249600002
ACH-000142,-0.329855452727
ACH-000143,-0.13195287328400002
ACH-000146,-0.314318280859
ACH-000148,-0.189146088332
ACH-000150,-0.05200585751759999
ACH-000152,-0.190270355636
ACH-000153,-0.085896410506
ACH-000159,-0.337380326033
ACH-000160,0.137981763289
ACH-000163,-0.172473346106
ACH-000167,0.363656941663
ACH-000168,-0.30596878154199997
ACH-000169,-0.16014499266899998
ACH-000178,-0.307416000069
ACH-000182,-0.100231015998
ACH-000183,-0.253960193239
ACH-000188,-0.22948053594999998
ACH-000189,-0.16494782108699999
ACH-000190,-0.060369192692700004
ACH-000198,-0.21178247817499998
ACH-000204,-0.23048880936000002
ACH-000206,-0.35644104138899996
ACH-000207,-0.107205545704
ACH-000211,-0.221993798317
ACH-000215,-0.240225917818
ACH-000221,-0.10753134263
ACH-000222,-0.14655691626700001
ACH-000223,-0.296662732104
ACH-000226,-0.175579772113
ACH-000227,-0.206007036059
ACH-000228,-0.275548145048
ACH-000231,-0.267246878894
ACH-000232,-0.273880700103
ACH-000233,-0.203058416701
ACH-000234,-0.405918999058
ACH-000235,-0.25792962075
ACH-000237,-0.19966359474
ACH-000238,-0.100784872764
ACH-000243,-0.100836727546
ACH-000244,-0.306510573655
ACH-000246,-0.18526809619399998
ACH-000248,-0.513238513911
ACH-000250,-0.180406511514
ACH-000251,-0.0882846061562
ACH-000253,-0.35184249329499995
ACH-000255,-0.389669816799
ACH-000256,-0.537115394633
ACH-000257,-0.5068180542090001
ACH-000258,-0.387452565555
ACH-000259,-0.184295906636
ACH-000260,-0.36203358623099996
ACH-000261,-0.330923639582
ACH-000262,-0.437845403152
ACH-000263,-0.373312378557
ACH-000264,-0.215364609756
ACH-000265,-0.13910719193600002
ACH-000266,-0.214797078875
ACH-000272,-0.404793152024
ACH-000273,-0.288789858385
ACH-000274,-0.39116863297700005
ACH-000277,-0.32179447143199996
ACH-000278,-0.382145536919
ACH-000279,-0.47472914096999996
ACH-000280,-0.501841747426
ACH-000281,-0.20613712641399998
ACH-000288,-0.13845655835100001
ACH-000291,-0.172960874235
ACH-000293,0.0155217282285
ACH-000294,-0.44804673372599996
ACH-000295,-0.345320148087
ACH-000296,-0.385367084717
ACH-000302,-0.16937501764000001
ACH-000304,-0.115898773531
ACH-000307,-0.27184906920400004
ACH-000308,-0.176796309469
ACH-000310,-0.8524610298549999
ACH-000311,-0.366785912153
ACH-000312,-0.214947497668
ACH-000315,-0.337372952279
ACH-000316,-0.127621149791
ACH-000317,-0.522966094905
ACH-000318,-0.40430120756800003
ACH-000319,-0.29725349570500004
ACH-000320,-0.324117675356
ACH-000322,-0.06553905120930001
ACH-000323,-0.34508531354
ACH-000324,-0.15511180372000002
ACH-000329,-0.047643006878699996
ACH-000330,0.165362736337
ACH-000331,-0.25228480140299997
ACH-000332,-0.232277184479
ACH-000334,-0.0904966910021
ACH-000335,-0.42715905228699996
ACH-000336,-0.35195768617
ACH-000337,-0.212457428193
