,DPM2 (8818)
ACH-000004,-1.4268410378799998
ACH-000007,-0.556730202009
ACH-000009,-0.799151021875
ACH-000011,-0.9507673961799998
ACH-000012,-0.526900185936
ACH-000013,-0.541040614493
ACH-000014,-0.27799177636399997
ACH-000015,-0.707590505431
ACH-000017,-0.612805739983
ACH-000018,-0.5632297029159999
ACH-000019,-0.797189670951
ACH-000021,-0.46201630986599995
ACH-000022,-0.522765195841
ACH-000025,-0.5062814960809999
ACH-000028,-0.533925787126
ACH-000030,-0.474128569552
ACH-000035,-0.943205621874
ACH-000036,-0.955958077377
ACH-000037,-0.435814750303
ACH-000039,-0.5063218129879999
ACH-000040,-0.581924423132
ACH-000041,-0.42343222420500004
ACH-000042,-0.6193440644820001
ACH-000045,-0.375958638473
ACH-000047,-0.644006915748
ACH-000052,-0.390657304273
ACH-000053,-0.548920155371
ACH-000054,-0.7250229794499999
ACH-000055,-0.495043860149
ACH-000060,-0.711412816164
ACH-000067,-0.520838493359
ACH-000070,-0.672726318676
ACH-000075,-0.517854025768
ACH-000078,-0.649647753839
ACH-000082,-0.559963195409
ACH-000085,-0.442047338236
ACH-000086,-0.602365174998
ACH-000087,-0.5671664806610001
ACH-000092,-1.38670419782
ACH-000095,-0.499752975624
ACH-000097,-0.638809415348
ACH-000098,-0.404829706414
ACH-000099,-0.637601770659
ACH-000108,-0.811784706022
ACH-000113,-0.595850154673
ACH-000115,-0.8281476361419999
ACH-000116,-0.580527083573
ACH-000118,-0.959190138607
ACH-000120,-0.784211377877
ACH-000123,-0.514584831983
ACH-000127,-0.512790564343
ACH-000128,-0.192057682762
ACH-000132,-1.18471274451
ACH-000133,-0.8985139968170001
ACH-000137,-0.460810779604
ACH-000138,-0.7218442578319999
ACH-000142,-0.595652609047
ACH-000143,-0.486580370748
ACH-000146,-0.35015709260899996
ACH-000148,-0.564278044075
ACH-000150,-0.392404809477
ACH-000152,-0.6782614271140001
ACH-000153,-1.05663257192
ACH-000159,-0.452116564784
ACH-000160,-0.731567822078
ACH-000163,-0.9317714575370001
ACH-000167,-0.8390921182209999
ACH-000168,-0.647399728227
ACH-000169,-0.613480166818
ACH-000178,-0.867840836006
ACH-000182,-0.43583837429
ACH-000183,-1.37172951324
ACH-000188,-0.819178639577
ACH-000189,-1.12921571912
ACH-000190,-0.946970156683
ACH-000198,-0.507629700891
ACH-000204,-1.03768733345
ACH-000206,-0.516300453103
ACH-000207,-0.638499578207
ACH-000211,-0.531617837971
ACH-000215,-0.608160489811
ACH-000221,-0.47464378852
ACH-000222,-1.0408193410200002
ACH-000223,-0.41285832636500003
ACH-000226,-0.5311333945260001
ACH-000227,-0.5050402906139999
ACH-000228,-0.452866470801
ACH-000231,-0.37409380617399995
ACH-000232,-0.510652987596
ACH-000233,-0.415363732908
ACH-000234,-0.617035751991
ACH-000235,-0.407033300059
ACH-000237,-0.605343806641
ACH-000238,-0.45313391355800003
ACH-000243,-0.569583332598
ACH-000244,-0.7591756753829999
ACH-000246,-0.901026868425
ACH-000248,-0.50393547087
ACH-000250,-0.526727689172
ACH-000251,-0.902251096122
ACH-000253,-0.758158089633
ACH-000255,-0.729642624304
ACH-000256,-0.318054640176
ACH-000257,-0.399796233651
ACH-000258,-0.026613655501299998
ACH-000259,-0.5986471940129999
ACH-000260,-0.601447871996
ACH-000261,-0.510264583781
ACH-000262,-0.6071641849539999
ACH-000263,-0.277482778526
ACH-000264,-0.434043340911
ACH-000265,-0.5773377914010001
ACH-000266,-0.623696241935
ACH-000272,-1.13019349274
ACH-000273,-0.639041670614
ACH-000274,-0.627722473663
ACH-000277,-0.846387770307
ACH-000278,-0.54039310262
ACH-000279,-0.24122905950100001
ACH-000280,-0.8319159268899999
ACH-000281,-0.22266219983199997
ACH-000288,-0.275842793837
ACH-000291,-0.7183327836560001
ACH-000293,-0.580834448287
ACH-000294,0.0623112990113
ACH-000295,-0.7489555308939999
ACH-000296,-0.779401653127
ACH-000302,-0.35317970802000004
ACH-000304,-0.916583977182
ACH-000307,-0.43939197474799996
ACH-000308,-0.7990970573289999
ACH-000310,-0.6627156499310001
ACH-000311,-0.8362863714030001
ACH-000312,-0.47314916310500005
ACH-000315,-0.34915266392899996
ACH-000316,-0.538306505087
ACH-000317,-0.862327815739
ACH-000318,-0.81211477391
ACH-000319,-0.531689493276
ACH-000320,-0.729952775336
ACH-000322,-0.273110122622
ACH-000323,-0.481861064713
ACH-000324,-0.67756993979
ACH-000329,-0.595524041502
ACH-000330,-0.441106008585
ACH-000331,-1.380082346
ACH-000332,-0.7280718338950001
ACH-000334,-0.526140797403
ACH-000335,-0.45412341521899996
ACH-000336,-0.37598233081
ACH-000337,-0.745322142629
ACH-000339,-0.5489236444
ACH-000341,-0.38877009040399996
ACH-000348,-0.515851840696
ACH-000350,-0.594955369878
ACH-000352,-0.533123629456
ACH-000356,-0.5800867219829999
ACH-000361,-0.387832620007
ACH-000362,-0.4709362614
ACH-000363,-1.70404284618
ACH-000364,-0.387443660693
ACH-000365,-0.681931761105
ACH-000366,-0.554724645495
ACH-000368,-0.524375037441
ACH-000374,-0.541094685793
ACH-000375,-0.36071932934900003
ACH-000376,-0.560736609676
ACH-000381,-0.689905861018
ACH-000383,-0.524807138441
ACH-000387,-0.668251055621
ACH-000389,-0.864832786704
ACH-000390,-0.608161303043
ACH-000393,-0.668540736509
ACH-000395,-0.604458810375
ACH-000397,-1.10756697183
ACH-000401,-0.7777116998829999
