,SDF2 (6388)
ACH-000004,0.00901061791161
ACH-000007,0.0546153827777
ACH-000009,-0.335095302136
ACH-000011,-0.0328076947275
ACH-000012,-0.116395306522
ACH-000013,-0.17109477928599998
ACH-000014,-0.171384176739
ACH-000015,0.0024297878294699997
ACH-000017,-0.26708729993700003
ACH-000018,0.113831307751
ACH-000019,-0.49959890452699995
ACH-000021,0.005488479104520001
ACH-000022,0.0104489167992
ACH-000025,0.08975540127329999
ACH-000028,-0.0334336330494
ACH-000030,-0.165853789057
ACH-000035,-0.26498694225499997
ACH-000036,-0.303371771985
ACH-000037,-0.019148380576400004
ACH-000039,0.004827844746800001
ACH-000040,-0.14426667063100002
ACH-000041,-0.207153250372
ACH-000042,0.113397537968
ACH-000045,0.031146559339400005
ACH-000047,-0.0196013538008
ACH-000052,-0.0929502817083
ACH-000053,-0.188315117309
ACH-000054,-0.219307755396
ACH-000055,-0.0352357392458
ACH-000060,-0.141823371078
ACH-000067,-0.0777522351365
ACH-000070,-0.0277346870492
ACH-000075,-0.206515915638
ACH-000078,-0.112328513763
ACH-000082,-0.409624844267
ACH-000085,0.130310618933
ACH-000086,-0.14260344687100002
ACH-000087,-0.0196332022643
ACH-000092,-0.0187797586357
ACH-000095,-0.544918997076
ACH-000097,-0.14699488236199998
ACH-000098,-0.12709826005799998
ACH-000099,-0.014133667730900001
ACH-000108,-0.08815248555369999
ACH-000113,0.025418124532
ACH-000115,-0.22291787534899998
ACH-000116,-0.0396833636771
ACH-000118,-0.126070869011
ACH-000120,-0.132715960638
ACH-000123,-0.134118994111
ACH-000127,-0.0482240254796
ACH-000128,-0.103174718401
ACH-000132,-0.105922331035
ACH-000133,-0.00357987796486
ACH-000137,-0.0367510356176
ACH-000138,-0.162863969582
ACH-000142,-0.144344737177
ACH-000143,-0.28385815576900003
ACH-000146,-0.10349041593000001
ACH-000148,-0.303490669774
ACH-000150,0.020927298093700003
ACH-000152,-0.239729067838
ACH-000153,-0.15878583906
ACH-000159,-0.230874451512
ACH-000160,-0.127961722188
ACH-000163,-0.36999860796800005
ACH-000167,-0.354143871442
ACH-000168,-0.168934715021
ACH-000169,-0.168977813834
ACH-000178,-0.174046310583
ACH-000182,-0.233688313278
ACH-000183,-0.07274760309460002
ACH-000188,-0.0925125071553
ACH-000189,0.091302749525
ACH-000190,-0.036351208803199996
ACH-000198,-0.0407602932949
ACH-000204,-0.130855863774
ACH-000206,-0.055818306966699996
ACH-000207,0.037084975610899996
ACH-000211,-0.105274113839
ACH-000215,-0.13075515852
ACH-000221,-0.20849238026500003
ACH-000222,-0.18267431951299998
ACH-000223,-0.0623354995847
ACH-000226,-0.027802409549
ACH-000227,-0.24604371450399998
ACH-000228,-0.08875087588300001
ACH-000231,-0.10969726735999999
ACH-000232,-0.0615056823538
ACH-000233,-0.037183328897000004
ACH-000234,-0.242464029859
ACH-000235,-0.192770514129
ACH-000237,-0.0335954790656
ACH-000238,-0.19253732930300002
ACH-000243,-0.28110054561500003
ACH-000244,-0.07483743641160001
ACH-000246,0.0166712114845
ACH-000248,-0.156660530139
ACH-000250,-0.0563366942843
ACH-000251,-0.699647367622
ACH-000253,-0.0915881783137
ACH-000255,-0.170197923893
ACH-000256,-0.08902322550519999
ACH-000257,-0.220428667777
ACH-000258,-0.044053020451800005
ACH-000259,-0.09446620370819998
ACH-000260,-0.07991289667339999
ACH-000261,-0.17569378259500001
ACH-000262,-0.20857570492600003
ACH-000263,0.0817083610588
ACH-000264,-0.240499863576
ACH-000265,-0.168694500356
ACH-000266,-0.11808470975400001
ACH-000272,-0.265690084857
ACH-000273,-0.102351426365
ACH-000274,-0.23673861648000002
ACH-000277,-0.37060202619099997
ACH-000278,-0.307081885012
ACH-000279,-0.203095530427
ACH-000280,-0.025108921072400002
ACH-000281,0.138658145416
ACH-000288,-0.245245777531
ACH-000291,-0.0875309279883
ACH-000293,-0.186286839368
ACH-000294,-0.20815602065299998
ACH-000295,-0.0379579166534
ACH-000296,-0.117999015358
ACH-000302,-0.0920868952385
ACH-000304,-0.0937233650202
ACH-000307,-0.07185468829160001
ACH-000308,0.0352171639502
ACH-000310,-0.07199070312269999
ACH-000311,-0.146991052416
ACH-000312,-0.131047227265
ACH-000315,0.135816774152
ACH-000316,-0.281133996063
ACH-000317,-0.10033169038100001
ACH-000318,-0.144228129406
ACH-000319,-0.16682227200400002
ACH-000320,-0.254786520991
ACH-000322,-0.106563255171
ACH-000323,-0.141374414035
ACH-000324,-0.175277311006
ACH-000329,-0.291700608907
ACH-000330,-0.0388798788999
ACH-000331,-0.171603516378
ACH-000332,-0.113703858847
ACH-000334,-0.40427216741899996
ACH-000335,0.00038335050867699996
ACH-000336,0.0227870648695
ACH-000337,-0.30262435958
ACH-000339,-0.139464820232
ACH-000341,0.212373225783
ACH-000348,-0.21598370458399999
ACH-000350,0.11056990775699999
ACH-000352,-0.10913085654400001
ACH-000356,0.013937236773000001
ACH-000361,-0.162067126422
ACH-000362,-0.11604509552000002
ACH-000363,-0.291074168255
ACH-000364,-0.0231083156001
ACH-000365,-0.09151337073589999
ACH-000366,-0.285644436498
ACH-000368,0.184885281939
ACH-000374,-0.226622856677
ACH-000375,0.194445319165
ACH-000376,-0.0547327621298
ACH-000381,0.149955710511
ACH-000383,-0.204466736611
ACH-000387,-0.134792895152
ACH-000389,-0.11822696744000001
ACH-000390,-0.250193516153
ACH-000393,-0.10181237940400001
ACH-000395,-0.0936341238837
ACH-000397,-0.0451107835989
ACH-000401,-0.045456287048000005
ACH-000402,-0.13590764318600002
ACH-000403,-0.231403239845
ACH-000404,-0.168204118834
ACH-000406,-0.170140694182
ACH-000407,0.029450796906599998
ACH-000408,-0.09367937910289999
ACH-000410,-0.117214474462
ACH-000411,0.0141579854831
ACH-000414,-0.18484287291499998
ACH-000415,-0.289661280666
ACH-000416,-0.054390932030800004
ACH-000420,-0.115005449493
ACH-000421,-0.162902993497
ACH-000424,-0.143143250925
ACH-000425,-0.22554187152199998
ACH-000426,-0.163017265756
