,TUBB (203068)
ACH-000320,-1.58122819022
ACH-000322,-1.9004389610599997
ACH-000323,-1.5219622968700002
ACH-000324,-1.79488748662
ACH-000329,-2.0496542615599997
ACH-000330,-1.53140164768
ACH-000331,-1.4732969404700003
ACH-000332,-0.843537243588
ACH-000334,-1.7513666701099997
ACH-000335,-1.68301679521
ACH-000336,-1.5552944356
ACH-000337,-1.1156917990100002
ACH-000339,-1.44689511597
ACH-000341,-1.62506020181
ACH-000348,-1.85469887115
ACH-000350,-1.77045615259
ACH-000352,-1.7538190542099998
ACH-000356,-0.965816169149
ACH-000361,-1.5914974329700002
ACH-000362,-1.59272019325
ACH-000363,-1.7556665316099997
ACH-000364,-1.5002096777399998
ACH-000365,-1.84166667572
ACH-000366,-1.73852873176
ACH-000368,-2.00381875761
ACH-000374,-1.7495973609400002
ACH-000375,-1.5376368061399999
ACH-000376,-1.2859960944600002
ACH-000381,-0.896128454718
ACH-000383,-2.16504603257
ACH-000387,-1.62201708863
ACH-000389,-1.7678646758599998
ACH-000390,-1.5683053588999998
ACH-000393,-2.13889357026
ACH-000395,-1.52409211381
ACH-000397,-1.5023987995299999
ACH-000401,-1.76030008395
ACH-000402,-1.80642247586
ACH-000403,-1.13861655155
ACH-000404,-1.682980135
ACH-000406,-1.89094517276
ACH-000407,-1.84129602512
ACH-000408,-1.74248032667
ACH-000410,-1.47087765418
ACH-000411,-1.6944664355399999
ACH-000414,-1.7954509753
ACH-000415,-1.5504001561
ACH-000416,-1.4453539252
ACH-000420,-1.5254458098500001
ACH-000421,-1.15536148935
ACH-000424,-1.57864249454
ACH-000425,-1.0989279143700001
ACH-000426,-2.21811502312
ACH-000427,-1.22796403843
ACH-000433,-1.24635049005
ACH-000436,-1.97027391685
ACH-000444,-1.6288745957600002
ACH-000445,-1.5906948785600001
ACH-000448,-1.50083139439
ACH-000450,-1.6438678947
ACH-000452,-1.06226323308
ACH-000454,-1.8821126254
ACH-000458,-1.51187214208
ACH-000459,-1.6111505093
ACH-000460,-1.4649256325600002
ACH-000461,-1.3893348388799998
ACH-000463,-1.5251343865
ACH-000464,-1.9000462882499998
ACH-000466,-1.87591844841
ACH-000467,-1.07711566985
ACH-000468,-1.5672574853
ACH-000469,-1.9404559564200001
ACH-000470,-1.7505967647799998
ACH-000471,-1.8081711938799998
ACH-000472,-2.00829580507
ACH-000473,-1.8419137519799997
ACH-000475,-1.86066094034
ACH-000476,-1.83811455656
ACH-000477,-2.4321095263099997
ACH-000480,-0.77663706765
ACH-000481,-1.83000940807
ACH-000483,-0.7797920317839999
ACH-000484,-1.9296200129599996
ACH-000485,-1.1264869078200002
ACH-000486,-1.4123029274899999
ACH-000487,-1.82279611413
ACH-000488,-1.48100494948
ACH-000490,-1.4947983563799998
ACH-000491,-1.9742365861099997
ACH-000495,-1.77514560097
ACH-000496,-1.6864692837200002
ACH-000499,-1.36120195345
ACH-000500,-2.0446594836400003
ACH-000502,-1.73866262857
ACH-000503,-1.2755794994
ACH-000505,-1.72308165037
ACH-000507,-1.5104731521299999
ACH-000510,-1.69741068411
ACH-000511,-1.07319370183
ACH-000512,-1.8217141101599996
ACH-000516,-1.9991056670400003
ACH-000517,-1.8469574696900002
ACH-000518,-1.8833530765000002
ACH-000520,-1.75111129293
ACH-000521,-1.84018628468
ACH-000522,-1.6636767426299999
ACH-000524,-1.62001766489
ACH-000527,-1.19908839581
ACH-000528,-1.47531429067
ACH-000537,-1.6815630941100002
ACH-000541,-1.9511781971900002
ACH-000542,-1.73544673867
ACH-000544,-1.02432015925
ACH-000545,-1.1516655994299998
ACH-000547,-1.3190716928200001
ACH-000548,-1.48959434586
ACH-000549,-1.54324905898
ACH-000550,-1.43275890865
ACH-000552,-1.3911368753400002
ACH-000556,-1.09638064519
ACH-000557,-2.43360785387
ACH-000570,-1.67309977598
ACH-000571,-2.7610198197900004
ACH-000573,-1.27388942533
ACH-000576,-1.6595134286500002
ACH-000580,-0.955466141833
ACH-000584,-2.02350727853
ACH-000585,-1.85199410965
ACH-000588,-1.8569586544799999
ACH-000589,-1.6793362379700003
ACH-000591,-1.74234738884
ACH-000593,-1.21821814206
ACH-000600,-1.4668211060499998
ACH-000601,-1.58535247786
ACH-000604,-1.5201502412399999
ACH-000605,-1.35663995177
ACH-000606,-1.4598374645299999
ACH-000608,-1.839578545
ACH-000614,-1.46490292407
ACH-000616,-1.3966669148100002
ACH-000618,-1.6986297483700001
ACH-000619,-0.866757155069
ACH-000620,-0.930276378088
ACH-000621,-2.28047758257
ACH-000622,-1.25988351463
ACH-000623,-1.65271810469
ACH-000624,-1.7187196250299999
ACH-000627,-1.4498896775299999
ACH-000630,-1.6116970504700001
ACH-000632,-0.8418590931669999
ACH-000633,-1.77617811406
ACH-000637,-1.7046412884399997
ACH-000638,-1.56609340744
ACH-000646,-1.13960147719
ACH-000647,-0.879000016059
ACH-000648,-2.0596151138099996
ACH-000649,-1.83057639053
ACH-000651,-1.55969416139
ACH-000652,-1.4966632295500002
ACH-000653,-1.7485111754700002
ACH-000657,-1.7722145432499998
ACH-000658,-1.9222328071700001
ACH-000661,-1.80879322841
ACH-000662,-1.74458753315
ACH-000663,-1.7088909670299999
ACH-000665,-1.1819859829200001
ACH-000671,-1.66222570994
ACH-000673,-1.7626511465099999
ACH-000676,-1.63018742008
ACH-000677,-0.575232879179
ACH-000681,-1.84416043815
ACH-000682,-1.67761028283
ACH-000683,-0.8646766823819999
ACH-000684,-1.8113364404299999
ACH-000688,-1.9089360603299999
ACH-000693,-1.3941587548199998
ACH-000694,-1.55372752227
ACH-000695,-1.67583300954
ACH-000696,-1.04764976
ACH-000697,-1.5597234506400002
ACH-000699,-1.9709028723500002
ACH-000701,-1.8265907821
ACH-000706,-1.36787120489
ACH-000711,-1.55468715046
ACH-000713,-1.5776568066
ACH-000714,-1.7006615924500001
ACH-000718,-0.747971223156
ACH-000720,-1.49647274299
ACH-000721,-1.49521209717
ACH-000724,-2.55793681305
ACH-000725,-1.6832302430000001
ACH-000732,-1.5294157931499999
ACH-000734,-1.97695377305
ACH-000735,-1.70918129462
ACH-000736,-1.68667462238
ACH-000738,-1.8558330427400003
ACH-000746,-0.420123310066
ACH-000747,-1.38250438604
ACH-000748,-1.28151895655
ACH-000753,-1.8516186304799997
ACH-000756,-1.7306773355400003
ACH-000757,-1.3558059830899998
ACH-000758,-1.3951874394600001
ACH-000760,-1.34183348409
ACH-000763,-2.10300086771
ACH-000764,-1.5979240803499999
ACH-000765,-1.59403479582
ACH-000766,-1.21955817402
ACH-000767,-1.9388600439900001
ACH-000768,-1.5131104573299998
ACH-000769,-1.09643687524
ACH-000770,-1.7203668735599997
ACH-000771,-1.40576831732
ACH-000773,-1.58218531305
ACH-000776,-1.41852452576
ACH-000777,-1.6647989303600002
ACH-000778,-1.77638239884
ACH-000781,-1.69241692701
ACH-000782,-1.8178965480200002
ACH-000783,-1.98132557212
ACH-000784,-1.56452377201
ACH-000785,-1.24041896035
ACH-000787,-1.2443786424299998
ACH-000788,-1.4700697258000002
ACH-000791,-1.31538269537
ACH-000792,-1.7830114640299999
ACH-000794,-1.5234947409900002
ACH-000796,-1.9740762393900002
ACH-000799,-1.40549279124
ACH-000800,-2.2558337260599997
ACH-000802,-1.64602488074
ACH-000804,-0.967245664936
ACH-000805,-1.46944519443
ACH-000809,-1.96824297622
ACH-000810,-1.5671300266600001
ACH-000811,-2.08707935068
ACH-000817,-1.3611926520700002
ACH-000819,-1.6473118447400001
ACH-000820,-1.72450251221
ACH-000821,-1.9662189980200002
ACH-000822,-1.2883299886200001
ACH-000823,-1.61229221559
ACH-000824,-2.0224323756700002
ACH-000827,-1.40484795621
ACH-000829,-1.79723056018
ACH-000831,-1.8400946127700002
ACH-000832,-1.61325310049
ACH-000833,-1.97923799595
ACH-000834,-1.8542470848500001
ACH-000835,-1.46266611046
ACH-000836,-1.8599125632299998
ACH-000837,-1.19585658118
ACH-000838,-1.8186323651499998
ACH-000839,-1.65093846134
ACH-000840,-1.64540502695
ACH-000841,-1.7202361320700001
ACH-000843,-1.32702861825
ACH-000846,-1.2263586344600002
ACH-000847,-1.74050051817
ACH-000848,-1.8754208456900001
ACH-000849,-1.6164733051
ACH-000851,-1.55556740607
ACH-000855,-1.42759480867
ACH-000856,-1.3578402169400001
ACH-000858,-1.61903328201
ACH-000859,-1.80672871447
ACH-000861,-1.42877717709
ACH-000862,-1.3494073409399998
ACH-000865,-1.71748452283
ACH-000866,-0.6750163032100001
ACH-000867,-1.4692766672400002
ACH-000869,-1.70013530629
ACH-000872,-1.03986944947
ACH-000873,-1.6738855486000002
ACH-000876,-2.33705943846
ACH-000878,-1.8469971432799999
ACH-000880,-1.4592476936399998
ACH-000881,-1.61440580777
ACH-000882,-1.72389866533
ACH-000884,-1.66796083811
ACH-000885,-1.5323904124399998
ACH-000887,-1.6524567355200002
ACH-000888,-1.4042496466
ACH-000889,-1.66546565472
ACH-000890,-1.36594291622
ACH-000896,-1.77649641911
ACH-000898,-0.865383846346
ACH-000900,-1.78810769474
ACH-000901,-2.13503105289
ACH-000905,-1.3938363028100003
ACH-000906,-1.85519865817
ACH-000907,-1.97973654134
ACH-000910,-1.74450861072
ACH-000911,-1.62244694467
ACH-000912,-1.51396539756
ACH-000913,-1.77602285618
ACH-000915,-1.6165733608300001
ACH-000916,-2.12908017388
ACH-000917,-0.870385203075
ACH-000921,-1.70234294757
ACH-000924,-1.75386802025
ACH-000926,-0.929302847379
ACH-000928,-0.6517719787340001
ACH-000929,-1.6476897255899998
ACH-000932,-1.57672689854
ACH-000935,-1.57921025133
ACH-000936,-1.47008724133
ACH-000937,-2.01514203871
ACH-000938,-1.8275653859299998
ACH-000939,-1.8547709838900004
ACH-000941,-1.3415760165000001
ACH-000943,-1.03788036856
ACH-000946,-1.3496245929600001
ACH-000947,-1.68843837151
ACH-000948,-1.69363259021
ACH-000950,-1.5066640614500002
ACH-000953,-2.12828058863
ACH-000957,-1.20914234688
ACH-000958,-1.8177476125
ACH-000960,-2.1625135416
ACH-000963,-1.3057057911399998
ACH-000968,-0.7650653112190001
ACH-000969,-1.06438665653
ACH-000973,-1.57771016623
ACH-000974,-1.6860820705200001
ACH-000975,-1.4803033536899999
ACH-000976,-1.48720515875
ACH-000978,-1.5551820090700001
ACH-000980,-1.27663405639
ACH-000984,-0.8407373603049999
ACH-000986,-1.19618920466
ACH-000988,-0.782925455763
ACH-000993,-1.5248625004700003
ACH-000994,-1.45536988026
ACH-000996,-1.27217762868
ACH-001001,-1.7737530500299998
ACH-001020,-1.80728093043
ACH-001028,-1.6067454211899999
ACH-001031,-1.8050342058400002
ACH-001038,-1.85419217433
ACH-001048,-1.2057936433
ACH-001050,-1.63431765442
ACH-001053,-1.51003849706
ACH-001054,-0.9927858510400001
ACH-001061,-0.808124269427
ACH-001067,-1.71586647137
ACH-001075,-1.7262913860900002
ACH-001096,-1.62755598285
ACH-001128,-1.94251758357
ACH-001134,-1.74199767588
ACH-001151,-1.29688816256
ACH-001163,-1.59344509932
ACH-001164,-1.7192019946400001
ACH-001173,-1.67748147124
ACH-001183,-1.96294663617
ACH-001184,-1.9425136265799998
ACH-001190,-1.5716791896000002
ACH-001192,-2.0687780465400003
ACH-001193,-1.6204411851299998
ACH-001196,-2.1131655573400003
ACH-001197,-1.8677534637200002
ACH-001205,-1.95156716228
ACH-001211,-1.85236748058
ACH-001212,-1.2264267564700002
ACH-001228,-1.52168605479
ACH-001232,-1.7249475420900002
ACH-001239,-1.21134073584
ACH-001274,-2.08790133042
ACH-001275,-1.7450821924200002
ACH-001277,-1.9231043083400001
ACH-001278,-1.7509005740599999
ACH-001280,-1.96397489193
ACH-001283,-1.99283117914
ACH-001289,-1.47031697413
ACH-001295,-0.6764213328290001
ACH-001300,-1.19084574709
ACH-001301,-1.8099396126900003
ACH-001302,-1.07936056817
ACH-001303,-1.06168299345
ACH-001306,-1.0493747916299998
ACH-001318,-1.7791207388999999
ACH-001322,-1.61425710211
ACH-001328,-1.6936740612999999
ACH-001332,-0.9996469644830001
ACH-001333,-1.62826266921
ACH-001336,-1.73172842509
ACH-001340,-1.53020173885
ACH-001346,-1.3805252863600002
ACH-001353,-1.46641043539
ACH-001354,-1.91515308467
ACH-001367,-1.4323383979700002
ACH-001368,-1.61861562319
ACH-001374,-1.91552959899
ACH-001375,-1.56629923403
ACH-001377,-1.11322641835
ACH-001380,-1.5812609214
ACH-001391,-1.97551200689
ACH-001407,-1.73824192157
ACH-001408,-0.9946365192409999
ACH-001413,-1.42228480574
ACH-001430,-1.84127905966
ACH-001431,-1.71626088646
ACH-001450,-1.74517555157
ACH-001496,-1.7373559606400002
ACH-001500,-1.8362555248099999
ACH-001521,-1.0909137403799998
ACH-001523,-1.4335536307700003
ACH-001532,-1.8154447179099997
ACH-001536,-1.45010556361
ACH-001550,-1.73402460818
ACH-001552,-1.98388262433
ACH-001554,-1.55626913718
ACH-001645,-0.979355565855
ACH-001654,-1.70246735091
ACH-001715,-1.9853515708
ACH-001735,-1.69680725889
ACH-001736,-2.0443973810599996
ACH-001737,-1.23588511906
ACH-001740,-1.9443529001400002
ACH-001745,-1.9492732606799998
ACH-001750,-1.58789847163
ACH-001765,-1.82379178945
ACH-001956,-1.27947461643
ACH-001957,-1.55057293877
