,POPDC3 (64208)
ACH-000004,0.250999283576
ACH-000007,0.165478726601
ACH-000009,0.183560691217
ACH-000011,0.215452701587
ACH-000012,0.257412047902
ACH-000013,0.275515042354
ACH-000014,0.29317695078899997
ACH-000015,0.272482580097
ACH-000017,0.13907757826
ACH-000018,0.11408172276100001
ACH-000019,0.417864358315
ACH-000021,-0.0683439042032
ACH-000022,0.18149070171599999
ACH-000025,0.12497575919399999
ACH-000028,0.382380925298
ACH-000030,0.220297308553
ACH-000035,0.28217740409200004
ACH-000036,0.189631821127
ACH-000037,0.133055916455
ACH-000039,0.332996918358
ACH-000040,0.15573191161699998
ACH-000041,0.125121637532
ACH-000042,0.181506487453
ACH-000045,0.07130550081619999
ACH-000047,0.07538327332830001
ACH-000052,0.236109957134
ACH-000053,0.20699695573399998
ACH-000054,0.135509228851
ACH-000055,0.225625270312
ACH-000060,0.123704137968
ACH-000067,0.200614311431
ACH-000070,0.37180986492
ACH-000075,0.207910126316
ACH-000078,0.310349094786
ACH-000082,0.125470151042
ACH-000085,0.31987616143500003
ACH-000086,0.237314246401
ACH-000087,-0.0627537044952
ACH-000092,0.24857862719999999
ACH-000095,0.196788048779
ACH-000097,0.193302010564
ACH-000098,0.126025157918
ACH-000099,0.173639899771
ACH-000108,0.221455753965
ACH-000113,0.133759442276
ACH-000115,0.0698921929099
ACH-000116,0.17466951803800002
ACH-000118,0.12396535485200001
ACH-000120,0.1582745197
ACH-000123,0.224567382308
ACH-000127,0.121654967297
ACH-000128,0.13496543289100002
ACH-000132,0.241850962384
ACH-000133,0.27244308490200003
ACH-000137,0.16830406632300002
ACH-000138,0.20540222545000003
ACH-000142,0.204076354719
ACH-000143,0.0142304030659
ACH-000146,0.262013365539
ACH-000148,0.107758127754
ACH-000150,0.170164380645
ACH-000152,0.25786280751699997
ACH-000153,0.020160041927
ACH-000159,0.269883704039
ACH-000160,0.159025864685
ACH-000163,0.226347732278
ACH-000167,0.22312844638
ACH-000168,0.251412158783
ACH-000169,0.139562327904
ACH-000178,0.20122738412900001
ACH-000182,0.209303082728
ACH-000183,0.15203421779
ACH-000188,0.345704987281
ACH-000189,0.309514847017
ACH-000190,0.09796824518110002
ACH-000198,0.0296009232533
ACH-000204,0.213781709151
ACH-000206,0.121170818811
ACH-000207,0.23863124296799998
ACH-000211,0.247855296189
ACH-000215,0.211224632001
ACH-000221,0.21017311838
ACH-000222,0.156749673641
ACH-000223,0.12382661660199999
ACH-000226,0.228634651124
ACH-000227,0.0628052591041
ACH-000228,0.226680938744
ACH-000231,0.17124896974599998
ACH-000232,0.24255145438
ACH-000233,0.131444875013
ACH-000234,0.0205144974883
ACH-000235,0.16995116685800002
ACH-000237,0.313747148017
ACH-000238,0.19830345471799998
ACH-000243,0.09874172970180001
ACH-000244,0.301263118665
ACH-000246,0.1687485602
ACH-000248,0.305999886364
ACH-000250,0.211324262472
ACH-000251,0.227248927694
ACH-000253,0.112245098712
ACH-000255,0.220546896219
ACH-000256,0.153353296576
ACH-000257,0.135807004738
ACH-000258,0.291459854031
ACH-000259,0.09018183554919999
ACH-000260,0.27120152785100005
ACH-000261,0.174607293576
ACH-000262,0.333085911154
ACH-000263,0.287941467978
ACH-000264,0.0600827117354
ACH-000265,0.134212101411
ACH-000266,0.191225360428
ACH-000272,0.248588434324
