,ATP5SL (55101)
ACH-000004,0.08497094058730001
ACH-000007,-0.0099012273454
ACH-000009,-0.24541370237500001
ACH-000011,0.331822320547
ACH-000012,-0.20006743518
ACH-000013,-0.11038194639799999
ACH-000014,-0.0267016882784
ACH-000015,-0.267410125356
ACH-000017,0.128976564086
ACH-000018,-0.166340285679
ACH-000019,-0.0891055483259
ACH-000021,-0.0619239733871
ACH-000022,0.123877271801
ACH-000025,0.0625677876235
ACH-000028,-0.21133862026500003
ACH-000030,-0.127217208888
ACH-000035,0.118919688754
ACH-000036,-0.12406148972000001
ACH-000037,-0.0053767022816699995
ACH-000039,-0.202301255615
ACH-000040,0.0170997845095
ACH-000041,-0.17555624890500002
ACH-000042,0.0770998935944
ACH-000045,-0.0868991941062
ACH-000047,-0.12376019454000002
ACH-000052,-0.011090440226
ACH-000053,-0.13042092307
ACH-000054,-0.027943460921299998
ACH-000055,-0.009887401412709999
ACH-000060,0.040070124092
ACH-000067,-0.133085075732
ACH-000070,0.0756007737073
ACH-000075,-0.172895079786
ACH-000078,-0.198605594534
ACH-000082,0.0337071668469
ACH-000085,0.137820990815
ACH-000086,-0.18316720537999998
ACH-000087,0.06457522134219999
ACH-000092,-0.162310564736
ACH-000095,-0.0648403868331
ACH-000097,0.05059591442419999
ACH-000098,-0.0798560093053
ACH-000099,-0.0629981840936
ACH-000108,-0.08998918229689999
ACH-000113,0.0217199115087
ACH-000115,-0.13850298112099999
ACH-000116,-0.260380392349
ACH-000118,-0.236890579636
ACH-000120,-0.00992439561094
ACH-000123,-0.20589576045699998
ACH-000127,-0.175117331936
ACH-000128,0.014841660013600001
ACH-000132,-0.201387324324
ACH-000133,0.0230566187028
ACH-000137,-0.423435633831
ACH-000138,0.0309599132699
ACH-000142,-0.205953293191
ACH-000143,-0.0142864539924
ACH-000146,-0.135270003559
ACH-000148,-0.160554137279
ACH-000150,-0.0903728640923
ACH-000152,-0.162250073524
ACH-000153,0.0660500830303
ACH-000159,0.00567382040929
ACH-000160,-0.156262745274
ACH-000163,-0.170046109888
ACH-000167,-0.201404737427
ACH-000168,0.0450223088526
ACH-000169,-0.00907798856884
ACH-000178,-0.107024036384
ACH-000182,-0.32581948010699996
ACH-000183,-0.0543980948735
ACH-000188,0.0151959069926
ACH-000189,0.142858102674
ACH-000190,-0.12811716079000002
ACH-000198,-0.182329097736
ACH-000204,-0.19571918684099998
ACH-000206,0.124192491545
ACH-000207,-0.416622422988
ACH-000211,0.0672689196472
ACH-000215,-0.044871418732000005
ACH-000221,-0.0703128531492
ACH-000222,0.241200788972
ACH-000223,-0.018198124385400003
ACH-000226,-0.384057607658
ACH-000227,0.0572600099902
ACH-000228,-0.180626080937
ACH-000231,0.047668042932400005
ACH-000232,-0.025476694406499998
ACH-000233,0.0802160152378
ACH-000234,-0.047669836421499995
ACH-000235,0.021582165336899998
ACH-000237,-0.0263833154127
ACH-000238,0.0748552471479
ACH-000243,0.165809523574
ACH-000244,0.0135484716646
ACH-000246,-0.06819872041609999
ACH-000248,-0.09872019146389999
ACH-000250,0.0164296090194
ACH-000251,0.017702050949
ACH-000253,-0.0423014883716
ACH-000255,0.0137661536786
ACH-000256,-0.059452443933600004
ACH-000257,-0.12183974905600001
ACH-000258,0.09206488166210001
ACH-000259,-0.06866591748319999
ACH-000260,-0.280789617812
ACH-000261,-0.0711557773845
ACH-000262,-0.0138001020285
ACH-000263,0.148203731782
ACH-000264,-0.07896172199160001
ACH-000265,-0.211989430282
ACH-000266,-0.0251609444583
ACH-000272,-0.0435197142202
ACH-000273,0.194375797949
ACH-000274,-0.061469235824400004
ACH-000277,-0.0958855423302
ACH-000278,-0.169067542049
ACH-000279,-0.15401805378
ACH-000280,-0.130823829897
ACH-000281,0.00559620428638
ACH-000288,-0.044632320384300005
ACH-000291,0.17381283341499998
ACH-000293,-0.0704829600695
ACH-000294,-0.128063718675
ACH-000295,0.0956480338096
ACH-000296,-0.0483247386762
ACH-000302,-0.247906879815
ACH-000304,-0.22818874759100002
ACH-000307,-0.0401831639921
ACH-000308,-0.19441007765700002
ACH-000310,-0.0617179086708
ACH-000311,0.08109127980019999
ACH-000312,0.13270498494000002
ACH-000315,-0.23110392453
ACH-000316,0.0921328466983
ACH-000317,0.169032940891
ACH-000318,-0.073157505894
ACH-000319,-0.0586494905105
ACH-000320,0.260025368443
ACH-000322,0.0071596640682
ACH-000323,-0.103806326828
ACH-000324,-0.102811206897
ACH-000329,-0.12931651631899999
ACH-000330,-0.013010453696700001
ACH-000331,0.0764644323708
ACH-000332,0.08268855867760001
ACH-000334,0.027843205769000002
ACH-000335,0.126648296975
ACH-000336,0.124067897943
ACH-000337,-0.173576026363
ACH-000339,-0.07371101902110001
ACH-000341,-0.397689831893
ACH-000348,-0.139716238404
ACH-000350,-0.0829288773797
ACH-000352,-0.0220890297388
ACH-000356,-0.159420068972
ACH-000361,-0.395487242271
ACH-000362,-0.192981171473
ACH-000363,-0.0871289956676
ACH-000364,-0.04457767077909999
ACH-000365,0.0221621742858
ACH-000366,-0.0645949650717
ACH-000368,0.0676666154655
ACH-000374,0.12794048639900002
ACH-000375,-0.131090086144
ACH-000376,-0.19920604929900002
ACH-000381,-0.0337572391591
ACH-000383,-0.27953191105
ACH-000387,0.0427442831358
ACH-000389,0.0959428516364
ACH-000390,-0.0891347269466
ACH-000393,-0.0819538547645
ACH-000395,-0.0875040223011
ACH-000397,-0.025289039960300002
ACH-000401,-0.0296481738353
ACH-000402,-0.046221515891699996
ACH-000403,-0.169539911292
ACH-000404,-0.129606504461
ACH-000406,-0.0954277860794
ACH-000407,0.031882179328099995
ACH-000408,-0.174276964695
ACH-000410,0.0803045130226
ACH-000411,-0.105512889286
ACH-000414,0.11702755014499999
ACH-000415,-0.0667585061857
ACH-000416,-0.0382748928935
ACH-000420,0.09480007839160001
ACH-000421,-0.0159816115456
ACH-000424,-0.242256279898
ACH-000425,-0.141585431707
ACH-000426,-0.17215106567299998
ACH-000427,-0.255622225541
ACH-000433,-0.14171495921900001
ACH-000436,-0.178276932693
ACH-000444,-0.109370140172
ACH-000445,-0.11526692384500001
ACH-000448,-0.0596571084429
ACH-000450,-0.11251674049799999
ACH-000452,-0.0300637190428
ACH-000454,-0.00314386928389
ACH-000458,-0.0197547525916
ACH-000459,-0.27454652191999995
ACH-000460,-0.07481190137350001
ACH-000461,-0.19019574887200003
ACH-000463,-0.19155650496100002
ACH-000464,-0.296441259137
ACH-000466,-0.206235713591
ACH-000467,-0.145054497722
ACH-000468,-0.13189904166
ACH-000469,-0.219697413318
ACH-000470,0.0718901892276
ACH-000471,-0.0403868702239
ACH-000472,-0.112613802279
ACH-000473,-0.168368057817
ACH-000475,0.00625130010717
ACH-000476,-0.0381427231999
ACH-000477,-0.0416504647298
ACH-000480,-0.055778363465
ACH-000481,-0.21427326497299998
ACH-000483,-0.0722391476206
ACH-000484,-0.493607749506
ACH-000485,0.07005067558349999
ACH-000486,-0.18229983163199998
ACH-000487,-0.0328104433279
ACH-000488,-0.21707868526500002
ACH-000490,-0.0233897572842
ACH-000491,0.011149849243999999
ACH-000495,0.09188587176020001
ACH-000496,0.0663628116682
ACH-000499,-0.168737396725
ACH-000500,-0.19512617348900002
ACH-000502,0.016469389808399997
ACH-000503,0.0197707931513
ACH-000505,0.017699330345400003
ACH-000507,-0.21382127659000003
ACH-000510,0.037190243178500004
ACH-000511,0.126464124923
ACH-000512,-0.233189715368
ACH-000516,-0.08653652262299999
ACH-000517,-0.155015494187
ACH-000518,0.0634574928032
ACH-000520,-0.178785531173
ACH-000521,0.10806315473099999
ACH-000522,-0.135439396241
ACH-000524,-0.0791571425822
ACH-000527,-0.0875197569221
ACH-000528,-0.0940133192244
ACH-000537,-0.0491432264705
ACH-000541,-0.46816002632299997
ACH-000542,-0.015153379788500001
ACH-000544,-0.00025796371986099996
ACH-000545,0.20651313925099998
ACH-000547,-0.15804521186599998
ACH-000548,0.124390706152
ACH-000549,-0.18582067189399998
ACH-000550,0.0411364476875
ACH-000552,0.0387056809199
ACH-000556,-0.10505881274599999
ACH-000557,-0.118113556569
ACH-000570,0.0265748529611
ACH-000571,-0.0173042748357
ACH-000573,-0.07791087135439999
ACH-000576,0.012385042673799999
ACH-000580,-0.065744323652
ACH-000584,-0.009130601741629999
ACH-000585,-0.191612577185
ACH-000588,0.09911380399289998
ACH-000589,-0.0633938957965
ACH-000591,-0.16709448393200002
ACH-000593,-0.315275390817
ACH-000600,0.06257722043399999
ACH-000601,-0.097293528131
ACH-000604,0.189711721786
ACH-000605,-0.205806252545
ACH-000606,0.022025689424
ACH-000608,-0.234243126078
ACH-000614,-0.0173792502032
ACH-000616,-0.09687605962539998
ACH-000618,-0.119572812526
ACH-000619,-0.126606660268
ACH-000620,-0.061034187430999996
ACH-000621,-0.33601179189499997
ACH-000622,0.08040187860789999
ACH-000623,-0.22788337295400002
ACH-000624,-0.16420811126499998
ACH-000627,-0.135365630726
ACH-000630,0.00497497095573
ACH-000632,0.0676958185746
ACH-000633,0.0045852305761
ACH-000637,-0.0513036841032
ACH-000638,-0.165790958182
ACH-000646,-0.148560075651
ACH-000647,0.0317614666302
ACH-000648,-0.0954489470169
ACH-000649,-0.0918976873876
ACH-000651,-0.18784563552900002
ACH-000652,0.0309514353161
ACH-000653,-0.035501070902800004
ACH-000657,-0.270310498789
ACH-000658,0.08137301926780001
ACH-000661,-0.07292748026589999
ACH-000662,-0.138471066791
ACH-000663,-0.0932567359275
ACH-000665,0.076402314905
ACH-000671,-0.0365833592214
ACH-000673,-0.115230579471
ACH-000676,-0.154118556921
ACH-000677,-0.10004014651799999
ACH-000681,-0.10886635485099999
ACH-000682,-0.0008860345990539998
ACH-000683,0.055901710154800006
ACH-000684,0.33052730931200003
ACH-000688,-0.264824167764
ACH-000693,-0.0880266008413
ACH-000694,-0.118966674222
ACH-000695,-0.13147175539
ACH-000696,-0.0562741121999
ACH-000697,-0.049841106939699995
ACH-000699,-0.136042870146
ACH-000701,-0.19055280588
ACH-000706,-0.14587232491399998
ACH-000711,-0.05318627935
ACH-000713,0.06301181206180001
ACH-000714,0.0345951986791
ACH-000718,0.100086752005
ACH-000720,-0.0257592544509
ACH-000721,0.043927580887900004
ACH-000724,-0.0138583203679
ACH-000725,-0.232067220658
ACH-000732,0.160085910351
ACH-000734,-0.0190110715521
ACH-000735,-0.021659346684
ACH-000736,-0.07057927104060001
ACH-000738,-0.201057118767
ACH-000746,-0.13719191490399998
ACH-000747,-0.16235890602
ACH-000748,-0.12871364205900002
ACH-000753,-0.05507305895930001
ACH-000756,-0.18488166120900001
ACH-000757,-0.25922057055500003
ACH-000758,-0.148679327389
ACH-000760,-0.17468659466800002
ACH-000763,0.061032170005099994
ACH-000764,0.0136477062561
ACH-000765,-0.279365102161
ACH-000766,-0.0418594589972
ACH-000767,-0.030289829222699998
ACH-000768,0.140290936085
ACH-000769,-0.158611996911
ACH-000770,-0.0684729594946
ACH-000771,-0.0006185120126880001
ACH-000773,0.0989328393913
ACH-000776,-0.126308074737
ACH-000777,-0.0463666676519
ACH-000778,-0.382662286761
ACH-000781,0.127060851822
ACH-000782,0.00327017424407
ACH-000783,-0.035118037908099996
ACH-000784,-0.06958271850610001
ACH-000785,-0.13589346115
ACH-000787,-0.0057236960106499995
ACH-000788,-0.141882603164
ACH-000791,-0.010103994867100001
ACH-000792,0.0616008156243
ACH-000794,0.022050896943
ACH-000796,-0.166223678913
ACH-000799,0.051022370855400005
ACH-000800,-0.0553635335787
ACH-000802,-0.0730918777041
ACH-000804,-0.466104277086
ACH-000805,-0.176317562126
ACH-000809,-0.0305078635029
ACH-000810,-0.011665485884499999
ACH-000811,-0.089793366622
ACH-000817,-0.139401797205
ACH-000819,-0.182461750728
ACH-000820,0.00875244369058
ACH-000821,-0.0260326738149
ACH-000822,-0.35203397398
ACH-000823,-0.0853772925427
ACH-000824,-0.225274559887
ACH-000827,0.015534205690299998
ACH-000829,0.181711585654
ACH-000831,-0.49253659041000003
ACH-000832,0.0700925553255
ACH-000833,-0.125198049345
ACH-000834,-0.255564202576
ACH-000835,-0.034382834745699996
ACH-000836,0.032531557890099996
ACH-000837,-0.04686476933019999
ACH-000838,0.06794743208859999
ACH-000839,-0.00449638845364
ACH-000840,0.042196968612
ACH-000841,0.21969412643800001
ACH-000843,-0.17866712057700002
ACH-000846,0.0418752413053
ACH-000847,-0.0660734822916
ACH-000848,-0.11641744735
ACH-000849,-0.148258228188
ACH-000851,-0.259107623814
ACH-000855,-0.115053582776
ACH-000856,-0.0941565128733
ACH-000858,-0.335273192413
ACH-000859,0.000768401728548
ACH-000861,-0.24842965971900002
ACH-000862,0.0590056621459
ACH-000865,-0.127254176223
ACH-000866,-0.179259480779
ACH-000867,-0.0324214507191
ACH-000869,0.029395352562
ACH-000872,-0.179385408044
ACH-000873,-0.145528270982
ACH-000876,-0.0660907433349
ACH-000878,0.19007009311
ACH-000880,0.0053643702255
ACH-000881,-0.146829476358
ACH-000882,-0.0459249000909
ACH-000884,0.0439662027828
ACH-000885,-0.17774197755600002
ACH-000887,-0.125322957909
ACH-000888,-0.189383471315
ACH-000889,-0.028270429205099996
ACH-000890,-0.113006296886
ACH-000896,-0.06211827094669999
ACH-000898,0.0648411229629
ACH-000900,-0.136329994692
ACH-000901,-0.331561868186
ACH-000905,-0.0155466670572
ACH-000906,-0.20279509197700002
ACH-000907,0.0637973682589
ACH-000910,-0.0703232757581
