,GFY (100507003)
ACH-000004,-0.023832562587799998
ACH-000007,0.120084041151
ACH-000009,0.10279758023499999
ACH-000011,0.11372312463300001
ACH-000012,0.058580740218699995
ACH-000013,0.00145099393753
ACH-000014,0.11033542181700001
ACH-000015,0.014811731728900001
ACH-000017,0.209839668958
ACH-000018,0.120532502035
ACH-000019,-0.0405209407161
ACH-000021,0.11858418376299999
ACH-000022,0.08788210538339998
ACH-000025,0.310832720896
ACH-000028,0.12808116478700002
ACH-000030,0.151000699963
ACH-000035,0.18613028971700002
ACH-000036,0.017663617453
ACH-000037,0.123955552335
ACH-000039,0.131774825189
ACH-000040,0.311084911321
ACH-000041,0.03491910961669999
ACH-000042,0.181659415519
ACH-000045,0.146017641779
ACH-000047,0.136781435872
ACH-000052,0.399850629822
ACH-000053,0.187003753913
ACH-000054,0.0658866265345
ACH-000055,-0.0802229632594
ACH-000060,0.10604611129000001
ACH-000067,0.329015919607
ACH-000070,0.241279764771
ACH-000075,-0.0494211084541
ACH-000078,-0.0748981006689
ACH-000082,0.123660028224
ACH-000085,0.307126578231
ACH-000086,0.09951065801030001
ACH-000087,-0.0007774355199950001
ACH-000092,0.0909964307617
ACH-000095,-0.0519209305168
ACH-000097,0.10770674740599999
ACH-000098,0.0152283772901
ACH-000099,0.101871473103
ACH-000108,0.120350366152
ACH-000113,-0.046346895352400004
ACH-000115,-0.145570502824
ACH-000116,0.223705769756
ACH-000118,0.119173502639
ACH-000120,0.165893186625
ACH-000123,0.0802722205673
ACH-000127,0.203022612304
ACH-000128,0.068976826838
ACH-000132,0.157833644421
ACH-000133,0.06247894334009999
ACH-000137,0.208622143743
ACH-000138,0.154415697099
ACH-000142,0.15342901285
ACH-000143,-0.0156752558209
ACH-000146,0.194429943631
ACH-000148,0.209961517513
ACH-000150,0.0311609105498
ACH-000152,0.040652657825699996
ACH-000153,-0.0250472660812
ACH-000159,0.164339876339
ACH-000160,-0.062851627392
ACH-000163,-0.0500012411604
ACH-000167,0.2051759262
ACH-000168,0.215647785356
ACH-000169,0.140291801272
ACH-000178,0.22933214320099998
ACH-000182,0.0979631271053
ACH-000183,0.058265391167000004
ACH-000188,0.0164942994074
ACH-000189,0.272131489335
ACH-000190,0.0977062041096
ACH-000198,0.07382136449469999
ACH-000204,0.511518161783
ACH-000206,0.047268021358000005
ACH-000207,0.187290488709
ACH-000211,0.21538888308200002
ACH-000215,0.0351658526983
ACH-000221,0.0328095166344
ACH-000222,-0.0955903716233
ACH-000223,0.30968371848000004
ACH-000226,0.0318529252051
ACH-000227,0.11783754281099999
ACH-000228,0.0814970112499
ACH-000231,0.22131784352400002
ACH-000232,0.158335552839
ACH-000233,0.0416270973688
ACH-000234,0.246533129174
ACH-000235,0.0730680222538
ACH-000237,0.0841606183454
ACH-000238,0.164861568487
ACH-000243,0.297904970828
ACH-000244,-0.020897354212
ACH-000246,0.0382683003641
ACH-000248,0.345410768401
ACH-000250,0.148766682235
ACH-000251,-0.135190551283
ACH-000253,-0.0180037724165
ACH-000255,0.0013807286899400002
ACH-000256,0.189215891446
ACH-000257,-0.09888561378960001
ACH-000258,0.41653222838
ACH-000259,0.178710703603
ACH-000260,0.219893486986
ACH-000261,0.0225251650855
ACH-000262,-0.023249491612299996
ACH-000263,-0.004836191440189999
ACH-000264,0.3249507137
ACH-000265,0.082836282817
ACH-000266,0.208474885843
ACH-000272,0.29937740187899997
ACH-000273,0.105791734329
ACH-000274,0.09121282484269999
ACH-000277,-0.0720004405849
ACH-000278,0.10877585880999999
ACH-000279,0.101208141523
ACH-000280,-0.0295116906244
ACH-000281,0.253939912786
ACH-000288,0.160704827486
ACH-000291,0.157503280694
ACH-000293,-0.0404469719365
ACH-000294,-0.0217471611412
ACH-000295,0.313745209209
ACH-000296,0.12158695249399999
ACH-000302,-0.08362523902539999
ACH-000304,0.025496331995599995
ACH-000307,0.166960302656
ACH-000308,0.07225746178610001
ACH-000310,0.330990536279
ACH-000311,0.224373791529
ACH-000312,0.1253698733
ACH-000315,-0.0184282717189
ACH-000316,0.00889349462411
ACH-000317,-0.0154049884508
ACH-000318,-0.047735600965099996
ACH-000319,0.211480161371
ACH-000320,0.22709689640099998
ACH-000322,0.373843242107
ACH-000323,0.111202523967
ACH-000324,0.09315922068730001
ACH-000329,0.142669499741
ACH-000330,-0.006181519714989999
ACH-000331,0.184970565405
ACH-000332,0.180003996117
ACH-000334,-0.10911151184000001
ACH-000335,0.177468556822
ACH-000336,-0.07274123590369999
ACH-000337,0.027306163452099998
ACH-000339,0.293187639905
ACH-000341,0.03658148411000001
ACH-000348,0.088110908954
ACH-000350,0.17335061753699998
ACH-000352,0.10293904377100001
ACH-000356,-0.026315031595700002
ACH-000361,0.0040689370559199994
ACH-000362,0.10053644550100001
ACH-000363,0.024348567003599997
ACH-000364,0.0224528406476
ACH-000365,0.10325794286699999
ACH-000366,0.0689766282514
ACH-000368,0.163131730705
ACH-000374,0.230040412614
ACH-000375,0.11485009011
ACH-000376,0.194264982466
ACH-000381,0.131562589121
ACH-000383,0.00668845800851
ACH-000387,0.250205629589
ACH-000389,0.260469387373
ACH-000390,0.216598715192
ACH-000393,0.20170524234
ACH-000395,-0.109123443508
ACH-000397,0.0786191628153
ACH-000401,-0.04552757606959999
ACH-000402,0.0449645232716
ACH-000403,0.247679969113
ACH-000404,0.19779831002700002
ACH-000406,0.186831051984
ACH-000407,0.00104403806629
ACH-000408,0.09040836600289999
ACH-000410,0.18169943761799998
ACH-000411,0.19160908059700002
ACH-000414,0.09189913318439999
ACH-000415,0.153389249064
ACH-000416,0.18500787207699998
ACH-000420,0.13152645682800002
ACH-000421,0.272313100812
ACH-000424,-0.05120845830580001
ACH-000425,0.15939497727399998
ACH-000426,-0.02696955305
ACH-000427,0.21859345448000003
ACH-000433,0.11587607379699999
ACH-000436,0.171781041137
ACH-000444,0.300765596694
ACH-000445,0.22193027866999998
ACH-000448,0.136252515419
ACH-000450,0.171973423854
ACH-000452,0.09378318202649999
ACH-000454,0.10843831288799999
ACH-000458,-0.0366990931789
ACH-000459,0.153684010545
ACH-000460,0.28412080874
ACH-000461,0.058732479454500004
ACH-000463,0.122846086602
ACH-000464,0.165118513642
ACH-000466,0.0296743207629
ACH-000467,0.18577457458299998
ACH-000468,0.0459851227434
ACH-000469,0.120334386907
ACH-000470,-0.11091548769000001
ACH-000471,0.030778705095599997
ACH-000472,0.06893527686010001
ACH-000473,0.123787571589
ACH-000475,0.11087612813799999
ACH-000476,0.082361416176
ACH-000477,0.147198267111
ACH-000480,-0.0511686803025
ACH-000481,0.05243078740880001
ACH-000483,0.293599580175
ACH-000484,0.123451743908
ACH-000485,0.0543450571206
ACH-000486,0.174804616737
ACH-000487,0.0782762934867
ACH-000488,0.109628618788
ACH-000490,0.193607382124
ACH-000491,0.226907399611
ACH-000495,-0.0885042432748
ACH-000496,0.0243861648178
ACH-000499,-0.16919906656
ACH-000500,0.457012412125
ACH-000502,0.10235844749800001
ACH-000503,-0.143020513577
ACH-000505,0.0645792829164
ACH-000507,0.21565103088799997
ACH-000510,0.00420371485223
ACH-000511,0.26086607255600003
ACH-000512,0.316951111655
ACH-000516,0.0908408327188
ACH-000517,0.0829397417902
ACH-000518,-0.021746704901400002
ACH-000520,0.33734661670500005
ACH-000521,0.21797918024399998
ACH-000522,0.22872001549600002
ACH-000524,0.103912485875
ACH-000527,0.171575399177
ACH-000528,0.246275003097
ACH-000537,0.19166335185699998
ACH-000541,0.22559570582199998
ACH-000542,0.177592192427
ACH-000544,0.15050986842
ACH-000545,0.07777268033819999
ACH-000547,-0.167723558303
ACH-000548,0.124242050753
ACH-000549,0.0962556933133
