,IRGM (345611)
ACH-000004,0.13311113484
ACH-000007,-0.11272611124700001
ACH-000009,-0.053046971895
ACH-000011,0.138664357358
ACH-000012,-0.036256366885599994
ACH-000013,0.139881467037
ACH-000014,0.174944650741
ACH-000015,0.041318760531399996
ACH-000017,-0.000243457790951
ACH-000018,0.10497594190300001
ACH-000019,0.0840120837209
ACH-000021,0.0035606472167600003
ACH-000022,0.162214005589
ACH-000025,0.22609691131700002
ACH-000028,0.119009905869
ACH-000030,0.16357846779899998
ACH-000035,-0.0026484321422899997
ACH-000036,-0.09630630456530001
ACH-000037,0.0817195113975
ACH-000039,0.0283074318963
ACH-000040,-0.00378964901104
ACH-000041,0.160821563633
ACH-000042,0.14759844093900001
ACH-000045,0.158595557503
ACH-000047,-0.014632457956000001
ACH-000052,0.0922145563246
ACH-000053,0.133158067148
ACH-000054,0.167190839414
ACH-000055,0.0756849327744
ACH-000060,0.166326534633
ACH-000067,0.09951818519310002
ACH-000070,0.13614961763800001
ACH-000075,-0.041521578206800004
ACH-000078,0.0153371818086
ACH-000082,0.229947925955
ACH-000085,0.0664223477881
ACH-000086,0.114883778324
ACH-000087,0.148981470166
ACH-000092,0.130694106885
ACH-000095,0.155845888173
ACH-000097,0.19361995199
ACH-000098,0.158691858233
ACH-000099,0.00820135064992
ACH-000108,0.0846355553156
ACH-000113,0.19856251713300002
ACH-000115,0.12253080327600001
ACH-000116,0.004733846001279999
ACH-000118,0.154049373872
ACH-000120,0.0198541171329
ACH-000123,0.128909720138
ACH-000127,0.09442136564480001
ACH-000128,0.244873640283
ACH-000132,0.031019607763099998
ACH-000133,0.0731174005591
ACH-000137,0.0510744892473
ACH-000138,0.11415804568499999
ACH-000142,0.114243258288
ACH-000143,0.251378482706
ACH-000146,0.22290946805300002
ACH-000148,0.171440311472
ACH-000150,0.0164211582888
ACH-000152,-0.00460509791282
ACH-000153,-0.034598953671
ACH-000159,0.133043912227
ACH-000160,0.0744682408204
ACH-000163,0.14489610068800002
ACH-000167,0.136224855414
ACH-000168,0.16294696385500002
ACH-000169,0.0977002156598
ACH-000178,0.109435404564
ACH-000182,0.131417727813
ACH-000183,0.08743331559039999
ACH-000188,0.0644004566589
ACH-000189,0.35631677909500004
ACH-000190,-0.0678092014655
ACH-000198,0.119647601099
ACH-000204,0.08120611048010001
ACH-000206,0.18024683342300002
ACH-000207,0.36838366568400005
ACH-000211,0.0377329649161
ACH-000215,0.14902885328600002
ACH-000221,0.138193735625
ACH-000222,-0.0614262063628
ACH-000223,-0.0173055459374
ACH-000226,0.021259364451599996
ACH-000227,0.111198272377
ACH-000228,0.205766743604
ACH-000231,0.156169467044
ACH-000232,0.0850504808563
ACH-000233,0.0194387070795
ACH-000234,0.12977678826199998
ACH-000235,0.13750385468100002
ACH-000237,0.264767951944
ACH-000238,-0.010515369950600002
ACH-000243,0.038663090377800004
ACH-000244,0.264463837842
ACH-000246,0.051626311949
ACH-000248,-0.029072336876699998
ACH-000250,0.129831224953
ACH-000251,0.0872301096916
ACH-000253,0.09755864814889999
ACH-000255,0.225865763924
ACH-000256,0.0594279418819
ACH-000257,-0.06348265372089999
ACH-000258,0.144492019202
ACH-000259,0.0294495329617
ACH-000260,0.143050561883
ACH-000261,0.09579832745580001
ACH-000262,0.0609324659019
ACH-000263,0.151254942605
ACH-000264,0.11157422307499999
ACH-000265,0.127506610341
ACH-000266,0.100957647963
ACH-000272,0.181450404965
ACH-000273,-0.034798924854000005
ACH-000274,0.123605937947
ACH-000277,0.181141227194
ACH-000278,0.16922492023699998
ACH-000279,0.0799763321818
ACH-000280,0.0838494427056
ACH-000281,0.0211733828008
ACH-000288,0.173105955912
ACH-000291,0.13062147987
ACH-000293,0.265892731328
ACH-000294,0.057736116503800006
ACH-000295,-0.100340048515
