,IWS1 (55677)
ACH-000004,-0.40900774077200003
ACH-000007,0.155655179871
ACH-000009,0.029132351507900004
ACH-000011,-0.637933026984
ACH-000012,-0.15878015542
ACH-000013,-0.38221019509099996
ACH-000014,-0.0555901584357
ACH-000015,0.0676429277331
ACH-000017,-0.316861996912
ACH-000018,-0.0604196681336
ACH-000019,-0.026990594881000002
ACH-000021,0.16066577394099998
ACH-000022,0.0309025762195
ACH-000025,-0.508620194572
ACH-000028,-0.0673920464345
ACH-000030,-0.054001961488500005
ACH-000035,-0.22754866957800002
ACH-000036,0.0269663623239
ACH-000037,-0.238405336875
ACH-000039,-0.16748593872300002
ACH-000040,-0.0496724392587
ACH-000041,-0.046058117643300006
ACH-000042,0.233721118923
ACH-000045,-0.23756136241599998
ACH-000047,-0.101827160468
ACH-000052,-0.33558748151699996
ACH-000053,-0.220772558963
ACH-000054,-0.16692877269099998
ACH-000055,-0.37319253577600003
ACH-000060,-0.427740839016
ACH-000067,-0.13086070790100002
ACH-000070,-0.501893792868
ACH-000075,-0.480462296944
ACH-000078,0.24531882970899999
ACH-000082,-0.276882431039
ACH-000085,-0.0947434152248
ACH-000086,-0.0777381400294
ACH-000087,-0.18238152773
ACH-000092,-0.037744430746499996
ACH-000095,0.004769283165359999
ACH-000097,-0.0910483289811
ACH-000098,0.0835987925642
ACH-000099,-0.166251809681
ACH-000108,-0.0664332569009
ACH-000113,-0.39994794338600004
ACH-000115,-0.00235236226666
ACH-000116,0.0255378367454
ACH-000118,0.27624005312600003
ACH-000120,-0.114149266408
ACH-000123,-0.09975561258
ACH-000127,-0.110251922632
ACH-000128,-0.184896605981
ACH-000132,-0.023789040633799996
ACH-000133,-0.531148212273
ACH-000137,-0.375480544933
ACH-000138,-0.259886521727
ACH-000142,-0.255514237668
ACH-000143,0.266226854816
ACH-000146,-0.0977756754256
ACH-000148,-0.15034685142999998
ACH-000150,-0.25809075954
ACH-000152,-0.343637571606
ACH-000153,-0.257539708725
ACH-000159,-0.11249876609099999
ACH-000160,0.140169673014
ACH-000163,0.10288205545399999
ACH-000167,0.443386751732
ACH-000168,0.0261654027195
ACH-000169,0.16630993619
ACH-000178,0.0376635942514
ACH-000182,0.0635468820025
ACH-000183,-0.479774866218
ACH-000188,-0.255673264518
ACH-000189,-0.463740875941
ACH-000190,0.325821253046
ACH-000198,-0.49051525962399994
ACH-000204,-0.43070451374799995
ACH-000206,-0.799884887498
ACH-000207,-0.05351226059999999
ACH-000211,-0.335726542091
ACH-000215,-0.131637003383
ACH-000221,0.205104536215
ACH-000222,0.023620595881500003
ACH-000223,-0.322899994674
ACH-000226,-0.310176880107
ACH-000227,0.066440280936
ACH-000228,-0.141465929493
ACH-000231,-0.26718226963799996
ACH-000232,-0.0344123013387
ACH-000233,-1.04171916841
ACH-000234,-0.331826651727
ACH-000235,-0.125716974586
ACH-000237,-0.30586370722600004
ACH-000238,-0.0148328109014
ACH-000243,0.298850464923
ACH-000244,-0.244920351611
ACH-000246,-0.41233683465599996
ACH-000248,-0.296450989944
ACH-000250,-0.11299448672700001
ACH-000251,-0.320905554714
ACH-000253,-0.20109190118099998
ACH-000255,-0.31161706745
ACH-000256,-0.00998464077233
ACH-000257,-0.17527076420899998
ACH-000258,-0.43931959787299996
ACH-000259,-0.19576731347399998
ACH-000260,0.14041826116699999
ACH-000261,-0.198037054872
ACH-000262,-0.100352784616
ACH-000263,-0.051904430574900004
ACH-000264,-0.10142078104800001
ACH-000265,0.136530735814
ACH-000266,-0.136826770452
ACH-000272,-0.471951502298
ACH-000273,-0.263929863836
ACH-000274,-0.382148339138
ACH-000277,-0.240197729947
ACH-000278,-0.0800418079424
ACH-000279,-0.321513621512
ACH-000280,-0.036058701325400004
ACH-000281,-0.0031977345355100003
ACH-000288,0.0154625920885
ACH-000291,-0.22272417118299997
ACH-000293,-0.121077631635
ACH-000294,-0.536130340437
ACH-000295,-0.45954496583300003
ACH-000296,-0.128131229775
ACH-000302,-0.388593932564
ACH-000304,0.23725203749
ACH-000307,-0.11696009977399999
ACH-000308,-0.020458603063
ACH-000310,-0.23497210493700002
ACH-000311,-0.22420673711300002
ACH-000312,-0.184323368908
ACH-000315,-0.43545129061899995
ACH-000316,0.187924154345
ACH-000317,-0.21662067475400001
ACH-000318,0.0676372321499
ACH-000319,-0.051070599410699996
ACH-000320,-0.0763474004277
ACH-000322,-0.093285440406
ACH-000323,-0.08681390664
ACH-000324,-0.060135957965699996
ACH-000329,0.0012829702501099998
ACH-000330,0.00121629260318
ACH-000331,0.277387380628
ACH-000332,-0.0784291132957
ACH-000334,-0.0823410599171
ACH-000335,-0.34062567275399996
ACH-000336,-0.348225983637
ACH-000337,-0.287638755734
ACH-000339,-0.379729396343
ACH-000341,-0.175093358805
