,FAHD2A (51011)
ACH-000004,-0.34133485004299996
ACH-000007,-0.22864419636
ACH-000009,-0.314136849848
ACH-000011,-0.633880802504
ACH-000012,-0.225958464237
ACH-000013,-0.422579940941
ACH-000014,-0.43873847635200003
ACH-000015,-0.42336277106
ACH-000017,-0.377710781131
ACH-000018,-0.22566581429000002
ACH-000019,-0.0637937831124
ACH-000021,-0.200323902157
ACH-000022,-0.36306779764200003
ACH-000025,-0.23115407141
ACH-000028,-0.36855131001100006
ACH-000030,-0.41510059108900005
ACH-000035,-0.237027328849
ACH-000036,-0.134492340042
ACH-000037,-0.303765178108
ACH-000039,-0.186269157335
ACH-000040,-0.267313107595
ACH-000041,-0.22253183506299998
ACH-000042,-0.131053393455
ACH-000045,-0.249727564226
ACH-000047,-0.227379102867
ACH-000052,-0.696545749619
ACH-000053,-0.311705908821
ACH-000054,-0.196439148469
ACH-000055,-0.41965526187200003
ACH-000060,-0.258087165042
ACH-000067,-0.309162490121
ACH-000070,-0.273457193923
ACH-000075,-0.327293236017
ACH-000078,-0.275677189516
ACH-000082,-0.435730939553
ACH-000085,-0.620207693335
ACH-000086,-0.508252313216
ACH-000087,-0.25358534274
ACH-000092,-0.584392485213
ACH-000095,-0.47970116896700005
ACH-000097,-0.361465060369
ACH-000098,-0.400340778709
ACH-000099,-0.270418690862
ACH-000108,-0.224608712953
ACH-000113,-0.32470640613699997
ACH-000115,-0.0864910738699
ACH-000116,-0.293912241018
ACH-000118,-0.34881627545500005
ACH-000120,-0.312559494948
ACH-000123,-0.252710889547
ACH-000127,-0.32123226778299996
ACH-000128,-0.304380027582
ACH-000132,-0.330399802911
ACH-000133,-0.421224329686
ACH-000137,-0.7004933885
ACH-000138,-0.23366605121800002
ACH-000142,-0.290667509984
ACH-000143,-0.25428313346000003
ACH-000146,-0.265693599644
ACH-000148,-0.301810129474
ACH-000150,-0.16149782969100002
ACH-000152,-0.517722226249
ACH-000153,-0.658586330754
ACH-000159,-0.48699248849200005
ACH-000160,-0.455906888151
ACH-000163,-0.117920779088
ACH-000167,-0.4985782574
ACH-000168,-0.29406250580800003
ACH-000169,-0.41148841026699995
ACH-000178,-0.41776752404600004
ACH-000182,-0.37841778034199997
ACH-000183,-0.32748995365600003
ACH-000188,-0.522704639502
ACH-000189,-0.54012779276
ACH-000190,-0.477686810122
ACH-000198,-0.238022753091
ACH-000204,-0.39939504865099995
ACH-000206,-0.3266033077
ACH-000207,-0.338494381769
ACH-000211,-0.433308046669
ACH-000215,-0.424691343112
ACH-000221,-0.533297216296
ACH-000222,-0.467131612452
ACH-000223,-0.491424233707
ACH-000226,-0.39630958169799996
ACH-000227,-0.157335356712
ACH-000228,-0.5745728159179999
ACH-000231,-0.341436269441
ACH-000232,-0.396382271805
ACH-000233,-0.441460861627
ACH-000234,-0.472620583027
ACH-000235,-0.296316930324
ACH-000237,-0.48317703929300004
ACH-000238,-0.08095272100380001
ACH-000243,-0.472019777526
ACH-000244,-0.20519632219700001
ACH-000246,-0.524889359719
ACH-000248,-0.403842273151
ACH-000250,-0.365658988218
ACH-000251,-0.5825923551259999
ACH-000253,-0.22209027017900002
ACH-000255,-0.299278289786
ACH-000256,-0.270903143052
ACH-000257,-0.204764878977
ACH-000258,-0.443815026267
ACH-000259,-0.260785708794
ACH-000260,-0.30641607045
ACH-000261,-0.384274115893
ACH-000262,-0.282285424338
ACH-000263,-0.474766841831
ACH-000264,-0.0699540869352
ACH-000265,-0.387506254755
ACH-000266,-0.37657073192699997
ACH-000272,-0.641811332895
ACH-000273,-0.115557078163
ACH-000274,-0.46734265637199995
ACH-000277,-0.299221851204
ACH-000278,-0.15655303112
ACH-000279,-0.26858181208299997
ACH-000280,-0.255395204079
ACH-000281,0.0633308771336
ACH-000288,-0.35992571766000003
ACH-000291,-0.350332135578
ACH-000293,-0.387933442216
ACH-000294,-0.206649722743
ACH-000295,-0.10037225543299999
ACH-000296,-0.473626272558
ACH-000302,-0.30488830642299997
ACH-000304,-0.49022722910800004
ACH-000307,-0.392333519877
ACH-000308,-0.481911990937
ACH-000310,-0.30105036595
ACH-000311,-0.290089215384
ACH-000312,-0.238118437797
ACH-000315,-0.249239631305
ACH-000316,-0.253657000009
ACH-000317,-0.806642229014
ACH-000318,-0.436514052293
ACH-000319,-0.54343786979
ACH-000320,-0.328173086005
ACH-000322,-0.40966473831
ACH-000323,-0.31820339508900003
ACH-000324,-0.39648331147200006
ACH-000329,-0.35077480691699997
ACH-000330,-0.409401405167
ACH-000331,-0.331556012823
ACH-000332,-0.321153982058
ACH-000334,-0.319024727895
ACH-000335,-0.023313694014
ACH-000336,-0.6260786416049999
ACH-000337,-0.0807260650758
ACH-000339,-0.369675741602
ACH-000341,-0.464901443092
ACH-000348,-0.273333411828
ACH-000350,-0.21254047962499997
ACH-000352,-0.39259087767300005
ACH-000356,-0.387888854999
ACH-000361,-0.356118341977
ACH-000362,-0.41446922041999995
ACH-000363,-0.45203950667900006
ACH-000364,-0.251722663286
ACH-000365,-0.440907345462
ACH-000366,-0.224786986121
ACH-000368,-0.0120372107335
ACH-000374,-0.7778922406000001
ACH-000375,-0.126111465959
ACH-000376,-0.368987454155
ACH-000381,-0.09122475597010002
ACH-000383,-0.17327231978799998
ACH-000387,-0.27795824830800003
ACH-000389,-0.172002910971
ACH-000390,-0.554282684617
ACH-000393,-0.301987482978
ACH-000395,-0.500650259693
ACH-000397,-0.25541346337
ACH-000401,-0.14972859478599998
ACH-000402,-0.186435637073
ACH-000403,-0.45543216099399997
ACH-000404,-0.188753634721
ACH-000406,-0.28776808848499996
ACH-000407,-0.307867120638
ACH-000408,-0.05540333220890001
ACH-000410,-0.294562205356
ACH-000411,-0.633724373867
ACH-000414,-0.24403064640299998
ACH-000415,-0.474311370422
ACH-000416,-0.23716376203
ACH-000420,-0.379217274927
ACH-000421,-0.300479766432
ACH-000424,-0.554785875314
ACH-000425,-0.5535760932680001
ACH-000426,-0.26768574971500003
ACH-000427,-0.445461692312
ACH-000433,-0.41865284946000003
ACH-000436,-0.416570618193
ACH-000444,-0.28022348865400004
ACH-000445,-0.323711417692
ACH-000448,-0.375095131392
ACH-000450,-0.6174097858550001
ACH-000452,-0.175453590053
ACH-000454,-0.32347469233000004
ACH-000458,-0.350128410476
ACH-000459,-0.431788101968
ACH-000460,-0.30514785321
ACH-000461,-0.28776260681
ACH-000463,-0.535779253123
ACH-000464,-0.685864476911
ACH-000466,-0.566952508048
ACH-000467,-0.164724212457
ACH-000468,-0.330011332201
ACH-000469,-0.28332956893399996
ACH-000470,-0.358706586544
ACH-000471,-0.331509828813
ACH-000472,-0.40875318516099995
ACH-000473,-0.0986609728497
ACH-000475,-0.275950979451
ACH-000476,-0.32513567866500004
ACH-000477,0.0651907139616
ACH-000480,-0.241915073914
ACH-000481,-0.432667358542
ACH-000483,-0.19915079054600002
ACH-000484,-0.22580320488699998
ACH-000485,-0.12080617329900001
ACH-000486,-0.437742500444
ACH-000487,-0.31594152430399997
ACH-000488,-0.22816379087400002
ACH-000490,-0.279928667984
ACH-000491,-0.11424431809800001
ACH-000495,-0.8107342433020001
ACH-000496,-0.380456026439
ACH-000499,-0.11595911099600001
ACH-000500,-0.106115129134
ACH-000502,-0.401240296522
ACH-000503,-0.28706044181999996
ACH-000505,-0.31957668770500003
ACH-000507,-0.30409358675500003
ACH-000510,-0.412555438742
ACH-000511,-0.269391238311
ACH-000512,-0.0324610801325
ACH-000516,-0.348819682223
ACH-000517,-0.233706951877
ACH-000518,-0.322483873492
ACH-000520,-0.308420701347
ACH-000521,-0.44398032443999996
ACH-000522,-0.359064852077
ACH-000524,-0.225564262302
ACH-000527,-0.222676675553
ACH-000528,-0.32271845735599997
ACH-000537,-0.36621497775600004
ACH-000541,-0.34471767531099995
ACH-000542,-0.31237228777
ACH-000544,-0.29685556555500003
ACH-000545,-0.440307194516
ACH-000547,-0.416596844578
ACH-000548,-0.5134276292809999
ACH-000549,-0.550312559957
ACH-000550,-0.49210139173199996
ACH-000552,-0.34702263920500004
ACH-000556,-0.34133915467200004
ACH-000557,-0.20234262251600002
ACH-000570,-0.33779807372599996
ACH-000571,-0.129834572975
ACH-000573,-0.322543476862
ACH-000576,-0.160399199559
ACH-000580,-0.455998763661
ACH-000584,-0.329136643651
ACH-000585,-0.20086171753899998
ACH-000588,-0.461948453781
ACH-000589,-0.250359696325
ACH-000591,-0.294469193405
ACH-000593,-0.409896387282
ACH-000600,-0.397372211779
ACH-000601,-0.380563590559
ACH-000604,-0.303092388675
ACH-000605,-0.403438702913
ACH-000606,-0.300166108818
ACH-000608,-0.295132882692
ACH-000614,-0.486665235787
ACH-000616,-0.390741153268
ACH-000618,-0.395340318873
ACH-000619,-0.479990195665
ACH-000620,-0.38599478938299997
ACH-000621,-0.26873048141999994
ACH-000622,-0.20952388062600003
ACH-000623,-0.293637300161
ACH-000624,-0.400693034108
ACH-000627,-0.26932257365699996
ACH-000630,-0.43243480965400005
ACH-000632,-0.284694973892
ACH-000633,-0.309700143997
ACH-000637,-0.543350941438
ACH-000638,-0.376271916267
ACH-000646,-0.5444956742729999
ACH-000647,-0.447018417444
ACH-000648,-0.43394451106200005
ACH-000649,-0.464013693582
ACH-000651,-0.190768353132
ACH-000652,-0.055578288082
ACH-000653,-0.313084147437
ACH-000657,-0.296842485251
ACH-000658,-0.138703779667
ACH-000661,-0.238633975823
ACH-000662,-0.672063331466
ACH-000663,-0.44177831153999997
ACH-000665,-0.588408220778
ACH-000671,-0.156151225691
ACH-000673,-0.40417388263099996
ACH-000676,-0.31794033341999994
ACH-000677,-0.478565185676
ACH-000681,-0.53030262855
ACH-000682,-0.44309806443000005
ACH-000683,-0.197847490092
ACH-000684,-0.593942435668
ACH-000688,-0.234103762032
ACH-000693,-0.43894075778999997
ACH-000694,-0.356702668801
ACH-000695,-0.635575776092
ACH-000696,-0.327307283448
ACH-000697,-0.533084534458
ACH-000699,-0.323757263385
ACH-000701,-0.261465728945
ACH-000706,-0.17185671553100001
ACH-000711,-0.374686638063
ACH-000713,-0.36001203798
ACH-000714,-0.302997158531
ACH-000718,-0.32635174495
ACH-000720,-0.429610002615
ACH-000721,-0.660765085554
ACH-000724,-0.220295981205
ACH-000725,-0.052603342579800004
ACH-000732,-0.561933493812
ACH-000734,-0.41714154536700004
ACH-000735,-0.301372126735
ACH-000736,-0.394897627871
ACH-000738,-0.43547044876999996
ACH-000746,-0.0447493626884
ACH-000747,-0.357765275059
ACH-000748,-0.282570221454
ACH-000753,-0.254562505873
ACH-000756,-0.465607654922
ACH-000757,-0.37084322667900005
ACH-000758,-0.19137282472800002
ACH-000760,-0.219563025308
ACH-000763,-0.404355302702
ACH-000764,-0.271387374909
ACH-000765,-0.0824912727417
ACH-000766,-0.354864825598
ACH-000767,-0.0808205951425
ACH-000768,-0.47076010913000005
ACH-000769,-0.427989661201
ACH-000770,-0.410367752078
ACH-000771,-0.265786996692
ACH-000773,-0.236552995628
ACH-000776,-0.280391017432
ACH-000777,-0.344652425794
ACH-000778,-0.225677841057
ACH-000781,-0.267299161865
ACH-000782,-0.41094324237499996
ACH-000783,-0.149863055042
ACH-000784,-0.333868769152
ACH-000785,-0.46042412726599996
ACH-000787,-0.305403513875
ACH-000788,-0.411306271142
ACH-000791,-0.350531260451
ACH-000792,-0.282239448077
ACH-000794,-0.173269406132
ACH-000796,-0.421405009043
ACH-000799,-0.286874234935
ACH-000800,-0.43715108538099995
ACH-000802,-0.303567769218
ACH-000804,-0.27697040001400003
ACH-000805,-0.205401727929
ACH-000809,-0.32686920128
ACH-000810,-0.691190517675
ACH-000811,-0.45402115501400003
ACH-000817,-0.11325682906
ACH-000819,-0.427310163143
ACH-000820,-0.25526329889800004
ACH-000821,-0.284707916005
ACH-000822,-0.130501014469
ACH-000823,-0.324938474952
ACH-000824,-0.20644549394099998
ACH-000827,-0.368910382416
ACH-000829,-0.45028280713200003
ACH-000831,-0.537675339106
ACH-000832,-0.466997889899
ACH-000833,-0.047904059679500004
ACH-000834,-0.38000965458
ACH-000835,-0.291728663532
ACH-000836,-0.586613435045
ACH-000837,-0.257199563272
ACH-000838,-0.036588792142
ACH-000839,-0.230660700806
ACH-000840,-0.38628608749300003
ACH-000841,-0.229982537524
ACH-000843,-0.368775474708
ACH-000846,-0.399365568005
ACH-000847,-0.457115441365
ACH-000848,-0.222262467863
ACH-000849,-0.504454384105
ACH-000851,-0.491851447825
ACH-000855,-0.41043189738499997
ACH-000856,-0.359380718886
ACH-000858,-0.485017386048
ACH-000859,-0.481075734094
ACH-000861,-0.585021099924
ACH-000862,-0.434696691076
ACH-000865,-0.302493897832
ACH-000866,-0.215715441322
ACH-000867,-0.431603965618
ACH-000869,-0.24613713528900003
ACH-000872,-0.425125444162
ACH-000873,-0.382055578851
ACH-000876,-0.42831157554300003
ACH-000878,-0.33376287161400003
ACH-000880,-0.472120218897
ACH-000881,-0.438780260845
ACH-000882,-0.370398917947
ACH-000884,-0.25576107315200003
ACH-000885,-0.343070938368
ACH-000887,-0.547116503205
ACH-000888,-0.311578457043
ACH-000889,-0.5855302025720001
ACH-000890,-0.46214186290799997
ACH-000896,-0.41134999479
ACH-000898,-0.386829632531
ACH-000900,-0.51569335284
ACH-000901,-0.31544178663600003
ACH-000905,-0.317654128726
ACH-000906,-0.282325308013
ACH-000907,-0.154747073254
ACH-000910,-0.07190235211849999
ACH-000911,-0.379169688589
ACH-000912,-0.312794868673
ACH-000913,-0.19618803343
ACH-000915,-0.371715924677
ACH-000916,-0.769938490021
ACH-000917,-0.317242541901
ACH-000921,-0.28560407724500003
ACH-000924,-0.33543533822099997
ACH-000926,-0.221633920857
ACH-000928,-0.43932500942900005
ACH-000929,-0.34879536672600003
ACH-000932,-0.17407886152399998
ACH-000935,-0.443813060287
ACH-000936,-0.521499825326
ACH-000937,-0.113867726753
ACH-000938,-0.34197071770000004
ACH-000939,-0.247790194832
ACH-000941,-0.504709330169
ACH-000943,-0.284917940608
ACH-000946,-0.39488796517200003
ACH-000947,-0.35898767064000003
ACH-000948,-0.224820455009
ACH-000950,-0.5410054736559999
ACH-000953,-0.29682819881
ACH-000957,-0.23992058037500003
ACH-000958,-0.36556121340000003
ACH-000960,-0.28506347776999996
ACH-000963,-0.766617402412
ACH-000968,-0.026037471982999997
ACH-000969,-0.237662441272
ACH-000973,-0.296109089386
ACH-000974,-0.18882592912
ACH-000975,-0.454453404044
ACH-000976,-0.346206764282
ACH-000978,-0.628806461181
ACH-000980,-0.318622737662
ACH-000984,-0.18454130582400002
ACH-000986,-0.159262642634
ACH-000988,-0.07860971395930001
ACH-000993,-0.295527664612
ACH-000994,-0.289326048169
ACH-000996,-0.40415325974699995
ACH-001001,-0.291274073104
ACH-001020,-0.54335003236
ACH-001028,-0.454385177993
ACH-001031,-0.47572593313600003
ACH-001038,-0.395572125837
ACH-001048,-0.323330640957
ACH-001050,-0.28971398316999997
ACH-001053,-0.023673658125400003
ACH-001054,-0.30789199584000004
ACH-001061,-0.34879510442100004
ACH-001067,-0.419205722212
ACH-001075,-0.374045556914
ACH-001096,-0.21785894729699998
ACH-001128,-0.5271163567880001
ACH-001134,-0.44847551651
ACH-001151,-0.34742865898
ACH-001163,-0.24944720024300002
ACH-001164,-0.555261506136
ACH-001173,-0.43042629554
ACH-001183,-0.335411702923
ACH-001184,-0.23016379048799998
ACH-001190,-0.347046383505
ACH-001192,-0.380580396091
ACH-001193,-0.102413390558
ACH-001196,-0.30792282651
ACH-001197,-0.372187553949
ACH-001205,-0.0494977048671
ACH-001211,-0.331752208589
ACH-001212,-0.323668474087
ACH-001228,-0.477755940748
ACH-001232,-0.45962336552199995
ACH-001239,-0.531026836054
ACH-001274,-0.292491585821
ACH-001275,-0.252262988116
ACH-001277,-0.566052044912
ACH-001278,-0.22814544178000004
ACH-001280,0.0151153222434
ACH-001283,-0.400112921233
ACH-001289,-0.41511364377899995
ACH-001295,-0.28002604086399996
ACH-001300,-0.265517664701
ACH-001301,-0.377881610427
ACH-001302,-0.32448692833799997
ACH-001303,-0.713342707064
ACH-001306,-0.446763476698
ACH-001318,-0.5172394586860001
ACH-001322,-0.33427183805
ACH-001328,-0.338537620906
ACH-001332,-0.26686698726999997
ACH-001333,-0.471089610508
ACH-001336,-0.269739947514
ACH-001340,-0.34956909778399997
ACH-001346,-0.33606627182800003
ACH-001353,-0.345184437444
ACH-001354,-0.47844249495499996
ACH-001367,-0.09152300923769999
ACH-001368,-0.317647304746
ACH-001374,-0.21403420126800002
ACH-001375,-0.272202864632
ACH-001377,-0.328634036674
ACH-001380,-0.34305878558200004
ACH-001391,-0.296944337851
ACH-001407,-0.255546477447
ACH-001408,-0.27944734621399997
ACH-001413,-0.20000825251600002
ACH-001430,-0.116270892095
ACH-001431,-0.375132793847
ACH-001450,-0.227419837909
ACH-001496,-0.174145416415
ACH-001500,-0.532852790419
ACH-001521,-0.0678801462712
ACH-001523,-0.365038914013
ACH-001532,-0.41169767160400006
ACH-001536,-0.249371623378
ACH-001550,-0.512666459462
ACH-001552,-0.21143539130300001
ACH-001554,-0.553417768551
ACH-001645,-0.390547114049
ACH-001654,-0.396823449526
ACH-001715,-0.414716028966
ACH-001735,-0.303048741426
ACH-001736,-0.304055263127
ACH-001737,-0.6066227575199999
ACH-001740,-0.0578647231333
ACH-001745,-0.315382238617
ACH-001750,-0.213808120942
ACH-001765,-0.35433036265
ACH-001956,-0.39216540093900004
ACH-001957,-0.46851548100100004
