,FAR1 (84188)
ACH-000004,-0.10207968845000001
ACH-000007,-0.0700082708894
ACH-000009,0.226268560844
ACH-000011,0.0567548751798
ACH-000012,0.07381412031760001
ACH-000013,-0.19486289769600001
ACH-000014,0.06299924599290001
ACH-000015,-0.0400419459383
ACH-000017,-0.011233415745899998
ACH-000018,0.00822265908199
ACH-000019,0.09204072465510002
ACH-000021,-0.203446607921
ACH-000022,-0.142358263764
ACH-000025,-0.0954477047983
ACH-000028,-0.020801444709
ACH-000030,-0.224528031279
ACH-000035,-0.021782341777
ACH-000036,-0.014622823451100001
ACH-000037,-0.0036456192217600002
ACH-000039,0.0933524024142
ACH-000040,-0.0974113016421
ACH-000041,-0.157134847476
ACH-000042,-0.10368382729299999
ACH-000045,-0.520445719227
ACH-000047,0.0702385713754
ACH-000052,0.0632122012795
ACH-000053,-0.346768529715
ACH-000054,-0.0220051307242
ACH-000055,-0.0392872151031
ACH-000060,-0.184778047116
ACH-000067,-0.241005406996
ACH-000070,-0.601977889011
ACH-000075,-0.0007053733343239999
ACH-000078,0.018748253624599996
ACH-000082,0.111721426945
ACH-000085,-0.0643404229524
ACH-000086,-0.059548423687199994
ACH-000087,-0.0904299216519
ACH-000092,-0.0344391947296
ACH-000095,0.035256359501400006
ACH-000097,-0.104352013705
ACH-000098,-0.0776681789221
ACH-000099,0.03772095111
ACH-000108,0.00164409903502
ACH-000113,-0.268360668217
ACH-000115,0.0281849490794
ACH-000116,0.145290378936
ACH-000118,-0.0480638515202
ACH-000120,0.0773942415628
ACH-000123,-0.0236819618667
ACH-000127,0.161457600638
ACH-000128,-0.13069383618799998
ACH-000132,0.164730450818
ACH-000133,-0.134665468046
ACH-000137,-0.160956147069
ACH-000138,-0.00238675068302
ACH-000142,-0.163458760827
ACH-000143,0.160110164122
ACH-000146,-0.176705827702
ACH-000148,-0.225553639947
ACH-000150,0.013183923771600001
ACH-000152,-0.102046259373
ACH-000153,-0.608423635031
ACH-000159,-0.0955230591756
ACH-000160,-0.058877889948100004
ACH-000163,0.132540228422
ACH-000167,0.0515480701014
ACH-000168,-0.18733457542399998
ACH-000169,0.0135956467026
ACH-000178,0.0324051666114
ACH-000182,0.261716806188
ACH-000183,-0.146010472928
ACH-000188,-0.07900372056260001
ACH-000189,-0.18068301386900001
ACH-000190,-0.22028409549400002
ACH-000198,-0.417387829577
ACH-000204,0.20249318812
ACH-000206,-0.240914257677
ACH-000207,-0.35059657977700004
ACH-000211,-0.0971467019063
ACH-000215,-0.09163526226770001
ACH-000221,0.0957468366542
ACH-000222,0.0572497044481
ACH-000223,-0.16568426137
ACH-000226,-0.123157761852
ACH-000227,-0.0328901945465
ACH-000228,0.08262917847210001
ACH-000231,-0.0519257189282
ACH-000232,-0.11675568374199999
ACH-000233,-0.630217908964
ACH-000234,-0.16783753124899997
ACH-000235,0.02005151843
ACH-000237,0.0187646197188
