,CXADR (1525)
ACH-000004,-0.0976223204653
ACH-000007,0.0362636341115
ACH-000009,-0.24907396927900002
ACH-000011,-0.16318847616499998
ACH-000012,-0.23971766069000003
ACH-000013,-0.0572209293008
ACH-000014,-0.0282245679929
ACH-000015,-0.0586757241311
ACH-000017,-0.060583125526300005
ACH-000018,-0.152543324983
ACH-000019,-0.349356490063
ACH-000021,-0.117941090837
ACH-000022,-4.37519807739e-05
ACH-000025,-0.109356919272
ACH-000028,0.00295517673816
ACH-000030,-0.0993816059885
ACH-000035,-0.316713523127
ACH-000036,-0.138261907248
ACH-000037,-0.133811635824
ACH-000039,0.06286549828719999
ACH-000040,0.07883251653710001
ACH-000041,0.378058173921
ACH-000042,0.0391126019473
ACH-000045,0.17535790586599997
ACH-000047,0.018636932488
ACH-000052,-0.275264863068
ACH-000053,-0.0198667441685
ACH-000054,0.219999292046
ACH-000055,0.44216492868
ACH-000060,-0.07640032816810001
ACH-000067,-0.0514185455146
ACH-000070,-0.00671828459963
ACH-000075,-0.00934084900033
ACH-000078,-0.0331107337371
ACH-000082,-0.039591775840300006
ACH-000085,0.24152801704399998
ACH-000086,0.0835250683779
ACH-000087,0.0802430563867
ACH-000092,-0.0687010393872
ACH-000095,-0.07936168252089999
ACH-000097,-0.13794933899700002
ACH-000098,-0.0830110999952
ACH-000099,-0.141829347603
ACH-000108,0.0565623238007
ACH-000113,-0.040706651832
ACH-000115,-0.09731563138289999
ACH-000116,-0.30070902602
ACH-000118,0.008822476448629999
ACH-000120,0.0461541612371
ACH-000123,-0.186501299847
ACH-000127,0.025366889439500002
ACH-000128,-0.135465552924
ACH-000132,-0.24218177207
ACH-000133,-0.0435294376445
ACH-000137,-0.060668943565300004
ACH-000138,0.19950835680999998
ACH-000142,-0.113312640063
ACH-000143,-0.0370511435851
ACH-000146,-0.0014137165649699998
ACH-000148,0.045884795859900004
ACH-000150,0.0416721714336
ACH-000152,0.0389504102299
ACH-000153,-0.0163680253887
ACH-000159,-0.17149863915199998
ACH-000160,0.0818251797315
ACH-000163,0.201152536828
ACH-000167,-0.10324831694099999
ACH-000168,-0.30538291194600004
ACH-000169,0.07900794940339999
ACH-000178,-0.0993640834372
ACH-000182,0.041482965277900005
ACH-000183,-0.16826781662700002
ACH-000188,-0.361077255855
ACH-000189,0.110802660789
ACH-000190,-0.0498973524237
ACH-000198,-0.23618303314
ACH-000204,-0.0166291279562
ACH-000206,-0.00591905550546
ACH-000207,-0.029682604870599996
ACH-000211,0.006326588200810001
ACH-000215,-0.078962100746
ACH-000221,-0.0685834725537
ACH-000222,-0.0277773604748
ACH-000223,-0.0425723122676
ACH-000226,-0.23662620055300002
ACH-000227,-0.323619288074
ACH-000228,0.0731276449908
ACH-000231,-0.14759219473500002
ACH-000232,-0.25286342894200003
ACH-000233,0.050304876518599995
ACH-000234,-0.227496027755
ACH-000235,-0.101595137924
ACH-000237,-0.00315150194847
ACH-000238,-0.151089985787
ACH-000243,-0.0445234565428
ACH-000244,-0.214317686408
ACH-000246,0.00722997188532
ACH-000248,-0.179897408512
ACH-000250,-0.0843442777858
ACH-000251,0.0758831924523
ACH-000253,0.08864023251460001
ACH-000255,-0.337747296048
ACH-000256,0.0518468821153
ACH-000257,0.149756195963
ACH-000258,0.0131576968903
ACH-000259,0.03861146932119999
ACH-000260,0.013070498420200001
