,HMOX2 (3163)
ACH-000004,0.135532319945
ACH-000007,-0.15629028416
ACH-000009,-0.07424088042480001
ACH-000011,0.151455424186
ACH-000012,-0.20332197858399997
ACH-000013,-0.0798808380684
ACH-000014,0.150256588686
ACH-000015,-0.214272885858
ACH-000017,-0.0239156772832
ACH-000018,0.052570372862599996
ACH-000019,-0.5418103013319999
ACH-000021,-0.152242417083
ACH-000022,-0.23252653811299998
ACH-000025,-0.292843117322
ACH-000028,-0.0974360177033
ACH-000030,-0.0391582049185
ACH-000035,-0.161032119835
ACH-000036,-0.24429900846900002
ACH-000037,-0.21560461449499999
ACH-000039,-0.265166569649
ACH-000040,-0.059518970850800004
ACH-000041,0.041102836740599995
ACH-000042,-0.12990310470799998
ACH-000045,0.00433416056432
ACH-000047,-0.393334373337
ACH-000052,-0.215230621947
ACH-000053,-0.0369443595144
ACH-000054,-0.111215608871
ACH-000055,0.0634841881442
ACH-000060,-0.045397294989
ACH-000067,-0.042483160799599996
ACH-000070,-0.337651369279
ACH-000075,-0.0399122881955
ACH-000078,0.027427197588
ACH-000082,-0.10166109407400001
ACH-000085,-0.161819047383
ACH-000086,-0.0312737909455
ACH-000087,-0.019946064296799997
ACH-000092,0.050571903713300004
ACH-000095,-0.154441862117
ACH-000097,-0.280272739535
ACH-000098,-0.21278595693500002
ACH-000099,-0.0641787621368
ACH-000108,-0.26879882945
ACH-000113,-0.0212613473524
ACH-000115,-0.0541737664336
ACH-000116,-0.126474769675
ACH-000118,-0.0949609495745
ACH-000120,-0.171681362968
ACH-000123,-0.209635453153
ACH-000127,-0.124230612004
ACH-000128,0.07815266353789999
ACH-000132,-0.0802148465059
ACH-000133,-0.23900209872900002
ACH-000137,-0.292879716138
ACH-000138,-0.127886347374
ACH-000142,-0.204463776751
ACH-000143,0.0263507020268
ACH-000146,-0.19762742396699998
ACH-000148,-0.226483398673
ACH-000150,-0.0127393572665
ACH-000152,-0.0144126087666
ACH-000153,0.00392685589005
ACH-000159,-0.0746056230473
ACH-000160,-0.0374271256784
ACH-000163,-0.0161715874846
ACH-000167,-0.0706637988319
ACH-000168,-0.250248291761
ACH-000169,-0.0166636829717
ACH-000178,-0.196687951755
ACH-000182,-0.0745148720571
ACH-000183,-0.055310981632199996
ACH-000188,0.0840712249542
ACH-000189,0.020782158572
ACH-000190,-0.111313410823
ACH-000198,-0.0216479368506
ACH-000204,-0.250287038039
ACH-000206,-0.0812913113528
ACH-000207,0.0431715781773
ACH-000211,-0.067971085854
ACH-000215,-0.0206562807729
ACH-000221,-0.0762671185055
ACH-000222,-0.214359349364
ACH-000223,-0.0289974211564
ACH-000226,0.021489092530200003
ACH-000227,-0.186621087265
ACH-000228,0.333119510567
ACH-000231,-0.15549474476
ACH-000232,-0.06925009834589999
ACH-000233,-0.023985077182400002
ACH-000234,-0.0594607139804
ACH-000235,-0.028282441713099998
ACH-000237,-0.325566123314
ACH-000238,0.0893077687417
ACH-000243,-0.23111793809099998
ACH-000244,0.08066305846960001
ACH-000246,-0.0762404864498
ACH-000248,-0.106573532566
ACH-000250,-0.20857617966400002
ACH-000251,-0.216370075314
ACH-000253,-0.043350308924699994
ACH-000255,0.0377534221674
ACH-000256,-0.11715585918600001
ACH-000257,-0.244140163607
ACH-000258,0.377125771585
ACH-000259,-0.06844714654709999
ACH-000260,-0.173636407688
ACH-000261,-0.129961401471
ACH-000262,-0.08646563063410001
ACH-000263,-0.320893334652
ACH-000264,-0.147746327107
ACH-000265,-0.29016242715199997
ACH-000266,-0.014695572579700002
ACH-000272,-0.00994238682223
ACH-000273,-0.0167307464343
ACH-000274,-0.06867683267680001
ACH-000277,-0.214647619071
ACH-000278,-0.257460263831
ACH-000279,0.053037915114199995
ACH-000280,-0.196471069992
ACH-000281,-0.270553486094
ACH-000288,-0.213428620765
ACH-000291,-0.162318899353
ACH-000293,0.0187203527894
ACH-000294,-0.20541932842099997
ACH-000295,-0.357888557811
ACH-000296,-0.16161093587300002
ACH-000302,-0.045308949671099996
ACH-000304,-0.026964484267599998
ACH-000307,-0.025395961400700003
ACH-000308,-0.157891754302
ACH-000310,-0.044535830887
ACH-000311,-0.27601015589
ACH-000312,-0.191420024908
ACH-000315,-0.33673687234099997
ACH-000316,-0.17385395492
ACH-000317,-0.13910516943600001
ACH-000318,-0.18677031625
ACH-000319,-0.251908611461
ACH-000320,-0.0935984841247
ACH-000322,-0.42376865225999993
ACH-000323,-0.256950428219
ACH-000324,-0.164127751411
ACH-000329,-0.216742636485
ACH-000330,-0.0483351515439
ACH-000331,-0.044357994818099995
ACH-000332,-0.06128484729809999
ACH-000334,0.158323604402
ACH-000335,-0.11817870500199999
ACH-000336,0.12714315144899999
ACH-000337,-0.233738659639
ACH-000339,-0.218314341989
ACH-000341,0.135504836048
ACH-000348,-0.177238305009
ACH-000350,-0.271746387286
ACH-000352,-0.129952446124
ACH-000356,-0.0326818718206
ACH-000361,-0.009526131587709999
ACH-000362,-0.115560326689
ACH-000363,-0.138454865004
ACH-000364,-0.153485736283
ACH-000365,-0.116432719103
ACH-000366,-0.04819583173690001
ACH-000368,-0.395792887482
ACH-000374,2.57023387841e-05
