,PPM1L (151742)
ACH-000004,0.07528360137199999
ACH-000007,0.181566654758
ACH-000009,-0.228169378454
ACH-000011,0.00379779725519
ACH-000012,-0.0525316870685
ACH-000013,0.14008342456599998
ACH-000014,0.0350278733144
ACH-000015,0.136389625215
ACH-000017,0.0495444524426
ACH-000018,-0.061485031362300005
ACH-000019,0.126966713051
ACH-000021,0.0811122979415
ACH-000022,-0.00942739149508
ACH-000025,-0.13448074002399998
ACH-000028,-0.0434727529609
ACH-000030,0.0299780712811
ACH-000035,-0.13079225406099998
ACH-000036,0.23696900087499997
ACH-000037,-0.0326736390398
ACH-000039,-0.300877033312
ACH-000040,0.198060821739
ACH-000041,0.0928548301295
ACH-000042,-0.0154236636908
ACH-000045,-0.00819131132915
ACH-000047,-0.024820292628099996
ACH-000052,0.17571285515500001
ACH-000053,-0.0418450542325
ACH-000054,0.047082213788300006
ACH-000055,0.242507448726
ACH-000060,-0.108492315551
ACH-000067,-0.0356070501968
ACH-000070,0.097790051875
ACH-000075,0.255920825623
ACH-000078,-0.00847744335253
ACH-000082,0.00516686955764
ACH-000085,0.176422341899
ACH-000086,0.0492052630835
ACH-000087,-0.0035814961464499997
ACH-000092,0.04913662170969999
ACH-000095,0.140421383649
ACH-000097,0.12331594048800001
ACH-000098,0.146724339156
ACH-000099,0.0075104424620100006
ACH-000108,-0.211139982344
ACH-000113,-0.0468166317578
ACH-000115,-0.0044358103301
ACH-000116,-0.0140850169218
ACH-000118,0.07929289999610001
ACH-000120,-0.191572222087
ACH-000123,0.09822391418069999
ACH-000127,-0.129028810294
ACH-000128,-0.0652081261525
ACH-000132,-0.140987448912
ACH-000133,0.0485371000808
ACH-000137,0.193938805869
ACH-000138,-0.136967363107
ACH-000142,-0.0366919808506
ACH-000143,-0.319586400189
ACH-000146,0.0556393005243
ACH-000148,0.102653974472
ACH-000150,-0.056923595824499996
ACH-000152,0.011953439807200001
ACH-000153,0.319130742794
ACH-000159,0.0581573944184
ACH-000160,0.19054956018
ACH-000163,-0.284239759137
ACH-000167,0.0312419265631
ACH-000168,-0.245584056118
ACH-000169,0.239698291719
ACH-000178,0.0676293792352
ACH-000182,0.0854950394455
ACH-000183,-0.033031040893099994
ACH-000188,0.00697366992281
ACH-000189,0.124831482672
ACH-000190,0.08355309267000001
ACH-000198,-0.0178089386906
ACH-000204,0.10902431314300001
ACH-000206,-0.05480856490759999
ACH-000207,-0.245368835684
ACH-000211,0.0242579848196
ACH-000215,0.0164925008518
ACH-000221,0.140458639481
ACH-000222,-0.11355027511
ACH-000223,-0.014065589476100001
ACH-000226,0.173796027154
ACH-000227,0.103728729266
ACH-000228,-0.0941955473033
ACH-000231,-0.034503787647599996
ACH-000232,0.0033673921160700003
ACH-000233,0.0273698468247
ACH-000234,0.012388022226200002
ACH-000235,-0.011019689649
ACH-000237,0.054233487459300005
ACH-000238,0.032090244173699996
ACH-000243,0.04284134036830001
ACH-000244,0.325230635446
ACH-000246,0.024278838684400002
ACH-000248,-0.0491555301002
ACH-000250,-0.0540192670014
ACH-000251,-0.11300010354800001
ACH-000253,-0.044234680623000004
ACH-000255,-0.030299798532699998
ACH-000256,0.15573537273
ACH-000257,0.0331773567598
ACH-000258,0.269879681709
ACH-000259,-0.106356354868
ACH-000260,0.017700149305799998
ACH-000261,0.0342102022405
ACH-000262,-0.0479758908519
ACH-000263,0.074187486032
ACH-000264,-0.020621978613900003
ACH-000265,0.0147356196905
ACH-000266,-0.0672388235424
ACH-000272,-0.0594315506133
ACH-000273,0.0831721295616
ACH-000274,0.044014694578599994
ACH-000277,0.11732147249500001
ACH-000278,0.00123220258019
ACH-000279,-0.0521775221994
ACH-000280,-0.0641943895183
ACH-000281,0.152490705161
ACH-000288,0.0364375128715
ACH-000291,-0.00517725934413
ACH-000293,0.135275421703
ACH-000294,0.023128422813
ACH-000295,0.00975148941124
ACH-000296,0.010289190601
ACH-000302,-0.109816832657
ACH-000304,-0.240716607949
ACH-000307,-0.113826042123
ACH-000308,-0.0873243788132
ACH-000310,-0.0609950169976
ACH-000311,-0.114517190249
ACH-000312,0.019140665055200002
ACH-000315,-0.020810959042599997
ACH-000316,0.12899181248299998
ACH-000317,-0.113945089958
ACH-000318,0.154779500321
ACH-000319,0.0356252962221
ACH-000320,-0.0862632579312
ACH-000322,-0.12071531962099999
ACH-000323,-0.13213988622700001
ACH-000324,0.021960098810900004
ACH-000329,-0.022105258065499997
ACH-000330,-0.264256123618
ACH-000331,-0.09387370644279999
ACH-000332,-0.012199680625700001
ACH-000334,0.35468170130000004
ACH-000335,-0.0656166862116
ACH-000336,0.165351363955
ACH-000337,0.046501709318199996
ACH-000339,-0.060600835098900005
ACH-000341,-0.140107418376
ACH-000348,-0.132846328834
ACH-000350,0.0318085136852
ACH-000352,-0.0254606583601
ACH-000356,0.150671018916
ACH-000361,-0.088906438203
ACH-000362,-0.0964769687118
ACH-000363,0.035374359455
ACH-000364,0.07127435683130001
ACH-000365,-0.0705225656002
ACH-000366,-0.031175805224099996
ACH-000368,-0.0411066514813
ACH-000374,0.120890870739
ACH-000375,-0.0048550272516
ACH-000376,0.07282661196739999
ACH-000381,-0.0664078726748
ACH-000383,-0.0355984992972
ACH-000387,-0.0372468773999
ACH-000389,-0.029619035531500002
ACH-000390,-0.044411564869099994
ACH-000393,-0.0521147357549
ACH-000395,-0.07002893178860001
ACH-000397,-0.00751298158359
ACH-000401,0.162480477223
ACH-000402,0.0259651960184
ACH-000403,0.133134444335
ACH-000404,0.21489601358600002
ACH-000406,0.0272409374702
ACH-000407,-0.0457678839733
ACH-000408,-0.141092345175
ACH-000410,-0.174932429893
ACH-000411,0.0757491177678
ACH-000414,-0.169852822342
ACH-000415,0.08116978481430001
ACH-000416,0.0575666373147
ACH-000420,0.0210617512243
ACH-000421,0.034083485861200004
ACH-000424,0.147681719351
ACH-000425,0.0416193874161
ACH-000426,0.126824815656
ACH-000427,-0.152013736416
ACH-000433,0.12499941064000002
ACH-000436,0.115048990464
ACH-000444,0.116733735977
ACH-000445,-0.014571856396399999
ACH-000448,-0.12278128274
ACH-000450,0.17020437904
ACH-000452,-0.07600426775460001
ACH-000454,-0.0527905690268
ACH-000458,0.16979803026700002
ACH-000459,0.0685882200919
ACH-000460,-0.0774973459
ACH-000461,0.311003202682
ACH-000463,-0.0559160346931
ACH-000464,-0.187442141786
ACH-000466,0.07358581941310001
ACH-000467,-0.136503112293
ACH-000468,-0.0148446232579
ACH-000469,-0.111630038278
ACH-000470,-0.17608694412999998
ACH-000471,0.026757098593599996
ACH-000472,-0.11276876968699999
ACH-000473,0.240816816856
ACH-000475,0.0837095730404
ACH-000476,-0.0169205770572
ACH-000477,-0.0532889324207
ACH-000480,-0.0410057412873
ACH-000481,0.0800826244557
ACH-000483,0.07440223789589999
ACH-000484,-0.101114630321
ACH-000485,0.058644452247900006
ACH-000486,0.06289903210390001
ACH-000487,0.11459475221899999
ACH-000488,0.0046944134285600006
ACH-000490,-0.0886245652402
ACH-000491,0.13263779774599999
ACH-000495,0.162628836839
ACH-000496,-0.156136474953
ACH-000499,-0.186814049203
ACH-000500,0.0201949178788
ACH-000502,0.011272462186200002
ACH-000503,-0.168382988334
ACH-000505,0.0134821706438
ACH-000507,0.0616161466971
ACH-000510,0.10676028362
ACH-000511,-0.163042724218
ACH-000512,-0.152366143059
ACH-000516,0.0676767038631
ACH-000517,0.0328881288294
ACH-000518,-0.19614135817699999
ACH-000520,-0.0612205642032
ACH-000521,-0.206000820896
ACH-000522,-0.12390376078299999
ACH-000524,0.0355579134494
ACH-000527,0.0710910277668
ACH-000528,-0.0912427102969
ACH-000537,-0.013895401869999999
ACH-000541,-0.22620476238499998
ACH-000542,0.0388431688634
ACH-000544,0.163318326883
ACH-000545,-0.0168776341381
ACH-000547,0.13930749704099998
