,EPS8L3 (79574)
ACH-000004,-0.515340180721
ACH-000007,-0.46371505733499996
ACH-000009,-0.280273307489
ACH-000011,-0.165646964861
ACH-000012,-0.34164678564
ACH-000013,-0.480094298104
ACH-000014,-0.47787430990900004
ACH-000015,-0.37935365945200006
ACH-000017,-0.0969229975017
ACH-000018,-0.475179629912
ACH-000019,-0.495011304868
ACH-000021,-0.385208583234
ACH-000022,-0.28115001601399997
ACH-000025,-0.507004368203
ACH-000028,-0.5282137554590001
ACH-000030,-0.357732591642
ACH-000035,-0.592876127217
ACH-000036,-0.34636627100100004
ACH-000037,-0.503151605206
ACH-000039,-0.397108117654
ACH-000040,-0.408293405841
ACH-000041,-0.29057775308600003
ACH-000042,-0.281855749647
ACH-000045,-0.220090130125
ACH-000047,-0.509292031927
ACH-000052,-0.246510501144
ACH-000053,-0.39665621237800003
ACH-000054,-0.204911532456
ACH-000055,-0.739818972173
ACH-000060,-0.39098271339900004
ACH-000067,-0.38127853365500003
ACH-000070,-0.49735029402500003
ACH-000075,-0.518650769259
ACH-000078,-0.598581275572
ACH-000082,-0.216015581684
ACH-000085,-0.44482342939400005
ACH-000086,-0.5441749763579999
ACH-000087,-0.32605588702599997
ACH-000092,-0.600326463655
ACH-000095,-0.415362124761
ACH-000097,-0.288214563843
ACH-000098,-0.436226419246
ACH-000099,-0.39429380846600004
ACH-000108,-0.35801834300499996
ACH-000113,-0.41283012184699996
ACH-000115,-0.21886366896499998
ACH-000116,-0.281591360319
ACH-000118,-0.37358073920900003
ACH-000120,-0.165357502243
ACH-000123,-0.45088166435599997
ACH-000127,-0.35816337628399997
ACH-000128,-0.42059480440700003
ACH-000132,-0.461409908003
ACH-000133,-0.428784134484
ACH-000137,-0.510777856611
ACH-000138,-0.2976027473
ACH-000142,-0.48936083455300006
ACH-000143,-0.194135471834
ACH-000146,-0.35887415283299995
ACH-000148,-0.445039133393
ACH-000150,-0.32223784046799997
ACH-000152,-0.49595221144699997
ACH-000153,-0.501152376395
ACH-000159,-0.499652823851
ACH-000160,-0.343895322508
ACH-000163,-0.275440477478
ACH-000167,-0.33714333456999995
ACH-000168,-0.49249562458000007
ACH-000169,-0.42337386558799994
ACH-000178,-0.430610820627
ACH-000182,-0.24515688813900002
ACH-000183,-0.44067521848200003
ACH-000188,-0.508488801899
ACH-000189,-0.758923007163
ACH-000190,-0.337219359317
ACH-000198,-0.517890116221
ACH-000204,-0.297711874652
ACH-000206,-0.182550720907
ACH-000207,-0.574370299899
ACH-000211,-0.381873238805
ACH-000215,-0.524065347875
ACH-000221,-0.572844316469
ACH-000222,-0.5278437927049999
ACH-000223,-0.363105856752
ACH-000226,-0.454208507839
ACH-000227,-0.481134867404
ACH-000228,-0.404249855346
ACH-000231,-0.43301294909599997
ACH-000232,-0.276120072331
ACH-000233,-0.25166448204
ACH-000234,-0.24231076553199998
ACH-000235,-0.280766581354
ACH-000237,-0.261050375011
ACH-000238,-0.160938854522
ACH-000243,-0.33755798699699996
ACH-000244,-0.370592283831
ACH-000246,-0.494002863599
ACH-000248,-0.479798438182
ACH-000250,-0.411824985194
ACH-000251,-0.675680974447
ACH-000253,-0.260291017058
ACH-000255,-0.494644061826
ACH-000256,-0.22183255601100002
ACH-000257,-0.39115396876100006
ACH-000258,-0.0938889960937
ACH-000259,-0.284088526782
ACH-000260,-0.19906217332899998
ACH-000261,-0.257153415312
ACH-000262,-0.423635160444
ACH-000263,-0.536915586329
ACH-000264,-0.299813112962
ACH-000265,-0.362185262875
ACH-000266,-0.27412933883699997
ACH-000272,-0.40694886351899995
ACH-000273,-0.211626314075
ACH-000274,-0.328432395024
ACH-000277,-0.30824256733100003
ACH-000278,-0.558153914155
ACH-000279,-0.166437292234
ACH-000280,-0.45973911873400003
ACH-000281,-0.244789617698
ACH-000288,-0.369465679375
ACH-000291,-0.307386796998
ACH-000293,-0.163632878549
ACH-000294,-0.5422999365250001
ACH-000295,-0.42163968531999996
ACH-000296,-0.500510191573
ACH-000302,-0.334338053287
ACH-000304,-0.0721412169796
ACH-000307,-0.276536861211
ACH-000308,-0.287922481447
ACH-000310,-0.767417194737
ACH-000311,-0.0321286286062
ACH-000312,-0.376369084573
ACH-000315,-0.791575130246
ACH-000316,-0.254338123975
ACH-000317,-0.38410415536200004
ACH-000318,-0.190205718129
ACH-000319,-0.26681799505
ACH-000320,-0.317927617897
ACH-000322,-0.37281077677100005
ACH-000323,-0.39977425664300004
ACH-000324,-0.378873383574
ACH-000329,-0.36682456751500003
ACH-000330,-0.516390048431
ACH-000331,-0.452712204529
ACH-000332,-0.288858529725
ACH-000334,-0.436432664624
ACH-000335,-0.544374873069
ACH-000336,-0.15230706851
ACH-000337,-0.42356299467
ACH-000339,-0.40495546619999995
ACH-000341,-0.22383461796700002
ACH-000348,-0.488997285115
ACH-000350,-0.33375927276
ACH-000352,-0.243103158021
ACH-000356,-0.449473288721
ACH-000361,-0.145751054943
ACH-000362,-0.36749675750200006
ACH-000363,-0.220189220085
ACH-000364,-0.45532468700400003
ACH-000365,-0.38386432378300006
