,LCT (3938)
ACH-000004,-0.150838756974
ACH-000007,-0.313554891557
ACH-000009,0.0332038954813
ACH-000011,0.0981141695195
ACH-000012,-0.00527134481613
ACH-000013,-0.10559053117900001
ACH-000014,0.09677511162960001
ACH-000015,0.021191416155400003
ACH-000017,-0.0206030277683
ACH-000018,-0.041384095781199996
ACH-000019,-0.107858313531
ACH-000021,-0.008980887568870001
ACH-000022,-0.128194826731
ACH-000025,-0.126258066166
ACH-000028,0.0556386778079
ACH-000030,-0.170526089712
ACH-000035,-0.12004966069800001
ACH-000036,-0.133971433725
ACH-000037,-0.257258849642
ACH-000039,0.21983753421799998
ACH-000040,0.0752190965669
ACH-000041,0.111775352143
ACH-000042,-0.0563987881807
ACH-000045,0.046433684857900004
ACH-000047,-0.218573291074
ACH-000052,-0.118279051634
ACH-000053,-0.140676772921
ACH-000054,-0.10002426305199999
ACH-000055,-0.198830266014
ACH-000060,-0.07168615076689999
ACH-000067,-0.107596391721
ACH-000070,-0.167349437858
ACH-000075,-0.0206649134394
ACH-000078,-0.046098353522699996
ACH-000082,-0.0959400183895
ACH-000085,0.0767369628273
ACH-000086,-0.0478821943261
ACH-000087,0.14393402262399999
ACH-000092,-0.227537488789
ACH-000095,-0.0319033776791
ACH-000097,-0.08943915428169999
ACH-000098,-0.138276226426
ACH-000099,-0.0107330382297
ACH-000108,-0.020706877254400003
ACH-000113,0.044892750813300006
ACH-000115,0.121113873803
ACH-000116,-0.057607681683400004
ACH-000118,-0.09892087956569999
ACH-000120,0.0139365078408
ACH-000123,-0.150283200657
ACH-000127,-0.0801092482343
ACH-000128,-0.111554976227
ACH-000132,-0.198661690942
ACH-000133,-0.304015990689
ACH-000137,0.00760652219427
ACH-000138,-0.00351939649248
ACH-000142,-0.000557575420326
ACH-000143,-0.119538263193
ACH-000146,0.023533528221299997
ACH-000148,-0.0129766180283
ACH-000150,0.0604757584525
ACH-000152,-0.112373156794
ACH-000153,-0.113708076164
ACH-000159,-0.169366963358
ACH-000160,-0.017701719260299998
ACH-000163,-0.0948543812276
ACH-000167,-0.041297474523699994
ACH-000168,-0.18038604857700002
ACH-000169,0.09919772436489999
ACH-000178,-0.0403576363609
ACH-000182,-0.109434801042
ACH-000183,-0.17838706252099998
ACH-000188,-0.100992830222
ACH-000189,0.06906868664810001
ACH-000190,-0.266167182655
ACH-000198,-0.08500494071350001
ACH-000204,0.015298509537799999
ACH-000206,-0.20323006524999998
ACH-000207,0.128129804396
ACH-000211,-0.0573099555777
ACH-000215,-0.115698091476
ACH-000221,0.0027096820824099995
ACH-000222,0.013097882986999999
ACH-000223,-0.10869622908299999
ACH-000226,-0.157310136952
ACH-000227,-0.0322780344684
ACH-000228,-0.09962556401419999
ACH-000231,-0.165283230842
ACH-000232,-0.00106744693329
ACH-000233,-0.0515473553407
ACH-000234,-0.168326596614
ACH-000235,-0.0029761994818499997
ACH-000237,0.047861538592499996
ACH-000238,-0.191451037161
ACH-000243,-0.125002087673
ACH-000244,-0.356860596625
ACH-000246,-0.0794750824873
ACH-000248,-0.301329436998
ACH-000250,-0.17680747663899998
ACH-000251,-0.09281204337089999
ACH-000253,-0.106849341755
ACH-000255,-0.06602363305430001
ACH-000256,-0.0650838022956
ACH-000257,0.0288938089198
ACH-000258,-0.322970686096
ACH-000259,-0.07708188873430001
ACH-000260,-0.0783289523107
ACH-000261,-0.0781355214172
ACH-000262,-0.008366709380899999
ACH-000263,-0.285427027269
ACH-000264,0.0219454209092
ACH-000265,-0.13869241479
ACH-000266,-0.0444989315433
ACH-000272,-0.23495908760099998
