,IQGAP3 (128239)
ACH-000004,-0.08979129053139999
ACH-000007,-0.339345051839
ACH-000009,-0.6308765151479999
ACH-000011,-0.166947494188
ACH-000012,-0.293205341794
ACH-000013,-0.16413791255000001
ACH-000014,-0.09212335407479999
ACH-000015,-0.0774094159515
ACH-000017,-0.31335764327300003
ACH-000018,-0.138006672682
ACH-000019,-0.0488332580351
ACH-000021,-0.23795921827599997
ACH-000022,-0.662466165788
ACH-000025,-0.514505848269
ACH-000028,-0.0585072332893
ACH-000030,-0.150394051801
ACH-000035,-0.31755101139
ACH-000036,-0.314928013749
ACH-000037,-0.199707623105
ACH-000039,-0.311664888202
ACH-000040,-0.135378897134
ACH-000041,-0.009338186500649999
ACH-000042,-0.22610528715999997
ACH-000045,-0.197229404037
ACH-000047,-0.100126640986
ACH-000052,-0.221906956451
ACH-000053,-0.0905884910609
ACH-000054,-0.19734190686500003
ACH-000055,-0.11535876165100001
ACH-000060,-0.26259397044
ACH-000067,0.0726829163919
ACH-000070,0.0027456686829899998
ACH-000075,-0.0367095934347
ACH-000078,-0.426998314494
ACH-000082,-0.24592113911200003
ACH-000085,-0.056800102775600006
ACH-000086,-0.31785766565
ACH-000087,-0.37171890570699995
ACH-000092,-0.151354675194
ACH-000095,-0.19817117268399997
ACH-000097,-0.0632755148557
ACH-000098,-0.244776980041
ACH-000099,-0.254300342954
ACH-000108,-0.589716979272
ACH-000113,-0.09593596653969999
ACH-000115,-0.171125538618
ACH-000116,-0.21715115659899997
ACH-000118,-0.0996857946564
ACH-000120,-0.336984221665
ACH-000123,-0.31600584143800003
ACH-000127,-0.18682581414500002
ACH-000128,-0.215971977699
ACH-000132,-0.20172702176399998
ACH-000133,-0.391362039064
ACH-000137,-0.179603391974
ACH-000138,-0.253950479164
ACH-000142,-0.22356458748799998
ACH-000143,0.038022760708199994
ACH-000146,-0.213196637914
ACH-000148,-0.247080800962
ACH-000150,-0.137127072696
ACH-000152,-0.213487434556
ACH-000153,-0.006833447909819999
ACH-000159,-0.260887620762
ACH-000160,-0.035006213025
ACH-000163,0.051665179396599994
ACH-000167,-0.277218179414
ACH-000168,-0.293859618948
ACH-000169,-0.155363808183
ACH-000178,-0.0468835962089
ACH-000182,-0.046795697050199994
ACH-000183,-0.150980909432
ACH-000188,-0.0872740970572
ACH-000189,0.10750686623
ACH-000190,0.195040799965
ACH-000198,-0.502087709104
ACH-000204,-0.16780141210900001
ACH-000206,0.170000917901
ACH-000207,-0.0276399687688
ACH-000211,-0.20506773267700001
ACH-000215,-0.29418049938900004
ACH-000221,-0.16470107589000002
ACH-000222,-0.486040680926
ACH-000223,-0.10296957180199999
ACH-000226,-0.264312181382
ACH-000227,-0.195163254316
ACH-000228,-0.6275182760010001
ACH-000231,-0.256665429037
ACH-000232,-0.528227521642
ACH-000233,-0.17177587285100002
ACH-000234,-0.356493455539
ACH-000235,-0.37741192554499997
ACH-000237,-0.149549093459
ACH-000238,-0.239935415442
ACH-000243,-0.260770947275
ACH-000244,-0.35162579831699997
ACH-000246,-0.154594804749
ACH-000248,-0.145245953322
ACH-000250,-0.25521781323000003
ACH-000251,-0.35212611924099996
ACH-000253,-0.17533986745000002
ACH-000255,-0.183362781743
ACH-000256,-0.36165800396700004
ACH-000257,0.123810183558
ACH-000258,-0.222492066257
ACH-000259,-0.450732711788
ACH-000260,-0.231799946071
ACH-000261,-0.06951603631060001
ACH-000262,0.043324137995600004
ACH-000263,-0.18427145659699998
ACH-000264,-0.319388841732
ACH-000265,-0.18765785316199998
ACH-000266,-0.338231081656
