,CNST (163882)
ACH-000004,0.326630240206
ACH-000007,0.221751227854
ACH-000009,0.0364595203521
ACH-000011,0.213562233272
ACH-000012,0.20972501743500002
ACH-000013,0.300429542569
ACH-000014,0.11585476011700001
ACH-000015,0.169910888909
ACH-000017,0.059601704033900006
ACH-000018,0.135897861714
ACH-000019,0.15145415432
ACH-000021,0.09265026674650001
ACH-000022,0.118460333515
ACH-000025,0.18487708753600002
ACH-000028,0.21489967001600002
ACH-000030,0.331963319696
ACH-000035,0.205344368855
ACH-000036,0.27809700071800003
ACH-000037,0.338041831936
ACH-000039,0.133339497461
ACH-000040,-0.0112809019502
ACH-000041,0.019248486031500003
ACH-000042,0.270034449525
ACH-000045,0.286114179949
ACH-000047,0.17201565434799998
ACH-000052,0.06539374352130001
ACH-000053,0.124199143186
ACH-000054,0.19810452850699997
ACH-000055,0.23991981609000002
ACH-000060,0.250031681173
ACH-000067,0.16777052715
ACH-000070,0.11066640683000001
ACH-000075,0.171583450106
ACH-000078,-0.017668560134999997
ACH-000082,0.244987441304
ACH-000085,0.24406272907600002
ACH-000086,0.122792394705
ACH-000087,0.292083574674
ACH-000092,0.283893854553
ACH-000095,0.175478908534
ACH-000097,0.257694737994
ACH-000098,0.0893225389603
ACH-000099,0.159462191145
ACH-000108,0.17012369023200002
ACH-000113,0.0554676125882
ACH-000115,0.137963513699
ACH-000116,0.125140060834
ACH-000118,0.34278044614000003
ACH-000120,0.123982348635
ACH-000123,0.190779841929
ACH-000127,0.296091024998
ACH-000128,0.17031763207199999
ACH-000132,0.333781800716
ACH-000133,0.324737353383
ACH-000137,0.222231627413
ACH-000138,0.119899518386
ACH-000142,0.24850056518199998
ACH-000143,0.14729668011299998
ACH-000146,0.147119360165
ACH-000148,0.103940187028
ACH-000150,0.136607505993
ACH-000152,0.180507851787
ACH-000153,-0.0268780237938
ACH-000159,0.253274174751
ACH-000160,0.254107067518
ACH-000163,0.257092033527
ACH-000167,0.260326742501
ACH-000168,0.202482791855
ACH-000169,0.253376259193
ACH-000178,0.21311618970600002
ACH-000182,0.23610994005999997
ACH-000183,0.20830081098099998
ACH-000188,0.393897876873
ACH-000189,0.298543500791
ACH-000190,0.210011603121
ACH-000198,0.265384295441
ACH-000204,0.207998731479
ACH-000206,0.276071554963
ACH-000207,0.289688427037
ACH-000211,0.21827541697500003
ACH-000215,0.17102612671700002
ACH-000221,0.252780486775
ACH-000222,0.06961063066619999
ACH-000223,0.154543832571
ACH-000226,0.215342181734
