,F13A1 (2162)
ACH-000004,0.0383641867391
ACH-000007,-0.0485218582707
ACH-000009,-0.029000676611900002
ACH-000011,0.0609150191715
ACH-000012,0.184366731262
ACH-000013,0.10991184284399999
ACH-000014,0.0132259635366
ACH-000015,0.206799822405
ACH-000017,0.0299961235903
ACH-000018,0.071307350577
ACH-000019,0.300200872439
ACH-000021,0.155205157642
ACH-000022,0.22374965411400002
ACH-000025,0.167404843738
ACH-000028,0.187676080953
ACH-000030,0.137142240793
ACH-000035,0.1608388062
ACH-000036,0.0739444554628
ACH-000037,0.14172289448
ACH-000039,0.31371273667800004
ACH-000040,0.129155479006
ACH-000041,0.0962035955717
ACH-000042,0.0900452494126
ACH-000045,0.12057190543600001
ACH-000047,0.11974216281500001
ACH-000052,0.116609482089
ACH-000053,-0.0175162794731
ACH-000054,0.138727952068
ACH-000055,-0.005256822815369999
ACH-000060,0.166265779578
ACH-000067,0.0771278837858
ACH-000070,0.0986518925564
ACH-000075,0.10790119522
ACH-000078,-0.049069103437599994
ACH-000082,0.161907788252
ACH-000085,0.20655226621599998
ACH-000086,0.137135357376
ACH-000087,0.263267510229
ACH-000092,0.20249823460799998
ACH-000095,0.0377866513578
ACH-000097,0.123824251322
ACH-000098,0.14036689617999998
ACH-000099,0.0612142342511
ACH-000108,-0.00373021420034
ACH-000113,0.0156721961974
ACH-000115,0.21511602103900002
ACH-000116,0.101516612501
ACH-000118,0.001771230905
ACH-000120,0.13444277427200002
ACH-000123,0.085631178725
ACH-000127,0.079750154627
ACH-000128,0.07548006902769999
ACH-000132,0.0330530714266
ACH-000133,0.148552902213
ACH-000137,0.23852820526299998
ACH-000138,-0.0824217604338
ACH-000142,0.227384278693
ACH-000143,0.177789485906
ACH-000146,0.127454747667
ACH-000148,0.12799662018
ACH-000150,0.18360152434799998
ACH-000152,0.135945110969
ACH-000153,0.101786469354
ACH-000159,0.08723327997300001
ACH-000160,-0.0434978477894
ACH-000163,0.186382533225
ACH-000167,-0.0148301267151
ACH-000168,0.16355215526
ACH-000169,0.166787229297
ACH-000178,0.138911642669
ACH-000182,0.238437328319
ACH-000183,0.0432472328196
ACH-000188,0.0679766934432
ACH-000189,0.133718064246
ACH-000190,0.086166763247
ACH-000198,0.138334566347
ACH-000204,-0.0754364091209
ACH-000206,0.13098131864
ACH-000207,0.365633693837
ACH-000211,0.180341464377
ACH-000215,0.241264477133
ACH-000221,0.06818817753340001
ACH-000222,0.152633249286
ACH-000223,0.0470246374079
ACH-000226,0.0314751874964
ACH-000227,0.0359671507177
ACH-000228,0.246770937908
ACH-000231,0.0801216058835
ACH-000232,0.0138879061165
ACH-000233,0.176138631917
ACH-000234,0.12150978282
ACH-000235,0.16306464638499998
ACH-000237,0.0842785013811
ACH-000238,-0.0029723004109800002
ACH-000243,0.10059073743899999
ACH-000244,0.322591386387
ACH-000246,0.157448553515
ACH-000248,0.164627023629
ACH-000250,0.08391849572519999
ACH-000251,0.042790828844800004
ACH-000253,0.322602649133
ACH-000255,0.263578805589
ACH-000256,0.100467657783
ACH-000257,0.199043692837
ACH-000258,-0.128974834627
ACH-000259,0.09109035269600001
ACH-000260,0.164732300199
ACH-000261,0.148500208663
ACH-000262,0.284194470741
ACH-000263,0.0506098993105
ACH-000264,0.205349861862
ACH-000265,0.08472725120539999
ACH-000266,0.14276492448699998
ACH-000272,0.145356451463
ACH-000273,-0.00430588645706
ACH-000274,0.11644220170399999
ACH-000277,0.19259514989999998
ACH-000278,0.18169647244800002
ACH-000279,0.190366949404
ACH-000280,0.14129745011800002
ACH-000281,0.0659065952566
ACH-000288,0.172037017104
ACH-000291,0.209647770575
ACH-000293,0.0159574748111
ACH-000294,0.227497852676
ACH-000295,0.17414191530900003
ACH-000296,0.101366870733
ACH-000302,0.0921879833508
ACH-000304,0.0877976004732
ACH-000307,0.148467836418
ACH-000308,0.056067118122699995
ACH-000310,0.131570003041
ACH-000311,0.108215194964
ACH-000312,-0.027056305022299998
ACH-000315,0.138556620666
ACH-000316,0.263282883292
ACH-000317,0.0034650059545
ACH-000318,0.110903197408
ACH-000319,0.20302651518
ACH-000320,0.109657463591
ACH-000322,0.24766059123300002
ACH-000323,0.111295756871
ACH-000324,0.111282043357
ACH-000329,0.0751990342345
ACH-000330,0.165753811067
ACH-000331,0.0449191424006
ACH-000332,0.15481915096100002
ACH-000334,0.047202204374
ACH-000335,0.404746856946
ACH-000336,0.328795525059
ACH-000337,0.326282657978
ACH-000339,0.153272406852
ACH-000341,0.265136993129
ACH-000348,0.201138665805
ACH-000350,0.314008308892
ACH-000352,0.169927559377
ACH-000356,0.15747181577199998
ACH-000361,0.24195233703699998
ACH-000362,0.0153947770262
ACH-000363,0.0478729777274
ACH-000364,0.009908168346469999
ACH-000365,0.11881854295999998
ACH-000366,0.10842498164999999
ACH-000368,0.14539716566
ACH-000374,-0.0495897128354
ACH-000375,-0.029433859565099998
ACH-000376,0.0577639848953
ACH-000381,0.07324174721400001
ACH-000383,0.111467718129
ACH-000387,0.053912514746400006
ACH-000389,0.139874203196
ACH-000390,0.133985212932
ACH-000393,0.17303138090599998
ACH-000395,0.0104895547935
ACH-000397,0.21885639366
ACH-000401,0.119922370606
ACH-000402,-0.11650452236099999
ACH-000403,0.112101242259
ACH-000404,0.233496971158
ACH-000406,0.138837638471
ACH-000407,0.0488003129474
ACH-000408,0.170129345762
ACH-000410,0.18152583237599998
ACH-000411,0.140347823383
ACH-000414,0.0769923519
ACH-000415,0.20183574864
ACH-000416,0.114650178906
ACH-000420,0.10690348954500001
ACH-000421,0.161633757959
ACH-000424,0.0668585643614
ACH-000425,0.128262473145
ACH-000426,0.19462804494199998
ACH-000427,0.26085419320500003
ACH-000433,0.24089704710999998
ACH-000436,0.0629754961648
ACH-000444,0.0210998025674
ACH-000445,0.24743036327100001
ACH-000448,0.166381743749
ACH-000450,-0.188714127414
ACH-000452,0.0459349270237
ACH-000454,0.09430496303680001
ACH-000458,0.0622937255819
ACH-000459,-0.0707517742498
ACH-000460,0.15425522319499999
ACH-000461,0.0938230028897
ACH-000463,0.188978572458
ACH-000464,0.175354015632
ACH-000466,0.0350516121381
ACH-000467,0.071988311876
ACH-000468,0.160241779076
ACH-000469,0.041278801911900004
ACH-000470,0.12182975705299999
ACH-000471,0.120713531486
ACH-000472,0.138506526842
