,PHB (5245)
ACH-000320,-1.4698135848500002
ACH-000322,-1.2950301023100002
ACH-000323,-1.3052843289
ACH-000324,-1.01258142531
ACH-000329,-1.18325103359
ACH-000330,-0.8497534081550001
ACH-000331,-1.0922151468999999
ACH-000332,-1.1601238263200002
ACH-000334,-0.815150082257
ACH-000335,-1.30082420165
ACH-000336,-1.30840020082
ACH-000337,-1.31283034614
ACH-000339,-1.13193465909
ACH-000341,-1.53238415446
ACH-000348,-1.41762863509
ACH-000350,-1.4354688147799999
ACH-000352,-1.0904084347
ACH-000356,-1.5654383763600002
ACH-000361,-1.08060929411
ACH-000362,-1.31649430642
ACH-000363,-1.36605054076
ACH-000364,-0.959056701108
ACH-000365,-1.2370196093
ACH-000366,-1.12568503776
ACH-000368,-1.0975548740899999
ACH-000374,-0.993467850918
ACH-000375,-1.0372207566399998
ACH-000376,-0.8555554017489999
ACH-000381,-1.1566183660299998
ACH-000383,-1.17809292002
ACH-000387,-1.10411267128
ACH-000389,-1.08926641133
ACH-000390,-1.10547991419
ACH-000393,-1.5175597492500001
ACH-000395,-1.03011120984
ACH-000397,-0.968650906987
ACH-000401,-1.04225797556
ACH-000402,-0.651189231893
ACH-000403,-1.3352142703299998
ACH-000404,-0.94400618787
ACH-000406,-1.35170771808
ACH-000407,-1.30870652078
ACH-000408,-1.0896432011
ACH-000410,-1.09800689871
ACH-000411,-1.3661841239599999
ACH-000414,-1.45244288477
ACH-000415,-1.38276695134
ACH-000416,-1.12333470933
ACH-000420,-1.23146766334
ACH-000421,-1.02547031036
ACH-000424,-1.4980689395700002
ACH-000425,-0.933792543768
ACH-000426,-1.19679520021
ACH-000427,-1.35913660121
ACH-000433,-1.1706642589
ACH-000436,-1.60746622546
ACH-000444,-1.0671924399600001
ACH-000445,-0.928262509262
ACH-000448,-1.2299585878200001
ACH-000450,-1.1670731914799999
ACH-000452,-1.0883733628299999
ACH-000454,-1.08022562736
ACH-000458,-1.1505054478499999
ACH-000459,-0.9459024666399999
ACH-000460,-1.05866665558
ACH-000461,-1.37031959044
ACH-000463,-1.32061584461
ACH-000464,-1.28831283188
ACH-000466,-1.27098762866
ACH-000467,-0.976480792253
ACH-000468,-1.0936936261299999
ACH-000469,-1.19549927689
ACH-000470,-1.11342011346
ACH-000471,-1.37342977597
ACH-000472,-1.2365268758299999
ACH-000473,-1.08825806352
ACH-000475,-1.3764760675799999
ACH-000476,-1.24882821937
ACH-000477,-1.4513001210699998
ACH-000480,-1.31322309981
ACH-000481,-1.1799992824799999
ACH-000483,-1.5590619184799999
ACH-000484,-1.2492996527200002
ACH-000485,-1.55533639113
ACH-000486,-1.27785617717
ACH-000487,-1.25242708629
ACH-000488,-1.1540067094700002
ACH-000490,-1.24336104335
ACH-000491,-1.17117989005
ACH-000495,-1.04576900111
ACH-000496,-1.03828549626
ACH-000499,-1.3447232437999999
ACH-000500,-1.3114166937799998
ACH-000502,-1.00088385028
ACH-000503,-1.10565781083
ACH-000505,-1.18372932303
ACH-000507,-0.929450475836
ACH-000510,-1.16292917437
ACH-000511,-1.12514776071
ACH-000512,-1.12482938588
ACH-000516,-1.50964151849
ACH-000517,-1.2595353
ACH-000518,-1.23510990216
ACH-000520,-1.21220897648
ACH-000521,-1.39992148301
ACH-000522,-1.31856988756
ACH-000524,-1.5680069736200002
ACH-000527,-1.2732546892799999
ACH-000528,-1.17377176097
ACH-000537,-1.3589359287600002
ACH-000541,-1.4999360270700002
ACH-000542,-1.1069140515
ACH-000544,-1.13409503507
ACH-000545,-0.965875740615
ACH-000547,-1.2695029408299998
ACH-000548,-1.10576798935
ACH-000549,-1.05971890199
ACH-000550,-1.08662921838
ACH-000552,-1.052493324
ACH-000556,-1.46857356592
ACH-000557,-1.66071750695
ACH-000570,-1.24020876231
ACH-000571,-1.22226812064
ACH-000573,-1.32900012845
ACH-000576,-1.22860063776
ACH-000580,-0.938626424973
ACH-000584,-1.46446203894
ACH-000585,-1.2052886241399998
ACH-000588,-1.40744925259
ACH-000589,-1.3287084255
ACH-000591,-1.28143144419
ACH-000593,-1.31050039706
ACH-000600,-1.28357494116
ACH-000601,-1.18999621197
ACH-000604,-1.44727037514
ACH-000605,-1.31891182192
ACH-000606,-1.1932553045
ACH-000608,-1.14379310948
ACH-000614,-0.9018294208140001
ACH-000616,-1.06541081844
ACH-000618,-1.35330766815
ACH-000619,-1.2168367192899998
ACH-000620,-0.974523114971
ACH-000621,-1.4207550075100002
ACH-000622,-1.2702784518999999
ACH-000623,-1.15455056795
ACH-000624,-1.2276022816399998
ACH-000627,-1.1143723808900001
ACH-000630,-1.5260654110499998
ACH-000632,-1.21178930932
ACH-000633,-1.2850117106
ACH-000637,-1.17084534956
ACH-000638,-1.1700976229
ACH-000646,-1.54580162253
ACH-000647,-1.30068025796
ACH-000648,-1.50962580938
ACH-000649,-1.1804064686
ACH-000651,-1.2352879998100001
ACH-000652,-1.1906938329
ACH-000653,-1.09119210471
ACH-000657,-1.27613562945
ACH-000658,-1.33419416699
ACH-000661,-1.0767005224
ACH-000662,-1.60412939889
ACH-000663,-0.8756114618690001
ACH-000665,-1.0944971299500001
ACH-000671,-1.3121309807
ACH-000673,-1.1927905132899999
ACH-000676,-1.39709140509
ACH-000677,-0.945930088713
ACH-000681,-1.3046515831799999
ACH-000682,-1.27929683838
ACH-000683,-1.25972826696
ACH-000684,-1.2904393867200001
ACH-000688,-1.08135774389
ACH-000693,-1.4824535578
ACH-000694,-1.3472327208300001
ACH-000695,-1.47917706692
ACH-000696,-1.24440301557
ACH-000697,-1.04960469607
ACH-000699,-1.21097815942
ACH-000701,-1.19761307716
ACH-000706,-1.45176869739
ACH-000711,-1.21528140134
ACH-000713,-1.2133075988200002
ACH-000714,-1.11108223609
ACH-000718,-1.0982413687600001
ACH-000720,-1.30497958239
ACH-000721,-1.20386067074
ACH-000724,-1.51100085286
ACH-000725,-1.07885172874
ACH-000732,-1.4915041219999998
ACH-000734,-1.15147953468
ACH-000735,-1.1779099978
ACH-000736,-1.10343604176
ACH-000738,-1.31421063438
ACH-000746,-1.39366982523
ACH-000747,-1.46030153545
ACH-000748,-1.1770090796600001
ACH-000753,-1.35979533159
ACH-000756,-1.55065721922
ACH-000757,-1.16904307259
ACH-000758,-1.1086594827
ACH-000760,-1.22231243108
ACH-000763,-1.26809699017
ACH-000764,-0.9483058252619999
ACH-000765,-0.9595643017899999
ACH-000766,-1.312428401
ACH-000767,-1.2704086983299998
ACH-000768,-1.2175591091
ACH-000769,-1.01613717485
ACH-000770,-1.2539322256999998
ACH-000771,-1.0170148903899998
ACH-000773,-1.10529216482
ACH-000776,-1.3471923991299999
ACH-000777,-1.25763709056
ACH-000778,-1.1147200284999998
ACH-000781,-1.43221405511
ACH-000782,-1.20432945365
ACH-000783,-1.43869202648
ACH-000784,-1.38430917277
ACH-000785,-1.3822989164100001
ACH-000787,-1.09628700729
ACH-000788,-1.30175621573
ACH-000791,-1.1637377982700001
ACH-000792,-1.1958393013700002
ACH-000794,-1.2697354406899999
ACH-000796,-1.1429301385100001
ACH-000799,-1.00716428594
ACH-000800,-1.47577292155
ACH-000802,-1.0736982188500002
ACH-000804,-1.28462222574
ACH-000805,-1.30534616605
ACH-000809,-1.17571082284
ACH-000810,-1.47637931673
ACH-000811,-1.1528420702600002
ACH-000817,-1.19217033667
ACH-000819,-1.17859593535
ACH-000820,-1.23007104642
ACH-000821,-1.2169174040200001
ACH-000822,-1.0634005816
ACH-000823,-1.22582253249
ACH-000824,-1.4293302198700002
ACH-000827,-1.01586872469
ACH-000829,-1.30206302794
ACH-000831,-1.01023839765
ACH-000832,-1.1700328977299999
ACH-000833,-1.58457179521
ACH-000834,-1.26446142071
ACH-000835,-0.9633588127089999
ACH-000836,-0.818961451143
ACH-000837,-1.1349788028299999
ACH-000838,-1.26414240751
ACH-000839,-1.26852291161
ACH-000840,-1.0733079881299998
ACH-000841,-1.32560798594
ACH-000843,-1.4119197365
ACH-000846,-1.2960021405500002
ACH-000847,-1.33659562839
ACH-000848,-0.962754749936
ACH-000849,-1.4069835263400001
ACH-000851,-1.0775693811
ACH-000855,-1.23815463843
ACH-000856,-1.1587995644700002
ACH-000858,-1.32148837137
ACH-000859,-1.04072525597
ACH-000861,-1.2939306786
ACH-000862,-1.40960512228
ACH-000865,-1.1929794478
ACH-000866,-1.3362116205299999
ACH-000867,-1.50663853299
ACH-000869,-1.5321906036700002
ACH-000872,-1.34419889779
ACH-000873,-1.20259934232
ACH-000876,-1.7728260868
ACH-000878,-1.38242678747
ACH-000880,-1.23340065794
ACH-000881,-1.13320301726
ACH-000882,-1.0782274198200001
ACH-000884,-1.22716757095
ACH-000885,-1.1395741633299998
ACH-000887,-1.32789228298
ACH-000888,-1.3211584790000002
ACH-000889,-1.11979707539
ACH-000890,-0.9917348695110001
ACH-000896,-1.21465359047
ACH-000898,-1.18409038577
ACH-000900,-1.39339917296
ACH-000901,-1.09541962669
ACH-000905,-1.2022920809200002
ACH-000906,-1.1761668307700002
ACH-000907,-1.25972277235
ACH-000910,-0.9678804878899999
ACH-000911,-1.24069406972
ACH-000912,-1.16889462628
ACH-000913,-1.17825625689
ACH-000915,-1.2337117229999999
ACH-000916,-0.892026651223
ACH-000917,-1.26295935359
ACH-000921,-1.1980231937299999
ACH-000924,-1.29878572091
ACH-000926,-1.03993071157
ACH-000928,-1.16524393369
ACH-000929,-1.5794277286000002
ACH-000932,-1.2574938545799998
ACH-000935,-1.180150891
ACH-000936,-1.07687684773
ACH-000937,-1.33894562983
ACH-000938,-1.3384813691
ACH-000939,-1.2350797491
ACH-000941,-1.4394583474899998
ACH-000943,-0.977204403126
ACH-000946,-1.29001445293
ACH-000947,-1.18980718678
ACH-000948,-1.2018600825
ACH-000950,-1.17110707327
ACH-000953,-1.7235030272999998
ACH-000957,-1.4466321743900001
ACH-000958,-1.41664851134
ACH-000960,-1.5270983554
ACH-000963,-2.0258751193999998
ACH-000968,-0.8281273139540001
ACH-000969,-1.2357396313700002
ACH-000973,-1.25837042201
ACH-000974,-1.39285381385
ACH-000975,-1.48739102181
ACH-000976,-1.2313010120899999
ACH-000978,-1.16817321965
ACH-000980,-1.3458792931299999
ACH-000984,-1.08298484021
ACH-000986,-1.19451988298
ACH-000988,-1.36209734095
ACH-000993,-1.1762611086599999
ACH-000994,-1.14561282504
ACH-000996,-1.73523267282
ACH-001001,-1.26100331259
ACH-001020,-1.10505180208
ACH-001028,-1.5349313459600002
ACH-001031,-1.45003370553
ACH-001038,-1.39305921334
ACH-001048,-0.9816056330290001
ACH-001050,-1.08871375705
ACH-001053,-1.07453442565
ACH-001054,-0.891533657465
ACH-001061,-1.11317176105
ACH-001067,-1.24416572154
ACH-001075,-1.08691289547
ACH-001096,-1.2207353304000002
ACH-001128,-0.809524748443
ACH-001134,-1.09577867944
ACH-001151,-1.21424703626
ACH-001163,-1.30416773839
ACH-001164,-1.42419620205
ACH-001173,-1.17633458763
ACH-001183,-1.30689297724
ACH-001184,-1.30365559798
ACH-001190,-0.8183214771259999
ACH-001192,-1.33662205751
ACH-001193,-0.6850911270899999
ACH-001196,-1.48117040002
ACH-001197,-1.13148704043
ACH-001205,-1.31212238266
ACH-001211,-1.40992943371
ACH-001212,-1.36938794278
ACH-001228,-1.42923462917
ACH-001232,-1.0874942267799999
ACH-001239,-1.20590392538
ACH-001274,-1.1539614589700002
ACH-001275,-1.23245571337
ACH-001277,-1.0925737060299998
ACH-001278,-1.36446424645
ACH-001280,-1.22320142168
ACH-001283,-1.17478978855
ACH-001289,-1.22110166366
ACH-001295,-1.4289068161
ACH-001300,-1.12095946946
ACH-001301,-1.30170858823
ACH-001302,-1.0645693275
ACH-001303,-1.27253814051
ACH-001306,-1.17859257601
ACH-001318,-1.3428930235499998
ACH-001322,-1.17770525854
ACH-001328,-1.22823824383
ACH-001332,-1.05566639974
ACH-001333,-1.352200302
ACH-001336,-1.1537808648999999
ACH-001340,-1.2317155035
ACH-001346,-1.12000859203
ACH-001353,-1.23321243654
ACH-001354,-1.4017614414500001
ACH-001367,-0.9685484822
ACH-001368,-1.1474021406000001
ACH-001374,-0.978743843607
ACH-001375,-1.42343500401
ACH-001377,-1.3393056094700002
ACH-001380,-1.211212452
ACH-001391,-1.40247890647
ACH-001407,-1.13950431219
ACH-001408,-1.0116632218200001
ACH-001413,-1.1723517569700002
ACH-001430,-1.28880912287
ACH-001431,-0.983938558641
ACH-001450,-0.807219504323
ACH-001496,-1.0
ACH-001500,-1.24849396204
ACH-001521,-1.22537159834
ACH-001523,-1.17876022056
ACH-001532,-1.16655913082
ACH-001536,-1.28272490994
ACH-001550,-1.19331014661
ACH-001552,-1.19992396056
ACH-001554,-1.2177081097600002
ACH-001645,-1.06767692778
ACH-001654,-1.24546328904
ACH-001715,-1.36441202775
ACH-001735,-1.4036318257700002
ACH-001736,-1.41360507067
ACH-001737,-1.2840651633600002
ACH-001740,-1.26470038956
ACH-001745,-1.11212874891
ACH-001750,-1.31053929124
ACH-001765,-1.25729994736
ACH-001956,-1.14761855824
ACH-001957,-1.1211150803799999
