,GP1BB (2812)
ACH-000004,-0.29123898054
ACH-000007,-0.0346942267262
ACH-000009,-0.11495229312300001
ACH-000011,-0.138622203109
ACH-000012,-0.251200680409
ACH-000013,-0.263735015524
ACH-000014,-0.275103784733
ACH-000015,-0.18230402519299999
ACH-000017,-0.242833601241
ACH-000018,-0.240280434128
ACH-000019,0.159130075904
ACH-000021,-0.23011259662900002
ACH-000022,-0.234662216378
ACH-000025,-0.23990233537900002
ACH-000028,-0.126016637939
ACH-000030,-0.18544321250100002
ACH-000035,-0.364009443116
ACH-000036,-0.337567306615
ACH-000037,-0.336754778582
ACH-000039,0.136378871467
ACH-000040,-0.09145207606939999
ACH-000041,-0.219666099034
ACH-000042,-0.272532885496
ACH-000045,-0.0916771287783
ACH-000047,-0.295090630794
ACH-000052,-0.41534319528
ACH-000053,-0.165470896977
ACH-000054,-0.043480038677199996
ACH-000055,-0.250173272746
ACH-000060,-0.270032531317
ACH-000067,-0.327079099047
ACH-000070,-0.424790813012
ACH-000075,-0.42567996696000004
ACH-000078,0.057543027840999995
ACH-000082,-0.107513363286
ACH-000085,-0.10743721070599999
ACH-000086,-0.023097662075400004
ACH-000087,-0.216304953
ACH-000092,-0.426523705129
ACH-000095,-0.0535042422982
ACH-000097,-0.133584996955
ACH-000098,-0.267054423738
ACH-000099,-0.024898117348700004
ACH-000108,-0.30459540391600004
ACH-000113,-0.156363513443
ACH-000115,-0.35087309544100004
ACH-000116,-0.0746260533087
ACH-000118,-0.189546383076
ACH-000120,-0.161146486342
ACH-000123,-0.0195626689223
ACH-000127,-0.130311341393
ACH-000128,-0.0982918025338
ACH-000132,-0.181883731675
ACH-000133,-0.379440434016
ACH-000137,-0.49652586045
ACH-000138,0.147051817276
ACH-000142,-0.150438228792
ACH-000143,-0.133493653087
ACH-000146,-0.124058772
ACH-000148,-0.0317324230472
ACH-000150,-0.194016540421
ACH-000152,-0.23895519955800001
ACH-000153,0.375394001765
ACH-000159,0.11463852014699999
ACH-000160,-0.454775004267
ACH-000163,0.0103940496559
ACH-000167,-0.0607075997785
ACH-000168,-0.352199721221
ACH-000169,-0.19948456164
ACH-000178,-0.068138104601
ACH-000182,0.040354373722
ACH-000183,-0.13690760191600002
ACH-000188,-0.19211988559300003
ACH-000189,-0.132708775674
ACH-000190,0.00918470696662
ACH-000198,-0.0367464411072
ACH-000204,-0.130076324046
ACH-000206,-0.0900339773205
ACH-000207,-0.305140840684
ACH-000211,0.011236380250799998
ACH-000215,-0.11379884225400001
ACH-000221,-0.18391855223700002
ACH-000222,-0.24510638902399998
ACH-000223,-0.208468461324
ACH-000226,-0.263893092088
ACH-000227,-0.15470547913799998
ACH-000228,-0.0238078346117
ACH-000231,-0.397411220938
ACH-000232,-0.107978720626
ACH-000233,-0.143227660724
ACH-000234,0.0650532734502
ACH-000235,-0.012064226139100001
ACH-000237,-0.09646648920630001
ACH-000238,-0.131569920512
ACH-000243,-0.139094608139
ACH-000244,-0.129207488363
ACH-000246,-0.0061248574377499995
ACH-000248,-0.16215532962200002
ACH-000250,-0.0777567418063
ACH-000251,-0.140929522204
ACH-000253,-0.242775060627
ACH-000255,-0.28684714935600003
ACH-000256,-0.451577769907
ACH-000257,-0.047542127347900004
ACH-000258,-0.09026799980830001
ACH-000259,-0.186850400223
ACH-000260,-0.10154088948899999
ACH-000261,-0.132379273662
ACH-000262,-0.0839071488388
ACH-000263,-0.32530114735800003
ACH-000264,-0.347307586284
ACH-000265,-0.09410960455589998
ACH-000266,-0.13070987037999998
ACH-000272,-0.202986644689
ACH-000273,-0.33687137026299996
ACH-000274,-0.36280466688900004
ACH-000277,-0.141296428467
ACH-000278,-0.306254563711
ACH-000279,-0.117025542203
ACH-000280,-0.266919898966
ACH-000281,0.0146919739606
ACH-000288,-0.136204766696
ACH-000291,-0.129804281259
ACH-000293,-0.18733820540399998
ACH-000294,0.0389593432384
ACH-000295,-0.802805049422
ACH-000296,-0.116586646856
ACH-000302,-0.22553324981999998
ACH-000304,-0.37877529613899996
ACH-000307,-0.213886472876
ACH-000308,-0.10655042800799999
ACH-000310,0.114127276965
ACH-000311,0.0353511052065
ACH-000312,-0.134928796725
ACH-000315,-0.217871601321
ACH-000316,-0.167822926673
ACH-000317,0.176751346541
ACH-000318,-0.147933688725
ACH-000319,-0.22601177545
ACH-000320,0.04587438537269999
ACH-000322,-0.0827521335688
ACH-000323,-0.381373056122
ACH-000324,-0.1281809811
ACH-000329,-0.12418381875399999
ACH-000330,-0.304665983085
ACH-000331,-0.0813230582014
ACH-000332,-0.0132863084665
ACH-000334,-0.279322675638
ACH-000335,-0.21450154294799997
ACH-000336,-0.502272725306
ACH-000337,-0.586144476441
ACH-000339,-0.127648800195
ACH-000341,-0.175670066366
ACH-000348,-0.156330011229
ACH-000350,0.0177040678539
ACH-000352,-0.166918626474
ACH-000356,-0.296593683969
ACH-000361,-0.141882367047
ACH-000362,-0.115445392942
ACH-000363,-0.253149331153
ACH-000364,-0.00523662235685
ACH-000365,-0.42276865515900003
ACH-000366,-0.133135476074
ACH-000368,-0.127263267226
ACH-000374,-0.0643622226007
ACH-000375,-0.296828613728
ACH-000376,-0.36806023728799997
ACH-000381,-0.0477540759468
ACH-000383,-0.0625269848694
ACH-000387,-0.0399126655123
ACH-000389,-0.175664278204
ACH-000390,-0.163596510304
ACH-000393,-0.053557907850199996
ACH-000395,-0.1344013711
ACH-000397,-0.535571068805
ACH-000401,-0.22289188414299999
ACH-000402,-0.7924199318870001
ACH-000403,-0.201184949353
ACH-000404,-0.16245157797499998
ACH-000406,-0.142506207239
ACH-000407,-0.328098828618
ACH-000408,-0.21850047373599998
ACH-000410,-0.22355869189199998
ACH-000411,-0.15079965258
ACH-000414,0.010115112558299999
ACH-000415,-0.189777648504
ACH-000416,-0.16935826211599997
ACH-000420,-0.192179199288
ACH-000421,-0.239390371081
ACH-000424,-0.245150735313
ACH-000425,-0.263187258635
ACH-000426,-0.105988601362
ACH-000427,-0.365134202585
ACH-000433,-0.417127631835
ACH-000436,-0.0764615676755
ACH-000444,-0.271072007759
ACH-000445,-0.39365784311499996
ACH-000448,-0.0965220233504
ACH-000450,-0.154703259511
ACH-000452,-0.364911398434
ACH-000454,-0.485710515438
ACH-000458,-0.39393647874399995
ACH-000459,-0.189928377683
ACH-000460,-0.0895470327163
ACH-000461,-0.367607147978
ACH-000463,0.0347727654697
ACH-000464,-0.053258755735999995
ACH-000466,-0.31717631757599996
ACH-000467,-0.235375859755
ACH-000468,-0.12858847857300001
ACH-000469,-0.0842128877725
ACH-000470,-0.582520257591
ACH-000471,-0.19118988444200002
ACH-000472,-0.13470592376499999
ACH-000473,-0.10957602028300001
ACH-000475,-0.170492728541
ACH-000476,-0.13783387179099998
ACH-000477,-0.34703684113000005
ACH-000480,-0.316115448518
ACH-000481,-0.24775575169199998
ACH-000483,-0.122401823256
ACH-000484,-0.185553604322
ACH-000485,-0.24181183970400003
ACH-000486,-0.30845016751800003
ACH-000487,-0.131020203597
ACH-000488,-0.219109647202
ACH-000490,-0.246453995084
ACH-000491,-0.0296963721715
ACH-000495,-0.0623579605008
ACH-000496,0.0840593953018
ACH-000499,-0.11772658559900001
ACH-000500,0.23635029795499998
ACH-000502,-0.350781610117
ACH-000503,0.345133016435
ACH-000505,-0.0297865253193
