,CHKB (1120)
ACH-000004,-0.16954406898
ACH-000007,-0.224678687903
ACH-000009,-0.113236277905
ACH-000011,-0.313834775401
ACH-000012,-0.08491211719200001
ACH-000013,-0.169142846287
ACH-000014,-0.103748909015
ACH-000015,-0.13221736061699998
ACH-000017,-0.157170931278
ACH-000018,-0.18229570094500003
ACH-000019,-0.17315672433499998
ACH-000021,-0.16362683525
ACH-000022,-0.00848391666755
ACH-000025,-0.422593905155
ACH-000028,-0.10220731644600001
ACH-000030,-0.297134461599
ACH-000035,-0.0567094981608
ACH-000036,-0.048380641856300005
ACH-000037,-0.0631205923343
ACH-000039,-0.356333765902
ACH-000040,-0.171413762759
ACH-000041,-0.288601797441
ACH-000042,-0.09679580839569998
ACH-000045,0.0266849201859
ACH-000047,-0.21235662544599998
ACH-000052,0.0415220808019
ACH-000053,-0.20922364494600001
ACH-000054,-0.229521679098
ACH-000055,-0.19832142248399998
ACH-000060,-0.37867203969499996
ACH-000067,-0.208641973202
ACH-000070,-0.136985728357
ACH-000075,0.0444253844604
ACH-000078,-0.392372324946
ACH-000082,-0.20739783474399998
ACH-000085,-0.377835018906
ACH-000086,-0.044533970066999995
ACH-000087,0.0288044935063
ACH-000092,-0.0896511963128
ACH-000095,-0.158255798747
ACH-000097,-0.20389181173
ACH-000098,-0.305178171213
ACH-000099,-0.257181439186
ACH-000108,-0.197384161675
ACH-000113,0.19929355608
ACH-000115,-0.16722630854
ACH-000116,-0.12404188336300001
ACH-000118,-0.138703470319
ACH-000120,-0.181087258156
ACH-000123,-0.323219569084
ACH-000127,-0.122167921077
ACH-000128,-0.318861592109
ACH-000132,-0.06858885965469999
ACH-000133,-0.0171014488684
ACH-000137,-0.26305178842300003
ACH-000138,-0.11961400626700001
ACH-000142,-0.15379518864299999
ACH-000143,-0.407807179181
ACH-000146,-0.19597457201699997
ACH-000148,-0.09164931361860001
ACH-000150,-0.139205654287
ACH-000152,-0.058292090910599996
ACH-000153,0.213503096555
ACH-000159,-0.0834992795115
ACH-000160,-0.234170324067
ACH-000163,-0.21025925495900002
ACH-000167,-0.0710662624846
ACH-000168,-0.012796385665899999
ACH-000169,-0.20965213470600003
ACH-000178,-0.0892598848925
ACH-000182,-0.0025072395632699997
ACH-000183,-0.114265616743
ACH-000188,0.00799740666008
ACH-000189,-0.03455907616369999
ACH-000190,-0.00046133670411400003
ACH-000198,-0.152050130177
ACH-000204,-0.108049693289
ACH-000206,-0.0753918557282
ACH-000207,-0.247442794578
ACH-000211,-0.26059463424
ACH-000215,-0.299185191053
ACH-000221,-0.158326846075
ACH-000222,-0.030832595807
ACH-000223,-0.151854241934
ACH-000226,-0.0757563335228
ACH-000227,-0.181697089149
ACH-000228,-0.108432037503
ACH-000231,-0.31165940136799997
ACH-000232,-0.374649152751
ACH-000233,-0.195713468214
ACH-000234,-0.25555177011
ACH-000235,-0.11483992332699999
ACH-000237,-0.210278819899
ACH-000238,-0.31455051132899997
ACH-000243,-0.0496236501167
ACH-000244,-0.315029460271
ACH-000246,-0.015391086153400001
ACH-000248,-0.0267918537769
ACH-000250,-0.152251957227
ACH-000251,-0.006074388376229999
ACH-000253,-0.257389875987
ACH-000255,-0.010266951122600001
ACH-000256,-0.34350548085999993
ACH-000257,0.003763797244
ACH-000258,0.149802199889
ACH-000259,-0.0874313375252
ACH-000260,-0.103057408546
ACH-000261,-0.200170170335
ACH-000262,-0.25750762489100004
ACH-000263,0.175020240036
ACH-000264,-0.20680243562199999
ACH-000265,-0.11676951306
ACH-000266,-0.237150794533
ACH-000272,-0.17083890330600002
ACH-000273,-0.12298326273
ACH-000274,-0.35237007218599997
ACH-000277,-0.150121935304
ACH-000278,-0.103493604708
ACH-000279,-0.153666468377
ACH-000280,-0.229197089157
ACH-000281,-0.272196937433
ACH-000288,-0.232954105123
ACH-000291,-0.07056140448699999
ACH-000293,-0.251032885837
ACH-000294,0.136066420571
ACH-000295,-0.400916035044
ACH-000296,-0.19686439971099998
ACH-000302,-0.144671152208
ACH-000304,-0.0632476497064
ACH-000307,-0.180751579714
ACH-000308,-0.17099494541299998
ACH-000310,-0.240164881995
ACH-000311,-0.120360825226
ACH-000312,-0.211484012718
ACH-000315,-0.081711797114
ACH-000316,-0.0769460810081
ACH-000317,-0.251667135401
ACH-000318,-0.34909280277599997
ACH-000319,-0.21937873688
ACH-000320,-0.231814364463
ACH-000322,-0.0644071702658
ACH-000323,-0.241931321605
ACH-000324,-0.09972668182430001
ACH-000329,-0.23717458521499998
ACH-000330,-0.0783202505868
ACH-000331,-0.0482961738352
ACH-000332,-0.110221136169
ACH-000334,-0.129904447894
ACH-000335,-0.265234481907
ACH-000336,-0.328307878554
ACH-000337,-0.517500068172
ACH-000339,-0.24267233812
ACH-000341,-0.144330111539
ACH-000348,-0.19584550626400002
ACH-000350,-0.188544092923
ACH-000352,-0.0801499306875
ACH-000356,-0.07777222321880001
ACH-000361,-0.09117989514489999
ACH-000362,-0.130388963575
ACH-000363,-0.32136179381499996
ACH-000364,-0.04318353550509999
ACH-000365,-0.17662987619000003
ACH-000366,-0.17560711864999998
ACH-000368,0.0516039180445
ACH-000374,-0.08352240029039999
ACH-000375,-0.38578471654700003
ACH-000376,-0.219690370396
ACH-000381,-0.167590406663
ACH-000383,-0.209433484567
ACH-000387,-0.208836972515
ACH-000389,-0.257406993995
ACH-000390,-0.237105244128
ACH-000393,-0.170709254972
ACH-000395,-0.14674807904
ACH-000397,-0.176745401941
ACH-000401,-0.0888611480996
ACH-000402,-0.09472188371439999
ACH-000403,-0.223129903372
ACH-000404,-0.026242745565999998
ACH-000406,-0.169169377066
ACH-000407,-0.0255530891147
ACH-000408,-0.285149627608
ACH-000410,-0.191453497212
ACH-000411,-0.0503758277361
ACH-000414,-0.177491921646
ACH-000415,-0.0574128647126
ACH-000416,-0.200972281429
ACH-000420,-0.166483361754
ACH-000421,-0.10764722222300001
ACH-000424,-0.0683149468457
ACH-000425,-0.238242022422
ACH-000426,-0.0586525455339
ACH-000427,-0.20915280274099998
ACH-000433,-0.29900624031100004
ACH-000436,-0.0777040991969
ACH-000444,-0.124249771849
ACH-000445,-0.230276968915
ACH-000448,-0.16125585913499998
ACH-000450,-0.09402302918839998
ACH-000452,-0.175799968134
ACH-000454,-0.19483176448199999
ACH-000458,-0.15260689295
ACH-000459,-0.22915782510899999
ACH-000460,-0.19657025662099997
ACH-000461,-0.0499610083595
ACH-000463,-0.0349654073154
ACH-000464,-0.15525377851299998
ACH-000466,-0.0418676132614
ACH-000467,-0.23621789856800002
ACH-000468,-0.126665275678
ACH-000469,-0.322576235387
ACH-000470,-0.135706819538
ACH-000471,-0.382032459147
ACH-000472,-0.227410652579
ACH-000473,-0.43549549038
ACH-000475,-0.151290532479
ACH-000476,-0.06795212924920001
ACH-000477,-0.197402289771
ACH-000480,-0.11985787222899999
ACH-000481,-0.105564823816
ACH-000483,0.0226030019856
ACH-000484,-0.394785908637
ACH-000485,-0.21357154803199999
ACH-000486,-0.19144835521899997
ACH-000487,-0.264409155572
ACH-000488,-0.19767482369199998
ACH-000490,-0.285766810623
ACH-000491,-0.013277614436899999
ACH-000495,0.0346125432615
ACH-000496,-0.132946824745
ACH-000499,-0.296237211178
ACH-000500,0.21647540510299998
ACH-000502,-0.16524834952099998
ACH-000503,-0.0554671784432
ACH-000505,-0.08658518520160001
ACH-000507,-0.05804747475190001
ACH-000510,-0.054722619158300005
ACH-000511,-0.117054143089
ACH-000512,-0.019407763177400002
ACH-000516,-0.08368070502739999
ACH-000517,-0.24823687987
ACH-000518,0.00329708114321
ACH-000520,-0.0303030971581
ACH-000521,-0.27469907520799997
ACH-000522,0.0025820660297
ACH-000524,-0.233400835797
ACH-000527,-0.275297713563
ACH-000528,-0.100408216151
ACH-000537,-0.234381493652
ACH-000541,-0.16403760281500002
ACH-000542,-0.08062194648070001
ACH-000544,-0.09774585012189999
ACH-000545,0.012720613616400001
ACH-000547,-0.25593589381299997
ACH-000548,-0.176934586794
ACH-000549,-0.112027315659
ACH-000550,-0.237934974017
ACH-000552,-0.288547632774
ACH-000556,-0.180038017391
ACH-000557,-0.12299088146199999
ACH-000570,-0.34292053534199995
ACH-000571,-0.423864003326
ACH-000573,-0.209671550315
ACH-000576,-0.155076934609
ACH-000580,-0.342492053895
ACH-000584,-0.208209326161
ACH-000585,0.0050278879671600005
ACH-000588,-0.275847886997
ACH-000589,-0.09096005800370001
ACH-000591,-0.141320832861
ACH-000593,-0.204675305691
ACH-000600,-0.0877068954868
ACH-000601,-0.279589317133
ACH-000604,-0.291072787623
ACH-000605,-0.0477923396119
ACH-000606,0.011555058104000001
ACH-000608,-0.259469152648
ACH-000614,-0.199019613084
ACH-000616,-0.179103721039
ACH-000618,-0.127805163223
ACH-000619,-0.04993356640930001
ACH-000620,-0.11731047715999998
ACH-000621,-0.273870609754
ACH-000622,-0.248898780006
ACH-000623,-0.311014399918
ACH-000624,-0.188432075827
ACH-000627,-0.134173846436
ACH-000630,-0.0749805664197
ACH-000632,-0.24399856597800001
ACH-000633,-0.365169194482
ACH-000637,-0.142375119597
