,ACPP (55)
ACH-000004,-0.0745041172376
ACH-000007,0.0992747174222
ACH-000009,-0.0078552611338
ACH-000011,-0.09241435100230001
ACH-000012,0.119132390428
ACH-000013,0.167768889747
ACH-000014,-0.056219461742199994
ACH-000015,0.134809972429
ACH-000017,0.159026579285
ACH-000018,0.10980516582800001
ACH-000019,-0.185805294778
ACH-000021,0.08041962018460001
ACH-000022,0.08677278314089999
ACH-000025,-0.0031068980599099996
ACH-000028,-0.10908129169500001
ACH-000030,0.0783620804336
ACH-000035,0.12719380993899998
ACH-000036,-0.0039930618958
ACH-000037,-0.120016673729
ACH-000039,0.137186243465
ACH-000040,0.0517234997143
ACH-000041,-0.07640876425969999
ACH-000042,0.06644880982000001
ACH-000045,0.205626286279
ACH-000047,0.023918870534799998
ACH-000052,0.24704104107500002
ACH-000053,0.0667099030267
ACH-000054,-0.12977714117699998
ACH-000055,-0.21625969632300002
ACH-000060,-0.0354239763425
ACH-000067,-0.164466847474
ACH-000070,0.141130394547
ACH-000075,-0.061275356936599995
ACH-000078,0.0747771794563
ACH-000082,0.00017146301042800002
ACH-000085,0.07887874293889999
ACH-000086,0.111424106566
ACH-000087,0.207205574727
ACH-000092,-0.165653421499
ACH-000095,0.00385241486563
ACH-000097,0.0405512699951
ACH-000098,0.0373155161461
ACH-000099,0.161728768915
ACH-000108,0.0185575095621
ACH-000113,0.158516930138
ACH-000115,-0.19730949100200001
ACH-000116,-0.010453099516700001
ACH-000118,-0.123692186623
ACH-000120,0.0420389428944
ACH-000123,0.0220313185552
ACH-000127,0.0978908131237
ACH-000128,-0.163013235895
ACH-000132,-0.06345834823509999
ACH-000133,0.005943094892020001
ACH-000137,0.015584522948
ACH-000138,0.111156639388
ACH-000142,0.266918969848
ACH-000143,-0.0260321299739
ACH-000146,0.10455196436799999
ACH-000148,0.050332784705
ACH-000150,0.00416550703979
ACH-000152,0.0214013638852
ACH-000153,0.17352588962999999
ACH-000159,-0.0203460146134
ACH-000160,0.209734843404
ACH-000163,-0.0033303486296399998
ACH-000167,-0.158642315402
ACH-000168,0.09745651241879999
ACH-000169,-0.059823970446499994
ACH-000178,0.12167888052999999
ACH-000182,0.0871103006508
ACH-000183,0.0742457149703
ACH-000188,0.0658272562149
ACH-000189,-0.127146374258
ACH-000190,0.12598629829500002
ACH-000198,-0.0853584214565
ACH-000204,-0.21305503294599998
ACH-000206,0.215171732496
ACH-000207,0.007592648262199999
ACH-000211,0.01241515259
ACH-000215,0.00493889906962
ACH-000221,0.06987157444910001
ACH-000222,0.21914401313999998
ACH-000223,-0.052642032368599996
ACH-000226,-0.024692551359900002
ACH-000227,-0.127997765283
ACH-000228,0.056705317335
ACH-000231,0.0632946785773
ACH-000232,0.069376754633
ACH-000233,0.122968907237
ACH-000234,-0.132857688049
ACH-000235,-0.0172271450421
ACH-000237,0.06394659587809999
ACH-000238,0.195897876379
ACH-000243,0.11251388573200001
ACH-000244,0.257289098377
ACH-000246,0.0739729720149
ACH-000248,0.0542011152406
ACH-000250,-0.00204326850569
ACH-000251,-0.102425890646
