,POTEE (445582)
ACH-000004,0.54489088151
ACH-000007,0.5666907317859999
ACH-000009,0.536717929896
ACH-000011,0.484132705801
ACH-000012,0.505485452901
ACH-000013,0.520597506752
ACH-000014,0.502059849554
ACH-000015,0.529055122545
ACH-000017,0.566167733106
ACH-000018,0.482535998851
ACH-000019,0.45955849262500004
ACH-000021,0.468369434282
ACH-000022,0.550310838557
ACH-000025,0.553634316575
ACH-000028,0.512997020658
ACH-000030,0.493431600746
ACH-000035,0.523822883585
ACH-000036,0.45847815034100003
ACH-000037,0.599885703084
ACH-000039,0.527348516323
ACH-000040,0.564389893526
ACH-000041,0.561805302453
ACH-000042,0.5275421012129999
ACH-000045,0.5502687069860001
ACH-000047,0.42011984832599997
ACH-000052,0.595811905075
ACH-000053,0.500777963453
ACH-000054,0.548162288149
ACH-000055,0.41741947195600004
ACH-000060,0.5759506429060001
ACH-000067,0.333387928312
ACH-000070,0.5312886849530001
ACH-000075,0.7337646572069999
ACH-000078,0.621854021908
ACH-000082,0.572323170758
ACH-000085,0.642469735303
ACH-000086,0.567259167785
ACH-000087,0.37833390530199995
ACH-000092,0.49082082533200005
ACH-000095,0.37517435135899996
ACH-000097,0.473658855046
ACH-000098,0.5433143241189999
ACH-000099,0.501402004733
ACH-000108,0.453033705251
ACH-000113,0.356291485392
ACH-000115,0.338184225732
ACH-000116,0.44672131662799996
ACH-000118,0.49687827393
ACH-000120,0.575413850026
ACH-000123,0.456726392106
ACH-000127,0.419839076539
ACH-000128,0.36217152851400003
ACH-000132,0.524013747931
ACH-000133,0.447883820433
ACH-000137,0.492374316752
ACH-000138,0.473778014174
ACH-000142,0.49482029641099995
ACH-000143,0.645025661001
ACH-000146,0.431746054946
ACH-000148,0.527946791944
ACH-000150,0.5268837376600001
ACH-000152,0.453526188287
ACH-000153,0.35901140247
ACH-000159,0.425388923972
ACH-000160,0.32176430676999995
ACH-000163,0.48140929515
ACH-000167,0.39803517234499997
ACH-000168,0.530975135961
ACH-000169,0.5001930500630001
ACH-000178,0.458856223103
ACH-000182,0.49125921337300005
ACH-000183,0.557590379466
ACH-000188,0.411517500925
ACH-000189,0.47778316715400004
ACH-000190,0.46779467304
ACH-000198,0.372241274886
ACH-000204,0.6257336236509999
ACH-000206,0.5340737580179999
ACH-000207,0.61681251663
ACH-000211,0.46141311060400003
ACH-000215,0.520503659729
ACH-000221,0.48130022065800004
ACH-000222,0.6105658116439999
ACH-000223,0.492631931777
ACH-000226,0.414030961625
ACH-000227,0.22848046825999999
ACH-000228,0.523585167419
ACH-000231,0.5313677180340001
ACH-000232,0.501293034638
ACH-000233,0.268257408365
ACH-000234,0.395140570339
ACH-000235,0.451391636762
ACH-000237,0.537125924877
ACH-000238,0.52006072763
ACH-000243,0.50907032825
ACH-000244,0.455231727171
ACH-000246,0.46021266008100004
ACH-000248,0.558029305517
ACH-000250,0.431477205041
ACH-000251,0.599922829004
ACH-000253,0.417273585593
ACH-000255,0.509616437724
ACH-000256,0.564850243716
ACH-000257,0.67838307507
ACH-000258,0.338667371685
ACH-000259,0.486847385674
ACH-000260,0.480452573071
ACH-000261,0.468297991368
ACH-000262,0.474723464221
ACH-000263,0.473084989054
