,TTPAL (79183)
ACH-000004,-0.0188662092656
ACH-000007,0.014414834667400001
ACH-000009,0.142646717574
ACH-000011,-0.103505979505
ACH-000012,0.042009336746699995
ACH-000013,0.137972779789
ACH-000014,-0.216297860196
ACH-000015,-0.18778585751
ACH-000017,0.151201000651
ACH-000018,-0.313344101697
ACH-000019,-0.347791215954
ACH-000021,-0.022361594133900004
ACH-000022,-0.00786632953941
ACH-000025,-0.120346081604
ACH-000028,0.036479753828800005
ACH-000030,-0.0568762818105
ACH-000035,-0.22613133882599998
ACH-000036,0.11844811345999999
ACH-000037,0.00610632095646
ACH-000039,0.17421540718400003
ACH-000040,0.11361210595599999
ACH-000041,-0.0205310937142
ACH-000042,-0.17465962134500002
ACH-000045,-0.235387417301
ACH-000047,-0.123446583587
ACH-000052,-0.0681543232914
ACH-000053,-0.0755945472364
ACH-000054,0.0613695801941
ACH-000055,-0.0468009726585
ACH-000060,-0.00381825058582
ACH-000067,-0.0028236637348899997
ACH-000070,-0.0716810177133
ACH-000075,-0.277253428978
ACH-000078,-0.0572005339954
ACH-000082,-0.10165445895
ACH-000085,0.336995881529
ACH-000086,-0.0875279477808
ACH-000087,-0.17785221806600002
ACH-000092,-0.08919804600199999
ACH-000095,-0.09017329726710001
ACH-000097,-0.135649677482
ACH-000098,-0.10298338602700001
ACH-000099,-0.0534950481085
ACH-000108,-0.151972675976
ACH-000113,-0.09602840894260001
ACH-000115,-0.26582307431999996
ACH-000116,-0.0303614099693
ACH-000118,0.028000579057800002
ACH-000120,-0.0638437386465
ACH-000123,-0.141027514369
ACH-000127,-0.0187220570986
ACH-000128,-0.22443877594
ACH-000132,0.005999097376709999
ACH-000133,-0.407229744771
ACH-000137,-0.0567239628402
ACH-000138,0.046588206382300004
ACH-000142,-0.04331903337040001
ACH-000143,0.006444906155250001
ACH-000146,0.0777179825615
ACH-000148,-0.036112286208699995
ACH-000150,-0.14573412764000002
ACH-000152,-0.026907127327
ACH-000153,0.050312020584699996
ACH-000159,-0.005370206802930001
ACH-000160,-0.152838099477
ACH-000163,0.0290724689718
ACH-000167,0.0607621812369
ACH-000168,0.037927227613800005
ACH-000169,-0.196670117272
ACH-000178,0.040206728380699996
ACH-000182,-0.110843637762
ACH-000183,-0.100226789697
ACH-000188,-0.139825704006
ACH-000189,-0.0385140123352
ACH-000190,0.0160055556629
ACH-000198,-0.0398676120953
ACH-000204,-0.312213562302
ACH-000206,-0.230433467367
ACH-000207,0.16373606395999998
ACH-000211,-0.134024060066
ACH-000215,-0.0138662338045
ACH-000221,-0.139383984421
ACH-000222,-0.0346157853534
ACH-000223,-0.146797767716
ACH-000226,-0.0191309004208
ACH-000227,0.039463806208
ACH-000228,-0.13784673893899999
ACH-000231,-0.123818106053
ACH-000232,-0.072209091956
ACH-000233,0.0964720869842
ACH-000234,-0.0819279465537
ACH-000235,-0.0696260528636
ACH-000237,-0.166431712436
ACH-000238,-0.0910814991051
ACH-000243,0.00533705750345
ACH-000244,0.32043659758000004
ACH-000246,0.041920544392400005
ACH-000248,-0.0795555824526
ACH-000250,-0.0624595181976
ACH-000251,-0.10921617104
ACH-000253,0.012052665242700001
ACH-000255,-0.162457855938
ACH-000256,0.100414177648
ACH-000257,0.293338088025
ACH-000258,0.027897566827
ACH-000259,0.0167504596848
ACH-000260,-0.121961534451
ACH-000261,-0.139229859288
ACH-000262,-0.225766365845
ACH-000263,-0.127903678673
ACH-000264,-0.24139408899
ACH-000265,0.050724822468999994
ACH-000266,-0.0310210984113
ACH-000272,-0.0963645038257
ACH-000273,-0.0894633681191
ACH-000274,-0.155134811046
ACH-000277,-0.196066347666
ACH-000278,-0.004021280013650001
ACH-000279,0.027696244132400002
ACH-000280,-0.142911503729
ACH-000281,0.129068738895
ACH-000288,-0.035873718609599994
ACH-000291,-0.25901186481800004
ACH-000293,-0.08433497953739999
ACH-000294,-0.148098577912
ACH-000295,-0.025809175316499997
ACH-000296,-0.115065789064
ACH-000302,-0.0245792467297
ACH-000304,0.178366101823
ACH-000307,0.042433634456699995
ACH-000308,-0.09735998961610001
ACH-000310,-0.0132763999841
