,KTI12 (112970)
ACH-000004,-0.9540800628389999
ACH-000007,-1.10315174627
ACH-000009,-0.934466048138
ACH-000011,-1.24439462721
ACH-000012,-0.854387099688
ACH-000013,-1.20703304487
ACH-000014,-1.37967905806
ACH-000015,-1.0599664021
ACH-000017,-1.59648524301
ACH-000018,-0.981837214993
ACH-000019,-0.883806629234
ACH-000021,-1.00994298375
ACH-000022,-1.06159279296
ACH-000025,-1.25248304314
ACH-000028,-1.10967369638
ACH-000030,-1.04880292766
ACH-000035,-1.08413754909
ACH-000036,-1.3014656813299998
ACH-000037,-1.15043373311
ACH-000039,-0.7338170135879999
ACH-000040,-1.21786039248
ACH-000041,-1.53077195752
ACH-000042,-0.990978998663
ACH-000045,-1.28710003911
ACH-000047,-0.9075773503899999
ACH-000052,-0.8104806202770001
ACH-000053,-0.908797408822
ACH-000054,-1.13961091579
ACH-000055,-1.08130835204
ACH-000060,-1.1086051614899999
ACH-000067,-0.9973846795970001
ACH-000070,-1.09338253319
ACH-000075,-0.998426180557
ACH-000078,-0.73505530222
ACH-000082,-0.627060340763
ACH-000085,-1.04398838826
ACH-000086,-1.13730977813
ACH-000087,-1.17193555236
ACH-000092,-1.12005830391
ACH-000095,-1.27107008048
ACH-000097,-0.881084456746
ACH-000098,-1.1102483568200001
ACH-000099,-0.970183032171
ACH-000108,-0.977397424885
ACH-000113,-1.1304416661
ACH-000115,-1.2265126381
ACH-000116,-0.959758038188
ACH-000118,-0.7635892541339999
ACH-000120,-1.4770148158200003
ACH-000123,-1.05716021488
ACH-000127,-1.2029131227
ACH-000128,-1.1946429166399999
ACH-000132,-1.21901084389
ACH-000133,-1.08111866449
ACH-000137,-1.23584995274
ACH-000138,-1.11330048326
ACH-000142,-1.2185545879700002
ACH-000143,-1.25913466206
ACH-000146,-0.474486998416
ACH-000148,-1.04291575654
ACH-000150,-1.09815131323
ACH-000152,-0.7974091935609999
ACH-000153,-1.48254117567
ACH-000159,-0.9404850113169999
ACH-000160,-0.214550040566
ACH-000163,-1.1289578077
ACH-000167,-0.7821753569259999
ACH-000168,-0.954687407474
ACH-000169,-0.872927504709
ACH-000178,-1.11278157588
ACH-000182,-0.600962655682
ACH-000183,-1.09268868344
ACH-000188,-1.20396761482
ACH-000189,-1.48391945652
ACH-000190,-0.6594664400270001
ACH-000198,-1.11375702265
ACH-000204,-0.781997398554
ACH-000206,-1.2126666484100002
ACH-000207,-1.26636165191
ACH-000211,-1.14223423929
ACH-000215,-1.13817841908
ACH-000221,-0.825124762973
