,TERF2 (7014)
ACH-000004,-1.23533264453
ACH-000007,-1.40281538424
ACH-000009,-0.912523930652
ACH-000011,-1.45848719849
ACH-000012,-1.14466746797
ACH-000013,-1.2381154881
ACH-000014,-1.3900221519100002
ACH-000015,-0.870877967893
ACH-000017,-1.26911979291
ACH-000018,-0.79377632699
ACH-000019,-0.719330146894
ACH-000021,-1.00446503
ACH-000022,-1.25847190289
ACH-000025,-1.16252006888
ACH-000028,-0.679074061436
ACH-000030,-1.20320424686
ACH-000035,-0.96621505049
ACH-000036,-1.22331742018
ACH-000037,-0.87511682686
ACH-000039,-1.3721918828600002
ACH-000040,-1.21981271808
ACH-000041,-1.2206128130299998
ACH-000042,-1.01652625997
ACH-000045,-1.0763494303
ACH-000047,-1.10492009792
ACH-000052,-0.8248680865960001
ACH-000053,-0.887156093426
ACH-000054,-1.19699143601
ACH-000055,-0.931627786007
ACH-000060,-1.1444816796500001
ACH-000067,-1.01947932957
ACH-000070,-0.8040115125149999
ACH-000075,-0.8671606323000001
ACH-000078,-1.14891929693
ACH-000082,-1.27657124145
ACH-000085,-1.3549506659900001
ACH-000086,-1.00121825385
ACH-000087,-1.11943751704
ACH-000092,-1.1138027749400001
ACH-000095,-1.3602563974500002
ACH-000097,-1.0435870295
ACH-000098,-1.17947286121
ACH-000099,-1.19431235838
ACH-000108,-1.0165326058600002
ACH-000113,-1.0543793894
ACH-000115,-1.24166375771
ACH-000116,-1.3067837445200001
ACH-000118,-1.0291437728100001
ACH-000120,-1.04512124116
ACH-000123,-1.0443758134799999
ACH-000127,-1.18549610865
ACH-000128,-0.97517338434
ACH-000132,-1.10569535325
ACH-000133,-1.4081546177000002
ACH-000137,-0.6564022234820001
ACH-000138,-1.16350030236
ACH-000142,-0.9476777757629999
ACH-000143,-1.05532274586
ACH-000146,-1.21755025263
ACH-000148,-1.1770786649
ACH-000150,-1.09019661928
ACH-000152,-1.18239621805
ACH-000153,-1.1819412039
ACH-000159,-1.2268939105399999
ACH-000160,-0.5318518062150001
ACH-000163,-1.12368687214
ACH-000167,-1.00328359685
ACH-000168,-1.55160467607
ACH-000169,-0.938015330362
ACH-000178,-1.03070383852
ACH-000182,-1.1003005351200001
ACH-000183,-1.07289255048
ACH-000188,-1.16712266088
ACH-000189,-0.633272470642
ACH-000190,-0.7175091619949999
ACH-000198,-1.25285058552
ACH-000204,-0.711907473898
ACH-000206,-1.36015219402
ACH-000207,-1.12566542811
ACH-000211,-1.08413834263
ACH-000215,-1.18490491328
ACH-000221,-1.02608188806
ACH-000222,-1.09069598426
ACH-000223,-0.7249828393719999
ACH-000226,-0.995347322951
ACH-000227,-1.34888568336
ACH-000228,-1.18218478138
ACH-000231,-1.1239027112
ACH-000232,-1.10072811125
ACH-000233,-1.10899192491
ACH-000234,-1.4055414307700003
ACH-000235,-1.00787828818
ACH-000237,-1.0932680273100002
ACH-000238,-1.24928859769
ACH-000243,-1.21614126858
ACH-000244,-1.20045889299
ACH-000246,-1.0885955436799999
ACH-000248,-1.20124366896
ACH-000250,-1.11737768385
ACH-000251,-1.119518271
ACH-000253,-1.4040261455
ACH-000255,-0.967769180065
ACH-000256,-1.3474480254499999
ACH-000257,-1.2675161528899999
ACH-000258,-1.5196914480300001
ACH-000259,-1.22994720466
ACH-000260,-1.01560035435
ACH-000261,-1.0063533022700002
ACH-000262,-1.1114648722700002
ACH-000263,-1.7649939898
ACH-000264,-0.9846743399299999
ACH-000265,-0.828040182152
ACH-000266,-1.27493450159
ACH-000272,-1.01064954063
ACH-000273,-1.22995045052
ACH-000274,-1.27535678378
ACH-000277,-1.1491723839599999
ACH-000278,-1.23387512066
ACH-000279,-1.16865266056
ACH-000280,-1.15550106934
ACH-000281,-0.9548923035179999
ACH-000288,-1.18182725655
ACH-000291,-0.9093160518119999
ACH-000293,-0.932303535155
ACH-000294,-1.12816980745
ACH-000295,-0.950023711234
ACH-000296,-0.901499211404
ACH-000302,-1.2086366349700002
ACH-000304,-1.14330567801
ACH-000307,-1.19008050142
ACH-000308,-1.1051340763500002
ACH-000310,-1.43442381412
ACH-000311,-1.3336090202700002
ACH-000312,-0.9302014549940001
ACH-000315,-0.812231296345
ACH-000316,-1.3344956224200002
ACH-000317,-1.0810544386399998
ACH-000318,-1.09259093491
ACH-000319,-1.0853988106499999
ACH-000320,-1.1752224139899998
ACH-000322,-0.85094955861
ACH-000323,-0.9113382762000001
ACH-000324,-1.23293968965
ACH-000329,-1.4111823262
ACH-000330,-1.12599456203
ACH-000331,-1.05041830911
ACH-000332,-1.13403011835
ACH-000334,-0.641479916641
ACH-000335,-0.9540655027600001
ACH-000336,-1.36388330806
ACH-000337,-1.20683019807
ACH-000339,-1.0376951700900001
ACH-000341,-1.13716451393
ACH-000348,-1.4288212742500002
ACH-000350,-1.4757631177700001
ACH-000352,-0.663089262304
ACH-000356,-1.07291965044
ACH-000361,-1.08822001454
ACH-000362,-1.10172082284
ACH-000363,-1.3594335960799997
ACH-000364,-1.0724746033600001
ACH-000365,-1.24113147519
ACH-000366,-1.2631048837899999
ACH-000368,-0.905269432701
ACH-000374,-1.07929660687
ACH-000375,-0.828680056466
ACH-000376,-1.16093729881
ACH-000381,-1.15273866847
ACH-000383,-0.960768588084
ACH-000387,-1.1391892163400001
ACH-000389,-1.24403641089
ACH-000390,-1.21376725016
ACH-000393,-0.6311821556589999
ACH-000395,-0.856445707466
ACH-000397,-1.00282706647
ACH-000401,-1.22918789359
ACH-000402,-1.0470165344600002
ACH-000403,-1.2709260554100001
ACH-000404,-0.94116401741
ACH-000406,-1.2035611339499999
ACH-000407,-1.02359508082
ACH-000408,-1.01830419259
ACH-000410,-1.2452095288
ACH-000411,-1.11744506406
ACH-000414,-1.2019228690700001
