,STK32B (55351)
ACH-000004,0.0531747872676
ACH-000007,0.05451257268759999
ACH-000009,0.08790275686419999
ACH-000011,-0.00425231486622
ACH-000012,-0.109829854718
ACH-000013,0.113664200845
ACH-000014,0.11017014418
ACH-000015,0.08189654248589999
ACH-000017,0.007838866890129999
ACH-000018,0.19449028879
ACH-000019,0.08771853686560001
ACH-000021,0.129210233367
ACH-000022,0.05902535570069999
ACH-000025,-0.0562697264893
ACH-000028,0.17032392912799998
ACH-000030,-0.047872924768
ACH-000035,0.201975484151
ACH-000036,0.138458478833
ACH-000037,-0.47172814611
ACH-000039,-0.14049780895199998
ACH-000040,-0.0581261493657
ACH-000041,-0.0930867607843
ACH-000042,-0.181703746758
ACH-000045,0.0463066521098
ACH-000047,0.104872683673
ACH-000052,0.23086093508699998
ACH-000053,-0.142717369525
ACH-000054,0.00803674355501
ACH-000055,-0.223125513989
ACH-000060,-0.0764155724855
ACH-000067,0.0762888588666
ACH-000070,0.24953341761
ACH-000075,0.021861602583
ACH-000078,-0.07634437119160001
ACH-000082,-0.0787621242949
ACH-000085,0.011708716854600001
ACH-000086,-0.0446689763923
ACH-000087,0.0698469070462
ACH-000092,0.0377605122142
ACH-000095,-0.0841556862375
ACH-000097,0.029879400156900004
ACH-000098,0.146204982995
ACH-000099,-0.160053705604
ACH-000108,0.015673502755799998
ACH-000113,0.0185083394163
ACH-000115,-0.180080907481
ACH-000116,-0.023463906417700003
ACH-000118,-0.141027717872
ACH-000120,0.0307803745554
ACH-000123,-0.13035800113600002
ACH-000127,-0.0229214226541
ACH-000128,0.00491679184693
ACH-000132,-0.0636457995893
ACH-000133,-0.243053341789
ACH-000137,0.143888871702
ACH-000138,-0.0278515179399
ACH-000142,0.025473110055400004
ACH-000143,-0.07103882530660001
ACH-000146,-0.024503459705599997
ACH-000148,0.056580904578999995
ACH-000150,-0.135353870209
ACH-000152,-0.00882009152049
ACH-000153,-0.251697962936
ACH-000159,0.100387699277
ACH-000160,0.0831067470769
ACH-000163,-0.198637516708
ACH-000167,0.0318509697022
ACH-000168,-0.00232694185653
ACH-000169,0.0955417769447
ACH-000178,-0.0629611036814
ACH-000182,0.056547274442300004
ACH-000183,-0.0251071154502
ACH-000188,-0.032869784007799996
ACH-000189,-0.238074717826
ACH-000190,-0.0396833017949
ACH-000198,0.07663607943760001
ACH-000204,0.23174208176199998
ACH-000206,0.0672601229974
ACH-000207,0.14904772851700002
ACH-000211,-0.00046644898057400004
ACH-000215,0.029177285293
ACH-000221,0.05601200687999999
ACH-000222,-0.0647872818108
ACH-000223,0.0415143313121
ACH-000226,-0.125585359016
ACH-000227,-0.147822866099
ACH-000228,0.16658068773
ACH-000231,0.0515910917859
ACH-000232,0.0630648972402
ACH-000233,0.0667262641629
ACH-000234,0.00436310923966
ACH-000235,-0.0346120943164
ACH-000237,-0.0894666083855
ACH-000238,-0.104446643309
ACH-000243,0.024102751760200002
ACH-000244,0.190651682953
ACH-000246,-0.0741660099676
ACH-000248,-0.126900072229
ACH-000250,0.0383516391586
ACH-000251,0.000860674528761
ACH-000253,0.125036249322
ACH-000255,0.134169848171
ACH-000256,-0.07938741509200001
ACH-000257,0.0696017163618
ACH-000258,0.0580657389993
ACH-000259,-0.0159933438431
ACH-000260,-0.0563200038952
ACH-000261,-0.0939974770892
ACH-000262,-0.16943595580200002
ACH-000263,0.071881050099
ACH-000264,-0.017496441156699998
ACH-000265,0.023613107302999998
ACH-000266,-0.07062694260289999
ACH-000272,-0.09680682200089999
ACH-000273,-0.120638693768
ACH-000274,0.0526833323918
ACH-000277,0.0936696464446
ACH-000278,0.036909449561699996
ACH-000279,-0.0761550722288
ACH-000280,0.0291310382466
ACH-000281,0.0718641072163
ACH-000288,0.143382089509
ACH-000291,0.0343454311479
ACH-000293,0.18207856242800002
ACH-000294,-0.271499836631
ACH-000295,-0.131417798438
ACH-000296,0.0040111882314499995
ACH-000302,-0.011305641084200001
ACH-000304,0.157845508637
ACH-000307,-0.11689903330700001
ACH-000308,-0.0135590221104
ACH-000310,-0.19853436332000002
ACH-000311,-0.16143399567299999
ACH-000312,-0.135082157085
ACH-000315,0.007316464805439999
ACH-000316,-0.07245320065439999
ACH-000317,-0.211128358706
ACH-000318,-0.09660242993010001
ACH-000319,-0.119971188606
ACH-000320,0.105673456811
ACH-000322,0.0172159653938
ACH-000323,0.22762563862
ACH-000324,-0.13565496689099998
ACH-000329,-0.113817954879
ACH-000330,0.181891566521
ACH-000331,0.0358013987324
ACH-000332,-0.0075588678152
ACH-000334,-0.220589574667
ACH-000335,-0.382226894013
ACH-000336,0.462420408738
ACH-000337,0.22064236616900001
ACH-000339,0.013204567112600001
ACH-000341,0.0352975900403
ACH-000348,-0.0582640149481
ACH-000350,-0.2942727145
ACH-000352,0.14453256074999998
ACH-000356,-0.100385508591
ACH-000361,-0.0678555400011
ACH-000362,0.046525639593799996
ACH-000363,-0.058135587473
ACH-000364,-0.00950959486093
ACH-000365,-0.016371241933
ACH-000366,0.0246013991764
ACH-000368,0.00703810669386
ACH-000374,0.106395778904
ACH-000375,0.044524609270599994
ACH-000376,-0.0134428776281
ACH-000381,-0.192757245543
ACH-000383,-0.02171624153
ACH-000387,0.08745393669849999
ACH-000389,0.08306055269139999
ACH-000390,-0.113862020715
ACH-000393,-0.016773794677500002
ACH-000395,-0.290993112778
ACH-000397,-0.072574791463
ACH-000401,-0.0322797863297
ACH-000402,-0.217160192432
ACH-000403,-0.034379115500500004
ACH-000404,0.10182501515100001
ACH-000406,-0.056187378275800004
ACH-000407,-0.051279392607699995
ACH-000408,-0.0170435695876
ACH-000410,-0.08500096274489999
ACH-000411,-0.0490967165121
ACH-000414,-0.117612765955
ACH-000415,-0.025224560346800002
ACH-000416,-0.033233153964
ACH-000420,0.163568065953
ACH-000421,-0.131112744957
ACH-000424,0.0153102729504
ACH-000425,0.141721048503
ACH-000426,-0.0521721839097
ACH-000427,0.16885914833700003
ACH-000433,-0.0106588851587
ACH-000436,-0.09936911303109999
