,RELT (84957)
ACH-000004,0.025192764724599997
ACH-000007,0.126035064939
ACH-000009,-0.171903864177
ACH-000011,-0.098516749833
ACH-000012,0.0461572087125
ACH-000013,0.00992238622516
ACH-000014,0.157137800835
ACH-000015,0.0636881671479
ACH-000017,-0.155183345044
ACH-000018,-0.28708985748599997
ACH-000019,-0.056648499837300005
ACH-000021,-0.118717896989
ACH-000022,0.135747352024
ACH-000025,0.0506782588753
ACH-000028,-0.104889559641
ACH-000030,-0.19620774931200002
ACH-000035,-0.0745866973146
ACH-000036,-0.013641476142200001
ACH-000037,-0.11431050412
ACH-000039,-0.135579529033
ACH-000040,-0.0697530634875
ACH-000041,-0.2363636686
ACH-000042,-0.126011403024
ACH-000045,0.0359247563949
ACH-000047,-0.125794872415
ACH-000052,-0.272507889535
ACH-000053,-0.000962253658696
ACH-000054,0.0194163408852
ACH-000055,-0.18095203481
ACH-000060,0.134441263911
ACH-000067,0.057408873910600004
ACH-000070,-0.015744323098299998
ACH-000075,-0.0947588877266
ACH-000078,-0.126346618349
ACH-000082,-0.20821035805799998
ACH-000085,-0.35924684943999996
ACH-000086,-0.09674625715770001
ACH-000087,0.0508832086082
ACH-000092,0.12173101202600001
ACH-000095,0.036523771624
ACH-000097,-0.00602758465097
ACH-000098,-0.0517214844835
ACH-000099,0.0288946430395
ACH-000108,-0.0367905627992
ACH-000113,0.0314199026967
ACH-000115,0.0025950686685
ACH-000116,-0.324908350987
ACH-000118,-0.107880943947
ACH-000120,-0.23008663316599998
ACH-000123,0.129508701601
ACH-000127,0.05548937237840001
ACH-000128,0.020940031926900003
ACH-000132,-0.061369429242099996
ACH-000133,-0.0192816920383
ACH-000137,-0.178494473669
ACH-000138,-0.235058339186
ACH-000142,0.0867157750848
ACH-000143,0.155616867789
ACH-000146,-0.0322024583279
ACH-000148,0.0681331748236
ACH-000150,0.209636106067
ACH-000152,0.023872487483599995
ACH-000153,0.108528256107
ACH-000159,-0.0281223355331
ACH-000160,-0.285647013403
ACH-000163,0.340545699267
ACH-000167,-0.276137492177
ACH-000168,-0.07605717158530001
ACH-000169,-0.08715991266930001
ACH-000178,-0.0323524973569
ACH-000182,-0.175711962534
ACH-000183,-0.154412605628
ACH-000188,-0.160465991023
ACH-000189,-0.09231242803039999
ACH-000190,-0.285921762369
ACH-000198,-0.0403469880403
ACH-000204,-0.211304667323
ACH-000206,0.0558625372865
ACH-000207,-0.604932888328
ACH-000211,-0.0665476831285
ACH-000215,-0.077697431831
ACH-000221,-0.158053886874
ACH-000222,0.11768887261399999
ACH-000223,0.009487876585809999
ACH-000226,0.12201697700099999
ACH-000227,-0.16344352419299998
ACH-000228,-0.132936442442
ACH-000231,-0.127899794768
ACH-000232,0.06589077628380001
ACH-000233,0.108581613015
ACH-000234,0.000893591353454
ACH-000235,-0.15273155278
ACH-000237,-0.15821676699200002
ACH-000238,0.22438795210700002
ACH-000243,0.00628865656884
ACH-000244,-0.09468115910260001
ACH-000246,0.0375722992814
ACH-000248,-0.00747890397424
ACH-000250,-0.155447427155
ACH-000251,0.0854815913483
ACH-000253,-0.188654911466
ACH-000255,-0.012973094250399999
ACH-000256,-0.47165251226599997
ACH-000257,-0.169539456094
ACH-000258,0.15667356605799998
ACH-000259,-0.08634826473549999
ACH-000260,0.08401196551380001
ACH-000261,-0.0445245355119
ACH-000262,-0.061456587566
ACH-000263,-0.230316707363
ACH-000264,-0.207831216686
ACH-000265,-0.07063481011389999
ACH-000266,-0.078515458564
ACH-000272,-0.08750643876690001
ACH-000273,-0.101018605659
ACH-000274,0.099588016192
ACH-000277,-0.198817375595
ACH-000278,-0.0988125857274
ACH-000279,-0.099752866721
ACH-000280,-0.138203923153
ACH-000281,0.044521989226199994
ACH-000288,-0.162201611
ACH-000291,0.16591440168299998
ACH-000293,-0.19244465820300002
ACH-000294,-0.169189845247
ACH-000295,-0.201063677753
ACH-000296,0.0591276336235
ACH-000302,0.00251930802227
ACH-000304,0.0652710389034
ACH-000307,-0.0500060080299
ACH-000308,-0.024886148983400004
ACH-000310,0.119446975659
ACH-000311,0.0345892983501
ACH-000312,-0.125480254086
ACH-000315,-0.014298381204500001
ACH-000316,0.052270928143999994
ACH-000317,-0.158986523007
ACH-000318,-0.057376488579000004
ACH-000319,0.162961894453
ACH-000320,0.07708891794719999
ACH-000322,0.0192225919155
ACH-000323,-0.0802233466521
ACH-000324,-0.064687389342
ACH-000329,0.173855488639
ACH-000330,-0.0237296619751
ACH-000331,-0.0273271994457
ACH-000332,-0.149497758427
ACH-000334,-0.00278591187435
ACH-000335,0.196861790551
ACH-000336,0.0752983479733
ACH-000337,-0.13244396554500001
ACH-000339,0.0504961663282
ACH-000341,0.0327629453082
ACH-000348,-0.0116458855663
ACH-000350,0.08544957688619999
ACH-000352,-0.00549170915299
ACH-000356,-0.518626178423
ACH-000361,-0.024145461187200002
ACH-000362,-0.0941859422983
ACH-000363,-0.146687492928
ACH-000364,0.059263933934699996
ACH-000365,-0.112632777534
ACH-000366,-0.125712216248
ACH-000368,-0.05660278465580001
ACH-000374,-0.067640824969
ACH-000375,-0.036788801857300005
ACH-000376,-0.049418994226599997
ACH-000381,-0.153585073865
ACH-000383,-0.12473714130699999
ACH-000387,-0.184604140293
ACH-000389,0.18088681983600002
ACH-000390,-0.0783995924712
ACH-000393,-0.113284409467
ACH-000395,-0.18555849158100002
ACH-000397,-0.17938034245499998
ACH-000401,-0.0333389898651
ACH-000402,-0.166598287698
ACH-000403,-0.116113815545
ACH-000404,-0.18923865693599998
ACH-000406,-0.053538311549399996
ACH-000407,-0.083268556523
ACH-000408,-0.0334129516466
ACH-000410,-0.0229855005156
ACH-000411,-0.0285727673348
ACH-000414,0.00431728861989
ACH-000415,-0.267434022709
ACH-000416,0.0882925906371
ACH-000420,-0.026928637276400002
ACH-000421,-0.13892062033
ACH-000424,0.0221320584982
ACH-000425,-0.0204422059403
ACH-000426,0.38030636178599997
ACH-000427,-0.181579168968
ACH-000433,-0.20473741392499997
ACH-000436,-0.006043370458850001
ACH-000444,-0.09344024290780001
ACH-000445,-0.122592938888
ACH-000448,-0.0358291117482
ACH-000450,0.06390110792619999
ACH-000452,-0.15957220362
ACH-000454,0.018801367083999997
ACH-000458,-0.133128074058
ACH-000459,0.27061963269699996
ACH-000460,-0.00288983335691
ACH-000461,-0.442336693966
ACH-000463,0.046292408609199996
ACH-000464,-0.0638108683947
ACH-000466,-0.100658590651
ACH-000467,-0.017397028336900003
ACH-000468,-0.168131820097
ACH-000469,-0.124013642932
ACH-000470,0.0375563129035
ACH-000471,-0.009753184156280001
ACH-000472,-0.0645599317819
ACH-000473,0.0606199766582
ACH-000475,-0.00157672309154
ACH-000476,-0.0414077406196
ACH-000477,-0.124198178989
ACH-000480,-0.164055281828
ACH-000481,0.0132331836804
ACH-000483,-0.195971080214
ACH-000484,0.0152011094096
ACH-000485,-0.0642451631956
ACH-000486,-0.0251270367872
ACH-000487,-0.0687205738935
ACH-000488,-0.061440463952
ACH-000490,0.00117996629853
ACH-000491,0.090255248681
ACH-000495,-0.222858721855
ACH-000496,-0.014572363089100001
ACH-000499,-0.180927134613
ACH-000500,0.313445430544
ACH-000502,-0.0653699880823
ACH-000503,-0.202522019724
ACH-000505,-0.122418058102
ACH-000507,0.05864391830040001
ACH-000510,-0.0235033692531
ACH-000511,-0.08715940440410001
ACH-000512,-0.107118149719
ACH-000516,0.0845890220321
ACH-000517,-0.0657527934559
ACH-000518,0.15070607189000002
ACH-000520,0.0288954581075
ACH-000521,0.016399544151600002
ACH-000522,-0.0590294621675
ACH-000524,-0.07477207172519999
ACH-000527,-0.145793738486
ACH-000528,-0.0521638440934
ACH-000537,0.00297063728009
ACH-000541,-0.040727702426
ACH-000542,-0.12352202252999998
ACH-000544,-0.0506921919486
ACH-000545,-0.07671672299719999
ACH-000547,-0.128858709186
ACH-000548,-0.20827799779599998
ACH-000549,-0.194900194492
ACH-000550,0.0067942321275299995
ACH-000552,-0.0646247245809
ACH-000556,-0.0653308190005
ACH-000557,-0.208974582429
ACH-000570,-0.10232087173900001
ACH-000571,0.019609020507499998
ACH-000573,-0.114241607065
ACH-000576,0.027242435896000002
ACH-000580,-0.039573204020300005
ACH-000584,-0.10961686000700001
ACH-000585,-0.208575891775
ACH-000588,-0.097897543948
ACH-000589,0.012163508109799999
ACH-000591,-5.91591095651e-05
ACH-000593,0.0413417822644
ACH-000600,-0.0630545772034
ACH-000601,-0.0714899024482
ACH-000604,-0.20571313278099998
ACH-000605,-0.049496381831999996
ACH-000606,-0.08135509024019999
ACH-000608,-0.067381157387
ACH-000614,0.00026152533566
ACH-000616,-0.070656992787
ACH-000618,-0.37239195686099996
ACH-000619,0.07207371079439999
ACH-000620,0.024879554648799998
ACH-000621,0.0120150494475
ACH-000622,0.145444811635
ACH-000623,-0.12662459670499998
ACH-000624,-0.18885644724700001
ACH-000627,-0.00594289533168
ACH-000630,-0.030845111635599998
ACH-000632,-0.0789680746308
ACH-000633,-0.217762595557
ACH-000637,-0.0742839306623
ACH-000638,-0.200246383792
ACH-000646,0.367280000337
ACH-000647,-0.20107145014199998
ACH-000648,-0.0242701435346
ACH-000649,0.0496096598529
ACH-000651,-0.027361094537200002
ACH-000652,-0.157425101145
ACH-000653,-0.176412938462
ACH-000657,-0.10912975572599999
ACH-000658,-0.0669026072374
ACH-000661,-0.303999590208
ACH-000662,-0.236906905816
ACH-000663,-0.407390327103
ACH-000665,-0.30354645099800004
ACH-000671,-0.178736539098
ACH-000673,-0.0471567954007
ACH-000676,0.0331232440762
ACH-000677,0.000262291471073
ACH-000681,0.353686284375
ACH-000682,0.0104893982226
