,ATIC (471)
ACH-000004,-0.761665743316
ACH-000007,-0.869759514957
ACH-000009,-0.550591013748
ACH-000011,-0.45074525692100004
ACH-000012,-0.447506077538
ACH-000013,-0.15220124340500002
ACH-000014,-0.575264036149
ACH-000015,-0.385410071369
ACH-000017,-0.904163734559
ACH-000018,-0.643635939779
ACH-000019,-0.817878596849
ACH-000021,-0.37250167918899996
ACH-000022,-0.45737935405
ACH-000025,-0.515638306146
ACH-000028,-0.509288568055
ACH-000030,-1.0482814814499999
ACH-000035,-0.149309081492
ACH-000036,-0.107728251489
ACH-000037,-0.7511759948510001
ACH-000039,-0.46326774641699997
ACH-000040,-0.359327228047
ACH-000041,-0.36429974568400003
ACH-000042,-0.373149885449
ACH-000045,-0.502994360415
ACH-000047,-0.7787197467739999
ACH-000052,-0.24330776664200002
ACH-000053,-0.8037659418780001
ACH-000054,-0.06608088415709999
ACH-000055,0.162932596609
ACH-000060,-0.179576991558
ACH-000067,-0.504698991285
ACH-000070,-0.84518645867
ACH-000075,-0.360619130722
ACH-000078,-0.189405204989
ACH-000082,-0.415615288337
ACH-000085,-0.14847339085
ACH-000086,-0.26372504324900004
ACH-000087,-0.617319827404
ACH-000092,-0.3266004313
ACH-000095,-0.11088851644200001
ACH-000097,-0.648988848313
ACH-000098,-0.367777678438
ACH-000099,-0.410859594176
ACH-000108,-0.9726589025660001
ACH-000113,0.0519882767181
ACH-000115,-0.346848780578
ACH-000116,-0.306501048339
ACH-000118,-0.0735499092391
ACH-000120,0.0546832822343
ACH-000123,-0.259424458541
ACH-000127,-0.70583739383
ACH-000128,-0.175008128992
ACH-000132,-0.224674302046
ACH-000133,-0.274939696446
ACH-000137,-0.35900838865400003
ACH-000138,-0.7939907775220001
ACH-000142,-0.5745719447500001
ACH-000143,-0.342887167624
ACH-000146,-0.528803422255
ACH-000148,-0.237172286448
ACH-000150,-0.108692059496
ACH-000152,-0.41400790531
ACH-000153,-0.383008646032
ACH-000159,-0.812265296576
ACH-000160,-0.323763955617
ACH-000163,-0.161385482859
ACH-000167,-0.441280084393
ACH-000168,-0.141892944593
ACH-000169,-0.0408774806426
ACH-000178,-0.637595205233
ACH-000182,-0.512389614798
ACH-000183,-0.86898797526
ACH-000188,-0.0196585881351
ACH-000189,-0.299613215603
ACH-000190,-0.18049639232099998
ACH-000198,-0.7262387535279999
ACH-000204,-0.603332293482
ACH-000206,-0.583406967315
ACH-000207,-0.7246468416949999
ACH-000211,-0.171718121534
ACH-000215,-0.283466258974
ACH-000221,-0.08168857686860001
ACH-000222,-0.901170038646
ACH-000223,-0.737302507643
ACH-000226,-0.7887463082089999
ACH-000227,-0.465151469139
ACH-000228,-0.259849268593
ACH-000231,-0.17863758960099999
ACH-000232,-0.0922028917658
ACH-000233,-0.9642497856829999
ACH-000234,-0.861198706847
ACH-000235,-1.0
ACH-000237,-0.263344025974
ACH-000238,-0.46050091195500004
ACH-000243,-0.570616809598
ACH-000244,-0.322120830201
ACH-000246,-0.13533020660700001
ACH-000248,-1.15270461115
ACH-000250,-0.393181470407
ACH-000251,-0.32828116269499996
ACH-000253,-0.9707145469390001
ACH-000255,-0.0024995880528899997
ACH-000256,-0.24180819276299997
ACH-000257,-0.9185366228569999
ACH-000258,-0.871868674504
ACH-000259,-0.31267612500799996
ACH-000260,-0.17073778814399998
ACH-000261,-0.147992594009
ACH-000262,-0.157221283412
ACH-000263,-0.597937702437
ACH-000264,-0.30228986941999997
ACH-000265,-0.318132962267
ACH-000266,-0.45838693573600003
ACH-000272,-0.7816622042739999
ACH-000273,-0.7157963783939999
ACH-000274,-0.354255543235
ACH-000277,-0.6763528559199999
ACH-000278,-0.408477126167
ACH-000279,-1.1296611169700002
ACH-000280,-0.149611974723
ACH-000281,-0.6379057116269999
ACH-000288,-0.17215286860800003
ACH-000291,-0.0998542943945
ACH-000293,-0.513455074208
ACH-000294,-0.8690981903849999
ACH-000295,-0.579818373294
ACH-000296,-0.511015424424
ACH-000302,-0.35854549065700003
ACH-000304,-0.541400780013
ACH-000307,-1.0949849851
ACH-000308,-0.456191517669
ACH-000310,-0.41876338635899996
ACH-000311,-0.864173840916
ACH-000312,-0.372169395951
ACH-000315,-1.01780739578
ACH-000316,-0.529677661675
ACH-000317,-0.7373602775910001
ACH-000318,-0.743626482927
ACH-000319,-0.290087061404
ACH-000320,-0.689012279012
ACH-000322,-0.778794670525
ACH-000323,-0.331770678218
ACH-000324,-0.27290317959000004
ACH-000329,-0.410634611605
ACH-000330,-0.952762040047
ACH-000331,-0.13048825799
ACH-000332,-0.205582823345
