,PXMP4 (11264)
ACH-000004,-0.175134605207
ACH-000007,-0.16630850056500002
ACH-000009,-0.0622616257789
ACH-000011,-0.12078182886700001
ACH-000012,0.105258052051
ACH-000013,0.209620295126
ACH-000014,-0.0916238564703
ACH-000015,0.20431025632599997
ACH-000017,-0.0137237883614
ACH-000018,-0.0445224141044
ACH-000019,-0.0470394724929
ACH-000021,-0.14696887884600002
ACH-000022,0.078808437557
ACH-000025,0.0201030485594
ACH-000028,0.0515059791455
ACH-000030,-0.122558074957
ACH-000035,-0.07530676806089999
ACH-000036,-0.115837503892
ACH-000037,0.191916716891
ACH-000039,0.0435345145957
ACH-000040,0.16332741666099998
ACH-000041,0.0476674329672
ACH-000042,-0.057734027605
ACH-000045,-0.16359239007999998
ACH-000047,0.05640757393569999
ACH-000052,0.0395081755091
ACH-000053,-0.140552768869
ACH-000054,-0.00939608332823
ACH-000055,0.15473769193700002
ACH-000060,-0.00446448515746
ACH-000067,0.043627170013199996
ACH-000070,0.261503854379
ACH-000075,-0.144036541599
ACH-000078,-0.0737354868365
ACH-000082,0.0706103210963
ACH-000085,-0.148160371826
ACH-000086,-0.12156920214000001
ACH-000087,0.152189447365
ACH-000092,-0.15074452528500001
ACH-000095,-0.0521890813421
ACH-000097,0.09175060088510001
ACH-000098,0.10942437009099999
ACH-000099,-0.19483392491700002
ACH-000108,-0.18107428680799997
ACH-000113,-0.033233664483599996
ACH-000115,-0.136735242775
ACH-000116,-0.0940135851114
ACH-000118,0.0584141817474
ACH-000120,-0.256439322779
ACH-000123,0.00670489915917
ACH-000127,-0.0177889650986
ACH-000128,0.017541085848599997
ACH-000132,0.100595847572
ACH-000133,-0.146807379693
ACH-000137,0.0113733115901
ACH-000138,-0.0832141983026
ACH-000142,0.0959671689621
ACH-000143,-0.0076831653046
ACH-000146,-0.149720351777
ACH-000148,-0.0152599768508
ACH-000150,0.07082524194760001
ACH-000152,0.0673202725022
ACH-000153,-0.00488368214387
ACH-000159,-0.10119352411
ACH-000160,-0.08282893439160001
ACH-000163,-0.17258670308200003
ACH-000167,0.193300451244
ACH-000168,0.142382408853
ACH-000169,0.162764305066
ACH-000178,0.0331185724003
ACH-000182,-0.11298332047000001
ACH-000183,0.0244111753295
ACH-000188,-0.015064279904499999
ACH-000189,0.124321386484
ACH-000190,-0.04392774658200001
ACH-000198,-0.0302750374155
ACH-000204,-0.111738099356
ACH-000206,0.0335924092446
ACH-000207,0.279858879362
ACH-000211,-0.0477989513636
ACH-000215,0.0532928564019
ACH-000221,-0.146524102021
ACH-000222,0.169142691319
ACH-000223,-0.109161774251
ACH-000226,-0.228865583662
ACH-000227,-0.278691244115
ACH-000228,-0.022758052064400004
ACH-000231,-0.029147853171900003
ACH-000232,-0.060867073116300005
ACH-000233,-0.000662990134774
ACH-000234,0.028747224012000003
ACH-000235,-0.0677940620726
ACH-000237,-0.0484194754983
ACH-000238,-0.0283161350776
ACH-000243,-0.123831434171
ACH-000244,-0.0588086301167
ACH-000246,-0.155918669297
ACH-000248,0.049768747803300005
ACH-000250,0.046071942815300006
ACH-000251,-0.0615485492793
ACH-000253,-0.110920876714
ACH-000255,-0.349314060359
ACH-000256,0.273672390396
ACH-000257,0.0681290439513
ACH-000258,-0.279414715549
ACH-000259,-0.105695026
ACH-000260,-0.049077517664700004
ACH-000261,-0.156847468611
ACH-000262,0.1835135628
ACH-000263,0.202422021298
ACH-000264,-0.250658121748
ACH-000265,-0.112805448352
ACH-000266,-0.0273064881395
ACH-000272,-0.0806957018674
ACH-000273,-0.102282222006
ACH-000274,0.0484266541292
ACH-000277,-0.25356267703499996
ACH-000278,0.021437636063599996
ACH-000279,0.0198967714633
ACH-000280,-0.0102223121931
ACH-000281,0.09814850566299999
ACH-000288,-0.002358899468
ACH-000291,0.018731576682400004
ACH-000293,0.18884370429000003
ACH-000294,-0.205777956874
ACH-000295,-0.177391802225
ACH-000296,-0.150181368964
ACH-000302,0.06529335362909999
ACH-000304,0.0790984703416
ACH-000307,0.0684628543839
ACH-000308,-0.027852005065700004
ACH-000310,-0.498798950106
ACH-000311,-0.0546232480908
ACH-000312,-0.10517631872199999
ACH-000315,0.005916179702080001
ACH-000316,0.192667066087
ACH-000317,-0.0754930469348
ACH-000318,0.054366139527
ACH-000319,0.0421994857581
ACH-000320,-0.16735486992100002
ACH-000322,-0.045342909332
ACH-000323,-0.0255167290307
ACH-000324,-0.0011113208480499999
ACH-000329,-0.0935226766322
ACH-000330,0.13991558353800002
ACH-000331,-0.0292029042992
ACH-000332,-0.0679933867586
ACH-000334,-0.220663953746
ACH-000335,-0.0983499173638
ACH-000336,0.114122157333
ACH-000337,-0.0316571675884
ACH-000339,0.029542734253599996
ACH-000341,-0.010379888476200002
ACH-000348,-0.012936405287799999
ACH-000350,-0.155710619353
ACH-000352,-0.0274729409607
ACH-000356,0.250616429845
ACH-000361,-0.053075070924399996
ACH-000362,-0.0249381386052
ACH-000363,-0.10183936809800001
ACH-000364,0.160828287322
ACH-000365,0.118196258387
ACH-000366,-0.053131625342699995
ACH-000368,-0.08906072860980001
ACH-000374,-0.021291314067799997
ACH-000375,0.17040245398200002
ACH-000376,-0.104262463833
ACH-000381,-0.0808519554237
ACH-000383,0.0243624188901
ACH-000387,-0.0815613273013
ACH-000389,0.140930744681
ACH-000390,0.129661437215
