,IL18RAP (8807)
ACH-000004,0.24889280511
ACH-000007,0.0494590629292
ACH-000009,0.12316079727700001
ACH-000011,0.1404474795
ACH-000012,0.112031052185
ACH-000013,0.135599043735
ACH-000014,0.12060647155099999
ACH-000015,0.127932730435
ACH-000017,0.12261363217
ACH-000018,0.217264605285
ACH-000019,0.211421030745
ACH-000021,0.151761189461
ACH-000022,0.0838152896792
ACH-000025,0.109889007972
ACH-000028,0.0104228575667
ACH-000030,0.0014771988148499999
ACH-000035,0.0391229904897
ACH-000036,0.152140735126
ACH-000037,0.0627117796483
ACH-000039,0.025245543435
ACH-000040,0.13817299074300002
ACH-000041,-0.00391919231623
ACH-000042,0.181550293965
ACH-000045,0.0992741542327
ACH-000047,0.160357453936
ACH-000052,0.0473460918886
ACH-000053,0.09642018615939998
ACH-000054,0.09341862195910001
ACH-000055,0.271859935025
ACH-000060,0.131112642572
ACH-000067,0.127327801465
ACH-000070,0.42686834618
ACH-000075,-0.0853125856838
ACH-000078,0.015911523538
ACH-000082,0.18955449342
ACH-000085,0.127136948635
ACH-000086,0.23949153612
ACH-000087,0.5196748074090001
ACH-000092,-0.13239125257200002
ACH-000095,0.197529808397
ACH-000097,0.155013415741
ACH-000098,0.00399205175477
ACH-000099,0.0673560961744
ACH-000108,0.186222471402
ACH-000113,0.120970570406
ACH-000115,0.0381388095192
ACH-000116,0.16204888879499998
ACH-000118,0.0353448484253
ACH-000120,0.151865612053
ACH-000123,0.026309840706799998
ACH-000127,0.134611122586
ACH-000128,-0.193483332496
ACH-000132,0.0579044667651
ACH-000133,-0.005883130780439999
ACH-000137,0.0123938734225
ACH-000138,0.102846508709
ACH-000142,0.05154578193030001
ACH-000143,0.234422018739
ACH-000146,0.263535935965
ACH-000148,0.0426862334997
ACH-000150,0.084817549057
ACH-000152,0.22099192312600002
ACH-000153,0.133813843086
ACH-000159,0.21286518620099998
ACH-000160,0.053514429067099994
ACH-000163,-0.0248655391144
ACH-000167,0.0679644038377
ACH-000168,0.131267196035
ACH-000169,0.0539816488083
ACH-000178,0.0734894561679
ACH-000182,-0.104220486542
ACH-000183,0.0575066374058
ACH-000188,0.149250797818
ACH-000189,-0.0476985924522
ACH-000190,0.151404701446
ACH-000198,0.0211120234732
ACH-000204,0.107257737027
ACH-000206,0.09245239760150001
ACH-000207,-0.08385258101700001
ACH-000211,0.17542085265500001
ACH-000215,0.186227517363
ACH-000221,0.0828909090965
ACH-000222,-0.0773711931438
ACH-000223,0.065339938946
ACH-000226,-0.0127230450135
ACH-000227,-0.00428508841002
ACH-000228,0.0116614162463
ACH-000231,0.09817801163460001
ACH-000232,0.145522790007
ACH-000233,0.151084607411
ACH-000234,0.130599378202
ACH-000235,0.11629636108899999
ACH-000237,0.170385585225
ACH-000238,0.28448963081399997
ACH-000243,0.0727222262853
ACH-000244,0.43568099634499996
ACH-000246,0.09557717336510001
ACH-000248,0.17035156355999997
ACH-000250,0.12474386096699999
ACH-000251,0.204255783261
ACH-000253,0.106925057148
ACH-000255,-0.0039467102272
ACH-000256,0.282385449856
ACH-000257,0.170413833151
ACH-000258,0.257962399586
ACH-000259,0.17096472002799998
ACH-000260,0.0573692377984
ACH-000261,0.12798071211
ACH-000262,0.151376508177
ACH-000263,0.452228439439
ACH-000264,0.141881369596
ACH-000265,0.0392590376758
ACH-000266,0.14205380374600002
ACH-000272,0.0533884486202
ACH-000273,0.08555927172609999
ACH-000274,0.13470383326
ACH-000277,0.0896503464975
ACH-000278,0.13930040926200002
ACH-000279,0.188042409248
ACH-000280,0.233899753389
ACH-000281,0.291470047083
ACH-000288,0.07974090889119999
ACH-000291,0.07504393071889999
ACH-000293,0.0118680999572
ACH-000294,-0.08829426543919999
ACH-000295,0.11917801584400001
ACH-000296,0.0657997658834
ACH-000302,0.179984936358
ACH-000304,-0.0018404901116199999
ACH-000307,0.000329075639844
ACH-000308,0.0414070181605
ACH-000310,0.191413115621
ACH-000311,0.127992054541
ACH-000312,0.145609120494
ACH-000315,0.28719761733800003
ACH-000316,0.10837556571399999
ACH-000317,0.0294881297535
ACH-000318,0.230938540886
ACH-000319,0.00288687416218
ACH-000320,0.257697690416
ACH-000322,0.299063225694
ACH-000323,0.254515204667
ACH-000324,0.0710639051503
ACH-000329,-0.0062448090914200005
ACH-000330,0.203585981351
ACH-000331,0.0787195243939
ACH-000332,0.229004675666
ACH-000334,0.281152310525
ACH-000335,-0.0671556461556
ACH-000336,0.00796769463003
ACH-000337,0.0710478545147
ACH-000339,0.00930516300992
ACH-000341,0.17084888003899998
ACH-000348,0.09538609995089999
ACH-000350,0.149079655659
ACH-000352,0.0329627723412
ACH-000356,0.0382836715154
ACH-000361,-0.093057899015
ACH-000362,0.0368539422722
ACH-000363,0.135142291177
ACH-000364,0.26257886028
ACH-000365,0.138808828216
ACH-000366,0.196299616083
ACH-000368,-0.0476472894552
