,VSTM2B (342865)
ACH-000004,0.266714446367
ACH-000007,-0.23998488335999998
ACH-000009,-0.0179990593198
ACH-000011,-0.00146656128243
ACH-000012,-0.0352840193611
ACH-000013,-0.353090059889
ACH-000014,0.109575978937
ACH-000015,-0.131426265904
ACH-000017,0.204701367464
ACH-000018,-0.16807943672800002
ACH-000019,0.0433957072515
ACH-000021,-0.0171108212672
ACH-000022,-0.135376613123
ACH-000025,-0.06984009770439999
ACH-000028,0.181131985033
ACH-000030,-0.18351606352699998
ACH-000035,-0.106529340531
ACH-000036,-0.030861041520700003
ACH-000037,0.0398831863228
ACH-000039,-0.21033161901500003
ACH-000040,0.0182925431917
ACH-000041,-0.011259888263000001
ACH-000042,0.0468615909564
ACH-000045,0.110428188572
ACH-000047,0.168758435145
ACH-000052,0.315831571491
ACH-000053,-0.23483013398299998
ACH-000054,0.0431412672636
ACH-000055,0.0448342701893
ACH-000060,0.04296383063130001
ACH-000067,-0.117827540482
ACH-000070,0.00751365670561
ACH-000075,-0.226779410242
ACH-000078,-0.07367674572260001
ACH-000082,0.151082968322
ACH-000085,0.123736518105
ACH-000086,-0.030478494618599996
ACH-000087,-0.0363074088807
ACH-000092,-0.151348145333
ACH-000095,0.0602730032588
ACH-000097,-0.00977406981232
ACH-000098,-0.11945124665
ACH-000099,0.09200249433319999
ACH-000108,0.089201170896
ACH-000113,0.18385492916299997
ACH-000115,-0.0324090716293
ACH-000116,-0.049440341267599996
ACH-000118,0.0297728665465
ACH-000120,0.0811936123293
ACH-000123,-0.017342256947900002
ACH-000127,-0.0113190064133
ACH-000128,-0.14811315592399998
ACH-000132,0.06436054875130001
ACH-000133,-0.0566785612653
ACH-000137,-0.207816608213
ACH-000138,0.0430959353561
ACH-000142,-0.0746788189486
ACH-000143,-0.00716127908192
ACH-000146,0.10007147147399999
ACH-000148,0.027298869332400003
ACH-000150,0.113856258483
ACH-000152,-0.0192479647823
ACH-000153,0.42211283766900004
ACH-000159,0.009052187683500001
ACH-000160,0.0163284836495
ACH-000163,-0.142581937054
ACH-000167,-0.11321106068299999
ACH-000168,0.258911919082
ACH-000169,0.0746465492326
ACH-000178,0.0106861193731
ACH-000182,-0.048968470536
ACH-000183,0.00019826271675599998
ACH-000188,-0.0836510245885
ACH-000189,-0.24096748703
ACH-000190,0.17283131262899998
ACH-000198,0.105077308683
ACH-000204,0.20887234047800002
ACH-000206,0.11552852193
ACH-000207,0.173351199437
ACH-000211,0.019405397853000002
ACH-000215,-0.0212019828242
ACH-000221,0.0117566019881
ACH-000222,-0.133104642319
ACH-000223,0.0596365868908
ACH-000226,-0.17154156733800002
ACH-000227,-0.006061426938109999
ACH-000228,0.0755472325926
ACH-000231,0.115996385204
ACH-000232,-0.00980138822974
ACH-000233,0.0043293696978000005
ACH-000234,0.0334835249597
ACH-000235,-0.013838538260700002
ACH-000237,-0.04466766698969999
ACH-000238,-0.0642675466514
ACH-000243,0.139624887382
ACH-000244,-0.108157933677
ACH-000246,-0.028120356813900002
ACH-000248,0.028949405161900005
ACH-000250,0.0322653416973
ACH-000251,0.0315243886967
ACH-000253,-0.149056434491
ACH-000255,-0.0546133582904
ACH-000256,-0.10646527183700001
ACH-000257,-0.0792794329695
ACH-000258,0.096521898794
ACH-000259,0.103305177989
ACH-000260,-0.00702289470357
ACH-000261,-0.07329196879689999
ACH-000262,-0.23437858195300001
ACH-000263,-0.0201269590691
ACH-000264,0.0669054018744
ACH-000265,-0.0844590641222
ACH-000266,0.00266377993689
ACH-000272,0.0534873922709
ACH-000273,0.0619197220586
ACH-000274,-0.025772386309599996
ACH-000277,0.000988345823815
ACH-000278,-0.263099745082
ACH-000279,-0.0186786971
ACH-000280,0.128094273606
ACH-000281,0.342438362572
ACH-000288,0.0707748352752
ACH-000291,-0.18038275131499998
ACH-000293,-0.17450216585900002
ACH-000294,-0.0900739182168
ACH-000295,0.13731077275
ACH-000296,0.08040654558400001
ACH-000302,-0.130320788268
ACH-000304,-0.38033672534
ACH-000307,0.168001658274
ACH-000308,-0.142612906865
ACH-000310,0.032612575463099994
ACH-000311,0.111536062228
ACH-000312,0.196944522451
ACH-000315,0.017799781708500002
ACH-000316,0.176566112167
ACH-000317,0.28081893806499997
ACH-000318,-0.0569035425726
ACH-000319,0.10726320508199999
ACH-000320,0.22890777850699998
ACH-000322,0.11350770119
