,DSEL (92126)
ACH-000004,0.287424183358
ACH-000007,0.0795290376647
ACH-000009,0.11172085592
ACH-000011,0.253688875871
ACH-000012,0.136443877309
ACH-000013,0.144978738267
ACH-000014,-0.0567846168947
ACH-000015,0.168137532458
ACH-000017,0.0977560559619
ACH-000018,0.131750176307
ACH-000019,0.276816366919
ACH-000021,0.168769724735
ACH-000022,0.300263531545
ACH-000025,0.045046167066
ACH-000028,0.070143273777
ACH-000030,0.0331211619498
ACH-000035,0.08706000765149999
ACH-000036,0.285526480482
ACH-000037,0.141659542578
ACH-000039,-0.0362623498958
ACH-000040,0.299039185148
ACH-000041,0.23993236804499998
ACH-000042,0.139643831866
ACH-000045,0.302399990716
ACH-000047,0.22869755923300003
ACH-000052,0.054509504823500005
ACH-000053,0.135583321441
ACH-000054,-0.0360616062891
ACH-000055,0.275862219293
ACH-000060,0.178348858516
ACH-000067,0.248580022826
ACH-000070,0.167417480306
ACH-000075,0.204002995646
ACH-000078,0.257742597177
ACH-000082,0.108224403074
ACH-000085,0.120499501676
ACH-000086,0.19162434359900002
ACH-000087,0.208323352242
ACH-000092,0.139417165603
ACH-000095,0.207266324934
ACH-000097,0.236506668224
ACH-000098,0.0695410701725
ACH-000099,-0.0174663356712
ACH-000108,0.244488524965
ACH-000113,0.145435605471
ACH-000115,0.0202614521137
ACH-000116,0.30560540863200003
ACH-000118,0.204125221952
ACH-000120,0.253281292901
ACH-000123,0.16981335989100002
ACH-000127,0.232020467315
ACH-000128,0.20352959816100002
ACH-000132,0.060752107341400005
ACH-000133,0.20952436416499998
ACH-000137,0.111747438483
ACH-000138,0.167413877337
ACH-000142,0.275105481119
ACH-000143,0.185686582402
ACH-000146,0.114046631943
ACH-000148,0.20457608533799998
ACH-000150,0.270324138339
ACH-000152,0.20137721805300002
ACH-000153,0.248824473368
ACH-000159,0.215707050968
ACH-000160,0.17295497328899997
ACH-000163,0.207546481734
ACH-000167,0.0408087654026
ACH-000168,0.132674480301
ACH-000169,0.101131262546
ACH-000178,0.151772236482
ACH-000182,0.13500389078
ACH-000183,0.137045684553
ACH-000188,0.189490704833
ACH-000189,0.16379556293
ACH-000190,0.394309942441
ACH-000198,0.24547430927799999
ACH-000204,0.141106349562
ACH-000206,0.349666197281
ACH-000207,0.31253951161
ACH-000211,0.25450727838799997
ACH-000215,0.10724314979800001
ACH-000221,-0.0299686194553
ACH-000222,0.055112110002300006
ACH-000223,-0.0745088967842
ACH-000226,0.19396444751800002
ACH-000227,0.00323403654109
ACH-000228,0.10613648474500001
ACH-000231,0.132948260495
ACH-000232,0.010617338703700002
ACH-000233,0.06958247433050001
ACH-000234,0.251163005609
ACH-000235,0.13377963680500002
ACH-000237,0.193048344243
ACH-000238,0.258405765267
ACH-000243,0.158546550456
ACH-000244,-0.025808225713299996
ACH-000246,0.0613788758411
ACH-000248,0.214405805145
ACH-000250,0.179193120126
ACH-000251,0.37772595012500004
ACH-000253,0.211307097873
ACH-000255,0.39469353496
ACH-000256,0.08324110581569999
ACH-000257,-0.32549278520999997
ACH-000258,0.0163986552765
ACH-000259,0.165490169243
ACH-000260,0.15161607759600002
ACH-000261,0.15830518761
ACH-000262,0.235195163554
ACH-000263,0.185510832584
ACH-000264,0.21423528185899998
ACH-000265,0.245546654351
ACH-000266,0.149109943667
ACH-000272,0.15683393404100002
ACH-000273,0.0466488318664
ACH-000274,0.18259408423
ACH-000277,0.289738916646
ACH-000278,0.239015667118
ACH-000279,0.00245596988833
ACH-000280,0.251119045621
ACH-000281,-0.12974893826199999
ACH-000288,0.18116809783100002
ACH-000291,0.119889508774
ACH-000293,0.343598925
ACH-000294,0.197297292392
ACH-000295,0.0340781261842
ACH-000296,0.224451816263
ACH-000302,0.159558557701
ACH-000304,0.187980588509
ACH-000307,0.276978917783
ACH-000308,0.0572292819548
ACH-000310,0.109616194906
ACH-000311,0.00400670290929
ACH-000312,0.158293741676
ACH-000315,0.08468643278010002
