,GUCA1A (2978)
ACH-000004,-0.33444663556800003
ACH-000007,-0.297856401459
ACH-000009,0.022398285224700002
ACH-000011,-0.0353806937606
ACH-000012,0.020385843519700002
ACH-000013,-0.04909995685319999
ACH-000014,-0.20983503330800002
ACH-000015,-0.0305598668984
ACH-000017,-0.0156690550367
ACH-000018,-0.280914076124
ACH-000019,-0.0835078446613
ACH-000021,0.017090586300299998
ACH-000022,0.00426301456326
ACH-000025,-0.122624006479
ACH-000028,-0.0955485850291
ACH-000030,-0.0187371928001
ACH-000035,-0.205797039025
ACH-000036,0.0488937949159
ACH-000037,-0.112177679372
ACH-000039,-0.128395932867
ACH-000040,-0.045866322309699996
ACH-000041,-0.102927211096
ACH-000042,-0.175150444736
ACH-000045,-0.148741300659
ACH-000047,-0.180848237144
ACH-000052,-0.101553028377
ACH-000053,-0.026588832530299998
ACH-000054,-0.09151867694469999
ACH-000055,-0.220103224112
ACH-000060,-0.0652996862162
ACH-000067,-0.056649826826800004
ACH-000070,-0.08623868150039998
ACH-000075,-0.146120704986
ACH-000078,0.009594563750209999
ACH-000082,-0.033394334590400004
ACH-000085,-0.10748909513900001
ACH-000086,-0.0685096509003
ACH-000087,0.102580711194
ACH-000092,-0.135291675066
ACH-000095,0.022176037241700003
ACH-000097,-0.079467732949
ACH-000098,-0.18610500407900002
ACH-000099,0.07993426137189999
ACH-000108,-0.0373058097928
ACH-000113,-0.149330928499
ACH-000115,-0.190902562546
ACH-000116,0.0028974565969599997
ACH-000118,-0.12075830705
ACH-000120,-0.112739624078
ACH-000123,-0.218014461467
ACH-000127,-0.100915879415
ACH-000128,-0.116780803216
ACH-000132,-0.174698137113
ACH-000133,-0.18177462828699997
ACH-000137,-0.11071762779000001
ACH-000138,0.0533788682222
ACH-000142,-0.208186791744
ACH-000143,-0.0976473197168
ACH-000146,-0.10967205352399999
ACH-000148,-0.0221449040941
ACH-000150,0.00847161227822
ACH-000152,0.05930081941930001
ACH-000153,0.0641759205449
ACH-000159,-0.0826586440893
ACH-000160,-0.126896404239
ACH-000163,-0.0726975106092
ACH-000167,-0.289752446282
ACH-000168,-0.206766036795
ACH-000169,-0.10062363594799999
ACH-000178,0.0433387450661
ACH-000182,-0.223501663066
ACH-000183,0.0526237381993
ACH-000188,-0.0586954300459
ACH-000189,0.40301142429399994
ACH-000190,-0.038648175759300005
ACH-000198,-0.227964122201
ACH-000204,-0.27977392588100003
ACH-000206,-0.0414707901573
ACH-000207,-0.302477678587
ACH-000211,-0.0435127046531
ACH-000215,-0.07106619406119999
ACH-000221,0.0452764672382
ACH-000222,-0.023004709387
ACH-000223,-0.167459138377
ACH-000226,0.025502044137300003
ACH-000227,0.0017320909446
ACH-000228,-0.189819069751
ACH-000231,-0.195107974271
ACH-000232,-0.162165726372
ACH-000233,-0.157394683806
ACH-000234,0.160660311917
ACH-000235,-0.0765834495224
ACH-000237,0.0405779479336
ACH-000238,-0.28986753311999996
ACH-000243,0.0302538459216
ACH-000244,-0.19483469444899998
ACH-000246,0.0577217331796
ACH-000248,-0.0672810673684
ACH-000250,-0.09760730617709999
ACH-000251,-0.0290476913387
ACH-000253,-0.5910421205259999
ACH-000255,-0.09571879097539998
ACH-000256,0.0418337205395
ACH-000257,0.09003588088780001
ACH-000258,0.21196932838399998
ACH-000259,-0.0847551445001
ACH-000260,-0.00477821034779
ACH-000261,-0.07704828948669999
ACH-000262,0.204199495082
ACH-000263,0.0935804116563
ACH-000264,-0.14187904700999998
ACH-000265,-0.04349179681530001
ACH-000266,0.016542012515200002
ACH-000272,-0.157237200571
ACH-000273,-0.0529116329624
ACH-000274,0.150202612236
ACH-000277,0.07078835551769999
ACH-000278,-0.053680975085699995
ACH-000279,-0.134019525035
ACH-000280,0.026214711122599998
ACH-000281,-0.226656799309
ACH-000288,-0.06187864031169999
ACH-000291,-0.0417322826698
ACH-000293,-0.161154097625
ACH-000294,0.0137565443166
ACH-000295,-0.388726247353
ACH-000296,0.13576025508099998
ACH-000302,-0.109544334883
ACH-000304,0.09087795862379999
ACH-000307,-0.0860777349663
ACH-000308,-0.10319205735999999
ACH-000310,0.22793209842599998
ACH-000311,0.00305074273858
ACH-000312,-0.0055235768281000006
ACH-000315,-0.0690370255556
ACH-000316,-0.17368714565499999
ACH-000317,-0.24334161065999999
