,CDK5R2 (8941)
ACH-000004,0.20978630946
ACH-000007,-0.07973112965250001
ACH-000009,0.17236199449
ACH-000011,-0.055690960482099996
ACH-000012,0.053967432386
ACH-000013,0.12277845960999999
ACH-000014,0.0884212182001
ACH-000015,0.157213302852
ACH-000017,0.205513366643
ACH-000018,0.0129071547596
ACH-000019,0.328647006094
ACH-000021,0.168922064898
ACH-000022,0.0723958590215
ACH-000025,0.161516592766
ACH-000028,0.119867744297
ACH-000030,0.120617843284
ACH-000035,0.33578031257700003
ACH-000036,-0.12748579247000003
ACH-000037,0.158413008107
ACH-000039,0.503282654022
ACH-000040,-0.0402327919356
ACH-000041,0.24930794948
ACH-000042,0.195690515332
ACH-000045,0.032160538300299996
ACH-000047,-0.0100869274245
ACH-000052,-0.12402367599099999
ACH-000053,0.304642231233
ACH-000054,-0.161436888567
ACH-000055,0.016636119940200002
ACH-000060,0.119822126763
ACH-000067,0.200791964646
ACH-000070,0.0660657062955
ACH-000075,-0.115607178824
ACH-000078,0.251588472749
ACH-000082,0.11544811895899999
ACH-000085,-0.0629803897894
ACH-000086,0.182606467062
ACH-000087,0.04899333695619999
ACH-000092,-0.00851876056526
ACH-000095,0.0151153196348
ACH-000097,0.10230655955600002
ACH-000098,0.155261698424
ACH-000099,0.287571234519
ACH-000108,0.165945427959
ACH-000113,0.13345733705
ACH-000115,0.222687468292
ACH-000116,0.135078847277
ACH-000118,0.0304157506047
ACH-000120,-0.061512356576300005
ACH-000123,0.237388651639
ACH-000127,0.0948243924952
ACH-000128,0.0158784784496
ACH-000132,0.318603410335
ACH-000133,-0.05818729256
ACH-000137,0.125533723973
ACH-000138,0.25876909434900003
ACH-000142,0.10003637319499999
ACH-000143,0.115982160368
ACH-000146,0.22940271053300001
ACH-000148,0.241120239212
ACH-000150,0.22433150741799998
ACH-000152,0.10613685024399999
ACH-000153,0.298181442717
ACH-000159,0.121503896733
ACH-000160,-0.0854051369737
ACH-000163,0.139777585591
ACH-000167,0.13739013281600002
ACH-000168,0.27969991096999997
ACH-000169,0.0385420116707
ACH-000178,0.154679318677
ACH-000182,0.053715008679
ACH-000183,0.07220335266939999
ACH-000188,0.0790094242238
ACH-000189,0.0036625974991199997
ACH-000190,0.258122993317
ACH-000198,0.13420938657700002
ACH-000204,0.00170413452146
ACH-000206,0.07391309500589999
ACH-000207,0.0782710416031
ACH-000211,0.105051222003
ACH-000215,0.0705964799695
ACH-000221,0.183046609934
ACH-000222,0.0691124919426
ACH-000223,-0.00930085431572
ACH-000226,-0.0390673485995
ACH-000227,0.143708842388
ACH-000228,0.273923703875
ACH-000231,0.114793370836
ACH-000232,0.08977513778419999
ACH-000233,0.0396910600326
ACH-000234,-0.0488205154129
ACH-000235,0.14088670351
ACH-000237,0.272301567284
ACH-000238,0.185909412891
ACH-000243,0.250468550309
ACH-000244,0.101103365016
ACH-000246,0.135487383131
ACH-000248,0.20416196403700002
ACH-000250,0.135919107221
ACH-000251,0.287156043481
ACH-000253,0.20919783823600002
ACH-000255,0.0319277417364
ACH-000256,0.061755997665
ACH-000257,0.521692433882
ACH-000258,0.192818299312
ACH-000259,0.108562105379
ACH-000260,0.22594459916499998
ACH-000261,0.177622498276
ACH-000262,0.065271829085
ACH-000263,0.0536657972408
ACH-000264,0.0748234968903
ACH-000265,0.23131151016399998
ACH-000266,0.107869596264
ACH-000272,-0.0267687774119
ACH-000273,0.00922141973107
ACH-000274,0.136862758737
ACH-000277,0.037658341025400006
ACH-000278,0.227794218556
ACH-000279,0.108312178474
ACH-000280,0.160420565683
ACH-000281,0.429976956596
ACH-000288,-0.06380613885559999
ACH-000291,0.031134976787799997
ACH-000293,0.0167785595545
ACH-000294,0.357440990716
ACH-000295,0.12374664338199999
ACH-000296,0.225194661325
ACH-000302,0.271454280143
ACH-000304,0.006847915630760001
ACH-000307,0.10156707456
ACH-000308,0.15887104957599998
ACH-000310,0.472331586801
ACH-000311,0.29669691883099997
ACH-000312,0.204016293785
ACH-000315,0.159372908375
ACH-000316,0.24020594982700003
ACH-000317,0.118749912206
ACH-000318,0.254203924824
ACH-000319,0.156130339227
ACH-000320,0.159498111081
ACH-000322,0.12429290239600001
ACH-000323,0.189433939443
ACH-000324,0.163892964997
ACH-000329,0.0631336428135
ACH-000330,-0.0344183411121
ACH-000331,0.0901984828792
ACH-000332,0.09240991433039998
ACH-000334,0.301098696378
ACH-000335,0.07776784399089999
ACH-000336,0.23498348126899998
ACH-000337,-0.062281276896699996
ACH-000339,0.194149766779
ACH-000341,0.193239971384
ACH-000348,-0.025886068788
ACH-000350,0.142957185087
ACH-000352,0.0316291334398
ACH-000356,0.20651201158100002
ACH-000361,-0.0482407952141
ACH-000362,0.19417899232000002
ACH-000363,0.20231930406399998
ACH-000364,0.0978199939627
ACH-000365,0.0878123659847
ACH-000366,0.101938999936
ACH-000368,0.167574754666
ACH-000374,0.195204732059
ACH-000375,0.257894527161
ACH-000376,0.136889072019
ACH-000381,0.28938255826299997
ACH-000383,0.15710070832999998
ACH-000387,0.312413741261
ACH-000389,0.0868289127465
ACH-000390,0.205356137124
ACH-000393,-0.042257564172199995
ACH-000395,0.18237892025
ACH-000397,0.20314025635400002
ACH-000401,0.182557006458
ACH-000402,-0.0123749476251
ACH-000403,0.0809719683464
ACH-000404,-0.21544976185400003
ACH-000406,0.226359588122
ACH-000407,0.161530237436
ACH-000408,0.0130327474444
ACH-000410,0.194669067128
ACH-000411,0.210732657495
ACH-000414,0.262076482045
ACH-000415,0.106985427567
ACH-000416,0.0751274329244
ACH-000420,-0.0265022981197
ACH-000421,0.200531556785
ACH-000424,-0.0767671237473
ACH-000425,0.180183350165
ACH-000426,0.112730457829
ACH-000427,0.08574048333069999
ACH-000433,0.08346998210680001
ACH-000436,0.22445200369399998
ACH-000444,0.23913906641600002
ACH-000445,0.188284917986
ACH-000448,0.107977779062
ACH-000450,-0.19479247709199998
ACH-000452,0.18029186030299998
ACH-000454,0.186992927836
ACH-000458,0.048777278586800005
ACH-000459,0.103699245482
ACH-000460,0.24269769549400003
ACH-000461,0.0960545198691
ACH-000463,0.18071851113200002
ACH-000464,0.041130298844400004
ACH-000466,0.033521129728599997
ACH-000467,0.13582620603499998
