,FOXE1 (2304)
ACH-000004,-0.0144401639942
ACH-000007,0.053735004613699996
ACH-000009,-0.17539841784600002
ACH-000011,-0.223929192127
ACH-000012,-0.08903749124150001
ACH-000013,-0.166515381437
ACH-000014,-0.19693251441399998
ACH-000015,-0.322003327621
ACH-000017,0.00524610741581
ACH-000018,-0.111842067202
ACH-000019,0.00157940432238
ACH-000021,-0.022300435235500002
ACH-000022,-0.101993894404
ACH-000025,-0.017456631794099998
ACH-000028,0.081422105206
ACH-000030,-0.14830240173
ACH-000035,-0.160914980713
ACH-000036,-0.00314548477704
ACH-000037,0.26947517205
ACH-000039,0.16583228094900002
ACH-000040,-0.105497638817
ACH-000041,0.054417863411
ACH-000042,-0.032748591386799995
ACH-000045,-0.006800337502539999
ACH-000047,-0.08388795547039998
ACH-000052,-0.0419225658185
ACH-000053,-0.054526673958300007
ACH-000054,-0.0180312022597
ACH-000055,-0.141646598497
ACH-000060,0.0607585132775
ACH-000067,-0.127231699306
ACH-000070,-0.169075568933
ACH-000075,-0.109430056392
ACH-000078,-0.103321389037
ACH-000082,0.201325410523
ACH-000085,0.021392516313400004
ACH-000086,-0.131289520563
ACH-000087,-0.48189911512500005
ACH-000092,-0.19553173428800003
ACH-000095,0.15060350959899999
ACH-000097,-0.0254653164183
ACH-000098,-0.13076936562799998
ACH-000099,-0.242548189074
ACH-000108,-0.05233260672
ACH-000113,-0.0154442889974
ACH-000115,-0.145681490243
ACH-000116,-0.162318410953
ACH-000118,-0.0546673175435
ACH-000120,0.0233538564895
ACH-000123,-0.126938513532
ACH-000127,-0.0659866158351
ACH-000128,-0.287551730304
ACH-000132,-0.211619325556
ACH-000133,-0.142147226033
ACH-000137,-0.0452729568631
ACH-000138,-0.021217977729599997
ACH-000142,-0.276522187624
ACH-000143,-0.487111574227
ACH-000146,-0.116223883242
ACH-000148,0.0104199202044
ACH-000150,-0.0812722900293
ACH-000152,0.0660788637285
ACH-000153,0.33452255110199997
ACH-000159,-0.374695172224
ACH-000160,-0.194242215297
ACH-000163,-0.261692348734
ACH-000167,0.0314981664162
ACH-000168,0.00330892762323
ACH-000169,-0.13467933801100002
ACH-000178,-0.014319825737900001
ACH-000182,-0.041187468891199994
ACH-000183,-0.00507719833735
ACH-000188,-0.00697319772155
ACH-000189,0.031003175257799997
ACH-000190,-0.228322423714
ACH-000198,-0.159452359835
ACH-000204,0.28271651672200004
ACH-000206,-0.177896580831
ACH-000207,-0.465330369353
ACH-000211,-0.147219910042
ACH-000215,-0.274225078107
ACH-000221,-0.160334249674
ACH-000222,-0.0376208931871
ACH-000223,0.017265785557099997
ACH-000226,-0.0711722560195
ACH-000227,-0.0971161333267
ACH-000228,-0.0315137858925
ACH-000231,-0.27797948497200003
ACH-000232,-0.08288034109
ACH-000233,0.0716806807944
ACH-000234,-0.0505775982955
ACH-000235,-0.162215241394
ACH-000237,-0.171663011644
