,LCE3D (84648)
ACH-000004,0.0200098379546
ACH-000007,0.258490438858
ACH-000009,0.014467692324899998
ACH-000011,-0.102873537709
ACH-000012,0.0247865467252
ACH-000013,-0.0009609229315479999
ACH-000014,0.05317045222709999
ACH-000015,-0.000768130135161
ACH-000017,0.0838234193683
ACH-000018,-0.020471695302900002
ACH-000019,-0.1134627484
ACH-000021,0.013518132113600001
ACH-000022,-0.0880325995864
ACH-000025,-0.16725371962000002
ACH-000028,-0.09473175785869999
ACH-000030,-0.07880391714389999
ACH-000035,0.0166121407723
ACH-000036,-0.126638105391
ACH-000037,-0.10543740906
ACH-000039,0.06479571284090001
ACH-000040,-0.314225358884
ACH-000041,0.053681545794199995
ACH-000042,0.169500073404
ACH-000045,-0.138291048959
ACH-000047,-0.027080839742900004
ACH-000052,0.0544721724463
ACH-000053,-0.08703728145739999
ACH-000054,-0.036510027814800006
ACH-000055,-0.07714179132839999
ACH-000060,-0.362329482472
ACH-000067,-0.0227237594679
ACH-000070,0.122977844177
ACH-000075,-0.18339758303800002
ACH-000078,0.00410370902892
ACH-000082,-0.0057446989393799995
ACH-000085,-0.09643182511019999
ACH-000086,-0.041885356723800005
ACH-000087,-0.197975076539
ACH-000092,-0.22319555824200002
ACH-000095,-0.048890220880500004
ACH-000097,-0.036358142810300004
ACH-000098,-0.011305821246200002
ACH-000099,0.060218972357599994
ACH-000108,-0.0936709005638
ACH-000113,0.211053797997
ACH-000115,0.00234268827966
ACH-000116,0.058993069821499995
ACH-000118,-0.0625481893002
ACH-000120,-0.186799366472
ACH-000123,0.0300691119669
ACH-000127,-0.0904658265291
ACH-000128,0.0682075160212
ACH-000132,-0.0493071481249
ACH-000133,0.120462122485
ACH-000137,-0.117314330839
ACH-000138,0.0783647769917
ACH-000142,-0.188135497621
ACH-000143,-0.060908714071699996
ACH-000146,0.08286075728910001
ACH-000148,-0.00495947507768
ACH-000150,-0.22989613531800002
ACH-000152,-0.0148022033709
ACH-000153,-0.23384873483899998
ACH-000159,-0.0326333916371
ACH-000160,-0.0371308404092
ACH-000163,-0.334615963019
ACH-000167,0.213449420915
ACH-000168,-0.258269128126
ACH-000169,-0.114884669959
ACH-000178,-0.0121433914586
ACH-000182,0.0201181324103
ACH-000183,0.076356512345
ACH-000188,0.0913118840922
ACH-000189,0.251858076183
ACH-000190,0.300622513829
ACH-000198,0.0564082577031
ACH-000204,-0.0684989916743
ACH-000206,-0.19089751095600002
ACH-000207,0.041391849977599995
ACH-000211,0.0418867297359
ACH-000215,-0.349164125711
ACH-000221,0.0925225354823
ACH-000222,-0.0407290401509
ACH-000223,-0.190622246849
ACH-000226,-0.290699116792
ACH-000227,0.0653170823372
ACH-000228,0.149596569497
ACH-000231,0.052798435628000004
ACH-000232,-0.0288786261429
ACH-000233,-0.137084200293
ACH-000234,-0.0376697868222
ACH-000235,0.00100915880734
ACH-000237,-0.18894700716200002
ACH-000238,0.038951690116800004
ACH-000243,0.0229656057527
ACH-000244,-0.166580042938
ACH-000246,-0.014234032782100002
ACH-000248,0.046288785414699996
ACH-000250,0.0628183379194
ACH-000251,-0.179133426168
ACH-000253,-0.0455413794878
ACH-000255,0.0153107992613
ACH-000256,0.058863611409599996
ACH-000257,0.26623746741
ACH-000258,-0.144462001945
ACH-000259,0.0222779580174
ACH-000260,0.0185351006473
ACH-000261,0.0222296619224
ACH-000262,0.0329907400477
ACH-000263,-0.09661137430189999
ACH-000264,0.0197426920123
ACH-000265,0.0612138809334
ACH-000266,-0.0195692143454
ACH-000272,0.032683306495
ACH-000273,-0.10956189177200001
ACH-000274,0.0846741636409
ACH-000277,-0.108612086808
ACH-000278,-0.0593195293977
ACH-000279,0.131617896032
ACH-000280,0.0316056099903
ACH-000281,0.130130765284
ACH-000288,-0.06822836462569999
ACH-000291,0.05760137603130001
ACH-000293,0.103706180485
ACH-000294,-0.126506880905
ACH-000295,0.08703496434260001
ACH-000296,0.0829643515178
ACH-000302,0.140281352008
ACH-000304,0.07726299088710001
ACH-000307,0.09727231415560002
ACH-000308,0.0438328486873
ACH-000310,0.121263406166
ACH-000311,-0.0914927338353
ACH-000312,-0.22947695513900002
ACH-000315,0.0066509856212
ACH-000316,-0.0021591952708899997
ACH-000317,0.07712300376720001
ACH-000318,-0.163300665468
ACH-000319,0.155046318613
ACH-000320,-0.0226556934611
ACH-000322,0.108522747482
ACH-000323,0.058047892029499996
ACH-000324,0.0447624564709
ACH-000329,-0.19589702797800002
ACH-000330,0.0414719961537
ACH-000331,-0.240162758581
ACH-000332,-0.0554412567761
ACH-000334,0.09727802905269999
ACH-000335,-0.138081239503
ACH-000336,0.0323856523234
ACH-000337,-0.141349830227
ACH-000339,0.0681528649713
ACH-000341,-0.219278701743
ACH-000348,-0.0533028518504
ACH-000350,0.0238858349235
ACH-000352,-0.040187271295
ACH-000356,-0.23941296650199997
ACH-000361,-0.0935392870324
ACH-000362,0.05850896425419999
ACH-000363,0.0913762751763
ACH-000364,-0.119447485795
ACH-000365,0.0474201437199
ACH-000366,0.042424697792400004
ACH-000368,-0.0959292487723
ACH-000374,0.060845773210199995
ACH-000375,-0.011513462895
ACH-000376,0.144013580441
ACH-000381,-0.19049718872299998
ACH-000383,0.0812401508208
ACH-000387,-0.00392058040089
ACH-000389,-0.226699421908
ACH-000390,0.0425176178949
ACH-000393,-0.0559409732721
ACH-000395,-0.141116450371
ACH-000397,0.05866505607469999
ACH-000401,0.017858337796900003
ACH-000402,0.30795522265700004
ACH-000403,0.0661681154278
ACH-000404,-0.0736448355863
ACH-000406,-0.04688569126730001
ACH-000407,0.038083709044699994
ACH-000408,0.007046690157560001
ACH-000410,-0.112146454365
ACH-000411,-0.0198653137786
ACH-000414,-0.22544353691100003
ACH-000415,-0.0448590488191
ACH-000416,-0.169760027645
ACH-000420,0.122681313353
ACH-000421,-0.0442599615391
ACH-000424,0.221527658317
