,KLF1 (10661)
ACH-000004,-0.535062517667
ACH-000007,-0.0022097562369299997
ACH-000009,-0.0342624123602
ACH-000011,-0.518223706849
ACH-000012,-0.277864728594
ACH-000013,-0.125922431428
ACH-000014,-0.246410453799
ACH-000015,-0.517459820913
ACH-000017,-0.427778173059
ACH-000018,-0.45449270223800003
ACH-000019,-0.417825600341
ACH-000021,-0.516261431846
ACH-000022,-0.169961795454
ACH-000025,-0.292613134692
ACH-000028,-0.263129262915
ACH-000030,-0.208046531931
ACH-000035,-0.35045382850699996
ACH-000036,-0.24334451076299998
ACH-000037,-0.15832412617
ACH-000039,-0.328625856226
ACH-000040,-0.277491142779
ACH-000041,-0.11036604952199999
ACH-000042,-0.303970184742
ACH-000045,-0.327273929744
ACH-000047,-0.264843772947
ACH-000052,-0.25419238139600003
ACH-000053,-0.317440249819
ACH-000054,-0.219591596759
ACH-000055,-0.23364741446899998
ACH-000060,-0.0424376484712
ACH-000067,-0.23932587610199998
ACH-000070,-0.296490834395
ACH-000075,-0.0822961044903
ACH-000078,-0.347365980279
ACH-000082,-0.139478256928
ACH-000085,-0.420353109365
ACH-000086,-0.0982321342626
ACH-000087,-0.39935661915
ACH-000092,-0.28911237849800003
ACH-000095,-0.324196478434
ACH-000097,-0.118602070026
ACH-000098,-0.380895646844
ACH-000099,-0.270643744626
ACH-000108,-0.535343989762
ACH-000113,-0.253670297251
ACH-000115,-0.48895069807499997
ACH-000116,-0.353352004444
ACH-000118,-0.337267297665
ACH-000120,-0.271083439714
ACH-000123,-0.191904013602
ACH-000127,-0.201563073625
ACH-000128,-0.467430030714
ACH-000132,-0.148310419167
ACH-000133,-0.284104398187
ACH-000137,-0.292542959678
ACH-000138,-0.26064566543
ACH-000142,-0.206228450457
ACH-000143,-0.38168135157
ACH-000146,-0.283167739929
ACH-000148,-0.23726911375
ACH-000150,-0.37147369867299995
ACH-000152,-0.26571367265
ACH-000153,-0.22964617722199998
ACH-000159,-0.26623922465100003
ACH-000160,0.133985981442
ACH-000163,-0.625625599282
ACH-000167,0.289216603962
ACH-000168,-0.316603636071
ACH-000169,-0.190584272907
ACH-000178,-0.13322289566099998
ACH-000182,-0.28948879948899997
ACH-000183,-0.21008363163600002
ACH-000188,-0.664006858422
ACH-000189,-0.285384040453
ACH-000190,0.1121055552
ACH-000198,-0.18482188238800001
ACH-000204,-0.234911177664
ACH-000206,-0.20784863015900001
ACH-000207,-0.317273345889
ACH-000211,-0.25944698096200003
ACH-000215,-0.16225243865
ACH-000221,-0.24083927267299998
ACH-000222,-0.473807465099
ACH-000223,-0.368578936403
ACH-000226,-0.316406194985
ACH-000227,-0.148878280023
ACH-000228,-0.7973279280519999
ACH-000231,-0.15362562058
ACH-000232,-0.043856316123800004
ACH-000233,-0.36508469218199996
ACH-000234,-0.069639275122
ACH-000235,-0.212019213915
ACH-000237,-0.230045370299
ACH-000238,-0.0341623621164
ACH-000243,-0.274888858631
ACH-000244,-0.393454332393
ACH-000246,-0.103468677068
ACH-000248,-0.192799126492
ACH-000250,-0.277399446193
ACH-000251,-0.38315786107199995
ACH-000253,-0.235187177252
ACH-000255,-0.34856991517499997
ACH-000256,-0.36058970146799996
ACH-000257,-0.17829002606400002
ACH-000258,-0.332405973319
ACH-000259,-0.311057457622
ACH-000260,-0.161990257148
ACH-000261,-0.25920072970400004
ACH-000262,-0.050355997993700004
ACH-000263,-0.200757833618
ACH-000264,-0.0562100370633
ACH-000265,-0.25011508673099997
ACH-000266,-0.129090590034
ACH-000272,-0.08872735295610001
ACH-000273,-0.165103770657
ACH-000274,-0.12134741545
ACH-000277,-0.185156659945
ACH-000278,-0.289952077453
ACH-000279,-0.1028251542
ACH-000280,-0.26959261951499996
ACH-000281,-0.251480508284
ACH-000288,-0.213395192993
ACH-000291,-0.26436082680399997
ACH-000293,-0.151899127804
ACH-000294,-0.35130975051700003
ACH-000295,-0.196415683228
ACH-000296,-0.465646253791
ACH-000302,-0.410282824973
ACH-000304,-0.21920367480300001
ACH-000307,-0.238274927439
ACH-000308,-0.157438862554
ACH-000310,-0.30778273778799997
ACH-000311,-0.372163768609
ACH-000312,-0.28169921897399997
ACH-000315,-0.302105866522
ACH-000316,-0.0817083701488
ACH-000317,-0.0631134567392
ACH-000318,-0.438261327306
ACH-000319,-0.444486144521
ACH-000320,-0.463164911035
ACH-000322,0.11015051686499999
ACH-000323,-0.265400007195
ACH-000324,-0.049299901092099994
ACH-000329,0.009045708040649999
ACH-000330,-0.28550267285
ACH-000331,-0.211756288897
ACH-000332,-0.317857628666
ACH-000334,-0.265380839601
ACH-000335,-0.21746575068100002
ACH-000336,-0.3220136337
ACH-000337,-0.299787964301
ACH-000339,-0.32975201073000004
ACH-000341,-0.30809276777399996
ACH-000348,-0.09451560379030001
ACH-000350,0.0298936885847
ACH-000352,-0.22442594362100002
ACH-000356,-0.457334877056
ACH-000361,-0.21977374112700002
ACH-000362,-0.270037643704
ACH-000363,-0.272807353423
ACH-000364,-0.5981976234709999
ACH-000365,-0.14443974572
ACH-000366,-0.320752752414
ACH-000368,-0.18755558973499997
ACH-000374,-0.31136380978100003
ACH-000375,-0.11467139891200001
ACH-000376,0.0422988963837
ACH-000381,-0.0740110884073
ACH-000383,-0.197710215066
ACH-000387,-0.40304227158600003
ACH-000389,-0.45912669438500003
ACH-000390,-0.35970292358000006
ACH-000393,-0.332651354155
ACH-000395,-0.44473344480300003
ACH-000397,0.034424788221300004
ACH-000401,-0.44934628998000004
ACH-000402,-0.26582866524
ACH-000403,-0.254786936348
ACH-000404,-0.36834462971799997
ACH-000406,-0.153066523549
ACH-000407,-0.175506648233
ACH-000408,-0.19656497506200002
ACH-000410,-0.31752946778999996
ACH-000411,-0.249229975914
ACH-000414,-0.2060822741
ACH-000415,-0.333286223367
ACH-000416,-0.430376398964
ACH-000420,0.027753061279899998
ACH-000421,-0.212537319702
ACH-000424,-0.20766744245299998
ACH-000425,-0.312538059536
ACH-000426,-0.19791595326900002
ACH-000427,-0.222543336382
ACH-000433,-0.47989306520499997
ACH-000436,-0.231250362841
ACH-000444,-0.17296066296
ACH-000445,-0.19632698730999998
ACH-000448,-0.18255578545099999
ACH-000450,-0.49203866975
ACH-000452,-0.41107032149000006
ACH-000454,-0.350831966966
ACH-000458,-0.316385960005
ACH-000459,-0.153025938495
ACH-000460,-0.358407274384
ACH-000461,-0.19227736107299997
ACH-000463,-0.351829388831
ACH-000464,-0.291496170698
ACH-000466,-0.492728891093
ACH-000467,-0.288429129354
ACH-000468,-0.351127347978
ACH-000469,-0.33794740942199997
ACH-000470,-0.171046201143
ACH-000471,-0.0837692496139
ACH-000472,-0.0828594441789
ACH-000473,-0.09021250855
ACH-000475,-0.206845377721
ACH-000476,-0.173125954972
ACH-000477,-0.355478698945
ACH-000480,-0.122777982519
ACH-000481,-0.296024413035
ACH-000483,-0.058676399506199996
ACH-000484,-0.08537452737230002
ACH-000485,-0.28385657510400003
ACH-000486,-0.20019006362199998
ACH-000487,-0.946761200399
ACH-000488,-0.143661384205
ACH-000490,-0.232090708167
ACH-000491,-0.143029858049
ACH-000495,-0.149545065922
ACH-000496,-0.31758702454599996
ACH-000499,-0.317227171833
ACH-000500,0.234966144762
ACH-000502,-0.338944907997
ACH-000503,-0.0196493581393
ACH-000505,-0.41744647249899997
ACH-000507,-0.260913808412
ACH-000510,-0.187790863595
ACH-000511,-0.100441574149
ACH-000512,-0.07294691059889999
ACH-000516,-0.122000313487
ACH-000517,-0.185099312125
ACH-000518,-0.207685773034
ACH-000520,-0.214149796368
ACH-000521,-0.16921592404
ACH-000522,-0.254980723353
ACH-000524,-0.152616423552
ACH-000527,-0.261798027188
ACH-000528,-0.19934446546300003
ACH-000537,-0.09724614392179999
ACH-000541,-0.22026943022300002
ACH-000542,-0.241589433715
ACH-000544,-0.21659392675
ACH-000545,-0.33187605532
ACH-000547,-0.24307979259399998
ACH-000548,-0.44668129876999996
ACH-000549,-0.38790571549
ACH-000550,-0.0154695495031
ACH-000552,-0.236982812543
ACH-000556,-0.433082096277
ACH-000557,-0.171702861132
ACH-000570,-0.000596298142235
ACH-000571,-0.370876989839
ACH-000573,-0.011133444620100002
ACH-000576,-0.16067557639
ACH-000580,-0.312315887795
ACH-000584,-0.237831284946
ACH-000585,-0.477942698257
ACH-000588,-0.07958420550669999
ACH-000589,-0.23318414456099998
ACH-000591,-0.388436661933
ACH-000593,-0.197548572537
ACH-000600,-0.245136828202
ACH-000601,-0.228476637397
ACH-000604,-0.766307389228
ACH-000605,-0.244797477256
ACH-000606,-0.312850046457
ACH-000608,-0.243125787471
ACH-000614,-0.398709389476
ACH-000616,-0.182072756538
ACH-000618,-0.479785556936
ACH-000619,-0.35228014823200005
ACH-000620,-0.292784594931
ACH-000621,-0.430829658829
ACH-000622,-0.369419353108
ACH-000623,-0.265739631851
ACH-000624,-0.22822890587699998
ACH-000627,-0.49791711403399996
ACH-000630,-0.33329535802
ACH-000632,-0.21009435577500002
ACH-000633,-0.270319539623
ACH-000637,-0.359617491809
ACH-000638,-0.08875351522669998
ACH-000646,-0.297575580086
ACH-000647,-0.11784567785700001
ACH-000648,-0.142704954337
ACH-000649,-0.12265750390900002
ACH-000651,-0.196000012636
ACH-000652,-0.281407052761
ACH-000653,-0.29734479494000005
ACH-000657,-0.259382311812
ACH-000658,-0.221655538062
ACH-000661,-0.240399327809
ACH-000662,-0.224504603973
ACH-000663,0.0778506802187
ACH-000665,-0.47003257862400005
ACH-000671,-0.168106426193
ACH-000673,-0.345624338828
ACH-000676,-0.169732383903
ACH-000677,-0.166860385074
ACH-000681,-0.196237186659
ACH-000682,-0.15304169707999998
ACH-000683,-0.384408411426
ACH-000684,-0.16990407325800003
ACH-000688,-0.23805191658799998
ACH-000693,-0.24626667690499998
ACH-000694,-0.160177439364
ACH-000695,-0.438449517362
ACH-000696,-0.270553720844
ACH-000697,-0.373392452693
ACH-000699,-0.324194809445
ACH-000701,-0.344232366758
ACH-000706,-0.4241924006
ACH-000711,-0.2774264707
ACH-000713,-0.18498072087499998
ACH-000714,-0.23967612936299998
ACH-000718,-0.275528493372
ACH-000720,-0.278177352391
ACH-000721,-0.260233054875
ACH-000724,-0.0802920442666
ACH-000725,-0.459893757128
ACH-000732,-0.39827173452200004
ACH-000734,-0.23067565992699998
ACH-000735,-0.124540243814
ACH-000736,-0.19218520358
ACH-000738,-0.18697906438
ACH-000746,-0.180379910968
ACH-000747,-0.34297799065800005
ACH-000748,-0.309808250183
ACH-000753,-0.0815393849117
ACH-000756,-0.622283301391
ACH-000757,-0.385647133442
ACH-000758,-0.20636194054
ACH-000760,-0.340180775983
ACH-000763,-0.0057644696097299995
ACH-000764,-0.653316159829
ACH-000765,-0.389466887487
ACH-000766,-0.273474494206
ACH-000767,-0.185420073403
ACH-000768,-0.452902696179
ACH-000769,-0.36294008668600003
ACH-000770,-0.186257700875
ACH-000771,-0.21492550862
ACH-000773,-0.420628053902
ACH-000776,-0.40720263307800003
ACH-000777,-0.091979866395
ACH-000778,-0.41452709605
ACH-000781,-0.282505070325
ACH-000782,-0.523476090101
ACH-000783,-0.295808078468
ACH-000784,-0.32846226914099996
ACH-000785,-0.283311968915
ACH-000787,-0.182938966783
ACH-000788,-0.239016565611
ACH-000791,-0.254067470967
ACH-000792,-0.14581332264900002
ACH-000794,-0.447875150916
ACH-000796,-0.207538109128
ACH-000799,-0.397596366503
ACH-000800,-0.214328728207
ACH-000802,-0.41570667340800005
ACH-000804,-0.265475720158
ACH-000805,-0.48505188228999996
ACH-000809,-0.258893818358
ACH-000810,-0.30388648233300003
ACH-000811,-0.100617310368
ACH-000817,-0.299922594925
ACH-000819,-0.446269679511
ACH-000820,-0.29653439891
ACH-000821,-0.373957049792
ACH-000822,-0.256306367415
ACH-000823,-0.603679889464
ACH-000824,-0.140470521856
ACH-000827,-0.31054628341999996
ACH-000829,-0.280795466535
ACH-000831,-0.206993293646
ACH-000832,-0.31381889729699997
ACH-000833,-0.307005137112
ACH-000834,-0.162562317214
ACH-000835,-0.0982808599265
ACH-000836,-0.043982163115499996
ACH-000837,-0.333052758317
ACH-000838,-0.43421230198999994
ACH-000839,-0.0470526045237
ACH-000840,0.166229035656
ACH-000841,-0.23980238571899998
ACH-000843,-0.14474709636
ACH-000846,-0.45324460602
ACH-000847,0.0568488077623
ACH-000848,-0.157063527339
ACH-000849,-0.247586739124
ACH-000851,-0.19368850754099998
ACH-000855,-0.330121677045
ACH-000856,-0.190276261881
ACH-000858,-0.169677337786
ACH-000859,-0.428024695438
ACH-000861,-0.451243687303
ACH-000862,-0.0147618407964
ACH-000865,-0.320736857279
ACH-000866,-0.0883450963301
ACH-000867,-0.22380383189800002
ACH-000869,-0.21525238292800003
ACH-000872,-0.23672915509700002
ACH-000873,-0.603654336646
ACH-000876,-0.33715481006399994
ACH-000878,-0.311169912817
ACH-000880,-0.278516117159
ACH-000881,-0.207613735456
ACH-000882,-0.25122768945999996
ACH-000884,-0.293239277498
ACH-000885,-0.163191401344
ACH-000887,-0.45070215926000007
ACH-000888,-0.05993520270930001
ACH-000889,-0.17873255582000003
ACH-000890,-0.0362024073946
ACH-000896,-0.281156241481
ACH-000898,-0.152480722953
ACH-000900,-0.462829351835
ACH-000901,-0.231495261127
ACH-000905,-0.190435056833
ACH-000906,-0.164392165309
ACH-000907,0.013592801169399999
ACH-000910,-0.0529059125737
ACH-000911,-0.304302783818
ACH-000912,-0.422106929469
ACH-000913,-0.128229170081
ACH-000915,-0.166512582609
ACH-000916,-0.196624618132
ACH-000917,-0.129281347991
ACH-000921,-0.254183427944
ACH-000924,-0.11968007776699999
ACH-000926,-0.231356119295
ACH-000928,-0.457261100797
ACH-000929,-0.119851013994
ACH-000932,-0.219511422655
ACH-000935,-0.152879643294
ACH-000936,-0.304409285717
ACH-000937,-0.286286637851
ACH-000938,-0.350196586144
ACH-000939,-0.10334442013
ACH-000941,-0.36298042865999997
ACH-000943,-0.129542913436
ACH-000946,-0.27385610105999997
ACH-000947,-0.25531067808
ACH-000948,-0.28201968159
ACH-000950,-0.2782477977
ACH-000953,-0.431506143455
ACH-000957,-0.23996545086399998
ACH-000958,-0.421446894904
ACH-000960,-0.332021740889
ACH-000963,-0.36550188936399997
ACH-000968,-0.110633967035
ACH-000969,-0.343165003763
ACH-000973,-0.139558009463
ACH-000974,-0.325286010702
ACH-000975,-0.257670715638
ACH-000976,-0.0027648643892
ACH-000978,-0.166548031614
ACH-000980,-0.180047294172
ACH-000984,-0.275872143472
ACH-000986,-0.259215386463
ACH-000988,-0.269163358425
ACH-000993,-0.244646469991
ACH-000994,-0.14613492487500002
ACH-000996,-0.17796692057799998
ACH-001001,-0.11132184471699999
ACH-001020,-0.0355059031869
ACH-001028,-0.266248420609
ACH-001031,-0.281682063368
ACH-001038,-0.128247857751
ACH-001048,-0.19675683818300002
ACH-001050,-0.383491735962
ACH-001053,0.137454497588
ACH-001054,-0.251611435288
ACH-001061,-0.14885768108
ACH-001067,-0.247299645528
ACH-001075,-0.0472018327829
ACH-001096,-0.334939298255
ACH-001128,0.634262185035
ACH-001134,-0.130168593269
ACH-001151,-0.07122770136189999
ACH-001163,-0.0964463184196
ACH-001164,-0.237998935576
ACH-001173,-0.447322396717
ACH-001183,-0.19722200992
ACH-001184,-0.537205501869
ACH-001190,-0.330499193532
ACH-001192,-0.100771686143
ACH-001193,-0.0337084850984
ACH-001196,-0.040697994834300005
ACH-001197,-0.246686179648
ACH-001205,-0.40641952954599997
ACH-001211,-0.0320111850518
ACH-001212,-0.314032327679
ACH-001228,-0.33649831662100005
ACH-001232,-0.213565642935
ACH-001239,-0.021552963738000003
ACH-001274,-0.232146471069
ACH-001275,-0.0926660612813
ACH-001277,-0.308689163149
ACH-001278,-0.0204888876867
ACH-001280,-0.585804732367
ACH-001283,-0.33407292655799997
ACH-001289,-0.255445364752
ACH-001295,-0.292890651484
ACH-001300,-0.307423857199
ACH-001301,-0.12933543871
ACH-001302,-0.358264650317
ACH-001303,-0.43019238211599997
ACH-001306,-0.35634529736299997
ACH-001318,-0.357096294772
ACH-001322,-0.275392470404
ACH-001328,-0.32408521516600003
ACH-001332,-0.576072272767
ACH-001333,-0.31300761309
ACH-001336,-0.110821690274
ACH-001340,-0.19000328958299997
ACH-001346,-0.541129028475
ACH-001353,-0.216852496448
ACH-001354,-0.298874895426
ACH-001367,-0.13181500015699998
ACH-001368,-0.174209896091
ACH-001374,0.024499279649400005
ACH-001375,-0.156880822722
ACH-001377,-0.208882862243
ACH-001380,-0.366412237337
ACH-001391,-0.377013894376
ACH-001407,-0.391563619728
ACH-001408,-0.07870023082000001
ACH-001413,-0.475095550744
ACH-001430,-0.306661418077
ACH-001431,-0.235163057003
ACH-001450,-0.359309726963
ACH-001496,0.04528469742
ACH-001500,-0.146013942634
ACH-001521,0.0660656256808
ACH-001523,-0.128069420687
ACH-001532,-0.218489503921
ACH-001536,-0.148786450856
ACH-001550,0.14559342265699998
ACH-001552,-0.338717212424
ACH-001554,-0.21895779827
ACH-001645,-0.174960694403
ACH-001654,-0.482039920563
ACH-001715,-0.333352096878
ACH-001735,-0.309529799537
ACH-001736,-0.304956800404
ACH-001737,0.10216697165300001
ACH-001740,-0.33225881079
ACH-001745,-0.30087940768300003
ACH-001750,-0.429707346661
ACH-001765,-0.26300053225000003
ACH-001956,-0.290293444225
ACH-001957,-0.17593193750799999
