,MTHFD1L (25902)
ACH-000004,-0.383028426254
ACH-000007,-0.24470477240400001
ACH-000009,-0.166275745117
ACH-000011,-0.224393198256
ACH-000012,-0.028317199681099997
ACH-000013,-0.110688256454
ACH-000014,0.035896565076
ACH-000015,0.06928062832689999
ACH-000017,-0.066840981215
ACH-000018,-0.195852658662
ACH-000019,0.010370862534700001
ACH-000021,-0.0945070511484
ACH-000022,-0.055378920266800004
ACH-000025,-0.041921492984400004
ACH-000028,-0.061389402859
ACH-000030,-0.18119961505999999
ACH-000035,-0.0100580423091
ACH-000036,-0.204375254623
ACH-000037,-0.24302684027899998
ACH-000039,-0.0492757588809
ACH-000040,-0.366337329101
ACH-000041,-0.122232879547
ACH-000042,-0.08553921250710002
ACH-000045,0.0262533191026
ACH-000047,-0.22775774984400002
ACH-000052,0.021962547593200002
ACH-000053,-0.133210905617
ACH-000054,-0.182201239182
ACH-000055,-0.133983606469
ACH-000060,-0.22629196557700001
ACH-000067,-0.339753122387
ACH-000070,-0.424741491146
ACH-000075,-0.356210591168
ACH-000078,0.0476159600865
ACH-000082,-0.152949652413
ACH-000085,-0.136433082151
ACH-000086,-0.0636095824731
ACH-000087,-0.30121550811000003
ACH-000092,-0.205335520417
ACH-000095,-0.121054462329
ACH-000097,-0.10657945351199999
ACH-000098,-0.22002273579999998
ACH-000099,-0.115811433619
ACH-000108,0.207668363081
ACH-000113,-0.0312790140413
ACH-000115,0.106147571646
ACH-000116,-0.0313492832423
ACH-000118,-0.0724564837122
ACH-000120,0.301564831426
ACH-000123,-0.23668699586
ACH-000127,-0.0250489370466
ACH-000128,-0.293311844324
ACH-000132,-0.267752826716
ACH-000133,-0.167536357059
ACH-000137,-0.160026226556
ACH-000138,-0.0679376355159
ACH-000142,-0.022625808843
ACH-000143,-0.0690822535492
ACH-000146,-0.131593479525
ACH-000148,-0.128933140146
ACH-000150,-0.130356038828
ACH-000152,0.00159242489778
ACH-000153,0.04532719898030001
ACH-000159,-0.5092097224809999
ACH-000160,-0.263098844344
ACH-000163,-0.219024082924
ACH-000167,-0.0960582945589
ACH-000168,-0.219482777243
ACH-000169,-0.09411479942989999
ACH-000178,0.025598195331799998
ACH-000182,-0.15231035641
ACH-000183,-0.066124519178
ACH-000188,-0.15542530515
ACH-000189,0.0796879406009
ACH-000190,-0.22981058477400002
ACH-000198,-0.28036718719
ACH-000204,0.0595829011857
ACH-000206,-0.311463695102
ACH-000207,-0.320619319242
ACH-000211,-0.249940448628
ACH-000215,-0.142230188674
ACH-000221,-0.0695090938222
