,ZNF727P (442319)
ACH-000004,0.14356598464
ACH-000007,-0.121904326173
ACH-000009,0.11717393559
ACH-000011,-0.151485262457
ACH-000012,-0.0476994829146
ACH-000013,0.184316018601
ACH-000014,0.0043964349215600005
ACH-000015,0.238907443871
ACH-000017,0.188760984065
ACH-000018,0.18398107658399998
ACH-000019,-0.0711899282967
ACH-000021,-0.40075532790299995
ACH-000022,0.0433077662158
ACH-000025,-0.00925558292643
ACH-000028,-0.058865254204900005
ACH-000030,0.187410681428
ACH-000035,0.126019871346
ACH-000036,-0.179182932879
ACH-000037,-0.0858661762315
ACH-000039,0.218304014808
ACH-000040,0.08314550528419999
ACH-000041,0.24415629095199998
ACH-000042,0.117490704167
ACH-000045,0.029355022900200003
ACH-000047,0.155651475558
ACH-000052,-0.042557466541599996
ACH-000053,0.0530004569197
ACH-000054,-0.033346177017900006
ACH-000055,0.38680944004699996
ACH-000060,0.0232711069349
ACH-000067,-0.0288745059993
ACH-000070,0.0999481949381
ACH-000075,-0.0906869745111
ACH-000078,0.123879436397
ACH-000082,0.051949229820800004
ACH-000085,-0.0166498726059
ACH-000086,0.327989013136
ACH-000087,-0.0811600230052
ACH-000092,0.135746683622
ACH-000095,-0.0494421932867
ACH-000097,-0.0815575513604
ACH-000098,0.0993331234859
ACH-000099,0.024109914469999997
ACH-000108,0.32861952444200004
ACH-000113,-0.0446681050646
ACH-000115,0.162180538383
ACH-000116,0.0607078662866
ACH-000118,0.142526112702
ACH-000120,0.154003568831
ACH-000123,0.0494960060812
ACH-000127,-0.07254222698710001
ACH-000128,-0.0931345531533
ACH-000132,0.038866490082699996
ACH-000133,0.049258586332
ACH-000137,0.011513861248000001
ACH-000138,0.21376332841200002
ACH-000142,-0.0674771760681
ACH-000143,-0.0162318731794
ACH-000146,0.115062052234
ACH-000148,0.0850840862823
ACH-000150,0.34027885327
ACH-000152,0.0511916319503
ACH-000153,0.0464622219964
ACH-000159,-0.014838126495000001
ACH-000160,0.08329903873639999
ACH-000163,0.07333855757669999
ACH-000167,0.053236732835300005
ACH-000168,0.15553537068099998
ACH-000169,0.30341839211800004
ACH-000178,0.0466134774284
ACH-000182,0.316606543305
ACH-000183,0.254863128537
ACH-000188,0.126196314462
ACH-000189,0.20994295602600002
ACH-000190,-0.00658227245752
ACH-000198,0.127219632326
ACH-000204,-6.05116644495e-05
ACH-000206,0.0348853453974
ACH-000207,0.131959217943
ACH-000211,0.058749431634
ACH-000215,0.183119239255
ACH-000221,-0.0998835219011
ACH-000222,0.145662062963
ACH-000223,0.0056645062746400006
ACH-000226,-0.21518579406
ACH-000227,0.20976037759799998
ACH-000228,0.150296077204
ACH-000231,0.0753750042352
ACH-000232,0.068421817567
ACH-000233,0.121228557476
ACH-000234,0.071988471717
ACH-000235,0.06469101161969999
ACH-000237,0.0031217890891500006
ACH-000238,0.234630494888
ACH-000243,-0.016587990535999998
ACH-000244,0.073296257342
ACH-000246,-0.09306477698010002
ACH-000248,-0.12267475659499999
ACH-000250,0.160454848761
ACH-000251,0.0516011040236
ACH-000253,-0.00415935551679
ACH-000255,0.049094641317
ACH-000256,0.177645315259
ACH-000257,0.304816399602
