,HES7 (84667)
ACH-000004,-0.401475457002
ACH-000007,-0.166270171456
ACH-000009,-0.35328188023199997
ACH-000011,-0.351047001752
ACH-000012,-0.289347808673
ACH-000013,-0.314856313908
ACH-000014,-0.039222743769099996
ACH-000015,-0.324966628845
ACH-000017,-0.22707666863200002
ACH-000018,-0.412692082799
ACH-000019,-0.31324213189800004
ACH-000021,-0.318086535231
ACH-000022,-0.18537833951299998
ACH-000025,-0.42422405903300003
ACH-000028,-0.20691777614700002
ACH-000030,-0.281334444444
ACH-000035,-0.341184523871
ACH-000036,-0.42731037757
ACH-000037,-0.40126694156599996
ACH-000039,-0.643004329271
ACH-000040,-0.29667877781199997
ACH-000041,-0.36854036298299997
ACH-000042,-0.446898128297
ACH-000045,-0.320137343159
ACH-000047,-0.284386408932
ACH-000052,-0.45158492872
ACH-000053,-0.177948648355
ACH-000054,-0.27398733897300004
ACH-000055,-0.584462073286
ACH-000060,-0.489347598943
ACH-000067,-0.447629905921
ACH-000070,-0.179878170944
ACH-000075,-0.379473277381
ACH-000078,-0.34304231893299997
ACH-000082,-0.515830207147
ACH-000085,-0.23611986074299998
ACH-000086,-0.343512683653
ACH-000087,-0.386607725087
ACH-000092,-0.310331698957
ACH-000095,-0.383990987973
ACH-000097,-0.40821372232500003
ACH-000098,-0.417526204049
ACH-000099,-0.333040389739
ACH-000108,-0.282826602719
ACH-000113,-0.315694636127
ACH-000115,-0.333102542321
ACH-000116,-0.35291194612
ACH-000118,-0.3275827787
ACH-000120,-0.503478668368
ACH-000123,-0.310726332002
ACH-000127,-0.327615718959
ACH-000128,-0.448339324798
ACH-000132,-0.49494142696000004
ACH-000133,-0.27087398848099997
ACH-000137,-0.18627650096700002
ACH-000138,-0.442151934388
ACH-000142,-0.26099066299699997
ACH-000143,-0.171251031192
ACH-000146,-0.24670673853
ACH-000148,-0.37626177833999996
ACH-000150,-0.298454026456
ACH-000152,-0.46463306035400004
ACH-000153,-0.512099844192
ACH-000159,-0.43588225086300003
ACH-000160,-0.354593350827
ACH-000163,-0.337350270609
ACH-000167,-0.11590170839099999
ACH-000168,-0.619282084102
ACH-000169,-0.43551194539
ACH-000178,-0.296643545535
ACH-000182,-0.250399467459
ACH-000183,-0.2929504611
ACH-000188,-0.42070382058
ACH-000189,-0.12997635967
ACH-000190,-0.44899951249799996
ACH-000198,-0.291145544805
ACH-000204,-0.36183124385
ACH-000206,-0.594788908172
ACH-000207,-0.375362164916
ACH-000211,-0.126064568703
ACH-000215,-0.389504417781
ACH-000221,-0.29035200652300003
ACH-000222,-0.43758046106700005
ACH-000223,-0.307672722211
ACH-000226,-0.28967142852
ACH-000227,-0.190949400886
ACH-000228,-0.296501521321
ACH-000231,-0.40227416419600004
ACH-000232,-0.263032205414
ACH-000233,-0.234578633922
ACH-000234,-0.189001415041
ACH-000235,-0.47655009086000005
ACH-000237,-0.42407619968099997
ACH-000238,-0.34495396808300005
ACH-000243,-0.453877611257
ACH-000244,-0.133599731262
ACH-000246,-0.28679107340599996
ACH-000248,-0.34246290901199994
ACH-000250,-0.439526223614
ACH-000251,-0.565510081409
ACH-000253,-0.306540279027
ACH-000255,-0.275902687105
ACH-000256,-0.411482612563
ACH-000257,0.111053480397
ACH-000258,-0.47365000894500003
ACH-000259,-0.345726962892
ACH-000260,-0.40548523832500005
ACH-000261,-0.396368364404
ACH-000262,-0.216574043065
ACH-000263,0.18160571440499998
ACH-000264,-0.239117282504
ACH-000265,-0.351592471577
ACH-000266,-0.375726786375
ACH-000272,-0.37156191296499996
ACH-000273,-0.397776379621
ACH-000274,-0.37001778269
ACH-000277,-0.34308498714599994
ACH-000278,-0.516793340889
ACH-000279,-0.357538605969
ACH-000280,-0.39101491016
ACH-000281,-0.26927898957699997
ACH-000288,-0.521743464387
ACH-000291,-0.18250256489
ACH-000293,-0.29506820894499997
ACH-000294,-0.398445048508
ACH-000295,-0.539401565162
ACH-000296,-1.04063612059
ACH-000302,-0.27921085228500003
ACH-000304,-0.0373835463568
ACH-000307,-0.315151600373
ACH-000308,-0.297189025981
ACH-000310,-0.33041736327599996
ACH-000311,-0.29765939632599997
ACH-000312,-0.533479125197
ACH-000315,-0.37562225185099996
ACH-000316,-0.7814701352719999
ACH-000317,0.17021688464499998
ACH-000318,-0.224228343902
ACH-000319,-0.254694832943
ACH-000320,-0.7101396281300001
ACH-000322,-0.33392711247699997
ACH-000323,-0.454452034713
ACH-000324,-0.189312232137
ACH-000329,-0.370530219463
ACH-000330,-0.239579496664
ACH-000331,-0.358107601435
ACH-000332,-0.34136545125900003
ACH-000334,-0.499266993776
ACH-000335,-0.355977819663
ACH-000336,-0.0746952003745
ACH-000337,-0.028222930832000004
ACH-000339,-0.5192740948960001
ACH-000341,-0.234588737309
ACH-000348,-0.32727423889199997
ACH-000350,-0.377791469567
ACH-000352,-0.33680675928099996
ACH-000356,-0.5789962784480001
ACH-000361,-0.16204662447
ACH-000362,-0.24106030612100002
ACH-000363,-0.24561317143300002
ACH-000364,-0.41867110593699997
ACH-000365,-0.290594006337
ACH-000366,-0.355777915054
ACH-000368,-0.284848155045
ACH-000374,-0.372815770698
ACH-000375,-0.41994325083000006
ACH-000376,-0.40488362299
ACH-000381,-0.405489966271
ACH-000383,-0.331587548267
ACH-000387,-0.338286984688
ACH-000389,-0.343649132286
ACH-000390,-0.234728163431
ACH-000393,-0.356091414811
ACH-000395,-0.486014067159
ACH-000397,-0.364473081218
ACH-000401,0.0348545689796
ACH-000402,-0.63038107946
ACH-000403,-0.43962330091000007
ACH-000404,0.000616819055369
ACH-000406,-0.372898330326
ACH-000407,-0.46223777897
ACH-000408,-0.400542247142
ACH-000410,-0.255236834061
ACH-000411,-0.43285876718000005
ACH-000414,-0.381365099451
ACH-000415,-0.36553844927
ACH-000416,-0.223800092033
ACH-000420,-0.449541888712
ACH-000421,-0.24424612205899998
ACH-000424,-0.297196629965
ACH-000425,-0.21483610358000002
ACH-000426,-0.34072941607199997
ACH-000427,-0.19495065822299998
ACH-000433,-0.301222787792
ACH-000436,-0.385162164716
ACH-000444,-0.158988105801
ACH-000445,-0.225639721019
ACH-000448,-0.183062522738
ACH-000450,-0.324913776582
ACH-000452,-0.366216963637
ACH-000454,-0.328366632512
ACH-000458,-0.288245475554
ACH-000459,-0.247489674186
ACH-000460,-0.191096003861
ACH-000461,-0.321687714974
ACH-000463,-0.23081375956099998
ACH-000464,-0.586043713208
ACH-000466,-0.275277170668
ACH-000467,-0.418048166995
ACH-000468,-0.21979403097300002
ACH-000469,-0.422690949072
ACH-000470,-0.510759973304
ACH-000471,-0.428972578397
ACH-000472,-0.27057851141
ACH-000473,-0.320152270286
ACH-000475,-0.263540152124
ACH-000476,-0.253645917517
ACH-000477,-0.292295043276
ACH-000480,-0.49166912830799997
ACH-000481,-0.38010507652900005
ACH-000483,-0.341229496263
ACH-000484,-0.353668197883
ACH-000485,-0.283188268803
ACH-000486,-0.284744195086
ACH-000487,-0.37525576672300004
ACH-000488,-0.26661799818799997
ACH-000490,-0.124051793872
ACH-000491,-0.260168764547
ACH-000495,-0.15797081769000001
ACH-000496,-0.421891464404
ACH-000499,0.0263518974427
ACH-000500,-0.0662153297813
ACH-000502,-0.445351463452
ACH-000503,-0.275027159799
ACH-000505,-0.303052360182
ACH-000507,-0.331862976206
ACH-000510,-0.21765049162099998
ACH-000511,-0.336638714449
ACH-000512,-0.0533317057189
ACH-000516,-0.32297721293299997
ACH-000517,-0.32167295257
ACH-000518,-0.433147688724
ACH-000520,-0.338033385622
ACH-000521,-0.46856115075599997
ACH-000522,-0.35288989234800006
ACH-000524,-0.357159277829
ACH-000527,-0.29186448981199997
ACH-000528,-0.253163679623
