,CSNK2A3 (283106)
ACH-000004,-0.225216627581
ACH-000007,-0.486035348173
ACH-000009,-0.336732509678
ACH-000011,-0.37604083986599995
ACH-000012,-0.270928836833
ACH-000013,-0.55418568696
ACH-000014,-0.0841732662006
ACH-000015,-0.31127438874
ACH-000017,-0.335905542035
ACH-000018,-0.355584956422
ACH-000019,-0.265778349535
ACH-000021,-0.315693743441
ACH-000022,-0.301764252254
ACH-000025,-0.445105960642
ACH-000028,-0.40852287041999996
ACH-000030,-0.345895172815
ACH-000035,-0.283856758745
ACH-000036,-0.360753873773
ACH-000037,-0.3400798118
ACH-000039,-0.5311160953190001
ACH-000040,-0.28143014344
ACH-000041,-0.572837730034
ACH-000042,-0.370039851382
ACH-000045,-0.297007715422
ACH-000047,-0.346800101737
ACH-000052,-0.142894306699
ACH-000053,-0.233284485786
ACH-000054,-0.228103643116
ACH-000055,-0.552351902415
ACH-000060,-0.42661306317599995
ACH-000067,-0.534118486601
ACH-000070,-0.44604427940700003
ACH-000075,-0.513298822754
ACH-000078,-0.361962424977
ACH-000082,-0.153507849857
ACH-000085,-0.247606488948
ACH-000086,-0.269647394916
ACH-000087,-0.49495103295299997
ACH-000092,-0.153449135268
ACH-000095,-0.0788823440406
ACH-000097,-0.288998797329
ACH-000098,-0.511550125855
ACH-000099,-0.17892340059
ACH-000108,-0.23995946845600002
ACH-000113,-0.403438169453
ACH-000115,-0.7011392991840001
ACH-000116,-0.44812656743999996
ACH-000118,-0.287154341456
ACH-000120,-0.345108074518
ACH-000123,-0.169535678178
ACH-000127,-0.436576556308
ACH-000128,-0.385600505036
ACH-000132,-0.34423726304499996
ACH-000133,-0.30925629284600004
ACH-000137,-0.435883718155
ACH-000138,-0.331114739365
ACH-000142,-0.255719222326
ACH-000143,-0.635243661586
ACH-000146,-0.28084820960499995
ACH-000148,-0.35790250732900003
ACH-000150,-0.423557774341
ACH-000152,-0.37024472266
ACH-000153,0.0777146453929
ACH-000159,-0.324369584032
ACH-000160,-0.42906608782899996
ACH-000163,-0.240982370541
ACH-000167,-0.529777149701
ACH-000168,-0.17526290289500002
ACH-000169,-0.330507690986
ACH-000178,-0.26989286402
ACH-000182,-0.14245308323699998
ACH-000183,-0.43496544220100003
ACH-000188,-0.23468931788300001
ACH-000189,-0.24441851120000002
ACH-000190,-0.532782399287
ACH-000198,-0.253371390683
ACH-000204,-0.268773095524
ACH-000206,-0.20262853041200002
ACH-000207,-0.545575998266
ACH-000211,-0.478975112716
ACH-000215,-0.239736593904
ACH-000221,-0.318994015661
ACH-000222,-0.375755449647
ACH-000223,-0.367619098917
ACH-000226,-0.120746789577
ACH-000227,-0.32009495900699997
ACH-000228,-0.138430702883
