,AMY2B (280)
ACH-000424,-0.376640518198
ACH-000425,-0.153617052467
ACH-000426,0.184743476147
ACH-000427,-0.10848490259600001
ACH-000433,-0.324856551883
ACH-000436,-0.17009905707000003
ACH-000444,-0.226636587973
ACH-000445,-0.0709686560103
ACH-000448,-0.131021819995
ACH-000450,-0.0504646339056
ACH-000452,-0.06755478459980001
ACH-000454,-0.259512704896
ACH-000458,-0.22696978756499997
ACH-000459,0.028679893750400004
ACH-000460,-0.15413813893699999
ACH-000461,-0.274540719017
ACH-000463,-0.128388905487
ACH-000464,-0.252299676322
ACH-000466,-0.271098642944
ACH-000467,-0.130027766191
ACH-000468,-0.07958811807310001
ACH-000469,-0.21443307825999997
ACH-000470,-0.17999815054200002
ACH-000471,-0.149821806588
ACH-000472,-0.27520781639499997
ACH-000473,-0.228044185198
ACH-000475,-0.150671401649
ACH-000476,-0.11634850026799999
ACH-000477,-0.205448184882
ACH-000480,-0.191668746558
ACH-000481,-0.107607674372
ACH-000483,-0.291795296881
ACH-000484,-0.102514886129
ACH-000485,-0.147097523634
ACH-000486,-0.233467446324
ACH-000487,-0.161970330647
ACH-000488,-0.0846257202429
ACH-000490,-0.0917682325828
ACH-000491,-0.09621616315189999
ACH-000495,-0.189788076582
ACH-000496,-0.277491240938
ACH-000499,-0.0591163985489
ACH-000500,-0.009390171441690002
ACH-000502,-0.165165306368
ACH-000503,-0.306600729503
ACH-000505,-0.17291742350699998
ACH-000507,-0.16849953535300002
ACH-000510,-0.242131919631
ACH-000511,-0.229684188621
ACH-000512,-0.304757675596
ACH-000516,-0.179699105235
ACH-000517,-0.142463675899
ACH-000518,-0.190238471177
ACH-000520,-0.0964540060357
ACH-000521,-0.16015022115900002
ACH-000522,-0.250398777625
ACH-000524,-0.164978696515
ACH-000527,-0.0655078744902
ACH-000528,-0.12695345619
ACH-000537,-0.27217653828899996
ACH-000541,-0.11995919936300001
ACH-000542,-0.314065223843
ACH-000544,-0.265739855137
ACH-000545,-0.24157373594099998
ACH-000547,-0.18168994695500001
ACH-000548,-0.35012132886299996
ACH-000549,-0.163931446386
ACH-000550,-0.138412134593
ACH-000552,-0.272273233914
ACH-000556,-0.09844384905430001
ACH-000557,0.0727604228409
ACH-000570,-0.1806684628
ACH-000571,-0.20008497724899998
ACH-000573,-0.0777726324326
ACH-000576,-0.07943229127889999
ACH-000580,-0.159488987638
ACH-000584,-0.0952204425826
ACH-000585,-0.249938739721
ACH-000588,-0.17127935717
ACH-000589,-0.233128398736
ACH-000591,-0.13041637012399998
ACH-000593,-0.20661281829
ACH-000600,-0.166251456789
ACH-000601,-0.09182918870089998
ACH-000604,-0.060422795331499995
ACH-000605,-0.052164132495
ACH-000606,-0.176979720103
ACH-000608,-0.11739420818099999
ACH-000614,-0.190259221076
ACH-000616,-0.147818418304
ACH-000618,-0.216894757089
ACH-000619,-0.185766508865
ACH-000620,-0.205063092255
ACH-000621,-0.281999624577
ACH-000622,-0.165285343759
ACH-000623,-0.190318131075
ACH-000624,-0.17621432554400002
ACH-000627,-0.272173134027
ACH-000630,-0.130304674254
ACH-000632,-0.196240299472
ACH-000633,-0.158924995021
ACH-000637,-0.256076821353
ACH-000638,-0.09718004936909999
ACH-000646,-0.143431047273
ACH-000647,-0.135493526092
ACH-000648,-0.20184920891600003
ACH-000649,-0.14022956926400001
ACH-000651,-0.126107670455
ACH-000652,-0.289528537421
ACH-000653,-0.21760087948800003
ACH-000657,-0.17584801334000003
ACH-000658,-0.0349209755645
ACH-000661,-0.215443712503
ACH-000662,-0.044241555827
ACH-000663,-0.10772351044000002
ACH-000665,-0.271834868355
ACH-000671,-0.055352929130699995
ACH-000673,-0.111182574957
ACH-000676,-0.343234178153
ACH-000677,-0.25970840162
ACH-000681,-0.033239868394800004
ACH-000682,-0.10736065295399999
ACH-000683,-0.105137696355
ACH-000684,-0.288220804778
ACH-000688,-0.41796194702
ACH-000693,-0.21354181167300001
ACH-000694,-0.208161810621
ACH-000695,-0.0592649559966
ACH-000696,-0.212340747628
ACH-000697,-0.2676082362
ACH-000699,-0.045941690823599994
ACH-000701,-0.106010672854
ACH-000706,-0.156837100408
ACH-000711,-0.107257173695
ACH-000713,-0.34785291689900005
ACH-000714,-0.00632975084108
ACH-000718,-0.0515770622272
ACH-000720,-0.188011134509
ACH-000721,-0.21503533269900002
ACH-000724,-0.278654044437
ACH-000725,-0.143409468472
ACH-000732,-0.176419969384
ACH-000734,-0.207582291853
ACH-000735,-0.19224621251600002
ACH-000736,-0.18244433634100002
ACH-000738,0.0021181166816199998
ACH-000746,-0.281666925809
ACH-000747,-0.18635015606400002
ACH-000748,-0.34351484354
ACH-000753,-0.169212763607
ACH-000756,-0.26319543675
ACH-000757,-0.252167479192
ACH-000758,-0.338262430269
ACH-000760,-0.0760748497285
ACH-000763,-0.0243702935514
ACH-000764,-0.145005196105
ACH-000765,-0.136891706024
ACH-000766,-0.209292871644
ACH-000767,-0.1324922968
ACH-000768,-0.0511300254371
ACH-000769,-0.173773383983
ACH-000770,-0.233641937931
ACH-000771,-0.132219113477
ACH-000773,-0.13337002139499998
ACH-000776,-0.186255843142
ACH-000777,-0.14790819914699999
ACH-000778,-0.12481621474099999
ACH-000781,-0.129045669723
ACH-000782,-0.148086125441
ACH-000783,-0.234709686657
ACH-000784,-0.102845390656
ACH-000785,-0.0753091640281
ACH-000787,-0.189259375443
ACH-000788,-0.20008735782200002
ACH-000791,-0.12387417102399999
ACH-000792,-0.24642322591899998
ACH-000794,-0.245269343587
ACH-000796,-0.22116123054499998
ACH-000799,-0.31796036087900004
ACH-000800,-0.20635200719
ACH-000802,-0.215142201167
ACH-000804,-0.206433764578
ACH-000805,-0.364235960667
ACH-000809,-0.124593731282
ACH-000810,-0.14589027391599999
ACH-000811,-0.228047804549
ACH-000817,-0.0789122056141
ACH-000819,-0.227995337593
ACH-000820,-0.0693429103178
ACH-000821,-0.25902248581799997
ACH-000822,-0.139365115114
ACH-000823,-0.09911360228749999
ACH-000824,-0.190757899111
ACH-000827,-0.213633873361
ACH-000829,-0.20748213444299998
ACH-000831,-0.156052171197
ACH-000832,-0.240215156662
ACH-000833,0.188309915036
ACH-000834,-0.260667472229
ACH-000835,-0.22462415259500002
ACH-000836,-0.125728999649
ACH-000837,-0.208501933686
ACH-000838,-0.10973280832900001
ACH-000839,-0.21420679350000002
ACH-000840,-0.121278256253
ACH-000841,-0.0668928663871
ACH-000843,-0.192032580156
ACH-000846,-0.17485046852000002
ACH-000847,-0.190758360363
ACH-000848,-0.0849257650354
ACH-000849,-0.161042641717
ACH-000851,-0.29382586730300003
ACH-000855,-0.35778849663
ACH-000856,-0.161991894428
ACH-000858,-0.225805724416
ACH-000859,-0.29114086597
ACH-000861,-0.18969167379500002
ACH-000862,-0.126462967783
ACH-000865,-0.091371505756
ACH-000866,-0.0645156637865
ACH-000867,-0.117755928418
ACH-000869,-0.152780508551
ACH-000872,-0.110390382719
ACH-000873,-0.21558010321499999
ACH-000876,-0.251371626653
ACH-000878,-0.0869574535751
ACH-000880,-0.145263745668
ACH-000881,-0.24598697342099998
ACH-000882,-0.19645619196400002
ACH-000884,-0.131628633064
ACH-000885,-0.218475057266
ACH-000887,-0.279556175002
ACH-000888,-0.17100392876499998
ACH-000889,-0.170575571879
ACH-000890,-0.328462374786
ACH-000896,-0.146978192038
ACH-000898,-0.159112767909
ACH-000900,-0.151517670603
ACH-000901,-0.07090710097030001
ACH-000905,-0.280079838291
ACH-000906,-0.109491221152
ACH-000907,-0.192854766732
ACH-000910,-0.00917516620922
ACH-000911,-0.0719094745085
ACH-000912,-0.11607146488299999
ACH-000913,-0.272431800557
ACH-000915,-0.295314989368
ACH-000916,-0.062295958940099996
ACH-000917,-0.161344000858
ACH-000921,-0.211147504099
ACH-000924,-0.235246589936
ACH-000926,-0.0213648562941
ACH-000928,-0.171459374148
ACH-000929,-0.163027434168
ACH-000932,-0.23208726404199997
ACH-000935,-0.209091815772
ACH-000936,-0.191520616484
ACH-000937,0.004937597472760001
ACH-000938,-0.129376109569
ACH-000939,-0.037337411032300004
ACH-000941,-0.0448348076087
ACH-000943,-0.161859144605
ACH-000946,-0.141505343703
ACH-000947,-0.10344158144099999
ACH-000948,-0.205340460719
ACH-000950,-0.314956393481
ACH-000953,-0.20582890757300001
ACH-000957,-0.219760577119
ACH-000958,-0.14337642332
ACH-000960,-0.044772190165999995
ACH-000963,-0.00136932830611
ACH-000968,-0.175482346644
ACH-000969,-0.123380976275
ACH-000973,-0.111879462947
ACH-000974,-0.145872089078
ACH-000975,-0.23289340116300003
ACH-000976,-0.28601191022399997
ACH-000978,0.129084020028
ACH-000980,-0.09740678763010001
ACH-000984,-0.167666819331
ACH-000986,-0.155195742628
ACH-000988,-0.09321959384379999
ACH-000993,-0.151606950072
ACH-000994,-0.135117023836
ACH-000996,-0.230945566325
ACH-001001,-0.14460856402
ACH-001020,-0.34633942654600003
ACH-001028,-0.10910571422599999
ACH-001031,-0.0823265486197
ACH-001038,-0.0364157153441
ACH-001048,-0.2722920745
ACH-001050,-0.159342044193
ACH-001053,-0.211310401074
ACH-001054,-0.151018467108
ACH-001061,-0.143619563315
ACH-001067,-0.196136448568
ACH-001075,-0.129071829387
ACH-001096,-0.23776998659200002
ACH-001128,-0.15019797691
ACH-001134,-0.115766106164
ACH-001151,-0.16742399320999998
ACH-001163,-0.13629778481
ACH-001164,-0.138527650095
ACH-001173,-0.12367895360999999
ACH-001183,-0.05692399543380001
ACH-001184,-0.131454575075
ACH-001190,-0.147912876186
ACH-001192,-0.105394330924
ACH-001193,-0.011109895444100001
ACH-001196,-0.020758293530400002
ACH-001197,-0.01998113315
ACH-001205,-0.115812265686
ACH-001211,-0.14769131749000003
ACH-001212,-0.235511117229
ACH-001228,-0.125629466464
ACH-001232,-0.134466627901
ACH-001239,-0.17768019995200002
ACH-001274,-0.215552869151
ACH-001275,-0.212353575233
ACH-001277,-0.112459911701
ACH-001278,-0.065945179289
ACH-001280,0.108840008489
ACH-001283,-0.230143955277
ACH-001289,0.0068578941327
ACH-001295,-0.0598355973283
ACH-001300,-0.157742339581
ACH-001301,-0.20580754805100002
ACH-001302,-0.057188161842099995
ACH-001303,-0.209822416254
ACH-001306,-0.309722585945
ACH-001318,-0.170791364049
ACH-001322,-0.22078086375599998
ACH-001328,-0.159910508002
ACH-001332,-0.199367701385
ACH-001333,-0.12105333323300001
ACH-001336,-0.157090892916
ACH-001340,-0.186508425867
ACH-001346,-0.0836528779553
ACH-001353,-0.22244655191799997
ACH-001354,-0.26046750431
ACH-001367,-0.153214129526
ACH-001368,-0.08889235032029999
ACH-001374,-0.07050297535330001
ACH-001375,-0.0863045617921
ACH-001377,-0.148969198384
ACH-001380,-0.046029152295
ACH-001391,-0.0812081376794
ACH-001407,-0.142789044542
ACH-001408,-0.109412247164
ACH-001413,-0.227404499683
ACH-001430,-0.280993318087
ACH-001431,-0.0669233050734
ACH-001450,-0.143090057327
ACH-001496,-0.1124565709
ACH-001500,-0.21523427374200002
ACH-001521,-0.158647642231
ACH-001523,-0.08841842980360001
ACH-001532,-0.224167849833
ACH-001536,-0.23179986800799998
ACH-001550,0.004016519750689999
ACH-001552,-0.256267846596
ACH-001554,-0.143781117037
ACH-001645,-0.16847921873100002
ACH-001654,-0.120793296557
ACH-001715,-0.11609160028400001
ACH-001735,-0.1288697412
ACH-001736,-0.133658643871
ACH-001737,-0.112340281386
ACH-001740,-0.0589693279287
ACH-001745,-0.13728063348
ACH-001750,-0.155865514518
ACH-001765,-0.1369014156
ACH-001956,-0.32814880947700004
ACH-001957,-0.25694966312
