,RCE1 (9986)
ACH-000004,-0.12702610398800002
ACH-000007,0.07205482115789999
ACH-000009,-0.333114130815
ACH-000011,-0.30402106731199996
ACH-000012,-0.146531226261
ACH-000013,-0.247294347458
ACH-000014,0.11581237127800001
ACH-000015,-0.20025585700999998
ACH-000017,-0.0128968203176
ACH-000018,-0.165027233681
ACH-000019,-0.436277407768
ACH-000021,-0.32030071295400003
ACH-000022,-0.17423079743099998
ACH-000025,-0.44477508136699995
ACH-000028,-0.235499491245
ACH-000030,-0.150700339079
ACH-000035,-0.09625496425889998
ACH-000036,-0.227292474467
ACH-000037,-0.340219612733
ACH-000039,0.0293461358824
ACH-000040,-0.314474014002
ACH-000041,-0.104547281109
ACH-000042,-0.331185346979
ACH-000045,0.0631925961725
ACH-000047,-0.207213150891
ACH-000052,-0.0246811617839
ACH-000053,-0.013971357829200002
ACH-000054,-0.9018756882100001
ACH-000055,-0.226936151871
ACH-000060,-0.521513176423
ACH-000067,-0.0941318346501
ACH-000070,-0.18275661478
ACH-000075,-0.238742847742
ACH-000078,-0.0642141542117
ACH-000082,-0.352888486374
ACH-000085,-0.024425915331799997
ACH-000086,-0.205065037995
ACH-000087,-0.119945300913
ACH-000092,-0.0570089332731
ACH-000095,0.114554621425
ACH-000097,-0.469871536924
ACH-000098,0.0802827674637
ACH-000099,-0.19463119520799999
ACH-000108,-0.157261684432
ACH-000113,-0.275427997077
ACH-000115,-0.44069899398
ACH-000116,-0.364248668902
ACH-000118,-0.379951862213
ACH-000120,-0.717491780689
ACH-000123,-0.291102026496
ACH-000127,-0.288735365538
ACH-000128,-0.116052020379
ACH-000132,-0.364600410666
ACH-000133,-0.27103405503600003
ACH-000137,-0.046113840189899995
ACH-000138,-0.262412174487
ACH-000142,-0.218382396377
ACH-000143,-0.24416061491500002
ACH-000146,-0.36484611695299995
ACH-000148,-0.15099796656300002
ACH-000150,-0.453945294395
ACH-000152,-0.208510595853
ACH-000153,-0.106320207268
ACH-000159,-0.36292322131
ACH-000160,-0.330642583402
ACH-000163,-0.142812189494
ACH-000167,-0.04901377754919999
ACH-000168,-0.28149028612
ACH-000169,-0.401761892249
ACH-000178,-0.228334435267
ACH-000182,-0.38174703210600003
ACH-000183,0.035595119221600004
ACH-000188,-0.37384182399099997
ACH-000189,-0.317557290144
ACH-000190,-0.235750458922
ACH-000198,-0.495762468487
ACH-000204,-0.0551346786318
ACH-000206,-0.465898141982
ACH-000207,-0.574753864802
ACH-000211,-0.14686199408700001
ACH-000215,-0.179623534271
ACH-000221,-0.24892942253199998
ACH-000222,0.032797220565
ACH-000223,-0.0793026291159
ACH-000226,-0.176353158035
ACH-000227,-0.21370371237100003
ACH-000228,-0.295495713364
ACH-000231,-0.20749930600000002
ACH-000232,-0.09559755089819999
ACH-000233,-0.09060411003080002
ACH-000234,-0.078346533234
ACH-000235,-0.19118512397
ACH-000237,-0.361220731638
ACH-000238,-0.374840143265
ACH-000243,-0.251442244999
ACH-000244,-0.624189132653
ACH-000246,-0.172141829483
ACH-000248,0.0798784884164
ACH-000250,-0.129084550259
ACH-000251,-0.564494553965
ACH-000253,-0.0436573465422
ACH-000255,-0.259979460604
ACH-000256,-0.156483204875
ACH-000257,-0.030426024936500002
ACH-000258,0.125096943332
ACH-000259,-0.0154706408412
ACH-000260,-0.294616804944
ACH-000261,-0.324362254604
ACH-000262,-0.12887306842399998
ACH-000263,-0.221824956404
ACH-000264,-0.347501302614
ACH-000265,-0.258469570431
ACH-000266,-0.346697033077
ACH-000272,0.113001800984
ACH-000273,-0.152834699346
ACH-000274,-0.17082295465300001
ACH-000277,-0.514929479392
ACH-000278,-0.357228281427
ACH-000279,-0.0555904707423
ACH-000280,-0.151727718454
ACH-000281,-0.374354167567
ACH-000288,-0.270182271886
ACH-000291,-0.0869877150222
ACH-000293,-0.317826667348
ACH-000294,-0.504437061
ACH-000295,-0.0553128737787
ACH-000296,0.004770885185310001
ACH-000302,-0.008837979709930001
ACH-000304,-0.290101110581
ACH-000307,0.0621659823111
ACH-000308,-0.16917067458
ACH-000310,-0.0613283890747
ACH-000311,-0.180888551391
ACH-000312,-0.422600792212
ACH-000315,-0.379177400537
ACH-000316,-0.358312652339
ACH-000317,-0.028538741406099997
ACH-000318,-0.473963505552
ACH-000319,-0.27478275745299996
ACH-000320,-0.69067952839
ACH-000322,-0.164949037927
ACH-000323,-0.475733651233
ACH-000324,-0.09656175304310001
ACH-000329,0.1519873556
ACH-000330,-0.19413162892000002
ACH-000331,-0.291817501248
ACH-000332,-0.403382590361
ACH-000334,-0.042366167289899996
ACH-000335,-0.26331586384
ACH-000336,-0.574291385317
ACH-000337,-0.052022393392500005
ACH-000339,-0.283150529699
ACH-000341,-0.121857004127
ACH-000348,-0.251904052491
ACH-000350,0.022994925359099996
ACH-000352,-0.206468930719
ACH-000356,-0.35962813732500004
ACH-000361,-0.0258209574788
ACH-000362,-0.206064556114
ACH-000363,-0.06887146745299999
ACH-000364,-0.457403092728
ACH-000365,-0.40101452630999995
ACH-000366,-0.412516378315
ACH-000368,-0.16190389880699999
ACH-000374,-0.479751883571
ACH-000375,-0.333310678799
ACH-000376,-0.409046170629
ACH-000381,-0.174818824711
ACH-000383,-0.128415942536
ACH-000387,-0.278221376886
ACH-000389,-0.12736715132200002
ACH-000390,-0.0107681497584
ACH-000393,-0.21118966561900002
ACH-000395,-0.227332160267
ACH-000397,-0.0877663102012
ACH-000401,-0.290442432163
ACH-000402,-0.467144866914
ACH-000403,-0.213381507861
ACH-000404,-0.146341613531
ACH-000406,0.08226563685300001
ACH-000407,-0.47394553083200003
ACH-000408,-0.382062208055
ACH-000410,-0.255188763885
ACH-000411,-0.039581168042
ACH-000414,-0.09577943111739999
ACH-000415,-0.596677154411
ACH-000416,-0.326177950276
ACH-000420,-0.23699500392700001
ACH-000421,-0.0505286163638
ACH-000424,-0.0716129184066
ACH-000425,0.08289434410230001
ACH-000426,-0.42307687854500003
ACH-000427,-0.016340202576899998
ACH-000433,-0.301754146749
ACH-000436,-0.203498954751
ACH-000444,-0.27017177673
ACH-000445,-0.116781504582
ACH-000448,-0.0661239649978
ACH-000450,-0.433275460786
ACH-000452,-0.313444432009
ACH-000454,-0.250721307276
ACH-000458,-0.428099805214
ACH-000459,-0.0481224904826
ACH-000460,-0.027995446428
ACH-000461,-0.57670841217
ACH-000463,-0.0835041621643
ACH-000464,-0.130053906996
ACH-000466,-0.50749926807
ACH-000467,-0.302949736852
ACH-000468,-0.28617889433800003
ACH-000469,-0.202484280074
ACH-000470,-0.282509956271
ACH-000471,-0.081555214763
ACH-000472,-0.10467535461000001
ACH-000473,-0.07319090156710001
ACH-000475,-0.11612855609799999
ACH-000476,-0.10373777244999999
ACH-000477,-0.470042961919
ACH-000480,-0.512330758209
ACH-000481,-0.150361114927
ACH-000483,-0.140098632402
ACH-000484,-0.101506992575
ACH-000485,-0.198431547362
ACH-000486,-0.44630176291900003
ACH-000487,0.199713493603
ACH-000488,-0.18161834713799999
ACH-000490,-0.273775844399
ACH-000491,0.140829995955
ACH-000495,-0.160205393511
ACH-000496,-0.310103452943
ACH-000499,0.0573741864227
ACH-000500,0.00145155046466
ACH-000502,-0.331565272688
ACH-000503,-0.44179557448600004
ACH-000505,-0.28869136703299997
ACH-000507,-0.00775282185775
ACH-000510,0.00493961431237
ACH-000511,-0.284696507986
ACH-000512,-0.0680630027807
ACH-000516,-0.181244061696
ACH-000517,-0.143279320252
ACH-000518,-0.278057070942
ACH-000520,-0.234352111233
ACH-000521,-0.231071831235
ACH-000522,-0.127342529155
ACH-000524,-0.25115949189500003
ACH-000527,-0.121486043451
ACH-000528,-0.190538872753
ACH-000537,-0.282988901921
ACH-000541,-0.271184459246
ACH-000542,-0.221318476853
ACH-000544,-0.35902557679700003
ACH-000545,-0.387657723549
ACH-000547,-0.105550449871
ACH-000548,-0.126484880684
ACH-000549,-0.229341334551
ACH-000550,0.00394093918782
ACH-000552,-0.172176018968
ACH-000556,-0.28627466142499997
ACH-000557,-0.38122158879600004
ACH-000570,-0.366365813857
ACH-000571,-0.313300387395
ACH-000573,0.00452058850814
ACH-000576,-0.392525079742
ACH-000580,-0.47690500791900003
ACH-000584,-0.09043794901460002
ACH-000585,-0.139707788038
ACH-000588,-0.167403774827
ACH-000589,-0.238843388607
ACH-000591,-0.0740656338591
ACH-000593,-0.13235709200999998
ACH-000600,-0.342559592685
ACH-000601,-0.14227515396600002
ACH-000604,-0.09616871666980001
ACH-000605,-0.07942960506739999
ACH-000606,-0.43992095829800004
ACH-000608,-0.16961762374699998
ACH-000614,-0.306247229528
ACH-000616,-0.16661285339600002
ACH-000618,-0.404129266341
ACH-000619,-0.44673717227799997
ACH-000620,0.0028979521342800004
ACH-000621,-0.192471922746
ACH-000622,-0.105330085915
ACH-000623,-0.18460695548
ACH-000624,-0.284220921957
ACH-000627,-0.08641030873130001
ACH-000630,-0.327630150601
ACH-000632,-0.28493183835999997
ACH-000633,-0.353860386748
ACH-000637,-0.21140185012
ACH-000638,-0.42472628510899996
ACH-000646,-0.248320306347
ACH-000647,-0.333307712899
ACH-000648,0.047792980870900004
ACH-000649,0.0462146600704
ACH-000651,-0.0761529901696
ACH-000652,-0.37152017099
ACH-000653,-0.28416609253
ACH-000657,-0.305297425816
ACH-000658,0.10396578764100001
ACH-000661,-0.328441186505
ACH-000662,-0.115579034113
ACH-000663,-0.40060122980499996
ACH-000665,-0.311970599841
ACH-000671,-0.11844023880200001
ACH-000673,-0.336119719556
ACH-000676,-0.152473801222
ACH-000677,0.0780032407166
ACH-000681,-0.162297485895
ACH-000682,-0.126028688779
ACH-000683,-0.182287759215
ACH-000684,0.09441624926969999
ACH-000688,-0.568461525598
ACH-000693,-0.349248834137
ACH-000694,-0.0660932747423
ACH-000695,-0.368157391821
ACH-000696,-0.232141436392
ACH-000697,-0.206980557328
ACH-000699,-0.23989892541700003
ACH-000701,0.00286698432389
ACH-000706,-0.177112385467
ACH-000711,-0.203897284714
ACH-000713,-0.212842835896
ACH-000714,0.019035892785900003
ACH-000718,-0.234536139009
ACH-000720,-0.188566190246
ACH-000721,-0.060368760365
ACH-000724,0.0478164990195
ACH-000725,-0.19831118462699998
ACH-000732,-0.149483253186
ACH-000734,-0.5386411110830001
ACH-000735,-0.310892495335
ACH-000736,-0.48474870318499996
ACH-000738,-0.220593888916
ACH-000746,0.154457106721
ACH-000747,-0.272872566686
ACH-000748,-0.466488404845
ACH-000753,-0.252315962301
ACH-000756,-0.337004592377
ACH-000757,-0.233736397006
ACH-000758,-0.20775554079199998
ACH-000760,-0.12239582976199999
ACH-000763,-0.10459992339400001
ACH-000764,-0.395424228251
ACH-000765,-0.16554366749500002
ACH-000766,-0.172896295076
ACH-000767,-0.11780639182199999
ACH-000768,-0.32753871311099997
ACH-000769,-0.031498484055400004
ACH-000770,-0.708614696146
ACH-000771,-0.40056325435199996
ACH-000773,-0.215190061326
ACH-000776,-0.629553776294
ACH-000777,0.043557641229800007
ACH-000778,-0.589743439256
ACH-000781,0.018825694716400002
ACH-000782,-0.47606995297
ACH-000783,-0.5600664109529999
ACH-000784,-0.0755389454273
ACH-000785,-0.11873250574899999
ACH-000787,0.05171244567290001
ACH-000788,0.0323215396215
ACH-000791,-0.07180347698419999
ACH-000792,-0.34841906940300005
ACH-000794,-0.412862580995
ACH-000796,-0.0228234184388
ACH-000799,-0.27559407244199996
ACH-000800,0.13245394073
ACH-000802,-0.49928398586000006
ACH-000804,-0.11208279864199999
ACH-000805,-0.491009228444
ACH-000809,-0.20699593426399998
ACH-000810,-0.228525892564
ACH-000811,-0.13276300448
ACH-000817,-0.256925281479
ACH-000819,-0.06217704703980001
ACH-000820,-0.444228721124
ACH-000821,-0.22591395268199999
ACH-000822,-0.586223218983
ACH-000823,-0.061437137610999996
ACH-000824,-0.21327856624299998
ACH-000827,-0.0644538828789
ACH-000829,-0.213089844301
ACH-000831,-0.248333638643
ACH-000832,-0.39968660123800004
ACH-000833,-0.19671572975999999
ACH-000834,-0.418985497256
ACH-000835,-0.19203597757399998
ACH-000836,-0.380761948583
ACH-000837,-0.130352085826
ACH-000838,-0.34094032431599997
ACH-000839,-0.384325230622
ACH-000840,-0.424357800767
ACH-000841,-0.389083032275
ACH-000843,-0.26162294641600004
ACH-000846,-0.29833573233000005
ACH-000847,-0.132941404356
ACH-000848,-0.279456958436
ACH-000849,-0.054018297794000004
ACH-000851,-0.178643381924
ACH-000855,0.276091609998
ACH-000856,-0.106596213643
ACH-000858,-0.20274735489700002
ACH-000859,-0.09470941947139999
ACH-000861,-0.40482830799
ACH-000862,-0.23803286847
ACH-000865,-0.10871124179000001
ACH-000866,-0.0280234481925
ACH-000867,-0.05774377857969999
ACH-000869,-0.183090732363
ACH-000872,-0.366773377967
ACH-000873,-0.122310170679
ACH-000876,-0.031855796113200004
ACH-000878,-0.352962812095
ACH-000880,-0.515635459065
ACH-000881,-0.185412801001
ACH-000882,0.152342748895
ACH-000884,0.102025940559
ACH-000885,-0.142205557146
ACH-000887,-0.315861346988
ACH-000888,-0.186860901703
ACH-000889,-0.213038767861
ACH-000890,-0.643281455811
ACH-000896,-0.21407712858199998
ACH-000898,-0.20222659549400002
ACH-000900,-0.312392799484
ACH-000901,-0.404696394696
ACH-000905,-0.0140365017372
ACH-000906,-0.19248856184799998
ACH-000907,-0.0571273276204
ACH-000910,-0.13529186902
ACH-000911,-0.149662559358
ACH-000912,-0.3726073695
ACH-000913,-0.146522180315
ACH-000915,-0.208846090937
ACH-000916,-0.127991862453
ACH-000917,-0.36684190763400004
ACH-000921,-0.40080924039099997
ACH-000924,-0.26142546824
ACH-000926,-0.150398306452
ACH-000928,-0.339592904137
ACH-000929,0.035091640947
ACH-000932,-0.040004662438500004
ACH-000935,-0.536839580291
ACH-000936,-0.134418836203
ACH-000937,-0.240594100949
ACH-000938,-0.228635084699
ACH-000939,-0.141844277925
ACH-000941,-0.501498652505
ACH-000943,-0.23147005307100002
ACH-000946,-0.285033643151
ACH-000947,-0.221267790577
ACH-000948,-0.213712114029
ACH-000950,-0.0822768126337
ACH-000953,-0.196493135307
ACH-000957,-0.566476030979
ACH-000958,0.116291577544
ACH-000960,-0.22112101555100003
ACH-000963,-0.109975206624
ACH-000968,-0.169210280623
ACH-000969,-0.157995246487
ACH-000973,-0.16635658422
ACH-000974,-0.224026507843
ACH-000975,-0.142119823869
ACH-000976,-0.0751910097775
ACH-000978,0.18487018139400002
ACH-000980,-0.14709145498099999
ACH-000984,-0.24145444007199998
ACH-000986,-0.293918052383
ACH-000988,-0.33317033928399997
ACH-000993,-0.232595055301
ACH-000994,-0.346577715162
ACH-000996,-0.334238201591
ACH-001001,-0.15711213331499999
ACH-001020,-0.638326625443
ACH-001028,-0.18726046141199998
ACH-001031,-0.125936620884
ACH-001038,-0.0896504054617
ACH-001048,-0.163784992848
ACH-001050,-0.5734744662919999
ACH-001053,-0.19006991241500001
ACH-001054,0.0138029342347
ACH-001061,-0.150821834451
ACH-001067,-0.5322774780080001
ACH-001075,-0.0396931843249
ACH-001096,0.217597834878
ACH-001128,-0.291503712513
ACH-001134,-0.155912722191
ACH-001151,-0.20932532601599999
ACH-001163,-0.18325352540399997
ACH-001164,-0.111264520937
ACH-001173,-0.11166628632999999
ACH-001183,-0.236655481385
ACH-001184,0.011039827332799998
ACH-001190,-0.37787707657700004
ACH-001192,-0.0934912939133
ACH-001193,-0.24711484644499998
ACH-001196,0.0299539598489
ACH-001197,-0.34542516495700004
ACH-001205,0.164865234282
ACH-001211,-0.17468290310600001
ACH-001212,0.0753016638201
ACH-001228,-0.147587588671
ACH-001232,-0.228400278888
ACH-001239,0.145953272188
ACH-001274,-0.346386542502
ACH-001275,0.064513492366
ACH-001277,-0.18013279368000001
ACH-001278,0.08362883146530001
ACH-001280,0.036100217900199995
ACH-001283,-0.114817526774
ACH-001289,-0.0778486208398
ACH-001295,0.06213389823919999
ACH-001300,-0.116912168014
ACH-001301,-0.32523296084000003
ACH-001302,-0.112302732096
ACH-001303,-0.300045319057
ACH-001306,-0.43206943713699997
ACH-001318,-0.24268095123199998
ACH-001322,-0.17506145794300002
ACH-001328,-0.28697738879900003
ACH-001332,-0.240599069289
ACH-001333,-0.221844957269
ACH-001336,-0.182655395009
ACH-001340,-0.0869725129538
ACH-001346,-0.43517939626999996
ACH-001353,-0.338704977544
ACH-001354,0.0944894770434
ACH-001367,-0.446722046154
ACH-001368,-0.27699247764699997
ACH-001374,-0.33694921194899996
ACH-001375,-0.317901991999
ACH-001377,-0.0177043523872
ACH-001380,-0.20570872133999998
ACH-001391,-0.012049808265799999
ACH-001407,0.127870600457
ACH-001408,-0.273880161193
ACH-001413,-0.38910517660800004
ACH-001430,0.169011925597
ACH-001431,0.15236617356899998
ACH-001450,-0.606286012983
ACH-001496,-0.193568534565
