,ANP32B (10541)
ACH-000004,-0.149856088661
ACH-000007,-0.132690124321
ACH-000009,-0.227749514541
ACH-000011,0.196858650088
ACH-000012,-0.40820108969999996
ACH-000013,-0.19802804551699998
ACH-000014,0.0946976318544
ACH-000015,-0.014647639779399998
ACH-000017,0.06978432598710001
ACH-000018,-0.0241056688992
ACH-000019,-0.114499441706
ACH-000021,-0.11124168877900001
ACH-000022,0.11075794109999999
ACH-000025,0.229470899272
ACH-000028,-0.543191092219
ACH-000030,-0.0989117852825
ACH-000035,0.14302911198899998
ACH-000036,0.211393347234
ACH-000037,-0.08700033108689999
ACH-000039,-0.0182092283681
ACH-000040,0.229901555793
ACH-000041,-0.268357836663
ACH-000042,-0.222020366453
ACH-000045,-0.14539410965299998
ACH-000047,0.032096299961399996
ACH-000052,-0.128057775404
ACH-000053,0.017721878176400002
ACH-000054,0.0562341632106
ACH-000055,-0.124005290331
ACH-000060,0.110871153641
ACH-000067,0.12275316555099999
ACH-000070,-0.237076055004
ACH-000075,-0.237394160174
ACH-000078,-0.19973754275299999
ACH-000082,-0.18064219303100001
ACH-000085,0.17144495223
ACH-000086,-0.212745171486
ACH-000087,-0.27586866607099997
ACH-000092,-0.0532501073881
ACH-000095,-0.0531078078244
ACH-000097,-0.0596242819675
ACH-000098,0.0942251454666
ACH-000099,-0.329007852019
ACH-000108,-0.203815176534
ACH-000113,-0.223368061425
ACH-000115,-0.20948123276
ACH-000116,0.008345345581010001
ACH-000118,-0.24209049147199999
ACH-000120,-0.205076251868
ACH-000123,-0.148828784103
ACH-000127,-0.0456273256876
ACH-000128,0.289538079725
ACH-000132,0.12890282193
ACH-000133,-0.053317616312800006
ACH-000137,-0.0402342562887
ACH-000138,0.03375755240140001
ACH-000142,0.194167856468
ACH-000143,-0.405175240639
ACH-000146,-0.028830082425099997
ACH-000148,-0.026457784124400002
ACH-000150,-0.269738123397
ACH-000152,0.240919990024
ACH-000153,-0.054641365944300004
ACH-000159,-0.20312570834199997
ACH-000160,0.167850430194
ACH-000163,-0.22209893016999996
ACH-000167,0.535765634714
ACH-000168,0.0607601588944
ACH-000169,-0.0077952111827
ACH-000178,0.0272025112488
ACH-000182,-0.195460421583
ACH-000183,-0.38418585342100003
ACH-000188,-0.273077527375
ACH-000189,0.000517380097735
ACH-000190,0.0704263610943
ACH-000198,-0.0392547118954
ACH-000204,-0.286457847493
ACH-000206,-0.00813920589678
ACH-000207,0.32055765790999996
ACH-000211,0.112737719233
ACH-000215,0.0590289300965
ACH-000221,-0.278956869885
ACH-000222,0.06884132573360001
ACH-000223,-0.17223989696400002
ACH-000226,0.044018187606300004
ACH-000227,-0.0629564590726
