,BFAR (51283)
ACH-000004,0.193744070891
ACH-000007,-0.0665621056599
ACH-000009,0.041550312894
ACH-000011,-0.0022339439031999996
ACH-000012,-0.147989752191
ACH-000013,-0.07687532418560002
ACH-000014,-0.0636774548375
ACH-000015,-0.268058145481
ACH-000017,-0.0191904384906
ACH-000018,-0.0691421486026
ACH-000019,0.119537671855
ACH-000021,-0.12464041043600001
ACH-000022,-0.143894350177
ACH-000025,-0.168310721954
ACH-000028,-0.102956864701
ACH-000030,-0.0820766736557
ACH-000035,-0.293605534001
ACH-000036,0.113963375142
ACH-000037,-0.213207766595
ACH-000039,-0.0184152264981
ACH-000040,0.0210917067766
ACH-000041,-0.0036877771863099997
ACH-000042,-0.136917968281
ACH-000045,-0.0922647699639
ACH-000047,-0.205801793853
ACH-000052,0.09012528703330001
ACH-000053,-0.0175498205025
ACH-000054,-0.0973952825306
ACH-000055,-0.126718087594
ACH-000060,0.24853290839899997
ACH-000067,-0.0493905892471
ACH-000070,0.0825287910166
ACH-000075,-0.105218964387
ACH-000078,0.0007032595622989999
ACH-000082,-0.0779204959301
ACH-000085,0.16530166337000002
ACH-000086,0.0299494508042
ACH-000087,-0.0335433465592
ACH-000092,-0.030752777434299997
ACH-000095,0.07050055013539999
ACH-000097,-0.135001561725
ACH-000098,-0.0913968555547
ACH-000099,0.044302298625099996
ACH-000108,-0.0781453229144
ACH-000113,-0.11325875830900001
ACH-000115,-0.0033203157745100003
ACH-000116,-0.10837325408399999
ACH-000118,-0.0927272285114
ACH-000120,0.0180701373907
ACH-000123,-0.178745328324
ACH-000127,-0.08621514095
ACH-000128,0.11380237388100001
ACH-000132,-0.19382777792999997
ACH-000133,-0.038210150977699996
ACH-000137,-0.169436583782
ACH-000138,0.0681952130793
ACH-000142,-0.0303546025772
ACH-000143,-0.0253094557584
ACH-000146,-0.0999835387888
ACH-000148,-0.0645990910853
ACH-000150,0.0850120460547
ACH-000152,-0.0130000723465
ACH-000153,-0.14001147035
ACH-000159,-0.022877796189200002
ACH-000160,0.118108603881
ACH-000163,0.0519686124027
ACH-000167,-0.09049624129560001
ACH-000168,-0.14103647184
ACH-000169,0.141247516904
ACH-000178,-0.124415674883
ACH-000182,-0.11891451734899999
ACH-000183,-0.027016473350400003
ACH-000188,0.1226718044
ACH-000189,0.07969534240710001
ACH-000190,-0.084275363971
ACH-000198,-0.0416316495311
ACH-000204,-0.0169486496433
ACH-000206,-0.060992999582900005
ACH-000207,0.13643680927500001
ACH-000211,-0.048796580588999994
ACH-000215,0.013048127078200002
ACH-000221,0.0675611332916
ACH-000222,-0.219935355052
ACH-000223,0.0276109409388
ACH-000226,-0.049165500909500004
ACH-000227,-0.062572482118
ACH-000228,-0.0426072152283
ACH-000231,-0.08864245014910001
ACH-000232,-0.0878355089611
ACH-000233,-0.007072141612119999
ACH-000234,0.123514586436
ACH-000235,-0.050630412543400005
ACH-000237,-0.019445074057900004
ACH-000238,-0.0690081456812
ACH-000243,-0.12981119364
ACH-000244,0.134312664961
ACH-000246,-0.034982423073699996
ACH-000248,-0.128793157942
ACH-000250,-0.0228321713597
ACH-000251,0.014572795041100001
ACH-000253,0.0307059191016
ACH-000255,0.0635967434227
ACH-000256,-0.09875310070229999
ACH-000257,-0.114199103397
ACH-000258,-0.0193847582046
ACH-000259,0.0192383455593
ACH-000260,-0.0617532703319
ACH-000261,0.0396299463099
ACH-000262,-0.036869910016400005
ACH-000263,0.00778968015832
ACH-000264,-0.076573905956
ACH-000265,-0.18567409670600002
ACH-000266,-0.0455405936244
ACH-000272,-0.06280149770150001
ACH-000273,0.011575759841400001
ACH-000274,-0.070039391477
ACH-000277,-0.08285317951669999
ACH-000278,-0.00045447444458599997
ACH-000279,-0.052548167439599995
ACH-000280,0.052614229553800004
ACH-000281,-0.012710988101299999
