,PITRM1 (10531)
ACH-000178,-0.19603578033900002
ACH-000182,-0.293152979722
ACH-000183,-0.220501746021
ACH-000188,-0.920014730658
ACH-000189,-0.46025202593500003
ACH-000190,-0.522748222991
ACH-000198,-0.28493613747499996
ACH-000204,-0.349545242256
ACH-000206,-0.11189441739099999
ACH-000207,-0.187152604747
ACH-000211,-0.205247408262
ACH-000215,-0.37698526160400003
ACH-000221,-0.71508567686
ACH-000222,-0.355532711022
ACH-000223,-0.670856104846
ACH-000226,-0.415152327943
ACH-000227,-0.34711689675499996
ACH-000228,-0.18975457583
ACH-000231,-0.11306173234400001
ACH-000232,-0.22593693847899998
ACH-000233,-0.288063350018
ACH-000234,-0.330661523864
ACH-000235,-0.349373255102
ACH-000237,-0.0838967638605
ACH-000238,-0.8539542774969999
ACH-000243,-0.447416705177
ACH-000244,-0.270912151743
ACH-000246,-0.29791851851
ACH-000248,-0.6251502182590001
ACH-000250,0.028211722445
ACH-000251,-0.386982734818
ACH-000253,-0.29530466737399996
ACH-000255,-0.6019978878159999
ACH-000256,-0.314900874425
ACH-000257,-0.685260889278
ACH-000258,-0.42455035638300004
ACH-000259,-0.7611687933329999
ACH-000260,-0.221642552399
ACH-000261,0.0285940858073
ACH-000262,-0.560706845752
ACH-000263,-0.165304866847
ACH-000264,-0.197536272595
ACH-000265,-0.923450911371
ACH-000266,-0.116465164303
ACH-000272,-0.0714620565612
ACH-000273,-0.489347643979
ACH-000274,-0.463287325639
ACH-000277,-0.17217743614999997
ACH-000278,0.0337084450931
ACH-000279,-0.326229751547
ACH-000280,-0.101869248643
ACH-000281,-0.5399853071040001
ACH-000288,-0.48174872039399996
ACH-000291,-0.061641431717099994
ACH-000293,-0.361293761692
ACH-000294,0.0972960049326
ACH-000295,-0.502020937095
ACH-000296,-0.379919444736
ACH-000302,-0.16866432975600001
ACH-000304,-0.183751068853
ACH-000307,-0.46863050505900006
ACH-000308,-0.0341173449832
ACH-000310,-0.41331465934
ACH-000311,-0.356390768728
ACH-000312,-0.332662424497
ACH-000315,-0.18010885970600002
ACH-000316,-0.37505504674199996
ACH-000317,-0.37807601896399995
ACH-000318,-0.5784594760289999
ACH-000319,-0.10777049377900001
ACH-000320,-0.35923508894100004
ACH-000322,-0.553778112644
ACH-000323,-0.8513171134899999
ACH-000324,-0.100294933202
ACH-000329,-0.25443217270999996
ACH-000330,-0.683781095027
ACH-000331,-0.209281978409
ACH-000332,-0.219406083245
ACH-000334,-0.378743890277
ACH-000335,-0.11730267067399999
ACH-000336,-0.422283711272
ACH-000337,-0.164489065703
ACH-000339,-0.27007930250100004
ACH-000341,-0.442404785453
ACH-000348,-0.34583853831699995
ACH-000350,-0.392860043565
ACH-000352,-0.350252496941
ACH-000356,-0.35622066624300003
ACH-000361,-0.355892128506
ACH-000362,-0.0572497518023
ACH-000363,0.00400552816401
ACH-000364,-0.579638982653
ACH-000365,-0.541353341752
ACH-000366,-0.268805908214
ACH-000368,-0.295226245906
ACH-000374,-0.5504037387749999
ACH-000375,0.0032493149165899998
ACH-000376,-0.496273639828
ACH-000381,-0.41464278177
ACH-000383,-0.260409907464
ACH-000387,-0.17232052502300002
ACH-000389,-0.103378062325
ACH-000390,-0.26477066640999997
ACH-000393,-0.302319379875
ACH-000395,0.0678801224154
ACH-000397,-0.23674127976999998
ACH-000401,-0.499298118831
ACH-000402,-0.05425201599769999
ACH-000403,-0.20324352372
ACH-000404,-0.42198990433300004
ACH-000406,-0.203010843183
ACH-000407,-0.303727424741
ACH-000408,-0.37428573207800003
ACH-000410,-0.192585035488
ACH-000411,-0.0319310961765
ACH-000414,-0.290203389622
ACH-000415,-1.03561575572
ACH-000416,-0.171320065856
ACH-000420,-0.048690143834
ACH-000421,-0.45733503622
ACH-000424,-0.47113830892700004
ACH-000425,-0.140891657994
ACH-000426,-0.194765952949
ACH-000427,-0.464950450269
ACH-000433,-0.24924497714000002
ACH-000436,-0.155295103036
ACH-000444,-0.5500220109589999
ACH-000445,-0.251846636851
ACH-000448,-0.25369256899
ACH-000450,0.00313191475227
ACH-000452,-1.25149257759
ACH-000454,-0.641964699806
ACH-000458,-0.814931160097
ACH-000459,-0.55777761328
ACH-000460,-0.353719080269
ACH-000461,-0.371133577055
ACH-000463,-0.317369330869
ACH-000464,-0.204984068368
ACH-000466,-0.352890690418
ACH-000467,-0.297857022502
ACH-000468,-0.316906310674
ACH-000469,-0.610291540385
ACH-000470,-0.576558910307
ACH-000471,0.060062809520500006
ACH-000472,-0.401443316409
ACH-000473,-0.282584822329
ACH-000475,0.0191145339052
ACH-000476,-0.222936859599
ACH-000477,-0.339771294365
ACH-000480,-0.00150044515777
ACH-000481,-0.179450190642
ACH-000483,-0.5378204034390001
ACH-000484,-0.439001770047
ACH-000485,-0.155558226042
ACH-000486,-0.95585532341
ACH-000487,-0.0831903291935
ACH-000488,-0.8538759115510001
ACH-000490,-0.738116988142
ACH-000491,-0.7655578600660001
ACH-000495,-0.261293403376
ACH-000496,-0.20556756638
ACH-000499,-0.8628108138320001
ACH-000500,-0.440373173582
ACH-000502,-0.465926890242
ACH-000503,-0.794744412491
ACH-000505,-0.042759211846400004
ACH-000507,-0.47970882602700005
ACH-000510,-0.569604654706
ACH-000511,-0.404638840313
ACH-000512,-0.789233630562
ACH-000516,-0.192426694753
ACH-000517,-0.292863669404
ACH-000518,-0.28505218392299997
ACH-000520,-0.308834340944
ACH-000521,-0.5362095979
ACH-000522,-0.660208729764
ACH-000524,-0.116051715997
ACH-000527,-0.18936414561599998
ACH-000528,-0.153532611679
ACH-000537,-0.23109078122499999
ACH-000541,-0.37668615230499997
ACH-000542,-0.723926242877
ACH-000544,-0.14171386318
ACH-000545,-0.6924133835349999
ACH-000547,-0.5349395325490001
ACH-000548,-0.302428023473
ACH-000549,-0.358836401015
ACH-000550,-0.37464119326800005
ACH-000552,-0.0533322764021
ACH-000556,-0.06989843705189999
ACH-000557,-0.0392553835704
ACH-000570,-0.375551777371
ACH-000571,-0.11083364799900002
ACH-000573,-0.34166060464000003
ACH-000576,-0.0340115925871
ACH-000580,0.0389112811037
ACH-000584,-0.8925542492380001
ACH-000585,-0.09954436479689999
ACH-000588,-0.550828940302
ACH-000589,-0.6890563842820001
ACH-000591,-0.26994302171
ACH-000593,-0.0427581585509
ACH-000600,-0.265034340517
ACH-000601,0.0760779698904
ACH-000604,-0.41983449576
ACH-000605,-0.8565782403740001
ACH-000606,-0.568242914373
ACH-000608,-0.25639688306499997
ACH-000614,-0.586987171381
ACH-000616,-0.0339707910408
ACH-000618,-0.6310301953140001
ACH-000619,-0.0524751885857
ACH-000620,0.0935605861224
ACH-000621,-0.127163617964
ACH-000622,-0.0737526628599
ACH-000623,-0.26973246141699997
ACH-000624,-0.309044733335
ACH-000627,-0.34620027003700005
ACH-000630,-0.271118591809
ACH-000632,-0.36403612936499996
ACH-000633,-0.177369581854
ACH-000637,-0.19245014885000003
ACH-000638,-0.921331877056
ACH-000646,-0.268988308678
ACH-000647,-0.247356598429
ACH-000648,-0.356546470435
ACH-000649,-0.21535456034699998
ACH-000651,-0.680658719755
ACH-000652,-0.327381918652
ACH-000653,-0.273668110664
ACH-000657,-0.27067303286
ACH-000658,-0.48825067799599997
ACH-000661,-0.548033804947
ACH-000662,-0.692911302454
ACH-000663,-0.28068671401
ACH-000665,0.0035689409608099998
ACH-000671,-0.0398166257545
ACH-000673,-0.145483312128
ACH-000676,-1.13588141126
ACH-000677,-0.319908189193
ACH-000681,-0.4471212165899999
ACH-000682,-0.8109915289049999
ACH-000683,-0.367917450644
ACH-000684,-0.319125540923
ACH-000688,-0.389593131325
ACH-000693,-0.8663315734720001
ACH-000694,-0.05765396950619999
ACH-000695,-0.29122331856899997
ACH-000696,-0.713950094428
ACH-000697,-0.47620393349699996
ACH-000699,-0.21537873958099998
ACH-000701,-0.7730574068870001
ACH-000706,-0.887347832434
ACH-000711,-0.624030017869
ACH-000713,-0.220910530425
ACH-000714,-0.268227758476
ACH-000718,-0.587424530123
ACH-000720,-0.176969074508
ACH-000721,-0.0746814624832
ACH-000724,-0.18987382433299999
ACH-000725,-0.15660144337200002
ACH-000732,-0.402531163147
ACH-000734,-0.10717531358999999
ACH-000735,-0.162980438431
ACH-000736,-0.266099932317
ACH-000738,-0.7218818286390001
ACH-000746,-0.285180850843
ACH-000747,-0.356523671608
ACH-000748,-0.164944352727
ACH-000753,-0.627214248794
ACH-000756,0.0947183968807
ACH-000757,-0.238849687304
ACH-000758,-0.563311311842
ACH-000760,-0.42289579397699995
ACH-000763,-0.34786169765600006
ACH-000764,-0.582198961381
ACH-000765,-0.28903649933200004
ACH-000766,-0.153955860687
ACH-000767,-0.298310393447
ACH-000768,-0.661941158792
ACH-000769,-0.68768113163
ACH-000770,-0.10774901854499999
ACH-000771,-0.17936115950399997
ACH-000773,-0.185129829811
ACH-000776,-0.7814314236750001
ACH-000777,-0.36554309581100003
ACH-000778,-0.345599203499
ACH-000781,-0.310980398045
ACH-000782,0.028191330292599997
ACH-000783,-0.102654567625
ACH-000784,-0.340692881176
ACH-000785,-0.23010769827599997
ACH-000787,-0.543790831808
ACH-000788,-0.012764671992
ACH-000791,-0.308751505303
ACH-000792,-0.09963161423360001
ACH-000794,-0.6080530436739999
ACH-000796,0.05397288751069999
ACH-000799,-0.251881063517
ACH-000800,-0.08174528505180001
ACH-000802,-0.798764933591
ACH-000804,-0.544361613443
ACH-000805,-0.41025795259900005
ACH-000809,-0.29547563366
ACH-000810,-0.219046004238
ACH-000811,-0.18419979653299998
ACH-000817,-0.346404719221
ACH-000819,-0.280890103757
ACH-000820,-0.26377082306099997
ACH-000821,-0.229820637681
ACH-000822,0.0127359856179
ACH-000823,-0.6045203576120001
ACH-000824,-0.166007505651
ACH-000827,-0.0615978058014
ACH-000829,-0.0787896641015
ACH-000831,-0.599256269822
ACH-000832,-0.804918412695
ACH-000833,-0.254555351773
ACH-000834,-0.590907873426
ACH-000835,-0.538450443318
ACH-000836,-0.525123998208
ACH-000837,-0.930883248107
ACH-000838,0.0621046601452
ACH-000839,-0.6054826009100001
ACH-000840,-0.217077837588
ACH-000841,-0.307939828125
ACH-000843,-0.51992673044
ACH-000846,-0.0930930513872
ACH-000847,-0.376949051795
ACH-000848,-0.393580232875
ACH-000849,-0.39917697615500003
ACH-000851,-0.123982390164
ACH-000855,-0.7587425537029999
ACH-000856,-0.454423556067
ACH-000858,-0.569108305526
ACH-000859,-0.505031363832
ACH-000861,-0.616518808752
ACH-000862,-0.581322076019
ACH-000865,-0.403496172189
ACH-000866,-0.304018572343
ACH-000867,-0.45713012281800003
ACH-000869,-1.12021152709
ACH-000872,-0.5905790488889999
ACH-000873,-1.1551588878499999
ACH-000876,-0.36113496371
ACH-000878,-0.756897063335
ACH-000880,0.0826843040301
ACH-000881,-0.46265003225100004
ACH-000882,-0.040329675006199994
ACH-000884,-0.207652776354
ACH-000885,-0.33680496663099996
ACH-000887,-0.49772796677000003
ACH-000888,-0.0252612877864
ACH-000889,-0.759511571724
ACH-000890,-0.17855737564100002
ACH-000896,-0.221298021339
ACH-000898,-0.265679272733
ACH-000900,-0.6811026079629999
ACH-000901,-0.335799328508
ACH-000905,-0.509263232601
ACH-000906,-0.182618419416
ACH-000907,-0.355375707847
ACH-000910,-1.0142016038500001
ACH-000911,-0.543855653475
ACH-000912,-0.326902764777
ACH-000913,-0.284729710132
ACH-000915,0.038952301712
ACH-000916,-0.0383416352916
ACH-000917,-0.628893750005
ACH-000921,-0.43949348412600003
ACH-000924,-0.200970857355
ACH-000926,-0.425054236632
ACH-000928,-0.148600804309
ACH-000929,-0.0333738910024
ACH-000932,-0.162429146083
ACH-000935,-0.12426927508300001
ACH-000936,0.012606400237200001
ACH-000937,-0.19462554449299999
ACH-000938,-0.0296031684615
ACH-000939,-0.20401256438999998
ACH-000941,-0.28801823051
ACH-000943,-0.6077602399059999
ACH-000946,0.0117768890595
ACH-000947,-0.0925741821764
ACH-000948,0.00462771984237
ACH-000950,-0.0650587909031
ACH-000953,-0.159505279039
ACH-000957,-0.309188436897
ACH-000958,-0.134549233371
ACH-000960,0.0312563975691
ACH-000963,-0.301495289015
ACH-000968,-0.182962661972
ACH-000969,-0.6887122963240001
ACH-000973,-0.266072008057
ACH-000974,-0.114553007864
ACH-000975,-0.462986036848
ACH-000976,-0.7947134012579999
ACH-000978,-0.23187395464699997
ACH-000980,-0.530378780175
ACH-000984,-0.291834430091
ACH-000986,-0.5744819098789999
ACH-000988,0.060191967339300004
ACH-000993,-0.149812983879
ACH-000994,-0.213517257811
ACH-000996,-0.230945770735
ACH-001001,-0.839959094032
ACH-001020,-0.259132717241
ACH-001028,-0.290097394656
ACH-001031,-0.0818674106425
ACH-001038,-0.18810596227
ACH-001048,-0.209320435957
ACH-001050,-0.0694249407994
ACH-001053,-0.24072859810400002
ACH-001054,-0.0524445225763
ACH-001061,-0.663628556596
ACH-001067,-0.498270236553
ACH-001075,-0.640991544981
ACH-001096,-0.0909495042485
ACH-001128,-0.679922502573
ACH-001134,-0.19082166657000002
ACH-001151,-0.08074887670969999
ACH-001163,-0.22058085007
ACH-001164,-0.457023729638
ACH-001173,-1.02598575036
ACH-001183,-0.516708362452
ACH-001184,0.00822760280101
ACH-001190,-0.0479825378142
ACH-001192,-0.161001708277
ACH-001193,-0.322694078471
ACH-001196,-0.259834148197
ACH-001197,-0.319994679998
ACH-001205,-0.0689718794634
ACH-001211,-0.126448016117
ACH-001212,-0.48338338506000006
ACH-001228,-0.189260969499
ACH-001232,-0.179675436498
ACH-001239,-0.729345469586
ACH-001274,-0.25646718613
ACH-001275,-0.254967672229
ACH-001277,-0.023319195567
ACH-001278,-0.0816853800866
ACH-001280,-0.251749052548
ACH-001283,-0.200834156164
ACH-001289,-0.06522339059019999
ACH-001295,-0.6129370613690001
ACH-001300,-0.185766149405
ACH-001301,-0.0977588684073
ACH-001302,-0.21998334608800002
ACH-001303,-0.230870490262
ACH-001306,-0.294843223631
ACH-001318,-0.347843304102
ACH-001322,-0.282066774917
ACH-001328,-0.627763523147
ACH-001332,-0.503477038684
ACH-001333,-0.266880455788
ACH-001336,-0.705082354903
ACH-001340,-0.0675686947607
ACH-001346,-0.892425463187
ACH-001353,-0.15300617054
ACH-001354,0.121249215417
ACH-001367,-0.25012466641
ACH-001368,-0.12252032382099999
ACH-001374,-0.48007196931999996
ACH-001375,-0.0302321561747
ACH-001377,-0.373478117384
ACH-001380,-0.698353485149
ACH-001391,-0.09729331087689999
ACH-001407,-0.0412489124195
ACH-001408,-0.28714530149
ACH-001413,-0.445564044172
ACH-001430,-0.13755849949500001
ACH-001431,-0.190229568947
ACH-001450,-0.640040535949
ACH-001496,-0.467116306282
ACH-001500,-0.4694129799600001
ACH-001521,-0.198710137703
ACH-001523,-0.6439143433460001
ACH-001532,-0.327822285852
ACH-001536,-0.0054490261338
ACH-001550,-0.189120780118
ACH-001552,-0.228241588089
ACH-001554,-0.079093466889
ACH-001645,-0.288390648136
ACH-001654,-0.272160129491
ACH-001715,-0.514671581678
ACH-001735,0.081438166646
ACH-001736,-0.231976253268
ACH-001737,-0.32708233125
ACH-001740,-0.369332601365
ACH-001745,-0.475145165867
ACH-001750,-0.7054581588140001
ACH-001765,-0.485179742136
ACH-001956,-0.07610591674980001
ACH-001957,-0.279053949952
