,PROK2 (60675)
ACH-000004,0.0347583729405
ACH-000007,0.05215467732990001
ACH-000009,-0.0743679302728
ACH-000011,-0.32510316826499996
ACH-000012,-0.142483488532
ACH-000013,-0.04331626993
ACH-000014,-0.21959658651
ACH-000015,-0.04694358165080001
ACH-000017,-0.05322197688540001
ACH-000018,-0.137435830338
ACH-000019,-0.0349735532543
ACH-000021,-0.0869606067677
ACH-000022,-0.09958441571799999
ACH-000025,-0.26136623626600003
ACH-000028,-0.032260696568400006
ACH-000030,-0.07809306572710001
ACH-000035,-0.0202029815976
ACH-000036,-0.244776126758
ACH-000037,-0.267130403981
ACH-000039,-0.13858302123299998
ACH-000040,-0.0476435497601
ACH-000041,0.23460436156599998
ACH-000042,0.005634248118510001
ACH-000045,0.06439370455080001
ACH-000047,-0.033007135269999995
ACH-000052,-0.146634658145
ACH-000053,0.0466872583049
ACH-000054,-0.107654284426
ACH-000055,0.0278631532283
ACH-000060,-0.319893816541
ACH-000067,-0.209369609762
ACH-000070,-0.321779839706
ACH-000075,-0.470800941831
ACH-000078,0.0800670638319
ACH-000082,-0.039321879838699995
ACH-000085,-0.21481216721700003
ACH-000086,-0.0192566318221
ACH-000087,0.0165066952708
ACH-000092,-0.130359239581
ACH-000095,-0.07059340489799999
ACH-000097,0.123211285044
ACH-000098,-0.101516344574
ACH-000099,-0.0115106271848
ACH-000108,-0.112866739746
ACH-000113,-0.08026405965530001
ACH-000115,-0.0932340085983
ACH-000116,-0.129029706932
ACH-000118,-0.0521940424022
ACH-000120,0.10496268887900001
ACH-000123,-0.0812753679888
ACH-000127,-0.11404405738
ACH-000128,-0.131849688468
ACH-000132,0.09115149443119999
ACH-000133,-0.0858356876454
ACH-000137,0.12030912212000001
ACH-000138,-0.014126853580200001
ACH-000142,-0.0681473544921
ACH-000143,-0.0269924076719
ACH-000146,-0.179872018929
ACH-000148,-0.0959368517262
ACH-000150,0.0522531135277
ACH-000152,-0.22355271685699998
ACH-000153,0.0313197561842
ACH-000159,-0.392148459886
ACH-000160,-0.0026465299570100002
ACH-000163,-0.0589143354763
ACH-000167,-0.0654263733234
ACH-000168,-0.21367228744800001
ACH-000169,-0.159415233864
ACH-000178,-0.145742508286
ACH-000182,-0.0017886244026900002
ACH-000183,-0.135353047605
ACH-000188,-0.22017999110199998
ACH-000189,0.261613226339
ACH-000190,-0.281222290628
ACH-000198,-0.130887716264
ACH-000204,-0.0665625811552
ACH-000206,0.121552958017
ACH-000207,-0.235264146741
ACH-000211,-0.127435956366
ACH-000215,-0.148877913728
ACH-000221,0.00830584553864
ACH-000222,-0.044668570308400005
ACH-000223,-0.105012671031
ACH-000226,-0.155923590321
ACH-000227,-0.0419251158164
ACH-000228,-0.014084349319799998
ACH-000231,-0.11816618625700001
ACH-000232,-0.12364158845
ACH-000233,-0.000739906862011
ACH-000234,-0.312399241353
ACH-000235,-0.07355773513439999
ACH-000237,0.08589908388319999
ACH-000238,-0.142361260165
ACH-000243,0.0778030851831
ACH-000244,0.15861949202700001
ACH-000246,-0.0634905059209
ACH-000248,-0.209773331999
ACH-000250,-0.181134108154
ACH-000251,-0.299507513028
ACH-000253,-0.20838445612700002
ACH-000255,-0.18529428886799998
ACH-000256,-0.160611913542
ACH-000257,0.0565930369151
ACH-000258,0.0131956998462
ACH-000259,-0.0833796699604
ACH-000260,-0.1469295874
ACH-000261,0.0404345608991
ACH-000262,0.176245660815
ACH-000263,0.24103361960099998
ACH-000264,-0.15545744795299998
ACH-000265,-0.13099892505400001
ACH-000266,0.020058959959499998
ACH-000272,-0.14969893334599998
ACH-000273,-0.151270794396
ACH-000274,-0.152504218943
ACH-000277,0.118083243061
ACH-000278,-0.00725993155924
ACH-000279,-0.0705788579275
ACH-000280,-0.0617954954455
ACH-000281,0.0558444122966
ACH-000288,0.00977113673453
ACH-000291,-0.1354078597
ACH-000293,-0.11180096541099999
ACH-000294,-0.094200674586
ACH-000295,0.00141584356695
ACH-000296,0.056000513057000004
ACH-000302,-0.07017511169589999
ACH-000304,-0.011119102768000001
ACH-000307,-0.10330819492799999
ACH-000308,0.015925005207700002
ACH-000310,-0.07594283278210001
ACH-000311,0.23319244535999997
ACH-000312,-0.0716202670955
ACH-000315,-0.224546964326
ACH-000316,0.0016665759325899998
ACH-000317,-0.333657514682
ACH-000318,-0.00730644663617
ACH-000319,-0.027893186911299998
ACH-000320,-0.000201512431372
ACH-000322,-0.22815013756799998
ACH-000323,-0.165452813548
ACH-000324,-0.0720267791027
ACH-000329,-0.0116327516838
ACH-000330,-0.012925156043799998
ACH-000331,-0.15794956295999998
ACH-000332,-0.0343957284423
ACH-000334,0.204213639657
ACH-000335,-0.240598427634
ACH-000336,-0.126821068322
ACH-000337,0.0468905193776
ACH-000339,-0.182589828948
ACH-000341,-0.393971887579
ACH-000348,-0.09327368077410002
ACH-000350,-0.0643738710295
ACH-000352,0.010079049398700001
ACH-000356,0.027652668466599997
ACH-000361,-0.133832221773
ACH-000362,-0.0230219116181
ACH-000363,0.06441401040400001
