,FRAT2 (23401)
ACH-000004,-0.206558676807
ACH-000007,-0.33424291658000005
ACH-000009,-0.0096863503334
ACH-000011,-0.19521430002
ACH-000012,-0.272404462731
ACH-000013,-0.144871444321
ACH-000014,-0.175074067449
ACH-000015,-0.126257747462
ACH-000017,-0.0377553718981
ACH-000018,-0.446237540046
ACH-000019,-0.106325090049
ACH-000021,-0.0111929657005
ACH-000022,-0.15517146242799998
ACH-000025,-0.251716063632
ACH-000028,-0.0340791020214
ACH-000030,-0.0732178459313
ACH-000035,-0.21905561324099998
ACH-000036,-0.351822566371
ACH-000037,-0.323725887191
ACH-000039,0.0245099998111
ACH-000040,-0.26063660719
ACH-000041,-0.269256234322
ACH-000042,-0.304933725674
ACH-000045,-0.308247189794
ACH-000047,-0.043810584777
ACH-000052,-0.263208351005
ACH-000053,-0.152887388243
ACH-000054,-0.47194135163400003
ACH-000055,-0.10013796544800001
ACH-000060,-0.23328118568599998
ACH-000067,-0.361749928689
ACH-000070,-0.275744916402
ACH-000075,-0.120017895921
ACH-000078,-0.188712443981
ACH-000082,-0.09614792459869999
ACH-000085,-0.395382779864
ACH-000086,-0.28344704043499996
ACH-000087,-0.261312474197
ACH-000092,-0.23708101936599998
ACH-000095,-0.432850332041
ACH-000097,-0.18549105473000002
ACH-000098,-0.195356857378
ACH-000099,-0.169721346039
ACH-000108,-0.122541689683
ACH-000113,-0.333163045748
ACH-000115,-0.0409611569979
ACH-000116,-0.0162598282823
ACH-000118,-0.272476065161
ACH-000120,-0.20657455384799997
ACH-000123,-0.157674257745
ACH-000127,-0.19695433889699998
ACH-000128,-0.421704500049
ACH-000132,-0.30796242057100004
ACH-000133,-0.305367118566
ACH-000137,-0.380609497231
ACH-000138,-0.23224204228599998
ACH-000142,-0.25660023095600004
ACH-000143,0.0704964702574
ACH-000146,-0.020417567105700002
ACH-000148,-0.17770479612999998
ACH-000150,-0.118765490877
ACH-000152,-0.401716840939
ACH-000153,0.0523837210924
ACH-000159,-0.35448102698399997
ACH-000160,-0.34920635378799997
ACH-000163,-0.08004541362010001
ACH-000167,-0.20294621057599999
ACH-000168,-0.202058641302
ACH-000169,-0.290390009977
ACH-000178,-0.157522459259
ACH-000182,-0.184271457088
ACH-000183,-0.337779193302
ACH-000188,-0.0953857735531
ACH-000189,-0.24483327788400003
ACH-000190,-0.31565106061500003
ACH-000198,-0.341705505875
ACH-000204,-0.7250985929279999
ACH-000206,-0.173728375715
ACH-000207,-0.374178311474
ACH-000211,-0.134316305777
ACH-000215,-0.130642321903
ACH-000221,-0.041144537420199995
ACH-000222,-0.126795427171
ACH-000223,-0.415080727673
ACH-000226,-0.235286171243
ACH-000227,-0.173904111535
ACH-000228,-0.188624868567
ACH-000231,-0.347789864577
ACH-000232,-0.150726497307
ACH-000233,-0.014360229762600001
ACH-000234,-0.371162975737
ACH-000235,-0.196468746276
ACH-000237,-0.27830121432300003
ACH-000238,-0.210715923645
ACH-000243,-0.195720522209
ACH-000244,-0.0253151368793
ACH-000246,-0.204864211288
ACH-000248,-0.498082246868
ACH-000250,-0.281691622912
ACH-000251,-0.631598447869
ACH-000253,-0.284987627316
ACH-000255,-0.281726619287
ACH-000256,-0.295641596345
ACH-000257,0.102569022758
ACH-000258,-0.107786130275
ACH-000259,-0.30681822072500003
ACH-000260,-0.291523013147
ACH-000261,-0.235220588224
ACH-000262,-0.498097069898
ACH-000263,-0.0833922254372
ACH-000264,-0.317902130289
ACH-000265,-0.06237139137619999
ACH-000266,-0.167504308385
ACH-000272,-0.258872663797
ACH-000273,-0.519977466149
ACH-000274,-0.210446604203
ACH-000277,-0.255088932678
ACH-000278,-0.054464637159900006
ACH-000279,-0.383089595018
ACH-000280,-0.30318603161200003
ACH-000281,-0.15947944906300002
ACH-000288,-0.156719748979
ACH-000291,-0.08775575950020001
ACH-000293,-0.136539570581
ACH-000294,-0.0153067714812
ACH-000295,-0.35119365763800003
ACH-000296,-0.25929581092500004
ACH-000302,-0.17406676320099998
ACH-000304,-0.501683211211
ACH-000307,-0.262845753804
ACH-000308,-0.18415920661600002
ACH-000310,-0.329783090515
ACH-000311,-0.0400964681273
ACH-000312,-0.21496904410700002
ACH-000315,0.025183056739699998
ACH-000316,-0.223028514384
ACH-000317,-0.161144033938
ACH-000318,-0.184281748169
ACH-000319,-0.15566586699999999
ACH-000320,-0.0531835600802
ACH-000322,-0.233825070544
ACH-000323,-0.261750200266
ACH-000324,-0.374299242972
ACH-000329,-0.354398944988
ACH-000330,-0.0624238493523
ACH-000331,-0.473315439406
ACH-000332,-0.21386457098900002
ACH-000334,0.15074034877599998
ACH-000335,-0.285823683994
ACH-000336,-0.178913341021
ACH-000337,-0.035600490282699994
ACH-000339,-0.177481498813
ACH-000341,-0.365970177394
ACH-000348,-0.176811821193
ACH-000350,-0.25426524597
ACH-000352,-0.108621769735
ACH-000356,-0.334288963715
ACH-000361,-0.412432477959
ACH-000362,-0.29460466320900003
ACH-000363,0.008893821341190001
ACH-000364,-0.157352972104
ACH-000365,-0.116928370221
ACH-000366,-0.23051359080699999
ACH-000368,-0.220749697918
ACH-000374,-0.206370985372
ACH-000375,-0.23626614665600001
ACH-000376,-0.275868821752
ACH-000381,-0.0475962026429
ACH-000383,-0.121886570059
ACH-000387,-0.296202364793
ACH-000389,-0.23943994481999997
ACH-000390,-0.307280194998
ACH-000393,-0.212435797974
ACH-000395,-0.195131593141
ACH-000397,-0.214873936431
ACH-000401,-0.034785103292699994
ACH-000402,0.0717595617465
ACH-000403,-0.289899481554
ACH-000404,-0.0368393706899
ACH-000406,-0.208119947443
ACH-000407,-0.33845640940899996
ACH-000408,0.0184149722474
ACH-000410,-0.174698800444
ACH-000411,-0.118212187118
ACH-000414,-0.21123011881499998
ACH-000415,-0.170384244908
ACH-000416,-0.221382825574
ACH-000420,-0.332617491286
ACH-000421,-0.193251905331
ACH-000424,0.024059537834200003
ACH-000425,-0.278532862483
ACH-000426,-0.289968866981
ACH-000427,-0.28996861532400003
ACH-000433,-0.169050585251
ACH-000436,-0.5403018301479999
ACH-000444,-0.112233010637
ACH-000445,-0.37291801378
ACH-000448,-0.09883834034610002
ACH-000450,-0.23399458509799997
ACH-000452,-0.334118895603
ACH-000454,-0.052803965039499995
ACH-000458,-0.263219748833
ACH-000459,-0.22567766971
ACH-000460,-0.356358334802
ACH-000461,-0.214107496981
ACH-000463,-0.234779525336
ACH-000464,-0.288606086759
ACH-000466,-0.365013801095
ACH-000467,-0.0432710592274
ACH-000468,-0.277235983152
ACH-000469,-0.39480149324600006
ACH-000470,0.0474373910676
ACH-000471,-0.182048176329
ACH-000472,-0.246519340693
ACH-000473,-0.23872672337900003
ACH-000475,-0.43497247218999996
ACH-000476,-0.353737346382
ACH-000477,-0.285942831864
ACH-000480,-0.330029413026
ACH-000481,-0.149121236887
ACH-000483,-0.18613258404
ACH-000484,-0.48051398204999995
ACH-000485,-0.385999113557
ACH-000486,-0.186575566125
ACH-000487,-0.34829094402500005
ACH-000488,-0.12336122342700001
ACH-000490,-0.144221772278
ACH-000491,-0.036184223184400004
ACH-000495,-0.596695204993
ACH-000496,-0.311651214598
ACH-000499,-0.229375882126
ACH-000500,-0.5513340463090001
ACH-000502,-0.13959210124500002
ACH-000503,-0.582960013848
ACH-000505,-0.40082364960699995
ACH-000507,-0.15186510389900001
ACH-000510,-0.14740655135
ACH-000511,-0.138499369657
ACH-000512,0.004241154792510001
ACH-000516,-0.23596313747900002
ACH-000517,-0.257500756064
ACH-000518,-0.195805987652
ACH-000520,-0.286875674914
ACH-000521,-0.143056973291
ACH-000522,-0.250010902489
ACH-000524,-0.45824594908
ACH-000527,-0.237729195518
ACH-000528,-0.151372957044
ACH-000537,-0.35097135220299996
ACH-000541,-0.435934974712
ACH-000542,-0.29667063683899997
ACH-000544,-0.232966232289
ACH-000545,-0.27108018170299997
ACH-000547,-0.347209924692
ACH-000548,-0.27537644124
ACH-000549,-0.143109469035
ACH-000550,-0.229702585972
ACH-000552,-0.283274663376
ACH-000556,-0.154653829105
ACH-000557,-0.177231450482
ACH-000570,-0.405912374137
ACH-000571,-0.13368956595200002
ACH-000573,-0.141431257562
ACH-000576,-0.123562584392
ACH-000580,0.061316217978800006
ACH-000584,-0.175805860044
ACH-000585,-0.24769893573100002
ACH-000588,-0.313634378284
ACH-000589,-0.197874871699
ACH-000591,-0.237168952277
ACH-000593,-0.203623900807
ACH-000600,-0.274116802424
ACH-000601,-0.15706178272500002
ACH-000604,-0.142575052047
ACH-000605,-0.265425564554
ACH-000606,-0.270586306498
ACH-000608,-0.38330300643799997
ACH-000614,-0.0539884549094
ACH-000616,-0.307198188044
ACH-000618,-0.107503662679
ACH-000619,-0.155985772837
ACH-000620,-0.165858247507
ACH-000621,-0.072179922078
ACH-000622,-0.231424917121
ACH-000623,-0.24108959811099998
ACH-000624,-0.26974082308200004
ACH-000627,-0.11182037711300001
ACH-000630,-0.305347507033
ACH-000632,-0.414098358527
ACH-000633,-0.121144277094
ACH-000637,-0.205112612808
ACH-000638,-0.280506502133
ACH-000646,-0.005544676352819999
ACH-000647,-0.240947465957
ACH-000648,-0.45570377133900003
ACH-000649,-0.327360968248
ACH-000651,-0.253798118159
ACH-000652,-0.308760399113
ACH-000653,-0.290382902648
ACH-000657,-0.27362941723900003
ACH-000658,-0.206225833909
ACH-000661,0.06556763848910001
ACH-000662,-0.0927141328641
ACH-000663,0.0456696107506
ACH-000665,-0.210510056741
ACH-000671,-0.223122624075
ACH-000673,-0.338590916186
ACH-000676,-0.160407709615
ACH-000677,-0.263531895369
ACH-000681,-0.028118608469599998
ACH-000682,-0.07858508260939999
ACH-000683,-0.144991041298
ACH-000684,-0.5210562052300001
ACH-000688,-0.529630959203
ACH-000693,-0.207250914276
ACH-000694,-0.189494182392
ACH-000695,-0.461293903468
ACH-000696,-0.12658722773800002
ACH-000697,-0.274673167903
ACH-000699,-0.198440474912
ACH-000701,-0.06333796221719999
ACH-000706,-0.193516358378
ACH-000711,-0.28061602368
ACH-000713,-0.048735162462800005
ACH-000714,-0.31110753285799997
ACH-000718,-0.24928757693599998
ACH-000720,-0.23327768498399998
ACH-000721,-0.148758194616
ACH-000724,-0.419361749013
ACH-000725,0.0135463377407
ACH-000732,-0.0628383744858
ACH-000734,-0.205019317586
ACH-000735,-0.207783226644
ACH-000736,-0.30307771794300004
ACH-000738,-0.18552408022599998
ACH-000746,-0.39798572452500003
ACH-000747,0.0310702579871
ACH-000748,-0.219924882531
ACH-000753,-0.16859585372000002
ACH-000756,-0.336688686205
ACH-000757,-0.0216962438609
ACH-000758,-0.264536397596
ACH-000760,-0.10026024900800001
ACH-000763,-0.476212835577
ACH-000764,-0.29568516597800004
ACH-000765,-0.0316277697529
ACH-000766,-0.278354163125
ACH-000767,-0.228196278325
ACH-000768,-0.202268869891
ACH-000769,-0.0885674435815
ACH-000770,-0.276412078893
ACH-000771,-0.178225171645
ACH-000773,-0.391853921073
ACH-000776,-0.159690648773
ACH-000777,-0.0552566039031
ACH-000778,-0.29633841866599997
ACH-000781,-0.239063298462
ACH-000782,-0.30444786982
ACH-000783,-0.257708089028
ACH-000784,-0.25150756913000005
ACH-000785,-0.217850389012
ACH-000787,-0.404897979966
ACH-000788,-0.233715612905
ACH-000791,-0.221111799335
ACH-000792,-0.171182369077
ACH-000794,-0.328585320816
ACH-000796,-0.39023145512400004
ACH-000799,-0.156553157368
ACH-000800,-0.17706654279
ACH-000802,0.0398259867268
ACH-000804,-0.27826001071600004
ACH-000805,-0.167378939836
ACH-000809,-0.19573752579
ACH-000810,-0.152358932596
ACH-000811,-0.19453939015000002
ACH-000817,-0.30085241973099996
ACH-000819,-0.24448201898400002
ACH-000820,-0.0689543440465
ACH-000821,-0.174477884176
ACH-000822,-0.20600365055999997
ACH-000823,-0.237252964253
ACH-000824,-0.24382022831
ACH-000827,-0.233671429038
ACH-000829,-0.302018780457
ACH-000831,-0.22018719874
ACH-000832,-0.289122862025
ACH-000833,-0.005729940669550001
ACH-000834,-0.125089585551
ACH-000835,-0.08787038958110001
ACH-000836,-0.235110700128
ACH-000837,-0.201519433245
ACH-000838,0.383455508829
ACH-000839,-0.375160235248
ACH-000840,-0.108407095381
ACH-000841,-0.303542724571
ACH-000843,-0.0457995988055
ACH-000846,-0.201695522233
ACH-000847,-0.889851847603
ACH-000848,-0.19822524251499998
ACH-000849,-0.103291347859
ACH-000851,-0.0900749635736
ACH-000855,-0.128816400685
ACH-000856,-0.0551329266593
ACH-000858,-0.21339698270399998
ACH-000859,-0.348736374629
ACH-000861,-0.44997683176799996
ACH-000862,-0.195723526231
ACH-000865,-0.213389457141
ACH-000866,-0.10168969044199999
ACH-000867,-0.331457768075
ACH-000869,-0.23724024879
ACH-000872,-0.122260644552
ACH-000873,-0.31813405989
ACH-000876,-0.14501335799
ACH-000878,-0.242859330154
ACH-000880,-0.0639196061702
ACH-000881,-0.27464808239300004
ACH-000882,-0.121341254748
ACH-000884,-0.196402349972
ACH-000885,-0.23027219693000003
ACH-000887,-0.20781270941799998
ACH-000888,-0.507016135841
ACH-000889,-0.202569493094
ACH-000890,-0.31785616769499997
ACH-000896,-0.153073512376
ACH-000898,-0.07301286361760001
ACH-000900,-0.145419879214
ACH-000901,-0.17021378721299998
ACH-000905,-0.21824152046300002
ACH-000906,-0.13190118210100002
ACH-000907,0.035293110138500006
ACH-000910,-0.17192410673300002
ACH-000911,-0.335899110799
ACH-000912,-0.191833316439
ACH-000913,-0.131006564571
ACH-000915,-0.17572858659499999
ACH-000916,-0.400448890991
ACH-000917,-0.0686896074129
ACH-000921,-0.20258547625300002
ACH-000924,-0.11939057266200001
ACH-000926,-0.264631858165
ACH-000928,-0.1281280464
ACH-000929,0.129098913875
ACH-000932,-0.117701147223
ACH-000935,-0.36531803648199995
ACH-000936,-0.22108984676100002
ACH-000937,-0.23684358946400003
ACH-000938,0.0184378332656
ACH-000939,-0.343145393888
ACH-000941,-0.164001845299
ACH-000943,-0.00686510263564
ACH-000946,-0.191308526512
ACH-000947,-0.15097314055400002
ACH-000948,-0.268837980508
ACH-000950,-0.298930916125
ACH-000953,-0.424246639829
ACH-000957,-0.103685052266
ACH-000958,-0.06790328124480001
ACH-000960,-0.17158557758600002
ACH-000963,-0.199997188634
ACH-000968,-0.281092373635
ACH-000969,-0.24648991995900002
ACH-000973,-0.23063050938700003
ACH-000974,-0.20394571532000003
ACH-000975,-0.234166315594
ACH-000976,-0.179681707409
ACH-000978,-0.0300713704872
ACH-000980,-0.39598237577600004
ACH-000984,-0.260170537155
ACH-000986,-0.0606357962847
ACH-000988,-0.123394180675
ACH-000993,-0.41873285939099997
ACH-000994,-0.12727304875499998
ACH-000996,-0.539041229865
ACH-001001,-0.363044953627
ACH-001020,-0.117289764042
ACH-001028,-0.260671046814
ACH-001031,-0.09817160961819998
ACH-001038,-0.107612942905
ACH-001048,-0.18696088518399998
ACH-001050,-0.231984031433
ACH-001053,-0.0693574993955
ACH-001054,-0.134731559581
ACH-001061,-0.120353732597
ACH-001067,-0.330895029156
ACH-001075,-0.303926429834
ACH-001096,-0.19545139989100002
ACH-001128,-0.31384617231
ACH-001134,-0.0787091876654
ACH-001151,-0.26844566885000004
ACH-001163,-0.329124420941
ACH-001164,-0.0700492238987
ACH-001173,-0.236586838992
ACH-001183,0.004841406924149999
ACH-001184,-0.194800267744
ACH-001190,-0.161003728209
ACH-001192,-0.294614235168
ACH-001193,-0.16335166874399998
ACH-001196,-0.13864118875999998
ACH-001197,-0.134736194611
ACH-001205,0.0293085661179
ACH-001211,-0.615209065076
ACH-001212,0.121812612885
ACH-001228,-0.216981068257
ACH-001232,-0.316731114584
ACH-001239,-0.051337065539499994
ACH-001274,-0.260256829043
ACH-001275,-0.327858421924
ACH-001277,-0.34517827818400004
ACH-001278,-0.19295419863899999
ACH-001280,0.047043164431800004
ACH-001283,-0.125038016519
ACH-001289,-0.510119757378
ACH-001295,-0.239709651245
ACH-001300,-0.359990057434
ACH-001301,-0.024446297834
ACH-001302,-0.019625188185700002
ACH-001303,-0.06508552352699999
ACH-001306,-0.203085128335
ACH-001318,-0.008044740631539999
ACH-001322,-0.305427863486
ACH-001328,-0.181163513746
ACH-001332,-0.197509888521
ACH-001333,-0.195627425469
ACH-001336,-0.158760236086
ACH-001340,-0.169044325141
ACH-001346,-0.258081814566
ACH-001353,-0.30958940465
ACH-001354,-0.475382772056
ACH-001367,-0.338505047794
ACH-001368,-0.132115622711
ACH-001374,-0.24413830666900002
ACH-001375,-0.269295503966
ACH-001377,-0.432824922961
ACH-001380,-0.19340875098700003
ACH-001391,-0.31366275744800004
ACH-001407,-0.296252553563
ACH-001408,-0.39386702741999996
ACH-001413,-0.0921645436448
ACH-001430,-0.220292748529
ACH-001431,-0.0031907049874299997
ACH-001450,-0.20886828195300003
ACH-001496,-0.180037641195
ACH-001500,-0.026271490111799998
ACH-001521,-0.218223328201
ACH-001523,-0.201139319183
ACH-001532,-0.269163356212
ACH-001536,-0.16486920455999998
ACH-001550,-0.146849735627
ACH-001552,-0.290897398573
ACH-001554,-0.33954494068400004
ACH-001645,-0.29698813008200003
ACH-001654,-0.312019029352
ACH-001715,-0.334824368634
ACH-001735,-0.35428625697599997
ACH-001736,-0.245158045348
ACH-001737,-0.446909897311
ACH-001740,-0.207002046688
ACH-001745,-0.324993361904
ACH-001750,-0.10033308478399999
ACH-001765,-0.15658714973500001
ACH-001956,-0.178424489173
ACH-001957,-0.17717050870200002
